,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2023-01-31,1756.00000,788.00000,968.00000,123.00000,419.00000,542.00000,426.00000,-16.00000,410.00000,58.00000,352.00000,352.00000,,352.00000,,426.00000,296.00000,297.00000,1.19000,1.19000
2022-10-31,1849.00000,837.00000,1012.00000,119.00000,422.00000,541.00000,471.00000,-16.00000,455.00000,87.00000,368.00000,368.00000,,368.00000,544.00000,471.00000,299.00000,300.00000,1.23000,1.24000
2022-07-31,1718.00000,779.00000,939.00000,116.00000,412.00000,528.00000,411.00000,-14.00000,397.00000,68.00000,329.00000,329.00000,,329.00000,491.00000,411.00000,298.00000,299.00000,1.10000,1.10000
2022-04-30,1607.00000,746.00000,861.00000,115.00000,386.00000,501.00000,360.00000,-27.00000,333.00000,59.00000,274.00000,274.00000,,274.00000,442.00000,360.00000,299.00000,301.00000,0.92000,0.91000
2022-01-31,1674.00000,764.00000,910.00000,117.00000,417.00000,534.00000,376.00000,-57.00000,319.00000,36.00000,283.00000,283.00000,,283.00000,458.00000,376.00000,301.00000,303.00000,0.94000,0.93000
2021-10-31,1660.00000,760.00000,900.00000,116.00000,389.00000,505.00000,395.00000,53.00000,448.00000,6.00000,442.00000,442.00000,,442.00000,479.00000,395.00000,304.00000,307.00000,1.46000,1.45000
2021-07-31,1586.00000,734.00000,852.00000,113.00000,403.00000,516.00000,336.00000,-9.00000,327.00000,63.00000,264.00000,264.00000,,264.00000,420.00000,336.00000,303.00000,306.00000,0.87000,0.86000
2021-04-30,1525.00000,708.00000,817.00000,109.00000,420.00000,529.00000,288.00000,-15.00000,273.00000,57.00000,216.00000,216.00000,,216.00000,365.00000,288.00000,304.00000,307.00000,0.71000,0.70000
2021-01-31,1548.00000,710.00000,838.00000,103.00000,407.00000,510.00000,328.00000,-16.00000,312.00000,24.00000,288.00000,288.00000,,288.00000,404.00000,328.00000,306.00000,309.00000,0.94000,0.93000
2020-10-31,1483.00000,695.00000,788.00000,102.00000,387.00000,489.00000,299.00000,-16.00000,283.00000,61.00000,222.00000,222.00000,,222.00000,375.00000,299.00000,309.00000,312.00000,0.72000,0.71000
