,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,576.20790,102.38400,473.82390,29.02600,-41.08100,18.21700,455.60690,-43.08800,265.66200,50.69100,214.97100,214.97100,,214.97100,493.11190,455.60680,80.74600,81.21500,2.69000,2.67000
2022-09-30,560.63900,98.41800,462.22100,25.94100,96.24700,152.69000,309.53100,-40.32700,269.20400,52.61200,216.59200,216.59200,,216.59200,347.35800,309.53100,80.50000,80.87400,2.69000,2.68000
2022-06-30,551.80600,100.76800,451.03800,23.91600,97.79700,150.65700,300.38100,-40.34900,260.03200,49.44500,210.58700,210.58700,,210.58700,336.72800,300.38100,80.92300,81.29500,2.60000,2.59000
2022-03-31,559.94500,102.77100,457.17400,28.32200,111.62000,168.19600,288.97800,-40.03500,248.94300,20.52000,228.42300,228.42300,,228.42300,324.92700,288.97800,81.59100,82.28600,2.80000,2.78000
2021-12-31,549.84190,95.90300,453.93890,30.81900,-34.31200,25.45900,428.47990,-34.82400,245.76300,51.89800,193.86500,193.86500,,193.86490,465.07390,428.48000,82.50800,83.47900,2.35000,2.32000
2021-09-30,517.09900,89.67400,427.42500,28.35200,97.92900,147.19500,280.23000,-79.58000,200.65000,30.77400,169.87600,169.87600,,169.87600,308.58800,280.23000,82.47000,83.55400,2.06000,2.03000
2021-06-30,498.18000,87.32700,410.85300,27.53100,88.37300,153.32000,257.53300,-61.83800,195.69500,30.27200,165.42300,165.42300,,165.42300,302.18300,257.53300,82.45400,83.29500,2.01000,1.99000
2021-03-31,478.42300,85.78000,392.64300,24.86200,91.19500,138.26800,254.37500,-38.34700,216.02800,19.20900,196.81900,196.81900,,196.81900,283.82100,254.37500,82.64000,83.49300,2.38000,2.36000
2020-12-31,443.66100,75.93500,367.72600,27.05600,-30.09300,19.01400,348.71200,-38.91900,195.16600,38.95000,156.21590,156.21590,,156.21600,377.85800,348.71200,83.71600,84.51700,1.88000,1.87000
2020-09-30,425.33300,70.70400,354.62900,24.90100,80.28100,127.00900,227.62000,-38.57700,189.04300,6.68500,182.35800,182.35800,,182.35800,256.59800,227.62000,83.60200,84.47900,2.18000,2.16000
2020-06-30,409.61600,70.45600,339.16000,22.53400,79.92600,123.98500,215.17500,-76.00800,139.16700,24.04400,115.12300,115.12300,,115.12300,243.87000,215.17500,83.66600,84.34900,1.38000,1.36000
2020-03-31,416.78000,74.60900,342.17100,26.56200,86.38200,134.28700,207.88400,-45.03500,162.84900,14.72400,148.12500,148.12500,,148.12500,236.30500,207.88400,84.87000,85.54800,1.75000,1.73000
2019-12-31,406.60600,70.15400,336.45210,27.10000,89.14500,137.02300,199.42900,-52.89600,146.53300,23.75000,122.78300,122.78300,,122.78300,227.03500,199.42900,84.64400,85.53600,1.45000,1.44000
2019-09-30,394.25100,70.48600,323.76500,24.31000,78.66600,122.54600,201.21900,-32.47100,168.74800,31.76500,136.98300,136.98300,,136.98300,227.35000,201.21900,84.76500,85.55000,1.62000,1.60000
2019-06-30,385.55800,71.97500,313.58300,23.75200,78.03500,121.20500,192.37800,-32.63300,159.74500,34.05500,125.69000,125.69000,,125.69000,223.98300,192.37800,84.75000,85.39300,1.48000,1.47000
2019-03-31,371.38100,82.34600,289.03500,23.17200,83.54500,126.36000,162.67500,-34.38300,128.29200,-49.90000,178.19200,178.19200,,178.19200,183.30400,162.67500,84.25300,85.64900,2.11000,2.08000
2018-12-31,361.68800,73.75700,287.93100,20.31200,77.85700,118.11300,169.81800,17.47100,187.28900,35.15700,152.13200,152.13200,,152.13200,190.74700,169.81800,87.17900,89.70100,1.85000,1.78000
2018-09-30,357.93400,70.90600,287.02800,20.59100,70.90000,110.62500,176.40300,-29.55700,146.84600,23.01400,123.83200,123.83200,,123.83200,196.52300,176.40300,88.79600,91.37200,1.39000,1.36000
2018-06-30,363.04600,71.36800,291.67800,19.80100,71.45200,118.16700,173.51100,-17.18800,156.32300,39.49400,116.82900,116.82900,,116.82900,201.32000,173.51100,89.11200,91.58600,1.31000,1.28000
2018-03-31,351.31600,71.30400,280.01200,20.70700,72.59600,112.84600,167.16600,-27.72800,139.43800,24.34600,115.09200,115.09200,,115.09200,187.55800,167.16600,90.07500,92.58700,1.28000,1.24000
2017-12-31,334.77900,69.24700,265.53200,20.70900,71.00600,111.39300,154.13900,-27.17900,126.96000,62.35800,64.60200,64.60200,,64.60200,174.66600,154.13900,90.33600,91.91400,0.72000,0.69000
2017-09-30,322.09700,68.43300,253.66400,17.97400,66.95200,104.86500,148.79900,-27.99600,120.80300,35.65000,85.15300,85.15300,,85.15300,169.58700,148.79900,90.11200,91.86800,0.94000,0.93000
2017-06-30,316.08900,68.53800,247.55100,18.19600,62.97400,101.45100,146.10000,-28.58900,117.51100,36.24500,81.26600,81.26600,,81.26600,167.23000,146.10000,90.40400,91.70800,0.90000,0.89000
2017-03-31,301.20700,67.46300,233.74400,18.97000,63.95300,103.01200,130.73200,-29.10700,101.62500,28.67400,72.95100,72.95100,,72.95100,151.67000,130.73200,90.70800,91.62400,0.80000,0.80000
2016-12-31,292.81200,63.81900,228.99300,18.96000,63.07600,102.98100,126.01190,-28.91700,97.09500,28.84500,68.25000,68.25000,,68.25000,147.80600,126.01190,95.98600,96.54000,0.73000,0.73000
2016-09-30,288.43300,62.98600,225.44700,18.75000,63.37300,102.18700,123.26000,-25.73800,97.52200,32.24100,65.28100,65.28100,,65.28100,144.12600,123.26000,94.82300,95.47300,0.69000,0.68000
2016-06-30,290.59600,62.13000,228.46600,18.56600,63.87300,102.77500,125.69100,-25.14700,100.54400,33.58700,66.95700,66.95700,,66.95700,146.73500,125.69100,96.41200,96.88800,0.69000,0.69000
2016-03-31,278.82800,63.17200,215.65600,18.92800,63.57900,102.51500,113.14100,-22.36400,90.77700,30.41000,60.36700,60.36700,,60.36700,133.85800,113.14100,99.42500,99.99800,0.61000,0.60000
2015-12-31,272.89300,64.80400,208.08900,17.77600,63.39900,100.54600,107.54290,-22.10700,85.43600,25.43700,59.99900,59.99900,-0.59300,59.40600,127.62190,107.54290,109.12400,109.92600,0.57000,0.55000
2015-09-30,268.77100,65.59300,203.17800,15.54800,58.76900,94.07600,109.10200,-10.06000,99.04200,34.64400,64.39800,64.39800,,64.39800,129.39500,109.10200,108.77300,109.44000,0.59000,0.59000
2015-06-30,270.58000,67.39400,203.18600,20.80700,64.10800,104.67500,98.51100,-11.09500,87.41600,31.39900,56.01700,56.01700,,56.01700,118.71800,98.51100,112.14300,112.93100,0.50000,0.50000
2015-03-31,262.76900,69.90400,192.86500,23.18900,62.02500,104.12300,88.74200,-11.08200,77.66000,28.03600,49.62400,49.62400,-5.79700,43.82700,108.09700,88.74200,112.52000,113.52200,0.39000,0.39000
2014-12-31,251.10500,54.61000,196.49500,52.07400,40.11600,111.40100,85.09390,-14.36600,70.72800,27.45900,43.26900,43.26900,1.07100,44.34000,112.58390,85.09400,115.73700,116.70600,0.41000,0.40000
2014-09-30,251.66100,69.77000,181.89100,19.02100,60.91800,97.85500,84.03600,-4.04000,79.99600,28.27200,51.72400,51.72400,-0.01000,51.71400,102.51100,84.03600,116.25100,117.16300,0.44000,0.44000
2014-06-30,254.22600,76.81600,177.41000,,71.51600,88.87900,88.53100,-4.44800,84.08300,27.28000,56.80300,56.80300,50.85700,107.66000,106.45600,88.53100,116.70200,117.66400,0.92000,0.91000
2014-03-31,239.68800,75.42700,164.26100,,67.65800,84.75600,79.50500,-5.97400,73.53100,26.38500,47.14600,47.14600,33.25300,80.39900,100.12800,79.50500,117.58200,118.59700,0.68000,0.68000
2013-12-31,236.86400,37.55000,199.31400,,37.87700,115.66690,83.64700,-6.65300,76.99400,36.11900,40.87500,40.87500,6.38200,47.25700,105.98500,83.64710,120.10000,121.07400,0.40000,0.39000
2013-09-30,228.60800,68.15100,160.45700,,59.91700,76.55300,83.90400,-6.16400,77.74000,27.80400,49.93600,49.93600,5.37400,55.31000,105.21600,83.90400,119.60700,120.57800,0.46000,0.46000
2013-06-30,228.42300,69.69600,158.72700,,52.84200,68.83800,89.88900,-5.98500,83.90400,27.76300,56.14100,56.14100,4.91200,61.05300,110.58400,89.88900,121.14900,122.06900,0.50000,0.50000
2013-03-31,219.46900,65.30000,154.16900,,55.51500,71.27800,82.89100,-8.70100,74.19000,21.23200,52.95800,52.95800,5.97900,58.93700,103.46500,82.89100,120.74600,121.70200,0.49000,0.48000
2012-12-31,123.92900,16.39800,107.53100,,35.89400,40.92500,66.60600,-6.89900,59.70700,24.70200,35.00500,35.00500,,54.45200,88.21500,66.60600,122.02300,123.20400,0.44000,0.44000
