,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,1084.00000,411.00000,673.00000,346.00000,433.00000,,800.00000,-127.00000,-40.00000,-167.00000,-28.00000,-139.00000,-139.00000,-139.00000,-21.00000,-127.00000,157.00000,157.00000,-0.89000,-0.89000
2022-09-30,1115.00000,398.00000,717.00000,325.00000,146.00000,,4374.00000,-3657.00000,-15.00000,-3672.00000,144.00000,-3816.00000,-3816.00000,-3816.00000,-3555.00000,-3657.00000,157.00000,157.00000,-24.26000,-24.26000
2022-06-30,1162.00000,395.00000,767.00000,327.00000,410.00000,,1346.00000,-579.00000,-58.00000,-637.00000,-102.00000,-535.00000,-535.00000,-535.00000,-484.00000,-579.00000,157.00000,157.00000,-3.40000,-3.40000
2022-03-31,1223.00000,408.00000,815.00000,323.00000,308.00000,,631.00000,184.00000,-44.00000,140.00000,54.00000,86.00000,86.00000,86.00000,275.00000,184.00000,157.00000,159.00000,0.55000,0.55000
2021-12-31,1199.00000,381.00000,818.00000,350.00000,426.00000,,776.00000,42.00000,46.00000,88.00000,-25.00000,113.00000,113.00000,113.00000,137.00000,42.00000,150.00000,151.00000,0.70000,0.70000
2021-09-30,1108.00000,338.00000,770.00000,436.00000,879.00000,,1315.00000,-545.00000,965.00000,420.00000,103.00000,317.00000,317.00000,317.00000,-473.00000,-545.00000,152.00000,153.00000,2.09000,2.08000
2021-06-30,1126.00000,324.00000,802.00000,202.00000,413.00000,,615.00000,187.00000,20.00000,207.00000,22.00000,185.00000,185.00000,185.00000,245.00000,187.00000,146.00000,147.00000,1.27000,1.26000
2021-03-31,1093.00000,329.00000,764.00000,197.00000,374.00000,,571.00000,193.00000,-24.00000,169.00000,22.00000,147.00000,147.00000,147.00000,251.00000,193.00000,146.00000,147.00000,1.01000,1.00000
2020-12-31,953.00000,323.00000,630.00000,199.00000,298.00000,,497.00000,133.00000,165.00000,298.00000,41.00000,257.00000,257.00000,257.00000,194.00000,133.00000,147.00000,148.00000,1.76000,1.75000
2020-09-30,794.00000,268.00000,526.00000,172.00000,192.00000,,364.00000,162.00000,53.00000,215.00000,36.00000,179.00000,179.00000,179.00000,219.00000,162.00000,146.00000,148.00000,1.22000,1.21000
