,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,271.58100,88.22100,183.36000,22.45900,93.01000,115.46900,67.89100,-1.46200,66.42900,16.42400,50.00500,50.00500,50.00500,94.59400,67.89100,157.01100,161.75000,0.32000,0.31000
2022-09-30,269.65500,90.06000,179.59500,23.90300,99.37500,123.27800,56.31700,47.39900,103.71600,13.98200,89.73400,89.73400,89.55500,82.95800,56.31700,156.92800,162.17200,0.57000,0.55250
2022-06-30,288.22800,87.87800,200.35000,23.14800,96.62900,119.77690,80.57310,-1.52100,79.05200,17.13700,61.91500,61.91500,61.52400,106.43910,80.57300,156.87600,164.11600,0.39000,0.37500
2022-03-31,290.37600,88.91800,201.45800,21.74200,89.26900,111.01100,90.44700,-21.67500,68.77200,8.62800,60.14400,60.14400,60.73900,115.81400,90.44700,157.08800,163.87600,0.38750,0.37000
2021-12-31,269.27600,85.58500,183.69100,20.65000,100.69300,121.34300,62.34800,23.83100,86.17900,14.12000,72.05900,72.05900,80.17300,87.45000,62.34800,157.24000,164.82800,0.51000,0.49000
2021-09-30,257.71900,86.72200,170.99700,21.60000,86.17500,107.77500,63.22200,4.16100,67.38300,-1.59800,68.98100,68.98100,69.61500,87.95600,63.22200,156.37600,164.63200,0.44500,0.42250
2021-06-30,259.02800,83.08300,175.94500,20.72100,86.64100,107.36190,68.58300,-61.46900,7.11400,-7.53000,14.64400,14.64400,14.95900,93.25500,68.58300,154.98800,161.93200,0.09250,0.09250
2021-03-31,243.55200,75.27800,168.27400,17.05200,82.59600,99.64800,68.62600,-23.27200,45.35400,-0.04800,45.40200,45.40200,45.78200,89.72900,68.62600,155.42400,162.70400,0.29500,0.28000
2020-12-31,224.25300,73.35300,150.90000,16.78900,83.11600,99.90500,50.99500,5.37300,56.36800,10.22400,46.14400,46.14400,46.27400,71.87900,50.99500,154.76400,161.02800,0.30000,0.28750
2020-09-30,204.19900,66.46800,137.73100,16.04100,72.59800,88.63900,49.09200,-9.75300,39.33900,5.94400,33.39500,33.39500,33.39500,70.18000,49.09200,154.14400,160.10000,0.21750,0.20750
2020-06-30,175.83400,62.52000,113.31400,16.78000,57.22500,74.00500,39.30900,22.21500,61.52400,2.68000,58.84400,58.84400,58.84400,60.30000,39.30900,152.80400,157.60400,0.38500,0.37750
2020-03-31,194.68000,64.61700,130.06300,15.95400,66.31800,82.27200,47.79100,-0.97000,46.82100,10.38900,36.43200,36.43200,36.43200,68.89900,47.79100,153.21200,157.74000,0.23750,0.23000
2019-12-31,184.93400,63.53100,121.40300,16.38100,68.03000,84.41100,36.99200,113.33400,150.32600,30.70400,119.62200,119.62200,119.62200,57.54500,36.99200,152.66800,158.20000,0.78250,0.75500
2019-09-30,183.24300,64.82900,118.41400,16.07700,69.01000,85.08700,33.32700,-15.52100,17.80600,3.40800,14.39800,14.39800,14.39800,53.41200,33.32700,152.12800,157.01200,0.09500,0.09250
