,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,1407.80000,691.90000,715.90000,238.20000,615.60000,888.80000,-172.89990,-27.20000,-200.10000,-46.70000,-153.40000,-153.40000,,-153.40000,220.70000,-172.89990,168.00000,168.00000,-0.91000,-0.91000
2022-09-30,1393.50000,713.90000,679.60000,243.20000,659.00000,932.10000,-252.50000,-48.60000,-301.10000,-44.10000,-257.00000,-257.00000,,-257.00000,125.60000,-252.50000,166.90000,166.90000,-1.54000,-1.54000
2022-06-30,1102.40000,435.70000,666.70000,172.60000,509.20000,704.10000,-37.40000,-68.90000,-106.30000,-2.30000,-104.00000,-104.00000,,-104.00000,153.80000,-37.40000,136.50000,136.50000,-0.76000,-0.76000
2022-03-31,930.00010,398.60100,531.39910,96.06600,289.08410,402.50400,128.89500,-7.09700,121.79800,10.87600,110.92200,110.92200,,110.92200,142.71200,128.89500,115.48500,116.77500,0.96000,0.95000
2021-12-31,903.30000,350.40000,552.90000,116.70000,266.10000,398.80000,154.10000,-1.90000,152.20000,7.60000,144.60000,144.60000,,144.60000,268.70000,154.10000,115.30000,116.70000,1.25000,1.24000
2021-09-30,858.20000,456.70000,401.50000,101.50000,263.80000,381.40000,20.10000,-0.20000,19.90000,9.70000,10.20000,10.20000,,10.20000,125.30000,20.10000,115.80000,116.80000,0.09000,0.09000
2021-06-30,813.30000,329.70000,483.60000,92.30000,208.30000,313.10000,170.50000,1.00000,171.50000,19.20000,152.30000,152.30000,,152.30000,222.70000,170.50000,115.70000,117.10000,1.32000,1.30000
2021-03-31,839.43100,279.64690,559.78410,83.55900,205.06200,303.96700,255.81710,-2.22600,253.59100,34.77900,218.81200,218.81200,,218.81200,312.44210,255.81700,114.60200,115.74400,1.91000,1.89000
2020-12-31,860.88900,346.24400,514.64500,86.42800,238.53000,338.58800,176.05700,40.38900,216.44600,34.19800,182.24800,182.24800,,182.24800,241.64900,176.05700,115.00400,116.11700,1.58000,1.57000
2020-09-30,841.14200,432.50500,408.63700,74.21600,205.12400,293.27000,115.36700,2.05100,117.41800,18.09700,99.32100,99.32100,,99.32100,151.23800,115.36700,114.44400,115.41400,0.87000,0.86000
2020-06-30,831.31000,476.68900,354.62100,73.10800,186.95200,272.47800,82.14300,8.21800,90.36100,1.85600,88.50500,88.50500,,88.50500,156.86800,82.14300,113.86200,114.95600,0.78000,0.77000
2020-03-31,760.54080,395.64000,364.90080,68.71800,162.18100,243.01690,121.88390,2.75000,124.63400,1.91200,122.72200,122.72200,,122.72200,207.35790,121.88410,113.09600,114.13600,1.10000,1.07000
2019-12-31,930.12900,437.09300,493.03600,82.52000,221.59900,316.20300,176.83300,11.94300,188.77600,25.13400,163.64200,163.64200,,163.64200,221.73300,176.83300,113.25100,114.25400,1.44000,1.43000
2019-09-30,857.84100,468.24800,389.59300,76.19700,226.22500,314.77300,74.82000,8.05400,82.87400,11.05900,71.81500,71.81500,,71.81500,133.79700,74.82000,113.11700,114.07700,0.63000,0.63000
2019-06-30,540.45900,241.46900,298.99000,68.96300,166.65400,247.26000,51.73000,10.42500,62.15500,15.87500,46.28000,46.28000,,46.28000,98.92200,51.73000,112.62100,113.72800,0.41000,0.41000
2019-03-31,539.00700,258.91500,280.09200,56.58800,153.14800,222.03120,58.06090,6.46600,64.52700,7.69800,56.82900,56.82900,,56.82900,133.95090,58.06090,113.17600,115.19800,0.51000,0.49000
2018-12-31,1248.73800,898.48400,350.25400,62.30500,231.96000,298.47500,51.77910,8.07100,59.85000,-120.09800,179.94800,179.94800,,179.94800,189.42110,51.77910,113.43300,114.73700,1.59000,1.57000
2018-09-30,492.66700,234.88000,257.78700,60.56500,161.48500,231.80100,25.98600,4.97500,30.96100,5.59400,25.36700,25.36700,,25.36700,54.43100,25.98600,113.73500,116.09500,0.22000,0.22000
2018-06-30,387.98200,131.36500,256.61700,50.71200,126.04100,185.77100,70.84600,6.60100,77.44700,5.75400,71.69300,71.69300,,71.69300,93.69500,70.84600,112.94100,115.98500,0.63000,0.62000
2018-03-31,450.27400,189.21100,261.06300,54.12800,107.90100,173.23790,87.82510,3.45100,91.27600,0.42300,90.85300,90.85300,,90.85300,120.49010,87.82500,110.10900,112.76300,0.81000,0.80000
2017-12-31,480.84000,267.98300,212.85700,49.97700,145.46400,204.00500,8.85200,3.37400,12.22600,-12.91400,25.14000,25.14000,,25.14000,50.85400,8.85200,113.71200,117.63900,0.22000,0.21000
2017-09-30,443.56200,246.54800,197.01400,49.99900,137.73800,208.33300,-11.31900,-2.96900,-14.28800,-11.55200,-2.73600,-2.73600,,-2.73600,35.04000,-11.31900,109.43000,109.43000,-0.03000,-0.03000
2017-06-30,418.21600,194.56900,223.64700,42.26900,112.81700,173.42800,50.21900,-2.80800,47.41100,-12.86500,60.27600,60.27600,,60.27600,89.77400,50.21900,105.49400,117.75300,0.57000,0.56000
2017-03-31,571.55600,314.90000,256.65600,36.42100,100.35400,145.15310,111.50290,-0.39100,111.11200,11.83200,99.28000,99.28000,,100.02500,220.61390,111.50300,90.18000,92.33200,1.10000,1.12000
