,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,23512.00000,16386.00000,7126.00000,3827.00000,5202.00000,1924.00000,-151.00000,1773.00000,412.00000,1361.00000,1361.00000,,1279.00000,3230.00000,1924.00000,1825.00000,1827.00000,0.70000,0.70000
2022-09-30,20150.00000,13558.00000,6592.00000,4733.00000,6050.00000,542.00000,-166.00000,376.00000,122.00000,254.00000,254.00000,,162.00000,1859.00000,542.00000,1822.00000,1827.00000,0.09000,0.09000
2022-06-30,21504.00000,13682.00000,7822.00000,4100.00000,5432.00000,2390.00000,-271.00000,2119.00000,617.00000,1502.00000,1502.00000,,1409.00000,3680.00000,2390.00000,1823.00000,1825.00000,0.77000,0.77000
2022-03-31,19249.00000,12594.00000,6655.00000,3768.00000,5250.00000,1405.00000,-303.00000,1102.00000,505.00000,597.00000,597.00000,,470.00000,2692.00000,1405.00000,1822.00000,1828.00000,0.26000,0.26000
2021-12-31,21819.00000,14567.00000,7252.00000,3787.00000,5056.00000,2196.00000,-508.00000,1688.00000,488.00000,1200.00000,1200.00000,-48.00000,1104.00000,3465.00000,2196.00000,1819.00000,1828.00000,0.61000,0.60000
2021-09-30,18534.00000,12341.00000,6193.00000,4319.00000,5686.00000,507.00000,-217.00000,290.00000,34.00000,256.00000,256.00000,-1.00000,159.00000,1782.00000,507.00000,1816.00000,1828.00000,0.09000,0.09000
2021-06-30,17022.00000,11233.00000,5789.00000,3168.00000,4469.00000,1320.00000,-325.00000,995.00000,-133.00000,1128.00000,1128.00000,-5.00000,918.00000,2586.00000,1320.00000,1818.00000,1830.00000,0.50000,0.50000
2021-03-31,15613.00000,9782.00000,5831.00000,3113.00000,4799.00000,1032.00000,198.00000,1230.00000,108.00000,1122.00000,1122.00000,-11.00000,901.00000,2304.00000,1032.00000,1817.00000,1829.00000,0.50000,0.49000
2020-12-31,16249.00000,11775.00000,4474.00000,2917.00000,4328.00000,146.00000,-100.00000,46.00000,16.00000,30.00000,30.00000,-12.00000,17.00000,1444.00000,146.00000,1812.00000,1823.00000,0.01000,0.01000
2020-09-30,14707.00000,11013.00000,3694.00000,2812.00000,4540.00000,-846.00000,266.00000,-580.00000,49.00000,-629.00000,-629.00000,,-710.00000,489.00000,-846.00000,1808.00000,1808.00000,-0.39000,-0.38000
2020-06-30,11779.00000,7896.00000,3883.00000,2455.00000,8879.00000,-4996.00000,156.00000,-4840.00000,-331.00000,-4509.00000,-4509.00000,-3.00000,-4721.00000,1334.00000,-4996.00000,1809.00000,1809.00000,-2.61000,-2.61000
2020-03-31,18025.00000,11937.00000,6088.00000,3393.00000,4872.00000,1216.00000,-165.00000,1051.00000,523.00000,528.00000,528.00000,-8.00000,460.00000,2550.00000,1216.00000,1808.00000,1816.00000,0.25000,0.25000
2019-12-31,20877.00000,13034.00000,7843.00000,3709.00000,5158.00000,2685.00000,-59.00000,2626.00000,458.00000,2168.00000,2168.00000,-21.00000,2107.00000,3984.00000,2685.00000,1805.00000,1817.00000,1.17000,1.16000
2019-09-30,19120.00000,11847.00000,7273.00000,3699.00000,5314.00000,1959.00000,-713.00000,1246.00000,341.00000,905.00000,905.00000,300.00000,1054.00000,3260.00000,1959.00000,1656.00000,1666.00000,0.27000,0.26000
2019-06-30,20262.00000,12837.00000,7425.00000,3368.00000,4881.00000,2544.00000,-535.00000,2009.00000,393.00000,1616.00000,1616.00000,366.00000,1760.00000,3850.00000,2544.00000,1802.00000,1814.00000,0.98000,0.97000
2019-03-31,14922.00000,8376.00000,6546.00000,2330.00000,3820.00000,2726.00000,4511.00000,7237.00000,1647.00000,5590.00000,5590.00000,21.00000,5452.00000,3554.00000,2726.00000,1530.00000,1537.00000,3.56000,3.55000
2018-12-31,15303.00000,9001.00000,6302.00000,2152.00000,2884.00000,3418.00000,13.00000,3431.00000,645.00000,2786.00000,2786.00000,,2788.00000,4150.00000,3418.00000,1490.00000,1498.00000,1.87000,1.86000
2018-09-30,14306.00000,8108.00000,6198.00000,2321.00000,3120.00000,3078.00000,124.00000,3202.00000,783.00000,2419.00000,2419.00000,,2322.00000,3872.00000,3078.00000,1499.00000,1507.00000,1.56000,1.55000
2018-06-30,15229.00000,8348.00000,6881.00000,2213.00000,2957.00000,3924.00000,-70.00000,3854.00000,795.00000,3059.00000,3059.00000,,2916.00000,4668.00000,3924.00000,1491.00000,1498.00000,1.96000,1.95000
2018-03-31,14548.00000,7541.00000,7007.00000,2239.00000,2983.00000,4024.00000,-96.00000,3928.00000,813.00000,3115.00000,3115.00000,,2937.00000,4755.00000,4024.00000,1503.00000,1510.00000,1.95000,1.95000
2017-12-31,15351.00000,8729.00000,6622.00000,2087.00000,2844.00000,3778.00000,-33.00000,3745.00000,-728.00000,4473.00000,4473.00000,,4423.00000,4520.00000,3778.00000,1512.00000,1521.00000,2.93000,2.91000
2017-09-30,12779.00000,7214.00000,5565.00000,2228.00000,3034.00000,2531.00000,163.00000,2694.00000,829.00000,1865.00000,1865.00000,,1747.00000,3239.00000,2531.00000,1568.00000,1578.00000,1.15000,1.13000
2017-06-30,14238.00000,7717.00000,6521.00000,2022.00000,2733.00000,3788.00000,-170.00000,3618.00000,1144.00000,2474.00000,2474.00000,,2366.00000,4499.00000,3788.00000,1562.00000,1572.00000,1.51000,1.51000
2017-03-31,13336.00000,6969.00000,6367.00000,1941.00000,2617.00000,3750.00000,1.00000,3751.00000,1212.00000,2539.00000,2539.00000,,2388.00000,4426.00000,3750.00000,1580.00000,1591.00000,1.51000,1.50000
2016-12-31,14784.00000,8406.00000,6378.00000,1985.00000,2672.00000,3706.00000,19.00000,3725.00000,1237.00000,2488.00000,2488.00000,,2479.00000,4393.00000,3706.00000,1592.00000,1603.00000,1.56000,1.55000
2016-09-30,13142.00000,7305.00000,5837.00000,2287.00000,3007.00000,2830.00000,51.00000,2881.00000,989.00000,1892.00000,1892.00000,,1771.00000,3519.00000,2830.00000,1629.00000,1639.00000,1.11000,1.11000
2016-06-30,14277.00000,7201.00000,7076.00000,2305.00000,2975.00000,4101.00000,82.00000,4183.00000,1471.00000,2712.00000,2712.00000,,2597.00000,4727.00000,4101.00000,1621.00000,1631.00000,1.60000,1.59000
2016-03-31,12969.00000,6864.00000,6105.00000,2137.00000,2742.00000,3363.00000,83.00000,3446.00000,1170.00000,2276.00000,2276.00000,,2143.00000,3968.00000,3363.00000,1633.00000,1643.00000,1.31000,1.30000
2015-12-31,15244.00000,8623.00000,6621.00000,2025.00000,2713.00000,3908.00000,450.00000,4358.00000,1448.00000,2910.00000,2910.00000,,2880.00000,4515.00000,3908.00000,1654.00000,1668.00000,1.74000,1.73000
2015-09-30,13512.00000,7355.00000,6157.00000,2406.00000,3062.00000,3095.00000,129.00000,3224.00000,1483.00000,1741.00000,1741.00000,,1609.00000,3698.00000,3095.00000,1694.00000,1709.00000,0.97000,0.95000
