,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,5758.00000,4023.00000,1735.00000,28.00000,107.00000,-70.00000,205.00000,1530.00000,6.00000,1536.00000,557.00000,979.00000,977.00000,,697.00000,2045.00000,1530.00000,1441.00000,1451.00000,0.49000,0.50000
2022-09-30,5003.00000,3899.00000,1104.00000,38.00000,98.00000,-6.00000,142.00000,962.00000,-95.00000,867.00000,315.00000,552.00000,560.00000,,404.00000,1470.00000,962.00000,1431.00000,1439.00000,0.28000,0.28000
2022-06-30,5416.00000,3528.00000,1888.00000,25.00000,100.00000,-27.00000,152.00000,1736.00000,-137.00000,1599.00000,571.00000,1028.00000,1038.00000,,840.00000,2243.00000,1736.00000,1447.00000,1457.00000,0.58000,0.57000
2022-03-31,6603.00000,3639.00000,2964.00000,24.00000,115.00000,-16.00000,155.00000,2809.00000,-96.00000,2713.00000,824.00000,1889.00000,1904.00000,,1527.00000,3298.00000,2809.00000,1455.00000,1469.00000,1.05000,1.04000
2021-12-31,6164.00000,3723.00000,2441.00000,19.00000,94.00000,-23.00000,136.00000,2305.00000,-332.00000,1973.00000,625.00000,1348.00000,1358.00000,,1106.00000,2873.00000,2305.00000,1466.00000,1482.00000,0.75000,0.75000
2021-09-30,6083.00000,3551.00000,2532.00000,15.00000,102.00000,47.00000,70.00000,2462.00000,-102.00000,2360.00000,628.00000,1732.00000,1723.00000,,1399.00000,2990.00000,2462.00000,1469.00000,1484.00000,0.95000,0.94000
2021-06-30,5748.00000,3550.00000,2198.00000,14.00000,87.00000,-30.00000,131.00000,2067.00000,-139.00000,1928.00000,603.00000,1325.00000,1331.00000,,1083.00000,2550.00000,2067.00000,1467.00000,1483.00000,0.74000,0.73000
2021-03-31,4850.00000,3206.00000,1644.00000,7.00000,100.00000,-5.00000,112.00000,1532.00000,-134.00000,1398.00000,443.00000,955.00000,953.00000,,718.00000,1951.00000,1532.00000,1462.00000,1477.00000,0.49000,0.48000
2020-12-31,4495.00000,3066.00000,1429.00000,8.00000,97.00000,385.00000,-280.00000,1709.00000,-240.00000,1469.00000,611.00000,858.00000,858.00000,,708.00000,2144.00000,1709.00000,1453.00000,1461.00000,0.50000,0.50000
2020-09-30,3851.00000,2868.00000,983.00000,8.00000,72.00000,-23.00000,103.00000,880.00000,-157.00000,723.00000,297.00000,426.00000,432.00000,,329.00000,1274.00000,880.00000,1453.00000,1461.00000,0.22000,0.22000
