,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,1074.20000,456.30000,617.89990,74.80000,272.00000,,355.50000,262.40000,-23.30000,239.10000,51.70000,187.40000,187.40000,187.40000,348.30000,262.40000,247.31900,249.28100,0.76000,0.75000
2022-09-30,953.29990,438.59990,514.70000,76.00000,256.60000,-27.70000,373.79960,140.90050,2.60000,143.49990,24.80000,118.70000,118.70000,118.70000,247.50040,140.90030,251.52700,253.84500,0.49000,0.48000
2022-06-30,1002.70000,452.90000,549.80000,65.10000,244.20000,35.40000,285.90000,263.90000,-15.50000,248.40000,20.00000,228.40000,228.40000,228.40000,373.30000,263.90000,250.75600,253.09300,0.91000,0.90000
2022-03-31,1435.70000,489.10000,946.60000,69.50000,271.90000,,352.50000,594.09990,-19.70000,574.40000,118.70000,455.70000,455.70000,455.70000,700.20000,594.09990,251.57400,253.65800,1.81000,1.80000
2021-12-31,1471.10000,484.80000,986.30000,72.80000,265.30000,4.10000,345.00000,641.30000,-19.40000,621.90000,122.70000,499.20000,499.20000,499.20000,749.30000,641.30000,253.49900,256.07000,1.97000,1.95000
2021-09-30,1316.60000,488.59980,828.00010,76.50000,294.50000,-3.40000,388.60020,439.39980,-28.70000,410.70010,81.90000,328.80000,328.80000,328.79990,557.19980,439.39960,257.04600,259.70600,1.30000,1.29000
2021-06-30,1168.30000,466.70000,701.60000,69.00000,260.00000,,343.00000,358.60010,-21.10000,337.50000,69.40000,268.10000,268.10000,268.40000,459.70010,358.60010,256.23000,258.58100,1.05000,1.04000
2021-03-31,1537.60000,451.80000,1085.80000,71.50000,220.40000,14.70000,289.00000,796.80000,-16.30000,780.50000,161.10000,619.40000,619.40000,619.90000,892.00000,796.80000,258.47300,260.74900,2.40000,2.38000
2020-12-31,1609.80000,429.40000,1180.40000,59.30000,219.50000,-4.60000,294.90000,885.50010,-53.10000,832.40000,179.00000,653.40000,653.40000,654.40000,978.30000,885.50010,258.60500,261.78500,2.53000,2.50000
2020-09-30,1346.90000,415.10010,931.79980,56.90000,221.40010,-4.30000,298.99960,632.80020,-15.60000,617.20000,123.70000,493.50000,493.50000,494.89990,727.10020,632.80020,262.72700,264.61300,1.90000,1.89000
