,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,3739.00000,2407.00000,1332.00000,583.00000,,953.00000,379.00000,-104.00000,275.00000,48.00000,227.00000,227.00000,227.00000,,379.00000,185.70000,188.60000,1.22000,1.20000
2022-09-30,3562.00000,2321.00000,1241.00000,517.00000,,769.00000,472.00000,-112.00000,360.00000,70.00000,290.00000,283.00000,283.00000,724.00000,472.00000,186.50000,189.40000,1.52000,1.49000
2022-06-30,3541.00000,2331.00000,1210.00000,483.00000,,757.00000,453.00000,-125.00000,328.00000,71.00000,257.00000,256.00000,256.00000,726.00000,453.00000,188.30000,191.10000,1.36000,1.34000
2022-03-31,3568.00000,2323.00000,1245.00000,488.00000,,750.00000,495.00000,-95.00000,400.00000,71.00000,329.00000,325.00000,325.00000,754.00000,495.00000,190.00000,193.40000,1.71000,1.68000
2021-12-31,3636.00000,2364.00000,1272.00000,542.00000,,809.00000,463.00000,-87.00000,376.00000,59.00000,317.00000,318.00000,318.00000,728.00000,463.00000,191.40000,195.00000,1.67000,1.62000
2021-09-30,3391.00000,2253.00000,1138.00000,498.00000,,836.00000,302.00000,-29.00000,273.00000,12.00000,261.00000,261.00000,261.00000,642.00000,302.00000,191.50000,195.30000,1.36000,1.34000
2021-06-30,3438.00000,2323.00000,1115.00000,482.00000,,829.00000,286.00000,-64.00000,222.00000,48.00000,174.00000,175.00000,175.00000,634.00000,286.00000,191.60000,194.90000,0.91000,0.90000
2021-03-31,3409.00000,2293.00000,1116.00000,442.00000,,774.00000,342.00000,-85.00000,257.00000,44.00000,213.00000,217.00000,212.00000,670.00000,342.00000,191.50000,194.90000,1.11000,1.09000
2020-12-31,3298.00000,2172.00000,1126.00000,491.00000,,837.00000,289.00000,-95.00000,194.00000,63.00000,131.00000,130.00000,119.00000,638.00000,289.00000,191.30000,195.00000,0.62000,0.61000
2020-09-30,2786.00000,1800.00000,986.00000,460.00000,,799.00000,187.00000,-85.00000,102.00000,-3.00000,105.00000,108.00000,101.00000,511.00000,187.00000,191.30000,194.90000,0.53000,0.52000
2020-06-30,2521.00000,1704.00000,817.00000,431.00000,,755.00000,62.00000,-87.00000,-25.00000,-5.00000,-20.00000,-21.00000,-23.00000,375.00000,62.00000,190.90000,190.90000,-0.12000,-0.12000
2020-03-31,2754.00000,1824.00000,930.00000,407.00000,,737.00000,193.00000,-91.00000,102.00000,17.00000,85.00000,91.00000,82.00000,512.00000,193.00000,191.60000,195.70000,0.43000,0.42000
