,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,2753.74600,244.83500,2508.91100,1480.68800,1498.28800,1010.62200,1010.62300,245.25200,765.37120,765.37120,739.09500,163.17400,164.03000,4.33000,4.30000
2022-09-30,2344.59200,102.82200,2241.77000,1375.86900,1394.25300,847.51670,847.51700,200.92100,646.59600,646.59600,620.54900,174.60900,175.68200,3.55000,3.53000
2022-06-30,2036.24200,53.42500,1982.81700,1686.77000,1705.15400,277.66310,277.66300,60.14100,217.52200,217.52200,192.23600,177.36700,178.27700,1.08000,1.08000
2022-03-31,1469.14300,24.08200,1445.06100,968.48500,969.74100,475.32010,475.32000,113.14600,362.17400,362.17400,339.58900,128.94500,129.41600,2.63000,2.62000
2021-12-31,1537.15500,24.72500,1512.43000,910.54590,912.49990,599.93020,599.93000,141.96200,457.96790,457.96790,434.17210,128.64900,128.81200,3.37000,3.37000
2021-09-30,1562.07200,25.69600,1536.37600,876.59600,879.33400,657.04200,657.04200,161.58200,495.46000,495.46000,475.95800,128.68900,128.84400,3.70000,3.69000
2021-06-30,1483.99100,28.01800,1455.97300,847.60800,850.34500,605.62790,605.62800,147.55900,458.06900,458.06900,438.75600,128.67100,128.84200,3.41000,3.41000
2021-03-31,1522.56000,35.56700,1486.99300,891.70600,894.44400,592.54900,592.54900,145.30000,447.24900,447.24900,428.09100,128.53700,128.66900,3.33000,3.33000
2020-12-31,1590.14100,49.61000,1540.53100,916.87880,920.00770,620.52300,620.52200,149.38200,471.14000,471.14000,451.86800,128.63800,128.70400,3.52000,3.52000
2020-09-30,1521.72200,58.06600,1463.65600,972.86000,976.77400,486.88200,486.88200,114.74600,372.13600,372.13600,353.39900,128.28500,128.35500,2.75000,2.75000
2020-06-30,1519.51500,75.10500,1444.41000,1128.12900,1132.04200,312.36790,312.36800,71.31400,241.05400,241.05400,223.09800,128.27500,128.33300,1.74000,1.74000
2020-03-31,1649.77900,143.61400,1506.16500,1152.50300,1156.41600,349.74890,349.74900,80.92700,268.82200,268.82200,250.70100,129.69600,129.75500,1.93000,1.93000
2019-12-31,1706.94200,177.06900,1529.87300,873.37790,877.68300,652.18970,652.19000,159.12400,493.06590,493.06590,473.38100,134.42800,134.46200,3.60000,3.59000
2019-09-30,1757.24800,199.57900,1557.66900,917.53100,922.61900,635.05000,635.05000,154.96900,480.08100,480.08100,461.41000,132.96500,132.99900,3.47000,3.47000
2019-06-30,1750.00800,196.43200,1553.57600,922.95500,928.03200,625.54390,625.54400,152.28400,473.26000,473.26000,452.63200,135.43300,135.46400,3.34000,3.34000
2019-03-31,1727.07400,176.24900,1550.82500,911.32810,916.34800,634.47690,634.47700,151.73500,482.74200,482.74200,462.08600,137.88900,137.92000,3.35000,3.35000
2018-12-31,1700.87700,161.32100,1539.55600,834.80300,840.16200,699.39380,699.39390,153.17500,546.21900,546.21900,525.31890,143.99200,144.15100,3.71000,3.72000
2018-09-30,1626.66900,138.33700,1488.33200,785.83600,791.97900,696.35290,696.35300,170.26200,526.09110,526.09110,505.36300,142.82200,142.97600,3.54000,3.53000
2018-06-30,1586.31900,120.11800,1466.20100,805.18900,811.57690,654.62410,654.62400,161.46400,493.16000,493.16000,472.59800,144.82500,144.99800,3.26000,3.26000
2018-03-31,1540.84600,106.63300,1434.21300,969.71200,976.34400,457.86900,457.86900,105.25900,352.61000,352.61000,332.74800,148.68800,148.90500,2.24000,2.23000
2017-12-31,1558.19200,102.68900,1455.50300,819.78810,826.81310,628.68970,628.69000,306.28700,322.40310,322.40310,302.48210,152.15900,152.55100,2.01000,2.02000
2017-09-30,1516.63900,100.07600,1416.56300,828.21700,836.02500,580.53800,580.53800,224.61500,355.92300,355.92300,335.80100,151.34700,151.69100,2.22000,2.21000
2017-06-30,1491.22900,92.21300,1399.01600,794.52200,802.63500,596.38100,596.38100,215.32800,381.05300,381.05300,360.65800,152.85700,153.27600,2.36000,2.35000
2017-03-31,1452.87800,91.77300,1361.10500,834.43200,842.85200,518.25310,518.25300,169.32600,348.92700,348.92700,328.56200,154.42700,154.94900,2.13000,2.12000
