,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-11-30,2436.50000,1209.60000,1226.90000,480.20000,,480.20000,746.70000,-135.90000,610.80000,131.10000,479.70000,479.70000,467.70000,844.49990,746.70000,189.88300,208.49700,2.46000,2.24000
2022-08-31,2655.10000,1329.20000,1325.90000,512.80000,,512.80000,813.10010,-1821.40000,-1008.30000,132.40000,-1140.70000,-1140.70000,-1151.20000,914.40010,813.10010,184.93600,184.93600,-6.22000,-6.22000
2022-05-31,2363.20000,1108.20000,1255.00000,438.60000,,438.60000,816.40000,-291.70000,524.70000,125.40000,399.30000,399.30000,389.50000,926.80000,816.40000,188.54100,212.53900,2.07000,1.83000
2022-02-28,2102.50000,969.90000,1132.60000,456.80010,1.70000,455.10000,677.50010,-179.60000,497.90000,92.30000,405.60000,405.60000,395.40000,773.70010,677.50000,190.65600,190.65600,1.96000,2.25000
2021-11-30,2320.60000,1094.90000,1225.70000,385.80000,,385.80000,839.90010,-259.80000,580.10000,99.30000,480.80000,480.80000,470.80000,928.60020,839.90010,188.22100,213.16100,2.50000,2.21000
2021-08-31,2371.10000,1141.40000,1229.70000,490.50000,,490.50000,739.20010,-596.00000,143.20000,131.30000,11.90000,11.90000,1.50000,857.90010,739.20010,190.66900,215.75200,0.01000,0.01000
2021-05-31,2026.50000,907.20000,1119.30000,378.30000,-665.90000,1044.20000,75.10000,-985.90000,-910.80000,-13.50000,-897.30000,-897.30000,-908.10000,153.80000,75.10000,193.84900,193.84900,-4.68000,-4.68000
2021-02-28,1953.00000,959.30000,993.70030,448.60000,38.20000,434.40000,559.30040,-74.00000,485.29990,94.70000,390.59990,390.59990,382.90000,651.80040,559.30040,193.51900,218.58800,1.98000,1.86000
2020-11-30,2438.10000,1169.90000,1268.20000,464.10000,-21.00000,485.10000,783.10010,685.50000,1468.60000,176.60000,1292.00000,1292.00000,1280.90000,863.60010,783.10010,193.84500,218.71800,6.61000,5.86000
2020-08-31,2260.40000,1044.60000,1215.80000,399.10000,22.00000,377.10000,838.70000,-181.50000,657.20000,135.40000,521.80000,521.80000,512.10000,924.10000,838.70000,193.36200,218.42600,2.65000,2.34000
