,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,7333.00000,5708.00000,1625.00000,1513.00000,-12.00000,1797.00000,-172.00000,319.00000,147.00000,116.00000,31.00000,27.00000,34.00000,,-172.00000,328.00000,329.00000,0.10000,0.10000
2022-09-30,6051.00000,4695.00000,1356.00000,1134.00000,-1.00000,1397.00000,-41.00000,-271.00000,-312.00000,-123.00000,-189.00000,-193.00000,-188.00000,562.00000,-41.00000,327.00000,328.00000,-0.57000,-0.57000
2022-06-30,5465.00000,3508.00000,1957.00000,1406.00000,-2.00000,1685.00000,272.00000,-710.00000,-438.00000,-328.00000,-110.00000,-113.00000,-111.00000,877.00000,272.00000,327.00000,328.00000,-0.34000,-0.34000
2022-03-31,5591.00000,3550.00000,2041.00000,1342.00000,16.00000,1606.00000,435.00000,-374.00000,61.00000,-53.00000,114.00000,111.00000,106.00000,1037.00000,435.00000,327.00000,328.00000,0.32000,0.32000
2021-12-31,5531.00000,4060.00000,1471.00000,1327.00000,57.00000,1473.00000,-2.00000,163.00000,161.00000,117.00000,44.00000,40.00000,42.00000,587.00000,-2.00000,,,,0.00000
2021-09-30,4406.00000,1546.00000,2860.00000,1053.00000,65.00000,1854.00000,1006.00000,-192.00000,814.00000,177.00000,637.00000,633.00000,607.00000,2271.00000,1006.00000,,,,0.00000
2021-06-30,4153.00000,1947.00000,2206.00000,1592.00000,8.00000,2514.00000,-308.00000,432.00000,124.00000,110.00000,14.00000,13.00000,-61.00000,1032.00000,-308.00000,,,,0.00000
2021-03-31,5559.00000,4610.00000,949.00000,1122.00000,71.00000,1991.00000,-1042.00000,95.00000,-947.00000,-179.00000,-768.00000,-769.00000,-793.00000,304.00000,-1042.00000,,,,0.00000
2020-12-31,,,,,,,,,,,,,,,,,,,0.00000
2019-12-31,,,,,,,,,,,,,,,,,,,0.00000
