,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2023-01-31,1361.34000,284.35400,1076.98600,465.32900,308.14900,821.05400,255.93190,23.29200,279.22400,10.59700,268.62700,268.62700,271.53600,332.07590,255.93190,152.40100,155.07600,1.78000,1.75000
2022-10-31,1284.29200,282.72090,1001.57100,461.61800,315.86190,784.19810,217.37290,-5.24400,212.12910,60.57200,151.55700,151.55700,153.50000,294.65790,217.37310,153.00200,156.48500,1.00000,0.98000
2022-07-31,1247.76600,271.18100,976.58500,444.82600,290.70700,742.65700,233.92800,2.42600,236.35400,16.70800,219.64600,219.64600,222.62600,311.53800,233.92800,152.93800,155.80600,1.46000,1.43000
2022-04-30,1279.22900,252.81100,1026.41800,389.96400,265.53000,662.71700,363.70100,-23.91300,339.78800,45.89600,293.89200,293.89200,294.78100,431.81500,363.70100,153.09000,156.16700,1.93000,1.89000
2022-01-31,1270.25500,256.98400,1013.27100,383.97100,261.51800,666.23500,347.03600,-19.79300,327.24300,13.90200,313.34100,313.34100,313.68700,425.45800,347.03600,153.21800,157.27300,2.05000,1.99000
2021-10-31,1152.41900,234.72600,917.69300,413.86400,286.64100,727.40500,190.28800,8.79000,199.07800,-2.05900,201.13700,201.13700,201.44700,260.41490,190.28780,152.69800,157.34000,1.32000,1.27000
2021-07-31,1057.13000,205.06600,852.06400,371.14600,255.27400,650.14100,201.92300,11.41400,213.33700,14.94500,198.39200,198.39200,198.64600,269.62900,201.92300,152.63500,156.90700,1.30000,1.27000
2021-04-30,1024.32300,213.98600,810.33700,362.34500,245.44800,616.10600,194.23100,21.76400,215.99500,21.19300,194.80200,194.80200,195.07800,259.13600,194.23100,152.72500,157.07700,1.28000,1.24000
2021-01-31,970.32100,207.99900,762.32200,357.46800,248.11600,613.97400,148.34800,28.75600,177.10400,15.07600,162.02800,162.02800,162.34500,213.98400,148.34800,152.49800,157.27700,1.06000,1.03000
2020-10-31,1025.43900,224.54900,800.89000,339.56600,256.29500,604.75800,196.13200,-4.56600,191.56600,-4.98900,196.55500,196.55500,197.45500,263.29600,196.13190,151.13500,155.70600,1.31000,1.27000
2020-07-31,964.13400,193.00800,771.12600,322.60200,229.97200,560.52800,210.59800,26.25600,236.85400,-16.05700,252.91100,252.91100,252.91100,281.24800,210.59800,151.35200,155.97300,1.67000,1.62000
2020-04-30,861.32700,184.26500,677.06200,302.57100,208.67400,551.16700,125.89500,-15.72900,110.16600,0.24600,109.92000,109.92000,109.92000,193.25800,125.89500,150.59700,154.37900,0.73000,0.71000
2020-01-31,834.38100,192.86800,641.51300,314.28300,221.59900,553.99700,87.51600,12.05700,99.57300,-4.48800,104.06100,104.06100,104.06100,153.51000,87.51600,150.24400,154.50400,0.69000,0.67000
2019-10-31,851.08120,182.74300,668.33830,290.50310,224.59410,538.61690,129.72130,1.90200,131.62300,-29.09100,160.71400,160.71400,160.71400,195.78430,129.72120,149.87200,154.19000,1.06000,1.02000
2019-07-31,852.97000,186.63200,666.33800,284.80400,224.49100,538.74400,127.59400,5.31700,132.91100,32.98200,99.92900,99.92900,99.92900,194.69100,127.59400,150.12300,154.60000,0.67000,0.65000
2019-04-30,836.24200,190.67900,645.56300,290.29900,215.00300,530.06100,115.50200,18.41500,133.91700,15.70700,118.21000,118.21000,118.21000,182.14500,115.50200,149.71200,153.90400,0.79000,0.77000
2019-01-31,820.40100,192.89200,627.50900,271.32600,198.02000,480.09500,147.41400,-0.35900,147.05500,-6.45900,153.51400,153.51400,153.51400,212.03700,147.41400,149.28800,152.66100,1.03000,1.01000
2018-10-31,795.08230,190.58200,604.50020,290.87500,230.36800,542.97510,61.52520,-9.27700,52.24800,-202.08000,254.32800,254.32800,254.32800,120.48720,61.52490,149.03600,153.39300,1.70000,1.65000
2018-07-31,779.71400,185.38100,594.33300,277.40200,242.28900,530.36500,63.96800,7.92500,71.89300,-7.51600,79.40900,79.40900,79.40900,117.38390,63.96800,148.49000,152.61400,0.53000,0.52000
2018-04-30,776.83600,178.77900,598.05700,252.13400,205.99700,471.04300,127.01400,-7.71500,119.29900,16.82700,102.47200,102.47200,102.47200,179.92300,127.01400,149.03400,153.16700,0.69000,0.67000
2018-01-31,769.42600,181.15600,588.27000,264.41100,206.88400,480.55200,107.71800,12.38500,120.10300,123.79400,-3.69100,-3.69100,-3.69100,151.63800,107.71800,149.44100,149.44100,-0.02000,-0.02000
2017-10-31,696.64390,166.86400,529.77990,244.51500,180.19600,438.06700,91.71290,8.21300,99.92600,220.00800,-120.08200,-120.08200,-120.08200,137.04290,91.71300,150.45700,154.87400,-0.79000,-0.77000
2017-07-31,695.38100,169.54600,525.83500,228.66300,177.87000,420.46500,105.37000,7.42100,112.79100,-3.96000,116.75100,116.75100,116.75100,152.43800,105.37000,150.21400,154.68300,0.78000,0.75000
2017-04-30,680.06900,162.02800,518.04100,223.01500,220.64900,464.43500,53.60600,8.41400,62.02000,8.71400,53.30600,53.30600,53.30600,101.18600,53.60600,150.38400,154.86100,0.35000,0.34000
2017-01-31,652.78600,155.74600,497.04000,212.64800,167.37700,400.16600,96.87400,11.48700,108.36100,21.77300,86.58800,86.58800,86.58800,146.33800,96.87400,150.78200,154.43300,0.57000,0.56000
