,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2023-01-31,35831.00000,23905.00000,11926.00000,6549.00000,7174.00000,4752.00000,-408.00000,4344.00000,982.00000,3362.00000,3362.00000,3362.00000,,4752.00000,1015.00000,1018.00000,3.31000,3.30000
2022-10-31,38872.00000,25648.00000,13224.00000,6468.00000,7076.00000,6148.00000,-406.00000,5742.00000,1403.00000,4339.00000,4339.00000,4339.00000,6891.00000,6148.00000,1020.00000,1023.00000,4.25000,4.24000
2022-07-31,43792.00000,29309.00000,14483.00000,6657.00000,7273.00000,7210.00000,-379.00000,6831.00000,1658.00000,5173.00000,5173.00000,5173.00000,7956.00000,7210.00000,1023.00000,1025.00000,5.06000,5.05000
2022-04-30,38908.00000,25763.00000,13145.00000,6610.00000,7216.00000,5929.00000,-369.00000,5560.00000,1329.00000,4231.00000,4231.00000,4231.00000,6656.00000,5929.00000,1030.00000,1034.00000,4.11000,4.09000
2022-01-31,35719.00000,23857.00000,11862.00000,6431.00000,7037.00000,4825.00000,-323.00000,4502.00000,1150.00000,3352.00000,3352.00000,3352.00000,5559.00000,4825.00000,1054.00000,1058.00000,3.24000,3.22000
2021-10-31,36820.00000,24257.00000,12563.00000,6168.00000,6768.00000,5795.00000,-326.00000,5469.00000,1340.00000,4129.00000,4129.00000,4129.00000,6509.00000,5795.00000,1049.00000,1053.00000,3.94000,3.92000
2021-07-31,41118.00000,27453.00000,13665.00000,6433.00000,7026.00000,6639.00000,-321.00000,6318.00000,1511.00000,4807.00000,4807.00000,4807.00000,7350.00000,6639.00000,1058.00000,1062.00000,4.54000,4.53000
2021-04-30,37500.00000,24758.00000,12742.00000,6374.00000,6961.00000,5781.00000,-333.00000,5448.00000,1303.00000,4145.00000,4145.00000,4145.00000,6484.00000,5781.00000,1071.00000,1075.00000,3.87000,3.86000
2021-01-31,32261.00000,21430.00000,10831.00000,6187.00000,6748.00000,4083.00000,-327.00000,3756.00000,899.00000,2857.00000,2857.00000,2857.00000,4749.00000,4083.00000,1074.00000,1078.00000,2.65000,2.66000
2020-10-31,33536.00000,22080.00000,11456.00000,6076.00000,6604.00000,4852.00000,-329.00000,4523.00000,1091.00000,3432.00000,3432.00000,3432.00000,5483.00000,4852.00000,1073.00000,1078.00000,3.20000,3.18000
2020-07-31,38053.00000,25112.00000,12941.00000,6355.00000,6874.00000,6067.00000,-337.00000,5730.00000,1398.00000,4332.00000,4332.00000,4332.00000,6682.00000,6067.00000,1073.00000,1077.00000,4.04000,4.02000
2020-04-30,28260.00000,18635.00000,9625.00000,5829.00000,6349.00000,3276.00000,-307.00000,2969.00000,724.00000,2245.00000,2245.00000,2245.00000,3883.00000,3276.00000,1073.00000,1077.00000,2.09000,2.08000
2020-01-31,25782.00000,17046.00000,8736.00000,4814.00000,5333.00000,3403.00000,-292.00000,3111.00000,630.00000,2481.00000,2481.00000,2481.00000,3998.00000,3403.00000,1093.00000,1097.00000,2.29000,2.28000
2019-10-31,27223.00000,17836.00000,9387.00000,4942.00000,5440.00000,3947.00000,-280.00000,3667.00000,898.00000,2769.00000,2769.00000,2769.00000,4541.00000,3947.00000,1089.00000,1094.00000,2.54000,2.53000
2019-07-31,30839.00000,20407.00000,10432.00000,5044.00000,5536.00000,4896.00000,-283.00000,4613.00000,1134.00000,3479.00000,3479.00000,3479.00000,5456.00000,4896.00000,1095.00000,1099.00000,3.18000,3.17000
2019-04-30,26381.00000,17364.00000,9017.00000,4940.00000,5420.00000,3597.00000,-273.00000,3324.00000,811.00000,2513.00000,2513.00000,2513.00000,4144.00000,3597.00000,1101.00000,1106.00000,2.28000,2.27000
2019-01-31,26491.00000,17464.00000,9027.00000,4922.00000,5649.00000,3378.00000,-265.00000,3113.00000,769.00000,2344.00000,2344.00000,2344.00000,3927.00000,3378.00000,1137.00000,1143.00000,2.10000,2.09000
2018-10-31,26302.00000,17151.00000,9151.00000,4808.00000,5281.00000,3870.00000,-224.00000,3646.00000,779.00000,2867.00000,2867.00000,2867.00000,4411.00000,3870.00000,1135.00000,1141.00000,2.53000,2.51000
2018-07-31,30463.00000,20098.00000,10365.00000,5004.00000,5464.00000,4901.00000,-246.00000,4655.00000,1149.00000,3506.00000,3506.00000,3506.00000,5431.00000,4901.00000,1144.00000,1149.00000,3.06000,3.05000
2018-04-30,24947.00000,16330.00000,8617.00000,4779.00000,5236.00000,3381.00000,-239.00000,3142.00000,738.00000,2404.00000,2404.00000,2404.00000,3913.00000,3381.00000,1152.00000,1158.00000,2.09000,2.08000
2018-01-31,23883.00000,15790.00000,8093.00000,4440.00000,4904.00000,3189.00000,-246.00000,2943.00000,1164.00000,1779.00000,1779.00000,1779.00000,3718.00000,3189.00000,1178.00000,1184.00000,1.54000,1.53000
