,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,2046.00000,812.00000,1234.00000,634.00000,,958.00000,276.00000,-84.00000,192.00000,28.00000,164.00000,164.00000,,163.00000,,276.00000,259.10000,260.20000,0.63000,0.63000
2022-09-30,2306.00000,738.00000,1568.00000,619.00000,,969.00000,599.00000,-68.00000,531.00000,78.00000,453.00000,453.00000,,452.00000,973.00000,599.00000,258.40000,259.50000,1.75000,1.74000
2022-06-30,1726.00000,481.00000,1245.00000,620.00000,,936.00000,309.00000,-64.00000,245.00000,36.00000,209.00000,209.00000,,207.00000,664.00000,309.00000,258.20000,259.40000,0.80000,0.80000
2022-03-31,1879.00000,646.00000,1233.00000,603.00000,,902.00000,331.00000,-44.00000,287.00000,34.00000,253.00000,253.00000,,252.00000,681.00000,331.00000,257.90000,259.00000,0.98000,0.97000
2021-12-31,1545.00000,453.00000,1092.00000,605.00000,,895.00000,197.00000,-42.00000,155.00000,29.00000,126.00000,126.00000,,125.00000,540.00000,197.00000,256.30000,257.60000,0.47000,0.48000
2021-09-30,1811.00000,388.00000,1423.00000,599.00000,,889.00000,534.00000,-38.00000,496.00000,70.00000,426.00000,426.00000,,425.00000,864.00000,534.00000,257.30000,258.60000,1.66000,1.65000
2021-06-30,1472.00000,367.00000,1105.00000,534.00000,,819.00000,286.00000,-47.00000,239.00000,31.00000,208.00000,208.00000,,207.00000,613.00000,286.00000,256.10000,257.20000,0.81000,0.80000
2021-03-31,1566.00000,421.00000,1145.00000,548.00000,,829.00000,316.00000,-54.00000,262.00000,27.00000,235.00000,235.00000,,233.00000,616.00000,316.00000,254.40000,255.90000,0.92000,0.91000
2020-12-31,1328.00000,309.00000,1019.00000,532.00000,,808.00000,211.00000,-74.00000,137.00000,21.00000,116.00000,116.00000,,115.00000,500.00000,211.00000,247.00000,248.70000,0.47000,0.46000
2020-09-30,1628.00000,315.00000,1313.00000,546.00000,,819.00000,494.00000,-62.00000,432.00000,63.00000,369.00000,369.00000,,367.00000,792.00000,494.00000,247.10000,249.20000,1.48000,1.47000
2020-06-30,1398.00000,270.00000,1128.00000,503.00000,,774.00000,354.00000,-60.00000,294.00000,50.00000,244.00000,244.00000,,243.00000,651.00000,354.00000,246.90000,247.90000,0.99000,0.98000
2020-03-31,1440.00000,381.00000,1059.00000,563.00000,,818.00000,241.00000,-72.00000,169.00000,21.00000,148.00000,148.00000,,146.00000,532.00000,241.00000,246.40000,248.10000,0.59000,0.59000
2019-12-31,1316.00000,337.00000,979.00000,550.00000,,800.00000,179.00000,-60.00000,119.00000,24.00000,95.00000,95.00000,,94.00000,464.00000,179.00000,245.60000,247.10000,0.38000,0.38000
2019-09-30,1659.00000,326.00000,1333.00000,565.00000,,813.00000,520.00000,-62.00000,458.00000,92.00000,366.00000,366.00000,,364.00000,799.00000,520.00000,245.90000,247.50000,1.48000,1.47000
2019-06-30,1379.00000,282.00000,1097.00000,568.00000,,817.00000,280.00000,-61.00000,219.00000,39.00000,180.00000,180.00000,,179.00000,543.00000,280.00000,245.60000,247.20000,0.73000,0.72000
2019-03-31,1556.00000,477.00000,1079.00000,543.00000,,791.00000,288.00000,-68.00000,220.00000,27.00000,193.00000,193.00000,,191.00000,561.00000,288.00000,244.90000,246.40000,0.78000,0.78000
2018-12-31,1419.00000,429.00000,990.00000,582.00000,,824.00000,166.00000,-81.00000,85.00000,16.00000,69.00000,69.00000,,68.00000,433.00000,166.00000,243.80000,245.80000,0.28000,0.28000
2018-09-30,1724.00000,394.00000,1330.00000,556.00000,,797.00000,533.00000,-69.00000,464.00000,105.00000,359.00000,359.00000,,357.00000,797.00000,533.00000,244.10000,246.30000,1.46000,1.45000
2018-06-30,1563.00000,379.00000,1184.00000,561.00000,,799.00000,385.00000,-71.00000,314.00000,74.00000,240.00000,240.00000,,239.00000,648.00000,385.00000,243.70000,245.80000,0.98000,0.97000
2018-03-31,1585.00000,522.00000,1063.00000,556.00000,,790.00000,273.00000,-78.00000,195.00000,42.00000,153.00000,153.00000,,151.00000,532.00000,273.00000,242.90000,244.40000,0.62000,0.62000
