,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-10-31,1101.89900,270.66500,831.23400,195.94600,568.78000,764.72600,66.50790,-11.75900,54.74900,6.39600,48.35300,48.35300,48.35300,155.39790,66.50790,295.53700,301.98600,0.16000,0.16000
2022-07-31,1099.45800,273.61100,825.84700,172.56400,531.54000,704.10400,121.74300,-31.34400,90.39900,44.64900,45.75000,45.75000,45.74600,201.73600,121.74300,298.55300,307.16100,0.15000,0.15000
2022-04-30,1073.80000,261.82100,811.97900,144.29100,480.62300,624.91400,187.06510,-43.39300,143.67200,30.01400,113.65800,113.65800,113.64000,262.72910,187.06510,299.14700,306.61400,0.38000,0.37000
2022-01-31,1071.37600,257.34700,814.02910,116.99600,445.21410,562.21000,251.81900,-113.28500,138.53400,-352.10700,490.64090,490.64090,490.47300,316.32400,251.81880,296.33500,305.82700,1.66000,1.61000
2021-10-31,1050.75600,270.95700,779.79900,98.50800,390.43400,488.94200,290.85700,119.42600,410.28300,69.90000,340.38300,340.38300,340.27100,349.74000,290.85700,297.37500,305.94000,1.14000,1.11000
2021-07-31,1021.49500,261.25600,760.23900,82.31100,383.32500,465.63600,294.60300,29.28100,323.88400,6.80000,317.08400,317.08400,316.93000,342.66100,294.60300,295.71300,305.86100,1.07000,1.04000
2021-04-30,956.23700,264.99400,691.24300,65.17500,399.75600,464.93100,226.31200,2.61900,228.93100,1.40000,227.53100,227.53100,227.38300,280.33690,226.31200,293.79500,305.41200,0.77000,0.74000
2021-01-31,882.48490,267.28400,615.20080,52.37500,306.70900,359.08400,256.11680,8.53600,264.65300,4.04300,260.61000,260.61000,260.30900,298.59780,256.11690,283.85400,298.12800,0.91000,0.87000
2020-10-31,777.19600,258.72700,518.46900,42.58200,283.64500,326.22700,192.24200,1.77900,194.02100,-4.62100,198.64200,198.64200,198.44000,230.32900,192.24200,284.78300,299.25900,0.70000,0.66000
2020-07-31,663.52000,192.27100,471.24900,42.73400,240.41100,283.14500,188.10400,2.08100,190.18500,4.19600,185.98900,185.98900,185.74200,219.07300,188.10400,282.85100,297.16200,0.66000,0.63000
2020-04-30,328.16700,103.70700,224.46000,26.38900,174.68600,201.07500,23.38500,5.79000,29.17500,2.10000,27.07500,27.07500,27.03600,45.01100,23.38500,279.89100,295.18500,0.10000,0.09000
2020-01-31,188.25100,32.54700,155.70400,20.66900,124.48200,145.15100,10.55300,3.99200,14.54500,-0.79400,15.33900,15.33900,13.82400,26.57500,10.55300,233.64100,254.29800,0.06000,0.06000
2019-10-31,166.59300,30.84500,135.74800,17.57300,119.85400,137.42700,-1.67900,4.20900,2.53000,0.31900,2.21100,2.21100,2.20700,12.64900,-1.67900,273.31700,292.77100,0.01000,0.01000
2019-07-31,145.82600,27.90000,117.92600,15.05400,100.60700,115.66100,2.26500,4.49200,6.75700,1.21600,5.54100,5.54100,5.52100,14.72200,2.26500,271.81300,292.18600,0.02000,0.02000
2019-04-30,121.98800,24.10400,97.88400,13.78300,82.54400,96.32700,1.55700,0.97300,2.53000,0.31600,2.21400,2.21400,0.19800,12.30000,1.55700,109.70890,136.42840,0.00000,0.00000
2019-01-31,105.80000,19.52500,86.27500,10.80800,69.97500,80.78300,5.49200,0.59200,6.08400,0.38700,5.69700,5.69700,5.69700,14.51800,5.49200,84.48300,116.00600,0.02000,0.03000
2018-10-31,90.12100,16.84300,73.27800,8.89300,65.44800,74.34100,-1.06300,0.60500,-0.45800,0.14000,-0.59800,-0.59800,-0.59800,6.49300,-1.06300,85.64500,111.00000,-0.01000,-0.01000
2018-07-31,74.52600,12.97300,61.55300,7.04900,51.08200,58.13100,3.42200,0.54400,3.96600,0.14100,3.82500,3.82500,0.49600,9.60300,3.42200,83.33100,108.45400,0.01000,0.00000
2018-04-30,60.07000,11.66000,48.41000,6.26400,43.83000,50.09400,-1.68400,0.44100,-1.24300,0.09700,-1.34000,-1.34000,-1.34000,3.40000,-1.68400,80.62400,80.62400,-0.02000,-0.02000
2018-01-31,,,,,,,,,,,,,,,,,,,0.00000
