,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,1099.84300,700.95900,398.88400,199.64000,,235.07400,163.81000,81.11100,244.92100,55.81500,189.10600,189.10600,,187.41000,,163.81000,50.90600,51.37700,3.68000,3.65000
2022-09-30,989.15700,618.93400,370.22300,183.71400,,219.24700,150.97600,-27.86900,123.10700,25.49500,97.61200,97.61200,,96.47300,225.58090,150.97600,50.87000,51.28300,1.90000,1.88000
2022-06-30,973.13100,616.40500,356.72600,131.71100,,169.31500,187.41100,-43.29800,144.11300,33.44900,110.66400,110.66400,,109.32100,263.83200,187.41100,50.82300,51.28300,2.15000,2.13000
2022-03-31,913.92900,577.11100,336.81800,150.03300,,188.04010,148.77800,-37.93200,110.84600,15.62000,95.22600,95.22600,,93.02200,224.07700,148.77800,50.64000,51.32500,1.84000,1.81000
2021-12-31,905.05000,557.93800,347.11190,144.11200,,174.30480,172.80720,-9.16500,163.64200,23.81500,139.82700,139.82700,,137.57800,240.04820,172.80710,50.29300,51.42500,2.73000,2.67000
2021-09-30,895.93700,558.71000,337.22700,148.57300,,181.42500,155.80200,-32.53200,123.27000,18.11100,105.15900,105.15900,,103.42600,224.48800,155.80200,50.42500,51.55800,2.05000,2.01000
2021-06-30,914.60700,572.58600,342.02100,171.50100,,204.47100,137.55000,-10.05400,127.49600,37.58000,89.91600,89.91600,,88.44800,205.65500,137.55000,50.29700,51.33400,1.76000,1.72000
2021-03-31,824.56600,516.28800,308.27800,155.73300,,184.57500,123.70290,-57.40100,66.30200,2.36700,63.93500,63.93500,,61.53000,185.21090,123.70290,49.98000,51.07500,1.23000,1.20000
2020-12-31,790.99010,491.02190,299.96810,143.03300,,171.04090,128.92720,43.50000,172.42700,28.23700,144.19000,144.19000,,143.19100,189.80320,128.92720,49.55000,50.61100,2.89000,2.81000
2020-09-30,743.30000,454.02600,289.27400,128.28900,,156.52100,132.75300,2.52300,135.27600,32.66500,102.61100,102.61100,,102.90900,192.33300,132.75300,49.70300,50.70200,2.07000,2.03000
2020-06-30,682.58400,450.34600,232.23800,127.71200,,155.47000,76.76800,7.18400,83.95200,16.28400,67.66800,67.66800,,67.43500,133.97600,76.76800,49.55300,50.24600,1.36000,1.34000
2020-03-31,707.05900,454.99800,252.06100,129.90100,,157.78000,94.28100,-38.82200,55.45900,4.62200,50.83700,50.83700,,50.76900,151.54100,94.28100,49.18900,49.96600,1.03000,1.02000
2019-12-31,691.13820,428.82410,262.31410,129.59800,,153.52490,108.78920,-3.22400,105.56500,25.05300,80.51200,80.51200,,80.34800,160.62220,108.78910,48.73000,49.69300,1.64000,1.62000
2019-09-30,667.95100,421.83500,246.11600,129.50900,,153.31400,92.80200,-19.56700,73.23500,-0.31700,73.55200,73.55200,,72.81000,144.56000,92.80200,48.81800,49.71500,1.49000,1.46000
2019-06-30,657.56800,419.46400,238.10400,135.94100,,158.33600,79.76800,-20.77400,58.99400,14.68500,44.30900,44.30900,,43.72800,128.91400,79.76800,48.77200,49.66200,0.90000,0.88000
2019-03-31,604.56900,392.79200,211.77700,122.57400,,141.98500,69.79200,-3.50200,66.29000,10.60200,55.68800,55.68800,,55.13300,115.15000,69.79200,48.45800,49.46200,1.14000,1.11000
2018-12-31,601.53000,375.11290,226.41710,106.91800,,123.93500,102.48210,-27.43400,75.04800,14.85000,60.19800,60.19800,0.00000,59.66500,144.06320,102.48210,47.94700,49.01800,1.26000,1.22000
2018-09-30,585.29500,369.09500,216.20000,113.03300,,131.83800,84.36200,-11.05700,73.30500,12.40300,60.90200,60.90200,,60.36800,127.95400,84.36200,48.31000,49.32600,1.25000,1.22000
2018-06-30,585.30100,369.32000,215.98100,120.53100,,139.27100,76.71000,-6.42200,70.28800,17.43800,52.85000,52.85000,1.52900,53.70900,120.10600,76.71000,48.19800,49.04300,1.11000,1.10000
2018-03-31,493.97000,312.50100,181.46900,103.37200,,113.64000,67.82900,-4.78900,63.04000,9.77200,53.26800,53.26800,-0.02300,52.63100,101.03900,67.82900,47.78500,48.82800,1.10000,1.08000
2017-12-31,478.47690,311.08300,167.39390,94.10900,,104.56590,62.82790,6.22500,69.05300,98.09700,-29.04400,-29.04400,-0.02300,-29.84900,96.31190,62.82800,47.48100,48.56400,-0.62000,-0.63000
2017-09-30,464.23200,287.38500,176.84700,92.42800,,102.78500,74.06200,-1.12300,72.93900,19.94500,52.99400,52.99400,-0.03900,52.47400,107.52700,74.06200,47.45100,48.39000,1.11000,1.08000
2017-06-30,469.12900,283.80400,185.32500,93.82000,,103.63900,81.68600,-4.77000,76.91600,22.24300,54.67300,54.67300,-0.07100,53.95200,113.48500,81.68600,47.59100,48.34200,1.13000,1.12000
2017-03-31,445.76300,274.41100,171.35200,90.90900,,101.64600,69.70600,8.34100,78.04700,31.08400,46.96300,46.96300,-0.00400,46.77800,102.11700,69.70600,47.54600,48.42100,0.98000,0.97000
2016-12-31,466.78900,289.61500,177.17400,95.64100,,107.94990,69.22410,-5.49900,63.72500,18.45000,45.27500,45.27500,-0.04800,44.68000,104.76610,69.22400,47.01400,47.95800,0.94000,0.93000
2016-09-30,425.72000,269.45000,156.27000,85.65000,,97.47500,58.79500,-5.53900,53.25600,15.56500,37.69100,37.69100,0.34200,37.73500,92.90300,58.79500,47.16000,48.03400,0.80000,0.79000
2016-06-30,434.05500,264.30800,169.74700,100.47300,,111.68600,58.06100,-3.67100,54.39000,18.84500,35.54500,35.54500,0.01200,35.20700,90.41400,58.06100,47.06100,47.91900,0.75000,0.73000
2016-03-31,354.86800,214.10000,140.76800,82.94400,,89.29600,51.47200,0.07800,51.55000,13.97500,37.57500,37.57500,-0.02600,37.14300,76.12700,51.47200,46.64200,47.61700,0.80000,0.78000
2015-12-31,353.85000,213.27600,140.57400,81.46100,,88.30500,52.26900,-2.27700,49.99200,16.72900,33.26300,33.26300,-0.90200,31.88400,75.85000,52.26900,46.49600,47.63400,0.69000,0.66000
2015-09-30,349.46500,211.39000,138.07500,76.22500,,82.63500,55.44000,-2.28400,53.15600,15.25500,37.90100,37.90100,-0.03400,37.37900,79.65200,55.44000,46.29000,47.24500,0.81000,0.79000
2015-06-30,339.57300,206.79000,132.78300,71.33100,,77.04800,55.73500,4.59300,60.32800,11.07600,49.25200,49.25200,-0.00700,48.50900,80.03200,55.73500,46.67500,47.55000,1.04000,1.02000
2015-03-31,320.41400,200.75400,119.66000,71.39700,,76.65500,43.00500,-11.05300,31.95200,0.33100,31.62100,31.62100,-0.00700,31.54100,65.79600,43.00500,46.77200,47.86800,0.67000,0.66000
2014-12-31,329.54800,209.60300,119.94500,72.03400,,79.17790,40.76710,-0.58100,40.18600,11.65000,28.53600,28.53600,-0.86400,27.16600,67.20410,40.76700,46.62700,47.55800,0.59000,0.57000
2014-09-30,327.56700,209.29900,118.26800,64.47600,,72.09600,46.17200,-2.29000,43.88200,11.58200,32.30000,32.30000,0.05200,32.03600,72.68500,46.17200,46.01600,46.87800,0.70000,0.68000
