,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,2139.18100,1372.85200,766.32910,413.61100,,413.61100,352.71780,-29.30500,323.41310,59.83400,263.57900,263.57900,,263.57900,429.44780,352.71770,142.68100,143.59500,1.88000,1.86000
2022-09-30,2158.29100,1385.54100,772.75000,402.33900,,402.33900,370.41100,-17.37800,353.03300,67.00700,286.02600,286.02600,,286.02600,446.92500,370.41100,142.50600,143.25700,2.01000,2.00000
2022-06-30,2158.71500,1377.43200,781.28310,424.43300,,424.43300,356.85010,-21.49400,335.35600,45.73800,289.61800,289.61800,,289.61800,432.14110,356.85010,143.83200,144.66900,2.01000,2.00000
2022-03-31,2051.90100,1308.70700,743.19380,443.84300,,443.84300,299.35080,-23.64800,275.70300,49.55000,226.15300,226.15300,,226.15300,378.35380,299.35080,144.08700,145.32900,1.57000,1.56000
2021-12-31,1989.23500,1267.74800,721.48690,438.68500,,438.68500,282.80190,177.91100,460.71300,97.92800,362.78520,362.78520,,362.78500,354.68890,282.80220,143.92300,145.27300,2.52000,2.50000
2021-09-30,2018.26900,1263.69000,754.57910,412.55300,,412.55300,342.02610,-14.50700,327.51900,63.76300,263.75600,263.75600,,263.75600,414.93710,342.02610,143.97600,145.44000,1.83000,1.81000
2021-06-30,2031.67600,1259.50400,772.17200,428.04200,,428.04200,344.13000,-20.78600,323.34400,58.83600,264.50800,264.50800,,264.50800,415.64900,344.13000,143.94100,145.11800,1.84000,1.82000
2021-03-31,1867.90100,1146.35300,721.54800,408.99800,,408.99800,312.54990,-23.30000,289.25000,56.48100,232.76900,232.76900,,232.76900,386.35590,312.54990,143.76500,144.93800,1.62000,1.61000
2020-12-31,1780.39000,1128.94100,651.44870,405.51990,,405.52100,245.92830,-25.52100,220.40800,38.30200,182.10600,182.10600,,182.10600,319.13530,245.92830,144.05000,145.39300,1.26000,1.25000
2020-09-30,1748.25600,1089.52700,658.72900,381.83100,,381.83100,276.89810,-25.90100,250.99700,50.69700,200.30000,200.30000,,200.30000,346.38710,276.89810,144.03200,145.28900,1.39000,1.38000
2020-06-30,1499.17500,947.57700,551.59800,366.74000,,366.74000,184.85800,-28.02900,156.82900,32.06300,124.76600,124.76600,,124.76600,252.46100,184.85800,143.95500,144.99500,0.87000,0.86000
2020-03-31,1655.93900,1043.69600,612.24290,386.94100,,386.94100,225.30190,-11.80200,213.50000,37.22100,176.27900,176.27900,,176.27900,294.05390,225.30190,144.25900,145.78200,1.22000,1.21000
2019-12-31,1775.58900,1124.27400,651.31470,403.22300,,403.22300,248.09170,-51.07000,197.02200,28.90000,168.12200,168.12200,,168.12200,318.08470,248.09220,145.19800,146.99200,1.16000,1.14000
2019-09-30,1825.34500,1151.85700,673.48790,390.77500,,390.77500,282.71290,-24.78300,257.93000,51.92400,206.00600,206.00600,,206.00600,349.49990,282.71290,145.37200,147.05100,1.42000,1.40000
2019-06-30,1810.70600,1138.11300,672.59300,396.63400,,396.63400,275.95900,-26.22000,249.73900,51.65400,198.08500,198.08500,,198.08500,343.72800,275.95900,145.36600,147.17900,1.36000,1.35000
2019-03-31,1724.75700,1101.21500,623.54200,408.46600,-46.94600,455.41200,168.13000,-29.81200,138.31800,32.61300,105.70500,105.70500,,105.70500,235.86800,168.13000,145.08700,146.91100,0.73000,0.72000
2018-12-31,1808.95000,1163.97900,644.97160,426.19800,,426.19800,218.77370,-32.09900,186.67400,28.70000,157.97400,157.97400,-16.40600,141.56810,295.33570,218.77360,149.87400,152.13300,0.96000,0.95000
2018-09-30,1747.40300,1100.88300,646.51990,426.44500,,426.44500,220.07480,-27.05900,193.01600,35.71100,157.30500,157.30500,,157.30500,288.16490,220.07480,147.34400,149.45700,1.07000,1.05000
2018-06-30,1798.09400,1132.85800,665.23600,428.77500,,428.77500,236.46090,-25.02400,211.43700,44.98100,166.45600,166.45600,-26.49700,139.95900,305.76390,236.46090,151.74400,153.93800,0.92000,0.91000
2018-03-31,1637.67100,1034.84200,602.82900,435.02600,,435.02600,167.80300,-33.55200,134.25100,24.84100,109.41000,109.41000,22.02500,131.43500,236.42800,167.80300,154.52000,157.09000,0.85000,0.84000
2017-12-31,1522.36800,957.79590,564.57240,404.59090,,404.59110,159.98130,79.02600,239.00700,-33.47900,272.48600,272.48600,23.96200,296.44800,231.09830,159.98130,155.68500,157.74400,1.90000,1.88000
2017-09-30,1747.77500,1098.58200,649.19300,410.04000,,410.04000,239.15300,-32.37700,206.77600,47.32100,159.45500,159.45500,19.45700,178.91200,311.68590,239.15300,155.75700,157.55500,1.15000,1.14000
2017-06-30,1737.37100,1083.26300,654.10800,421.27000,,421.27000,232.83800,-34.77800,198.06000,55.58500,142.47500,142.47500,21.58300,164.05800,276.86800,232.83800,155.70300,157.51300,1.05000,1.04000
2017-03-31,1813.37200,1152.19800,661.17400,486.26000,,486.26000,174.91390,57.05800,231.97200,59.72500,172.24700,172.24700,,172.24700,270.51190,174.91390,155.54000,157.39900,1.11000,1.09000
2016-12-31,1026.84300,651.55630,375.28670,216.67900,,216.67860,158.60820,52.73700,211.34500,56.94700,154.39800,154.39800,,161.16200,144.85920,158.60830,155.23100,156.63600,1.04000,1.02000
2016-09-30,1707.76300,1075.97500,631.78800,421.04200,,421.04200,210.74600,-29.57000,181.17600,51.09200,130.08400,130.08400,,130.08400,297.46900,210.74600,155.30000,156.79800,0.84000,0.83000
2016-06-30,1686.34500,1055.13200,631.21300,437.41100,,437.41100,193.80200,-29.30300,164.49900,46.20900,118.29000,118.29000,,118.29000,281.89600,193.80200,155.18000,156.59500,0.76000,0.76000
2016-03-31,1622.27300,1033.00900,589.26390,443.44800,,443.44800,145.81590,-18.19200,127.62400,28.26800,99.35600,99.35600,,99.35600,234.41990,145.81590,155.06400,156.16100,0.64000,0.64000
2015-12-31,1694.60000,1080.79100,613.80930,414.36500,,414.36500,199.44460,-29.95400,169.49000,32.91600,136.57400,136.57400,5.25100,141.82500,291.15060,199.44430,157.61900,159.17200,0.92000,0.92000
