,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,1215.99400,694.49700,521.49700,25.51400,305.14100,330.69400,190.80310,-30.46500,160.33800,37.01300,123.32500,123.32500,123.82800,328.75410,190.80310,99.71600,100.16600,1.24000,1.24000
2022-09-30,1200.51700,668.18200,532.33500,24.92800,323.19500,838.75000,-306.41520,-26.64700,-333.06200,-17.83100,-315.23100,-315.23100,-315.28500,320.50590,-306.41520,99.96900,99.96900,-3.15000,-3.15000
2022-06-30,1156.49100,638.69300,517.79800,24.75100,334.62600,359.40290,158.39500,-23.44400,134.95100,24.19600,110.75500,110.75500,111.26200,297.25800,158.39500,100.08200,100.72200,1.11000,1.10000
2022-03-31,1210.68600,639.06420,571.62170,26.09600,453.63700,479.76380,91.85770,-20.39400,71.46400,19.41100,52.05300,52.05300,52.26100,305.68670,91.85770,97.53500,98.32600,0.60000,0.61000
2021-12-31,1208.97100,670.85700,538.11400,24.82400,310.56400,335.18100,202.93290,-20.52400,182.40900,39.31500,143.09400,143.09400,143.62300,322.05400,202.93290,100.03800,100.82600,1.44000,1.42000
2021-09-30,1196.98500,716.64100,480.34400,18.83200,344.79900,363.84100,116.50310,-26.89600,89.60700,19.98200,69.62500,69.62500,69.81100,319.69900,116.50310,99.84800,100.68900,0.70000,0.69000
2021-06-30,968.42200,542.14000,426.28200,18.19200,393.75200,411.95800,14.32400,-43.30100,-28.97700,-7.07500,-21.90200,-21.90200,-21.80700,97.94500,14.32400,90.15200,90.99200,-0.24000,-0.24000
2021-03-31,873.53090,493.71300,379.81790,17.51400,221.07000,235.55980,144.25810,-8.55500,135.70300,48.96000,86.74310,86.74310,87.44400,203.30210,144.25810,85.20300,85.89800,1.03000,1.02000
2020-12-31,808.92400,463.06300,345.86100,16.43800,182.37300,198.83100,147.03000,-7.60000,139.43000,24.84200,114.58800,114.58800,114.50100,203.85100,147.03000,85.33000,86.03200,1.34000,1.33000
2020-09-30,756.13200,426.09500,330.03700,16.14300,172.70700,188.77400,141.26300,-7.47700,133.78600,27.77800,106.00800,106.00800,105.85800,195.68100,141.26300,85.17000,85.84400,1.24000,1.23000
2020-06-30,668.93200,381.54800,287.38400,16.23100,155.17000,171.56700,115.81700,-7.20300,108.61400,19.08300,89.53100,89.53100,89.59700,164.77100,115.81700,84.95900,85.67600,1.05000,1.05000
2020-03-31,822.99100,458.85810,364.13280,17.22500,189.06400,206.29510,157.83780,-9.75300,148.08500,24.81200,123.27300,123.27300,123.37000,208.77880,157.83790,84.77800,85.64100,1.45000,1.43000
2019-12-31,774.26100,442.90800,331.35300,16.48700,172.92700,188.96600,142.38700,-8.43500,133.95200,29.28500,104.66700,104.66700,104.93000,191.94500,142.38700,84.78800,85.62800,1.24000,1.23000
2019-09-30,736.84000,418.17300,318.66700,16.24900,175.95900,191.93400,126.73300,-9.42600,117.30700,22.16500,95.14200,95.14200,94.76900,176.36700,126.73300,84.79500,85.69500,1.12000,1.11000
2019-06-30,696.80300,390.96000,305.84300,15.58500,178.78100,195.75500,110.08800,-10.67800,99.41000,14.63300,84.77700,84.77700,84.59000,157.19000,110.08800,84.63800,85.56600,1.00000,0.99000
2019-03-31,768.21300,433.93810,334.27480,15.87800,173.12000,193.83830,140.43660,-7.47800,132.95900,24.41200,108.54700,108.54700,108.41500,190.69960,140.43660,84.57700,85.46800,1.27000,1.26000
2018-12-31,696.23800,409.24100,286.99700,15.16700,176.09900,217.41290,69.58410,-11.82400,57.76000,9.33400,48.42600,48.42600,47.85800,152.27110,69.58410,84.54000,85.44100,0.57000,0.56000
2018-09-30,678.96100,394.29700,284.66400,15.77300,162.31200,178.08500,106.57900,-11.32000,95.25900,17.76400,77.49500,77.49500,77.45700,152.69600,106.57900,84.53700,85.47700,0.92000,0.91000
2018-06-30,638.75800,369.70800,269.05000,16.22000,158.40600,174.62600,94.42400,-11.37300,83.05100,12.77300,70.27800,70.27800,69.99100,141.27800,94.42400,84.68500,85.50900,0.83000,0.82000
2018-03-31,715.97300,423.60710,292.36600,17.60900,162.09900,179.65500,112.71090,-11.26600,101.44500,27.82200,73.62300,73.62300,73.59800,157.18790,112.71100,85.02800,85.71300,0.86000,0.85000
2017-12-31,661.90000,383.68300,278.21700,15.19500,159.66400,174.93700,103.28000,-11.34400,91.93600,-3.40400,95.34000,95.34000,94.78100,147.93600,103.28000,85.00400,85.71900,1.12000,1.11000
2017-09-30,634.15900,367.76200,266.39700,13.97400,153.87900,167.88000,98.51700,-11.17000,87.34700,22.90300,64.44400,64.44400,64.45900,144.06500,98.51700,85.19900,85.86900,0.76000,0.75000
2017-06-30,607.96400,352.19800,255.76600,14.00400,156.33600,170.39100,85.37500,-11.12100,74.25400,16.03900,58.21500,58.21500,58.07700,129.02600,85.37500,85.09000,85.72000,0.68000,0.68000
2017-03-31,681.18910,400.48300,280.70620,15.76100,207.71300,223.46910,57.23710,-9.90100,47.33600,21.27000,26.06600,26.06600,26.14400,110.13410,57.23710,85.47300,86.09400,0.32000,0.31000
2016-12-31,646.77400,389.16500,257.60900,14.59100,158.76000,231.72500,25.88400,-10.44100,15.44300,19.79000,-4.34700,-4.34700,-4.99600,115.62400,25.88400,85.07400,85.52500,-0.06000,-0.06000
2016-09-30,646.41500,398.50700,247.90800,14.61700,163.68000,178.34490,69.56310,-10.64000,58.92300,18.72100,40.20200,40.20200,40.41600,119.64000,69.56310,85.85100,86.33300,0.47000,0.47000
2016-06-30,638.37800,398.38800,239.99000,14.42800,151.88600,166.46800,73.52200,-10.57800,62.94400,14.23400,48.71000,48.71000,48.40100,127.30600,73.52200,86.03800,86.51900,0.56000,0.56000
2016-03-31,690.27700,426.38800,263.88900,14.31000,150.09700,164.56300,99.32600,-10.84700,88.47900,30.61000,57.86900,57.86900,57.74000,152.14100,99.32590,70.69800,71.18400,0.75000,0.76000
2015-12-31,618.68800,380.50700,238.18100,14.33400,177.31900,191.45910,46.72190,-17.30000,29.42200,8.26800,21.15400,21.15400,20.04500,91.54890,46.72190,77.22100,77.71200,0.26000,0.26000
2015-09-30,489.89700,280.57600,209.32100,14.25500,172.45900,186.65800,22.66300,-7.25800,15.40500,7.15400,8.25100,8.25100,8.68700,46.40800,22.66300,59.89700,60.37000,0.15000,0.14000
2015-06-30,439.90200,255.81200,184.09000,13.76500,126.83500,139.87400,44.21600,-5.63800,38.57800,14.26700,24.31100,24.31100,24.29100,66.56900,44.21600,59.76800,60.28600,0.41000,0.40000
2015-03-31,501.64690,288.58700,213.05990,14.17500,130.99200,144.78600,68.27390,-4.61200,63.66200,22.26300,41.39900,41.39900,41.39900,90.37490,68.27380,59.41300,60.04500,0.70000,0.69000
2014-12-31,473.24400,276.08800,197.15600,14.54900,122.37000,135.81000,61.34600,-4.40500,56.94100,18.81700,38.12400,38.12400,38.12400,82.95100,61.34600,59.47500,60.14600,0.64000,0.63000
2014-09-30,462.72900,268.73700,193.99200,13.00600,126.29200,140.56900,53.42300,-4.91200,48.51100,17.50700,31.00400,31.00400,31.00400,80.85300,53.42300,59.37500,60.02000,0.52000,0.52000
2014-06-30,412.64300,242.55000,170.09300,12.40900,113.68800,125.92500,44.16800,-4.46200,39.70600,15.16900,24.53700,24.53700,24.53700,64.57300,44.16800,59.16900,59.81400,0.41000,0.41000
2014-03-31,465.28700,280.79200,184.49490,11.68100,100.88300,124.88990,59.60510,-4.61900,54.98600,16.11000,38.87600,38.87600,38.87600,79.56510,59.60500,58.96600,59.74500,0.67000,0.65000
2013-12-31,405.55100,241.77600,163.77500,11.58000,95.49700,107.88500,55.89000,-4.43100,51.45900,22.95300,28.50600,28.50600,28.50600,75.46400,55.89000,58.88500,59.68500,0.48000,0.48000
2013-09-30,383.76200,229.25600,154.50600,13.52700,90.66100,104.20600,50.30000,-4.64200,45.65800,15.91500,29.74300,29.74300,29.74300,68.08200,50.30000,59.02700,59.76200,0.50000,0.50000
2013-06-30,367.65200,220.80600,146.84600,11.85300,93.92900,105.83400,41.01200,-4.73900,36.27300,3.95600,32.31700,32.31700,32.31700,59.34500,41.01200,59.00500,59.79000,0.55000,0.54000
2013-03-31,428.21590,250.44790,177.76800,11.72600,100.92700,112.65810,65.11000,-5.77500,59.33500,17.95400,41.38100,41.38100,41.38100,85.63700,65.11000,58.30500,58.84400,0.71000,0.70000
2012-12-31,380.40500,227.28300,153.12200,10.41500,75.95300,85.98200,67.14000,-3.86900,63.27100,15.17400,48.09700,48.09700,48.09700,85.46000,67.14000,58.42500,58.97200,0.82000,0.82000
2012-09-30,356.32100,203.20000,153.12100,9.85200,81.04000,90.84400,62.27700,-3.37500,58.90200,18.75700,40.14500,40.14500,40.14500,78.12800,62.27700,58.26400,58.79200,0.69000,0.68000
2012-06-30,336.96000,199.70800,137.25200,9.31200,79.77400,88.95000,48.30200,-2.71200,45.59000,15.23600,30.35400,30.35400,30.35400,62.63900,48.30200,57.91100,58.31200,0.52000,0.52000
2012-03-31,390.24910,226.02400,164.22510,9.08500,81.96900,90.17710,74.04800,-3.07300,70.97500,26.80400,44.17100,44.17100,44.17100,90.66600,74.04800,58.36700,58.96300,0.77000,0.75000
2011-12-31,355.21500,217.20900,138.00600,9.19600,73.92200,84.28200,53.72400,-2.63200,51.09200,17.44300,33.64900,33.64900,33.64900,69.82500,53.72400,57.78200,58.23700,0.58000,0.58000
2011-09-30,342.70700,209.39800,133.30900,8.91500,76.65200,85.66600,47.64300,-2.39900,45.24400,15.68000,29.56400,29.56400,29.56400,63.39500,47.64300,58.74400,59.38000,0.50000,0.50000
2011-06-30,318.63900,185.71400,132.92500,8.75700,77.00900,86.02400,46.90100,-3.10400,43.79700,15.06600,28.73100,28.73100,28.73100,61.33600,46.90100,59.25500,60.10300,0.48000,0.48000
2011-03-31,377.76010,221.73300,156.02700,9.88900,87.88500,98.97610,57.05090,-2.58900,54.46200,15.46300,38.99900,38.99900,38.99900,71.70090,57.05090,59.30600,60.14800,0.65000,0.66000
2010-12-31,328.28300,191.26900,137.01400,7.73900,93.46700,101.20600,35.80800,-2.70500,33.10300,11.33800,21.76500,21.76500,21.76500,49.23700,35.80800,59.23300,60.17600,0.37000,0.36000
2010-09-30,312.42500,177.37000,135.05500,8.04300,71.99900,80.04200,55.01300,-2.91300,52.10000,16.38900,35.71100,35.71100,35.71100,68.28500,55.01300,59.35600,60.04900,0.60000,0.59000
2010-06-30,188.98000,170.91400,18.06600,8.60900,72.11700,80.72600,-62.66000,-3.18600,-65.84600,-20.63600,-45.21000,-45.21000,-45.21000,-49.62200,-62.66000,59.39700,59.39700,-0.76000,-0.76000
2010-03-31,332.12900,189.92200,142.20700,9.97400,75.71600,90.53800,51.66900,-3.73500,47.93400,18.09900,29.83500,29.83500,29.83500,65.86000,51.66900,58.82600,59.42300,0.49000,0.50000
2009-12-31,327.83200,188.34900,139.48300,8.26500,71.77600,80.04100,59.44200,-2.77000,56.67200,15.66600,41.00600,41.00600,41.00600,73.63000,59.44200,58.96200,59.75800,0.70000,0.69000
2009-09-30,314.22900,181.57400,132.65500,8.18900,74.51600,82.70500,49.95000,-2.73700,47.21300,15.12900,32.08400,32.08400,32.08400,63.90100,49.95000,58.65400,59.24200,0.55000,0.54000
2009-06-30,283.54300,158.70700,124.83600,7.58000,74.60500,82.18500,42.65100,-2.65400,39.99700,14.45500,25.54200,25.54200,25.54200,56.53900,42.65100,58.51700,58.84200,0.44000,0.43000
2009-03-31,344.36600,204.55510,139.81090,8.29100,83.07300,91.36390,48.44700,-3.57700,44.87000,17.05400,27.81600,27.81600,27.81600,63.34400,48.44700,58.77800,59.44800,0.47000,0.47000
