,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,4006.37500,2642.75000,1363.62500,909.59500,1004.41500,359.21000,-10.24100,348.96900,78.09900,270.87000,270.87000,270.87000,,359.21000,110.43300,111.28200,2.45000,2.43000
2022-09-30,3270.80400,2104.98900,1165.81500,772.16700,859.40300,306.41190,-6.22600,300.18600,66.04900,234.13700,234.13700,234.13700,393.64790,306.41190,110.86100,111.56000,2.11000,2.10000
2022-06-30,3903.40600,2517.15100,1386.25500,777.86000,861.22000,525.03490,-7.09700,517.93800,121.46000,396.47800,396.47800,396.47800,608.39490,525.03490,111.59000,112.31800,3.55000,3.53000
2022-03-31,3024.13200,1967.62300,1056.50900,734.57700,812.22300,244.28590,-7.06900,237.21700,49.99000,187.22700,187.22700,187.22700,321.93190,244.28590,112.53100,113.50400,1.66000,1.65000
2021-12-31,3319.28500,2198.70600,1120.57900,752.09710,827.52400,293.05440,-6.54200,286.51200,65.17400,221.33800,221.33800,221.33800,368.48140,293.05420,114.79400,115.82400,1.96000,1.92000
2021-09-30,3017.92600,1932.61600,1085.31000,718.26100,788.08500,297.22510,-6.14600,291.07900,66.67900,224.40000,224.40000,224.40000,367.04910,297.22510,114.22300,115.19300,1.96000,1.95000
2021-06-30,3601.55900,2314.07400,1287.48500,736.74900,801.60200,485.88310,-6.70100,479.18200,109.16000,370.02200,370.02200,370.02200,550.73610,485.88310,115.13300,116.09100,3.21000,3.19000
2021-03-31,2792.33600,1808.55600,983.77990,693.19000,753.24400,230.53590,-7.22100,223.31500,41.96100,181.35400,181.35400,181.35400,290.58990,230.53590,116.15300,117.22700,1.56000,1.55000
2020-12-31,2878.26400,1882.73500,995.52880,683.59990,811.06300,184.46630,-8.08600,176.38100,40.48800,135.89300,135.89300,135.89300,242.95630,184.46690,116.37000,117.43600,1.16000,1.15000
2020-09-30,2606.57200,1658.61500,947.95700,641.12900,695.78000,252.17700,-7.20800,244.96900,54.35900,190.61000,190.61000,190.61000,306.82800,252.17700,116.33900,117.74500,1.64000,1.62000
2020-06-30,3176.32700,2019.51400,1156.81300,656.52000,709.06700,447.74580,-8.43800,439.30800,100.63000,338.67800,338.67800,338.67800,500.29280,447.74580,115.91200,116.81200,2.92000,2.90000
2020-03-31,1959.18800,1297.93900,661.24900,497.27500,548.71100,112.53800,-5.04900,107.48900,23.71200,83.77700,83.77700,83.77700,163.97400,112.53800,116.73800,117.43200,0.72000,0.71000
2019-12-31,2191.78500,1449.98400,741.80090,499.96900,551.36300,190.43790,-4.83700,185.60100,41.42200,144.17900,144.17900,144.17900,241.83190,190.43770,119.72700,120.74300,1.22000,1.21000
2019-09-30,1984.14400,1289.90400,694.24000,482.60400,532.42300,161.81700,-4.90000,156.91700,34.78400,122.13300,122.13300,122.13300,211.63600,161.81700,118.95600,120.05800,1.03000,1.02000
2019-06-30,2353.78200,1533.03700,820.74500,484.19000,533.18800,287.55690,-5.17600,282.38100,63.17100,219.21000,219.21000,219.21000,336.55490,287.55690,120.37100,121.50800,1.82000,1.80000
2019-03-31,1822.22000,1207.23600,614.98400,465.80900,511.57600,103.40810,-4.93000,98.47800,21.64600,76.83200,76.83200,76.83200,149.17510,103.40810,121.21100,122.15200,0.63000,0.63000
2018-12-31,2133.27100,1416.93800,716.33300,489.98290,535.95100,180.38200,-4.44600,175.93600,39.08500,136.85100,136.85100,136.85100,226.35000,180.38180,122.65100,123.47100,1.11000,1.10000
2018-09-30,1881.62500,1228.49300,653.13200,454.99800,499.98400,153.14790,-4.46000,148.68800,31.90400,116.78400,116.78400,116.78400,198.13390,153.14790,121.87600,122.76100,0.96000,0.95000
2018-06-30,2213.24900,1443.83500,769.41410,452.34600,495.95600,273.45800,-4.97800,268.48000,61.19100,207.28900,207.28900,207.28900,317.06800,273.45800,122.10000,122.77500,1.70000,1.69000
2018-03-31,1682.90100,1119.25200,563.64900,426.11300,468.90000,94.74900,-4.46800,90.28100,18.84800,71.43300,71.43300,71.43300,137.53600,94.74900,124.47700,125.17400,0.57000,0.57000
2017-12-31,1952.83800,1284.24000,668.59780,441.62300,484.75600,183.84190,-4.23800,179.60400,69.86100,109.74300,109.74300,109.74300,226.97490,183.84190,127.58800,128.20400,0.87000,0.87000
2017-09-30,1721.70400,1121.24800,600.45590,410.27600,452.20300,148.25290,-3.75200,144.50100,52.60500,91.89600,91.89600,91.89600,190.17990,148.25290,126.41600,126.91900,0.73000,0.72000
2017-06-30,2017.76200,1313.05400,704.70800,405.73600,446.78300,257.92500,-3.09200,254.83300,94.18400,160.64900,160.64900,160.64900,298.97200,257.92500,128.18600,128.72200,1.25000,1.25000
2017-03-31,1564.07800,1045.87500,518.20300,382.11400,421.84100,96.36190,-2.77700,93.58500,33.27400,60.31100,60.31100,60.31100,136.08890,96.36190,130.27600,131.09000,0.46000,0.46000
2016-12-31,1916.54200,1270.28000,646.26210,411.98390,451.64600,194.61610,-1.66500,192.95100,69.36800,123.58300,123.58300,123.58300,234.27810,194.61610,132.90500,133.81300,0.94000,0.94000
2016-09-30,1542.70600,1007.43200,535.27400,357.59200,393.25400,142.02000,-1.11000,140.91000,51.46600,89.44400,89.44400,89.44400,177.68200,142.02000,133.39200,134.25600,0.67000,0.67000
2016-06-30,1852.53400,1203.31200,649.22200,365.91600,399.97300,249.24900,-1.91000,247.33900,90.91400,156.42500,156.42500,156.42500,283.30600,249.24900,133.56400,134.56200,1.17000,1.16000
2016-03-31,1467.79700,973.35300,494.44400,352.67200,386.24900,108.19490,-1.12500,107.07000,39.40200,67.66800,67.66800,67.66800,141.77190,108.19490,133.63000,134.70900,0.51000,0.50000
2015-12-31,1646.61000,1085.60900,561.00070,354.88800,387.71300,173.28770,-0.41100,172.87700,61.16500,111.71200,111.71200,111.71200,206.11270,173.28770,135.58200,136.84500,0.83000,0.82000
2015-09-30,1475.64500,963.39700,512.24800,342.89100,373.04000,139.20800,-0.78200,138.42600,51.11400,87.31200,87.31200,87.31200,169.35700,139.20800,135.52500,136.74100,0.64000,0.64000
2015-06-30,1772.90000,1147.58000,625.32010,349.84200,380.15500,245.16500,-0.83200,244.33300,91.00200,153.33100,153.33100,153.33100,275.47800,245.16500,136.12000,137.40000,1.13000,1.12000
2015-03-31,1331.35200,886.74700,444.60500,321.47600,351.75800,92.84710,-0.86600,91.98100,33.94100,58.04000,58.04000,58.04000,123.12900,92.84710,136.34700,137.73500,0.43000,0.42000
