,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-09-30,14602.00000,9231.00000,5371.00000,1248.00000,,1530.00000,3841.00000,6.00000,3847.00000,806.00000,3041.00000,3041.00000,,2702.00000,5355.00000,4123.00000,763.05100,771.13200,3.54000,3.50000
2022-06-30,14441.00000,8256.00000,6185.00000,1298.00000,,1564.00000,4621.00000,-300.00000,4321.00000,928.00000,3393.00000,3393.00000,-1.00000,3028.00000,6138.00000,4887.00000,790.89700,800.73100,3.83000,3.78000
2022-03-31,15808.00000,8313.00000,7495.00000,1437.00000,40.00000,1660.00000,5835.00000,,5835.00000,1179.00000,4656.00000,4656.00000,,4253.00000,7545.00000,6098.00000,816.31400,826.01300,5.21000,5.15000
2021-12-31,14087.00000,12562.00000,1525.00000,1094.00000,,-820.00000,2345.00000,2703.00000,5048.00000,942.00000,4106.00000,4106.00000,,3739.00000,3666.00000,2642.00000,854.32000,864.88500,4.44000,4.38000
2021-09-30,12835.00000,9122.00000,3713.00000,1260.00000,,1588.00000,2125.00000,51.00000,2176.00000,439.00000,1737.00000,1737.00000,,1660.00000,3692.00000,2453.00000,852.76500,864.01900,1.95000,1.92000
2021-06-30,10681.00000,9174.00000,1507.00000,915.00000,,1253.00000,254.00000,-107.00000,147.00000,-3.00000,150.00000,150.00000,,91.00000,1539.00000,592.00000,862.93100,872.87700,0.11000,0.11000
2021-03-31,14454.00000,8095.00000,6359.00000,1304.00000,7.00000,1639.00000,4720.00000,8.00000,4728.00000,798.00000,3930.00000,3930.00000,,3869.00000,6485.00000,5062.00000,868.10500,876.27000,4.45000,4.41000
2020-12-31,9676.00000,9118.00000,558.00000,888.00000,,1222.00000,-664.00000,106.00000,-558.00000,-542.00000,-16.00000,-16.00000,,-60.00000,591.00000,-306.00000,869.30900,869.30900,-0.04000,-0.03000
2020-09-30,10221.00000,8745.00000,1476.00000,707.00000,-24.00000,1110.00000,366.00000,2.00000,368.00000,74.00000,294.00000,294.00000,5.00000,281.00000,1408.00000,745.00000,867.71300,873.13100,0.32000,0.32000
2020-06-30,9396.00000,9526.00000,-130.00000,754.00000,,1119.00000,-1249.00000,-8412.00000,-9661.00000,-1896.00000,-7765.00000,-7765.00000,-1.00000,-7936.00000,-202.00000,-884.00000,866.96800,866.96800,-9.15000,-9.15000
2020-03-31,14443.00000,9435.00000,5008.00000,1862.00000,,2217.00000,2791.00000,-233.00000,2558.00000,904.00000,1654.00000,1654.00000,,1742.00000,5024.00000,3146.00000,874.21400,878.86600,1.99000,1.98000
2019-12-31,11815.00000,9145.00000,2670.00000,1184.00000,,1534.00000,1136.00000,-100.00000,1036.00000,216.00000,820.00000,820.00000,49.00000,922.00000,2669.00000,1496.00000,876.75000,889.51200,1.04000,1.03000
2019-09-30,12914.00000,10045.00000,2869.00000,1252.00000,-9.00000,1609.00000,1260.00000,,1260.00000,287.00000,973.00000,973.00000,,648.00000,2784.00000,1608.00000,877.00900,895.81400,0.74000,0.72000
2019-06-30,12561.00000,8909.00000,3652.00000,1439.00000,-1.00000,1800.00000,1852.00000,-15.00000,1837.00000,446.00000,1391.00000,1391.00000,-1.00000,1102.00000,3570.00000,2212.00000,876.38300,888.32500,1.26000,1.24000
2019-03-31,12456.00000,9672.00000,2784.00000,1289.00000,,1638.00000,1146.00000,8.00000,1154.00000,217.00000,937.00000,937.00000,,654.00000,2794.00000,1495.00000,875.38300,877.51200,0.75000,0.75000
2018-12-31,12560.00000,11281.00000,1279.00000,1573.00000,,2015.00000,-736.00000,41.00000,-695.00000,-137.00000,-558.00000,-558.00000,-2.00000,-622.00000,1220.00000,-329.00000,898.40600,910.14100,-0.67000,-0.63000
2018-09-30,11486.00000,11570.00000,-84.00000,1118.00000,2.00000,1442.00000,-1526.00000,-1.00000,-1527.00000,-307.00000,-1220.00000,-1220.00000,-39.00000,-1259.00000,-171.00000,-1200.00000,895.23700,895.23700,-1.41000,-1.41000
2018-06-30,11631.00000,8763.00000,2868.00000,1337.00000,25.00000,1611.00000,1257.00000,-5.00000,1252.00000,321.00000,931.00000,931.00000,,937.00000,2958.00000,1556.00000,903.21500,916.57200,1.04000,1.02000
2018-03-31,11712.00000,8854.00000,2858.00000,1358.00000,8.00000,1627.00000,1231.00000,-4.00000,1227.00000,277.00000,950.00000,950.00000,-1.00000,938.00000,2890.00000,1508.00000,907.95200,925.26700,1.03000,1.01000
2017-12-31,12635.00000,10561.00000,2074.00000,1153.00000,,1341.00000,733.00000,142.00000,875.00000,7544.00000,-6669.00000,-6669.00000,-3.00000,-6660.00000,2089.00000,1021.00000,930.56100,930.56100,-7.06000,-7.00000
2017-09-30,11751.00000,13338.00000,-1587.00000,912.00000,,1202.00000,-2789.00000,-14.00000,-2803.00000,-1091.00000,-1712.00000,-1712.00000,-1.00000,-1739.00000,-1695.00000,-2499.00000,908.66700,908.66700,-1.91000,-1.91000
2017-06-30,12502.00000,9372.00000,3130.00000,1115.00000,,1407.00000,1723.00000,-56.00000,1667.00000,557.00000,1110.00000,1110.00000,8.00000,1130.00000,3005.00000,2015.00000,925.75100,948.24900,1.22000,1.19000
2017-03-31,12632.00000,9400.00000,3232.00000,1108.00000,-100.00000,1506.00000,1726.00000,1.00000,1727.00000,516.00000,1211.00000,1211.00000,,1185.00000,3036.00000,2024.00000,980.77800,1005.31500,1.21000,1.18000
2016-12-31,13010.00000,21049.00000,-8039.00000,896.00000,,-1385.00000,-6654.00000,3199.00000,-3455.00000,-985.00000,-2470.00000,-2470.00000,-36.00000,-3041.00000,-5073.00000,-6349.00000,1091.08500,1091.08500,-2.77000,-2.72000
2016-09-30,12854.00000,10912.00000,1942.00000,1018.00000,,1347.00000,595.00000,142.00000,737.00000,304.00000,433.00000,433.00000,3.00000,462.00000,1468.00000,924.00000,1071.29600,1102.40800,0.43000,0.42000
2016-06-30,14724.00000,10419.00000,4305.00000,1345.00000,,1665.00000,2640.00000,218.00000,2858.00000,924.00000,1934.00000,1934.00000,-10.00000,1913.00000,3583.00000,2960.00000,1113.58800,1140.04600,1.72000,1.68000
2016-03-31,11779.00000,7337.00000,4442.00000,1262.00000,,1568.00000,2874.00000,-3088.00000,-214.00000,-58.00000,-156.00000,-156.00000,-47.00000,-183.00000,4827.00000,3180.00000,1156.54800,1156.54800,-0.16000,-0.16000
2015-12-31,13831.00000,18152.00000,-4321.00000,1255.00000,,1559.00000,-5880.00000,2948.00000,-2932.00000,-1083.00000,-1849.00000,-1849.00000,,-1841.00000,-4449.00000,-5576.00000,1299.82500,1334.46500,-1.29000,-1.27000
2015-09-30,12822.00000,10992.00000,1830.00000,1275.00000,,1596.00000,234.00000,-349.00000,-115.00000,65.00000,-180.00000,-180.00000,-17.00000,-231.00000,1176.00000,555.00000,1279.07300,1279.07300,-0.18000,-0.18000
2015-06-30,15699.00000,11132.00000,4567.00000,1356.00000,,1672.00000,2895.00000,-343.00000,2552.00000,777.00000,1775.00000,1775.00000,16.00000,1800.00000,4866.00000,3211.00000,1329.15700,1365.39000,1.35000,1.32000
2015-03-31,15975.00000,7486.00000,8489.00000,1350.00000,,1690.00000,6799.00000,-3023.00000,3776.00000,1300.00000,2476.00000,2476.00000,1.00000,2468.00000,8365.00000,7139.00000,1365.95200,1386.26400,1.81000,1.78000
2014-12-31,15410.00000,14751.00000,659.00000,1341.00000,,1687.00000,-1028.00000,1757.00000,729.00000,19.00000,710.00000,710.00000,-35.00000,655.00000,394.00000,-682.00000,1427.96000,1447.55400,0.50000,0.49000
2014-09-30,16697.00000,11236.00000,5461.00000,1288.00000,,1718.00000,3743.00000,-724.00000,3019.00000,820.00000,2199.00000,2199.00000,2.00000,2192.00000,5202.00000,4173.00000,1419.24000,1442.06800,1.54000,1.52000
2014-06-30,16136.00000,11448.00000,4688.00000,1396.00000,-489.00000,2348.00000,2340.00000,2140.00000,4480.00000,1474.00000,3006.00000,3006.00000,30.00000,3073.00000,4025.00000,2803.00000,1442.39700,1464.67600,2.13000,2.10000
2014-03-31,16163.00000,7752.00000,8411.00000,1305.00000,-1096.00000,2880.00000,5531.00000,-3258.00000,2273.00000,614.00000,1659.00000,1659.00000,-47.00000,1609.00000,7131.00000,6010.00000,1459.24900,1472.51100,1.10000,1.09000
2013-12-31,17542.00000,15078.00000,2464.00000,1298.00000,-1259.00000,3071.00000,-607.00000,2757.00000,2150.00000,188.00000,1962.00000,1962.00000,11.00000,1978.00000,1062.00000,-93.00000,1474.17200,1481.20700,1.35000,1.34000
2013-09-30,15944.00000,10591.00000,5353.00000,1220.00000,-1119.00000,2855.00000,2498.00000,-1320.00000,1178.00000,-970.00000,2148.00000,2148.00000,-18.00000,2170.00000,4072.00000,3014.00000,1475.05300,1485.32300,1.47000,1.46000
2013-06-30,18426.00000,11307.00000,7119.00000,1353.00000,-1140.00000,3028.00000,4091.00000,-926.00000,3165.00000,425.00000,2740.00000,2740.00000,18.00000,2731.00000,5923.00000,4626.00000,1476.51300,1482.24700,1.85000,1.84000
2013-03-31,16962.00000,9983.00000,6979.00000,1286.00000,-1031.00000,2894.00000,4085.00000,-1210.00000,2875.00000,717.00000,2158.00000,2158.00000,73.00000,2206.00000,5865.00000,4662.00000,1476.47100,1476.67900,1.49000,1.49000
2012-12-31,20774.00000,16438.00000,4336.00000,1368.00000,,6091.00000,-1755.00000,-4047.00000,-5802.00000,-2132.00000,-3670.00000,-3670.00000,-279.00000,-3958.00000,2160.00000,-1170.00000,1687.19700,1687.22700,-2.13000,-2.13000
2012-09-30,16722.00000,11405.00000,5317.00000,1522.00000,,2124.00000,3193.00000,-635.00000,2558.00000,734.00000,1824.00000,1824.00000,37.00000,1856.00000,5256.00000,3795.00000,1642.47300,1642.50200,1.13000,1.13000
2012-06-30,16221.00000,11107.00000,5114.00000,1472.00000,,2039.00000,3075.00000,-1406.00000,1669.00000,-491.00000,2160.00000,2160.00000,179.00000,2332.00000,4985.00000,3642.00000,1756.68900,1756.71400,1.33000,1.33000
2012-03-31,17497.00000,10439.00000,7058.00000,1347.00000,,1912.00000,5146.00000,-680.00000,4466.00000,1081.00000,3385.00000,3385.00000,64.00000,3208.00000,6926.00000,5711.00000,1875.97300,1876.00300,1.71000,1.71000
2011-12-31,18267.00000,13572.00000,4695.00000,1393.00000,-2096.00000,834.00000,3861.00000,-976.00000,2885.00000,-18577.00000,21462.00000,21462.00000,140.00000,21479.00000,5075.00000,3273.00000,1799.38600,1799.45800,11.80000,11.80000
2011-09-30,12719.00000,11546.00000,1173.00000,1540.00000,-2057.00000,4567.00000,-3394.00000,-876.00000,-4270.00000,-665.00000,-3605.00000,-3605.00000,-221.00000,-3990.00000,-391.00000,-2424.00000,1899.50100,1899.50100,-2.10000,-2.10000
2011-06-30,16680.00000,11329.00000,5351.00000,1322.00000,-578.00000,2901.00000,2450.00000,-656.00000,1794.00000,-296.00000,2090.00000,2090.00000,-37.00000,1836.00000,4739.00000,3451.00000,1836.71300,1836.77200,1.00000,1.00000
2011-03-31,17439.00000,12033.00000,5406.00000,1231.00000,-670.00000,2962.00000,2444.00000,-3754.00000,-1310.00000,-226.00000,-1084.00000,-1084.00000,2585.00000,485.00000,5802.00000,3505.00000,1557.74800,1557.74800,0.31000,0.31000
2010-12-31,16505.00000,20048.00000,-3543.00000,-162.00000,,-1886.00000,-1657.00000,18456.00000,16799.00000,5949.00000,10850.00000,10850.00000,3132.00000,6860.00000,-1063.00000,-710.00000,136.58600,136.64900,50.42000,50.42000
2010-09-30,19455.00000,13108.00000,6347.00000,1994.00000,-1031.00000,5335.00000,1012.00000,-706.00000,306.00000,486.00000,-180.00000,-180.00000,-1833.00000,-2517.00000,4781.00000,3322.00000,135.87900,135.87900,-18.53000,-18.53000
