,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,807.24110,225.77500,581.46610,112.78700,329.33500,442.12190,139.34420,-11.45400,127.89000,18.34200,109.54800,109.54800,109.54800,162.13820,139.34420,126.77900,126.77900,0.88000,1.03000
2022-09-30,594.46900,174.40100,420.06800,108.04000,221.78600,1374.84800,-954.78000,5.76300,-949.01700,14.05100,-963.06810,-963.06810,-963.06800,114.36890,-954.78000,126.34900,126.34900,-7.62000,-7.62000
2022-06-30,585.13500,171.42100,413.71400,102.09500,239.05800,341.15300,72.56100,0.60100,73.16200,0.03900,73.12300,73.12300,73.12300,97.58800,72.56100,127.08800,145.68300,0.58000,0.51000
2022-03-31,579.26600,172.99500,406.27100,89.47600,232.48000,321.95600,84.31500,1.67200,85.98700,-0.12200,86.10900,86.10900,86.10900,109.06900,84.31500,127.14900,146.67800,0.68000,0.60000
2021-12-31,717.13900,208.96600,508.17300,82.55500,283.36900,365.92410,142.24890,2.12400,144.37300,-17.18400,161.55700,161.55700,161.55700,167.23990,142.24890,127.22500,146.68300,1.26000,1.10000
2021-09-30,532.42900,153.66000,378.76900,73.52100,221.50700,295.02800,83.74100,0.05800,83.79900,-6.13100,89.93000,89.93000,89.93000,106.95200,83.74100,126.63400,147.41400,0.71000,0.62000
2021-06-30,528.90000,148.96900,379.93100,61.75300,229.07300,290.82600,89.10500,-3.35100,85.75400,-12.50000,98.25400,98.25400,98.25400,102.09000,89.10500,126.97800,144.86700,0.77000,0.68000
2021-03-31,550.64600,142.91700,407.72900,53.70600,203.38600,257.09200,150.63700,7.09100,157.72800,13.96200,143.76600,143.76600,143.76600,163.71700,150.63700,126.21500,144.71500,1.14000,1.00000
2020-12-31,617.35500,150.78000,466.57500,51.15700,254.08300,305.24000,161.33500,-8.02800,153.30700,4.76900,148.53800,148.53800,148.53800,174.43600,161.33510,121.25200,136.41500,1.21000,1.14000
2020-09-30,451.47800,120.16800,331.31000,45.90800,167.23300,213.14100,118.16900,-27.77600,90.39300,-1.36800,91.76100,91.76100,91.76100,133.92300,118.16900,121.97800,137.56000,0.75000,0.70000
