,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,18093.00000,14526.00000,3567.00000,716.00000,1379.00000,29.00000,2066.00000,1501.00000,149.00000,1650.00000,182.00000,1468.00000,1468.00000,,1422.00000,2549.00000,1501.00000,1475.50000,1485.90000,0.97000,0.96000
2022-09-30,16951.00000,13464.00000,3487.00000,662.00000,1391.00000,46.00000,2007.00000,1480.00000,157.00000,1637.00000,242.00000,1395.00000,1395.00000,,1387.00000,2527.00000,1480.00000,1470.10000,1479.30000,0.94000,0.94000
2022-06-30,16314.00000,12856.00000,3458.00000,698.00000,1424.00000,17.00000,2105.00000,1353.00000,145.00000,1498.00000,160.00000,1338.00000,1338.00000,,1304.00000,2352.00000,1353.00000,1479.20000,1489.60000,0.88000,0.88000
2022-03-31,15716.00000,12560.00000,3156.00000,635.00000,1469.00000,28.00000,2076.00000,1080.00000,162.00000,1242.00000,116.00000,1126.00000,1126.00000,-19.00000,1084.00000,2094.00000,1080.00000,1486.80000,1497.90000,0.73000,0.72000
2021-12-31,17044.00000,13616.00000,3428.00000,810.00000,1407.00000,109.00000,2108.00000,1320.00000,-453.00000,867.00000,96.00000,771.00000,771.00000,1.00000,686.00000,2464.00000,1320.00000,1501.60000,1508.50000,0.45000,0.45000
2021-09-30,16213.00000,13089.00000,3124.00000,676.00000,1229.00000,124.00000,1781.00000,1343.00000,133.00000,1476.00000,3.00000,1473.00000,1473.00000,-7.00000,1393.00000,2501.00000,1343.00000,1497.90000,1505.90000,0.93000,0.93000
2021-06-30,15880.00000,12655.00000,3225.00000,657.00000,1368.00000,82.00000,1943.00000,1282.00000,148.00000,1430.00000,342.00000,1088.00000,1088.00000,-8.00000,1032.00000,2414.00000,1282.00000,1506.40000,1513.50000,0.69000,0.68000
2021-03-31,15251.00000,12537.00000,2714.00000,589.00000,1220.00000,108.00000,1701.00000,1013.00000,145.00000,1158.00000,345.00000,813.00000,813.00000,-19.00000,753.00000,2136.00000,1013.00000,1511.10000,1514.10000,0.50000,0.50000
2020-12-31,16419.00000,14266.00000,2153.00000,710.00000,1351.00000,50.00000,2011.00000,142.00000,-105.00000,37.00000,-178.00000,215.00000,215.00000,-11.00000,135.00000,1295.00000,142.00000,1357.80000,1357.80000,-0.11000,-0.11000
2020-09-30,14747.00000,13004.00000,1743.00000,642.00000,1401.00000,734.00000,1309.00000,434.00000,-97.00000,337.00000,152.00000,185.00000,185.00000,113.00000,264.00000,1598.00000,434.00000,1511.50000,1514.20000,0.17000,0.17000
2020-06-30,14061.00000,12214.00000,1847.00000,695.00000,1811.00000,82.00000,5607.00000,-3760.00000,-98.00000,-3858.00000,-38.00000,-3820.00000,-3820.00000,9.00000,-3835.00000,534.00000,-3760.00000,1501.30000,1501.30000,-2.55000,-2.55000
2020-03-31,11360.00000,8572.00000,2788.00000,535.00000,977.00000,19.00000,1493.00000,1295.00000,-164.00000,1131.00000,639.00000,492.00000,492.00000,-521.00000,-83.00000,2023.00000,1295.00000,858.40000,865.80000,-0.10000,-0.10000
2019-12-31,4282.00000,3828.00000,454.00000,527.00000,-90.00000,36.00000,401.00000,53.00000,-274.00000,-221.00000,-288.00000,67.00000,67.00000,1120.00000,1143.00000,739.00000,53.00000,854.80000,863.90000,1.34240,1.32000
2019-09-30,11373.00000,8509.00000,2864.00000,592.00000,902.00000,60.00000,1434.00000,1430.00000,-113.00000,1317.00000,306.00000,1011.00000,1011.00000,190.00000,1148.00000,2122.00000,1430.00000,855.10000,864.10000,1.34000,1.33000
2019-06-30,11329.00000,8554.00000,2775.00000,605.00000,902.00000,118.00000,1389.00000,1386.00000,-152.00000,1234.00000,6.00000,1228.00000,1228.00000,717.00000,1900.00000,1774.00000,1386.00000,854.40000,863.70000,2.22000,2.20000
2019-03-31,18365.00000,13707.00000,4658.00000,728.00000,1997.00000,112.00000,2613.00000,2045.00000,-223.00000,1822.00000,397.00000,1425.00000,1425.00000,,1346.00000,2987.00000,2045.00000,853.20000,860.70000,1.57760,1.56000
2018-12-31,-13756.00000,-8773.00000,-4983.00000,149.00000,-2287.00000,-920.00000,-1218.00000,-3765.00000,-223.00000,-3988.00000,-538.00000,-3450.00000,-3450.00000,,686.00000,-3635.00000,-3765.00000,800.40000,810.10000,0.79000,0.78000
2018-09-30,16510.00000,12536.00000,3974.00000,586.00000,1681.00000,131.00000,2136.00000,1838.00000,-70.00000,1768.00000,419.00000,1349.00000,1349.00000,,1238.00000,2431.00000,1838.00000,791.30000,801.80000,1.56000,1.54000
2018-06-30,16705.00000,12422.00000,4283.00000,589.00000,1759.00000,941.00000,1407.00000,2876.00000,-42.00000,2834.00000,695.00000,2139.00000,2139.00000,,2048.00000,3468.00000,2876.00000,790.50000,799.60000,2.59000,2.56000
2018-03-31,15242.00000,11280.00000,3962.00000,554.00000,1711.00000,231.00000,2034.00000,1928.00000,-38.00000,1890.00000,522.00000,1368.00000,1368.00000,,1297.00000,2509.00000,1928.00000,789.90000,800.40000,1.64000,1.62000
2017-12-31,15680.00000,11795.00000,3885.00000,630.00000,1720.00000,263.00000,2087.00000,1798.00000,-93.00000,1705.00000,1219.00000,486.00000,486.00000,,397.00000,2356.00000,1798.00000,790.00000,799.10000,0.49000,0.50000
2017-09-30,15062.00000,11106.00000,3956.00000,592.00000,1582.00000,250.00000,1924.00000,2032.00000,-92.00000,1940.00000,506.00000,1434.00000,1434.00000,,1330.00000,2575.00000,2032.00000,788.30000,797.10000,1.69000,1.67000
2017-06-30,15280.00000,11164.00000,4116.00000,619.00000,1590.00000,257.00000,1952.00000,2164.00000,-100.00000,2064.00000,532.00000,1532.00000,1532.00000,,1439.00000,2691.00000,2164.00000,788.70000,798.20000,1.83000,1.80000
2017-03-31,13815.00000,10136.00000,3679.00000,586.00000,1537.00000,588.00000,1535.00000,2144.00000,-90.00000,2054.00000,586.00000,1468.00000,1468.00000,,1386.00000,2656.00000,2144.00000,793.50000,802.30000,1.75000,1.73000
2016-12-31,14659.00000,10734.00000,3925.00000,665.00000,1754.00000,182.00000,2237.00000,1688.00000,-415.00000,1273.00000,149.00000,1124.00000,1395.00000,-11.00000,1013.00000,2194.00000,1688.00000,818.20000,826.10000,1.28000,1.27000
2016-09-30,14354.00000,10342.00000,4012.00000,582.00000,1390.00000,211.00000,1761.00000,2251.00000,-225.00000,2026.00000,492.00000,1534.00000,1443.00000,37.00000,1480.00000,2747.00000,2251.00000,822.40000,831.20000,1.80000,1.78000
2016-06-30,14874.00000,10741.00000,4133.00000,588.00000,1451.00000,243.00000,1796.00000,2337.00000,-225.00000,2112.00000,587.00000,1525.00000,1426.00000,-47.00000,1379.00000,2831.00000,2337.00000,825.30000,833.60000,1.67000,1.65000
2016-03-31,13357.00000,9654.00000,3703.00000,541.00000,1363.00000,146.00000,1758.00000,1945.00000,-223.00000,1722.00000,469.00000,1253.00000,1172.00000,11.00000,1183.00000,2411.00000,1945.00000,825.00000,831.30000,1.43000,1.42000
2015-12-31,14300.00000,10653.00000,3647.00000,611.00000,1625.00000,-1019.00000,3255.00000,392.00000,-206.00000,186.00000,363.00000,-177.00000,-256.00000,3534.00000,3278.00000,854.00000,392.00000,872.70000,883.20000,3.81000,3.76000
2015-09-30,13788.00000,9800.00000,3988.00000,546.00000,1359.00000,219.00000,1686.00000,2302.00000,-184.00000,2118.00000,592.00000,1526.00000,1427.00000,-65.00000,1362.00000,2788.00000,2302.00000,876.40000,885.00000,1.55000,1.54000
2015-06-30,14690.00000,10472.00000,4218.00000,558.00000,1426.00000,181.00000,1803.00000,2415.00000,-217.00000,2198.00000,626.00000,1572.00000,1461.00000,81.00000,1542.00000,2872.00000,2415.00000,877.30000,889.40000,1.76000,1.73000
2015-03-31,13320.00000,9506.00000,3814.00000,564.00000,1476.00000,408.00000,1632.00000,2182.00000,-217.00000,1965.00000,530.00000,1435.00000,1364.00000,62.00000,1426.00000,2640.00000,2182.00000,890.30000,904.20000,1.60000,1.58000
2014-12-31,11351.00000,7112.00000,4239.00000,545.00000,1452.00000,286.00000,1711.00000,2528.00000,-265.00000,2263.00000,743.00000,1520.00000,1215.00000,55.00000,1473.00000,2996.00000,2528.00000,898.30000,911.60000,1.63000,1.62000
2014-09-30,14613.00000,10165.00000,4448.00000,640.00000,1501.00000,305.00000,1836.00000,2612.00000,-185.00000,2427.00000,575.00000,1852.00000,1755.00000,99.00000,1854.00000,3029.00000,2612.00000,897.70000,910.20000,2.07000,2.04000
2014-06-30,17191.00000,12931.00000,4260.00000,666.00000,1623.00000,384.00000,1905.00000,2355.00000,-206.00000,2149.00000,359.00000,1790.00000,1790.00000,,1680.00000,2823.00000,2355.00000,900.10000,914.70000,1.87000,1.84000
2014-03-31,14745.00000,10690.00000,4055.00000,624.00000,1596.00000,263.00000,1957.00000,2098.00000,-225.00000,1873.00000,567.00000,1306.00000,1306.00000,,1213.00000,2565.00000,2098.00000,900.90000,917.00000,1.35000,1.32000
2013-12-31,10733.00000,7431.00000,3302.00000,471.00000,1367.00000,206.00000,1632.00000,1670.00000,-216.00000,1454.00000,322.00000,1132.00000,1028.00000,435.00000,1463.00000,2070.00000,1670.00000,901.00000,915.10000,1.63000,1.58000
2013-09-30,15462.00000,11020.00000,4442.00000,630.00000,1633.00000,187.00000,2076.00000,2366.00000,-226.00000,2140.00000,614.00000,1526.00000,1415.00000,17.00000,1432.00000,2818.00000,2366.00000,900.80000,915.50000,1.59000,1.57000
2013-06-30,16006.00000,11552.00000,4454.00000,631.00000,1737.00000,421.00000,1947.00000,2507.00000,-217.00000,2290.00000,645.00000,1645.00000,1552.00000,8.00000,1560.00000,2946.00000,2507.00000,901.10000,914.10000,1.73000,1.71000
2013-03-31,14399.00000,10465.00000,3934.00000,610.00000,1627.00000,309.00000,1928.00000,2006.00000,-236.00000,1770.00000,418.00000,1352.00000,1270.00000,-4.00000,1266.00000,2450.00000,2006.00000,901.30000,913.80000,1.40000,1.39000
2012-12-31,16443.00000,12286.00000,4157.00000,712.00000,1795.00000,101.00000,2406.00000,1751.00000,-260.00000,1491.00000,454.00000,1037.00000,945.00000,1112.00000,2057.00000,2228.00000,1751.00000,895.20000,906.60000,2.29000,2.27000
2012-09-30,15042.00000,11003.00000,4039.00000,590.00000,1619.00000,211.00000,1998.00000,2041.00000,-216.00000,1825.00000,484.00000,1341.00000,1247.00000,168.00000,1415.00000,2463.00000,2041.00000,896.30000,907.20000,1.58000,1.56000
2012-06-30,13807.00000,9934.00000,3873.00000,525.00000,1509.00000,340.00000,1694.00000,2179.00000,-168.00000,2011.00000,453.00000,1558.00000,1466.00000,-138.00000,1328.00000,2486.00000,2179.00000,893.40000,904.80000,1.49000,1.47000
2012-03-31,12416.00000,8930.00000,3486.00000,544.00000,1529.00000,300.00000,1773.00000,1713.00000,-129.00000,1584.00000,320.00000,1264.00000,1189.00000,-859.00000,330.00000,2031.00000,1713.00000,890.90000,903.90000,0.37000,0.36000
2011-12-31,14370.00000,10399.00000,3971.00000,522.00000,1617.00000,25.00000,2114.00000,1857.00000,-68.00000,1789.00000,408.00000,1381.00000,996.00000,31.00000,1325.00000,2158.00000,1857.00000,892.30000,906.80000,1.48000,1.46000
2011-09-30,14235.00000,10338.00000,3897.00000,465.00000,1512.00000,231.00000,1746.00000,2151.00000,-139.00000,2012.00000,628.00000,1384.00000,1384.00000,37.00000,1324.00000,2475.00000,2151.00000,888.80000,901.90000,1.49000,1.47000
2011-06-30,14469.00000,10468.00000,4001.00000,494.00000,1576.00000,219.00000,1851.00000,2150.00000,-141.00000,2009.00000,612.00000,1397.00000,1397.00000,33.00000,1318.00000,2472.00000,2150.00000,892.90000,909.80000,1.48000,1.45000
2011-03-31,12680.00000,9164.00000,3516.00000,470.00000,1456.00000,98.00000,1828.00000,1688.00000,-148.00000,1540.00000,486.00000,1054.00000,1054.00000,47.00000,1012.00000,2004.00000,1688.00000,898.70000,914.90000,1.13000,1.11000
2010-12-31,12813.00000,9540.00000,3273.00000,367.00000,1405.00000,64.00000,1708.00000,1565.00000,-169.00000,1396.00000,331.00000,1065.00000,1065.00000,,1199.00000,1857.00000,1565.00000,907.90000,922.70000,1.33000,1.31000
2010-09-30,13620.00000,9667.00000,3953.00000,433.00000,1478.00000,-114.00000,2025.00000,1928.00000,-161.00000,1767.00000,468.00000,1299.00000,1299.00000,,1198.00000,2270.00000,1928.00000,905.60000,919.50000,1.32000,1.30000
2010-06-30,13802.00000,10015.00000,3787.00000,459.00000,1491.00000,45.00000,1905.00000,1882.00000,-149.00000,1733.00000,521.00000,1212.00000,1212.00000,,1110.00000,2221.00000,1882.00000,910.40000,925.40000,1.22000,1.20000
2010-03-31,12040.00000,8732.00000,3308.00000,397.00000,1424.00000,36.00000,1785.00000,1523.00000,-171.00000,1352.00000,405.00000,947.00000,947.00000,,866.00000,1850.00000,1523.00000,913.60000,929.30000,0.95000,0.93000
2009-12-31,13605.00000,10317.00000,3288.00000,421.00000,1555.00000,,1569.00000,1719.00000,-95.00000,1624.00000,455.00000,1169.00000,1169.00000,,1073.00000,2052.00000,1719.00000,917.40000,928.80000,1.17000,1.15000
2009-09-30,13375.00000,9836.00000,3539.00000,344.00000,1424.00000,,1768.00000,1771.00000,-170.00000,1601.00000,456.00000,1145.00000,1145.00000,,1058.00000,2087.00000,1771.00000,917.00000,929.00000,1.15000,1.14000
2009-06-30,13196.00000,9601.00000,3595.00000,384.00000,1574.00000,,1958.00000,1637.00000,-177.00000,1460.00000,394.00000,1066.00000,1066.00000,,976.00000,1940.00000,1637.00000,919.00000,929.00000,1.06000,1.05000
2009-03-31,12249.00000,9107.00000,3142.00000,409.00000,1483.00000,,1892.00000,1250.00000,-175.00000,1075.00000,276.00000,799.00000,799.00000,,722.00000,1556.00000,1250.00000,918.00000,926.00000,0.79000,0.78000
