,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,3441.52800,2425.56500,1015.96300,518.00300,-99.04100,686.25700,329.70610,-8.65800,321.04800,106.31100,214.73700,214.73700,219.27600,,329.70610,158.53500,157.26900,1.38000,1.39000
2022-09-30,4362.14600,3194.27300,1167.87300,505.58000,-67.46800,640.95000,526.92290,7.93300,534.85600,120.69400,414.16200,414.16200,414.20900,542.10990,526.92290,162.02900,163.25000,2.56000,2.54000
2022-06-30,4603.31200,3440.94800,1162.36400,514.10900,-76.42100,656.38200,505.98190,2.82600,508.80800,126.58200,382.22600,382.22600,377.80500,520.23600,505.98190,165.09200,166.47400,2.29000,2.27000
2022-03-31,4664.29800,3516.11100,1148.18700,542.98800,-79.53600,686.42800,461.75930,9.41900,471.17900,121.69900,349.48000,349.48000,346.10900,474.73430,461.75930,167.49900,169.21600,2.07000,2.05000
2021-12-31,5396.34300,4026.74800,1369.59400,614.99580,-69.26200,746.06500,623.52980,2.31200,625.84090,171.83000,454.01090,454.01090,452.83190,636.42680,623.52980,169.14500,171.25000,2.68000,2.67000
2021-09-30,4319.26100,3185.49000,1133.77100,523.84800,-60.80300,644.13400,489.63750,3.19500,492.83200,132.92200,359.91000,359.91000,359.06800,502.39040,489.63750,169.63300,171.56500,2.12000,2.09000
2021-06-30,3609.09300,2598.63300,1010.46000,484.35800,-57.41600,599.81500,410.64500,4.83700,415.48200,98.50800,316.97400,316.97400,316.37200,423.32000,410.64500,169.21000,171.67700,1.87000,1.84000
2021-03-31,3198.82000,2247.28400,951.53610,455.17500,-52.57900,566.02100,385.51490,4.94600,390.46100,102.51100,287.95000,287.95000,287.22000,398.50190,385.51490,169.21400,171.55100,1.70000,1.67000
2020-12-31,2922.73800,2094.15300,828.58450,431.47910,-57.47600,546.77400,281.81030,2.09600,283.90700,84.38200,199.52500,199.52500,198.62000,296.14930,281.81090,168.33300,170.89600,1.17000,1.15000
2020-09-30,2348.71300,1614.33400,734.37890,376.55800,-47.54100,482.43400,251.94510,2.48400,254.42900,62.71000,191.71900,191.71900,191.30700,267.79610,251.94510,168.31000,170.73500,1.14000,1.12000
2020-06-30,2411.07800,1661.48700,749.59080,398.22000,-48.26100,501.96500,247.62570,3.35600,250.98200,66.79400,184.18800,184.18800,183.86900,261.73470,247.62570,166.76700,169.29000,1.10000,1.09000
2020-03-31,1901.86400,1286.72800,615.13600,350.28300,-50.61400,456.08100,159.05480,8.19100,167.24600,44.46400,122.78200,122.78200,122.34400,171.71480,159.05480,168.73500,171.45000,0.73000,0.71000
2019-12-31,1811.93200,1165.62900,646.30320,363.87290,-47.82100,465.96300,180.33970,5.15700,185.49700,47.74900,137.74800,137.74800,137.32600,192.83370,180.33970,170.89900,174.20900,0.80000,0.79000
2019-09-30,2074.85500,1400.49900,674.35600,366.46400,-46.96900,467.80600,206.55000,7.39600,213.94600,53.31900,160.62700,160.62700,160.22100,218.93610,206.55000,170.41500,173.48300,0.94000,0.92000
2019-06-30,2035.57900,1373.88400,661.69490,367.99400,-47.92600,469.49400,192.20090,8.77800,200.97900,47.44900,153.53000,153.53000,153.14900,204.87790,192.20090,171.00300,174.46600,0.90000,0.88000
2019-03-31,2020.05100,1365.93700,654.11400,367.98600,-43.61100,466.51300,187.60120,7.77100,195.37200,55.26100,140.11100,140.11100,139.69900,200.99420,187.60120,171.81800,175.38800,0.81000,0.80000
2018-12-31,2235.59700,1554.92200,680.67530,363.80000,-47.05500,463.66800,217.00720,5.23800,222.24500,42.66800,179.57700,179.57700,179.21000,230.19320,217.00760,174.13300,177.83300,1.04000,1.01000
2018-09-30,2090.94700,1429.63300,661.31400,362.20900,-44.41400,458.16000,203.15410,5.27000,208.42400,45.35700,163.06700,163.06700,162.69200,216.48910,203.15410,173.39400,177.17300,0.94000,0.92000
2018-06-30,1957.55900,1315.01300,642.54590,361.73600,-45.57900,458.96200,183.58390,6.32000,189.90400,48.95800,140.94600,140.94600,140.60500,197.15990,183.58390,174.75400,178.60300,0.80000,0.79000
2018-03-31,1854.26200,1218.42400,635.83790,350.86000,-41.32500,443.02000,192.81800,4.93800,197.75600,61.55600,136.20000,136.20000,135.69200,206.74000,192.81800,175.90000,179.41600,0.77000,0.76000
2017-12-31,1901.37100,1272.56200,628.80930,348.77510,-36.04800,429.79800,199.01120,6.18600,205.19700,37.74200,167.45500,167.45500,166.96700,212.08020,199.01100,179.24700,181.66600,0.94000,0.92000
2017-09-30,1802.16600,1203.02400,599.14210,329.65800,-39.78400,412.24700,186.89510,3.54000,190.43500,69.82900,120.60600,120.60600,120.26300,199.16710,186.89510,179.41600,181.78800,0.67000,0.66000
2017-06-30,1672.27900,1108.64600,563.63310,329.48200,-24.70600,395.39300,168.24010,5.57000,173.81000,65.05500,108.75500,108.75500,108.85100,180.28210,168.24010,180.01200,182.03300,0.60000,0.60000
2017-03-31,1545.13200,1017.52700,527.60500,303.49500,-37.93900,381.49100,146.11400,3.03900,149.15300,55.58600,93.56700,93.56700,93.26400,158.04100,146.11400,180.06200,182.09400,0.52000,0.51000
2016-12-31,1642.00700,1093.41600,548.59090,301.48990,-35.16500,376.38100,172.20980,4.69300,176.90300,65.80500,111.09800,111.09800,110.59000,184.15280,172.21010,181.28200,182.70400,0.62000,0.61000
2016-09-30,1562.39400,1017.13500,545.25900,301.33800,-37.68500,377.99600,167.26310,3.84900,171.11200,63.16300,107.94900,107.94900,107.58100,179.14510,167.26310,181.17700,182.69200,0.59000,0.59000
2016-06-30,1475.16400,922.04700,553.11690,303.78300,-31.74900,374.25300,178.86390,4.49300,183.35700,66.91800,116.43900,116.43900,116.05200,190.50590,178.86390,181.75300,183.13200,0.64000,0.63000
2016-03-31,1418.47200,901.40300,517.06900,292.78700,-34.26800,365.24300,151.82600,3.65800,155.48400,58.43700,97.04700,97.04700,96.58400,163.15500,151.82600,182.01000,183.01800,0.53000,0.53000
2015-12-31,1596.22100,1060.05200,536.16890,293.84590,-26.37900,358.17700,177.99130,6.41800,184.41000,69.31000,115.10000,115.10000,114.44900,189.57930,177.99150,188.94100,190.22300,0.61000,0.62000
2015-09-30,1651.33200,1081.35100,569.98100,305.93600,-34.93000,378.08800,191.89290,-0.41900,191.47400,72.73800,118.73600,118.73600,118.31000,203.36800,191.89290,188.42400,189.64200,0.63000,0.62000
2015-06-30,1691.55300,1139.41200,552.14100,297.59400,-35.44000,369.42500,182.71610,6.44000,189.15600,70.82700,118.32900,118.32900,117.76000,194.13610,182.71610,190.67900,191.91800,0.62000,0.61000
2015-03-31,1677.52600,1148.04000,529.48610,288.12500,-35.56100,360.60300,168.88290,2.76600,171.64900,64.31700,107.33200,107.33200,106.70400,180.41190,168.88290,191.62800,192.70700,0.56000,0.55000
2014-12-31,1768.83000,1249.95900,518.87120,287.49300,-35.90400,361.00100,157.87040,2.74200,160.61300,59.87300,100.74000,100.74000,99.38100,169.62240,157.87070,196.14700,196.76800,0.51000,0.51000
2014-09-30,1705.10500,1191.84900,513.25600,281.78800,-33.20000,354.12500,159.13110,5.12900,164.26000,61.46300,102.79700,102.79700,102.38100,171.87210,159.13110,194.41900,195.00100,0.53000,0.53000
