,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2023-01-31,13828.00000,11019.00000,2809.00000,403.00000,1331.00000,,2044.00000,765.00000,-181.00000,584.00000,97.00000,487.00000,487.00000,,487.00000,974.00000,765.00000,989.00000,996.00000,0.49000,0.49000
2022-10-31,14801.00000,12084.00000,2717.00000,382.00000,1189.00000,,1950.00000,767.00000,-94.00000,673.00000,675.00000,-2.00000,-2.00000,,-2.00000,976.00000,767.00000,1038.00000,1050.00000,0.05000,0.04000
2022-07-31,14664.00000,11764.00000,2900.00000,368.00000,1143.00000,-23.00000,1628.00000,1272.00000,-70.00000,1202.00000,83.00000,1119.00000,1119.00000,,1119.00000,1453.00000,1272.00000,1024.00000,1035.00000,1.09000,1.08000
2022-04-30,16490.00000,13157.00000,3333.00000,425.00000,1464.00000,,2055.00000,1278.00000,-39.00000,1239.00000,239.00000,1000.00000,1000.00000,,1000.00000,1471.00000,1278.00000,1050.00000,1062.00000,0.95000,0.94000
2022-01-31,17028.00000,13643.00000,3385.00000,418.00000,1468.00000,,2026.00000,1359.00000,-32.00000,1327.00000,241.00000,1086.00000,1086.00000,,1086.00000,1556.00000,1359.00000,1081.00000,1094.00000,1.00000,0.99000
2021-10-31,16675.00000,13410.00000,3265.00000,445.00000,1474.00000,,2027.00000,1238.00000,2315.00000,3553.00000,454.00000,3099.00000,3099.00000,,3099.00000,1438.00000,1238.00000,1208.00000,1220.00000,2.61000,2.60000
2021-07-31,15289.00000,11901.00000,3388.00000,477.00000,1408.00000,,2007.00000,1381.00000,-55.00000,1326.00000,218.00000,1108.00000,1108.00000,,1108.00000,1577.00000,1381.00000,1185.00000,1199.00000,0.94000,0.92000
2021-04-30,15877.00000,12437.00000,3440.00000,514.00000,1483.00000,,2078.00000,1362.00000,-26.00000,1336.00000,108.00000,1228.00000,1228.00000,,1228.00000,1548.00000,1362.00000,1234.00000,1247.00000,1.00000,0.98000
2021-01-31,15646.00000,12322.00000,3324.00000,471.00000,1376.00000,,2003.00000,1321.00000,-25.00000,1296.00000,228.00000,1068.00000,1068.00000,,1068.00000,1524.00000,1321.00000,1285.00000,1293.00000,0.83000,0.83000
2020-10-31,15258.00000,12579.00000,2679.00000,381.00000,1244.00000,,1687.00000,992.00000,-216.00000,776.00000,108.00000,668.00000,668.00000,,668.00000,1188.00000,992.00000,1413.00000,1420.00000,0.49000,0.49000
