,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,1940.00000,415.00000,1525.00000,454.00000,916.00000,,1370.00000,155.00000,28.00000,183.00000,33.00000,150.00000,150.00000,150.00000,370.00000,155.00000,201.43000,203.53500,0.74000,0.74000
2022-09-30,1831.00000,400.00000,1431.00000,456.00000,884.00000,,1340.00000,91.00000,11.00000,102.00000,22.00000,80.00000,80.00000,80.00000,292.00000,91.00000,202.04500,203.12100,0.39000,0.39000
2022-06-30,1752.00000,389.00000,1363.00000,444.00000,897.00000,,1341.00000,22.00000,7.00000,29.00000,9.00000,20.00000,20.00000,20.00000,213.00000,22.00000,200.95500,203.01800,0.10000,0.10000
2022-03-31,1722.00000,369.00000,1353.00000,414.00000,852.00000,,1266.00000,87.00000,-2.00000,85.00000,10.00000,75.00000,75.00000,75.00000,271.00000,87.00000,200.08800,202.80000,0.38000,0.37000
2021-12-31,1615.00000,375.00000,1240.00000,392.00000,813.00000,,1205.00000,35.00000,-3.00000,32.00000,6.00000,26.00000,26.00000,26.00000,251.00000,35.00000,198.09400,203.16700,0.12000,0.12000
2021-09-30,1512.00000,350.00000,1162.00000,358.00000,730.00000,,1088.00000,74.00000,-6.00000,68.00000,5.00000,63.00000,63.00000,63.00000,274.00000,74.00000,198.60000,203.12400,0.32000,0.31000
2021-06-30,1409.00000,329.00000,1080.00000,333.00000,696.00000,,1029.00000,51.00000,-1.00000,50.00000,-9.00000,59.00000,59.00000,59.00000,236.00000,51.00000,197.81500,202.27400,0.30000,0.29000
2021-03-31,1360.00000,299.00000,1061.00000,314.00000,650.00000,,964.00000,97.00000,2.00000,99.00000,17.00000,82.00000,82.00000,82.00000,269.00000,97.00000,196.62400,202.26800,0.42000,0.41000
2020-12-31,1250.00000,279.00000,971.00000,284.00000,669.00000,,953.00000,18.00000,-4.00000,14.00000,-3.00000,17.00000,17.00000,17.00000,196.00000,18.00000,193.09600,202.47800,0.08000,0.09000
2020-09-30,1152.00000,252.00000,900.00000,268.00000,563.00000,,831.00000,69.00000,-43.00000,26.00000,13.00000,13.00000,13.00000,13.00000,209.00000,69.00000,193.23700,201.86100,0.07000,0.06000
