,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-10-31,645.46300,129.54200,515.92100,115.93400,399.33600,543.35200,-27.43100,-0.63600,-28.06700,1.79900,-29.86600,-29.86600,-29.86600,40.15000,-27.43100,201.39300,201.39300,-0.15000,-0.15000
2022-07-31,622.18400,136.70400,485.48000,126.53200,400.03800,526.57000,-41.09000,-0.62900,-41.71900,3.35900,-45.07800,-45.07800,-45.07800,26.83600,-41.09000,200.61800,200.61800,-0.22000,-0.22000
2022-04-30,588.69200,132.41600,456.27600,112.22700,363.27500,475.50200,-19.22600,-6.29900,-25.52500,1.84800,-27.37300,-27.37300,-27.37300,47.34900,-19.22600,199.66600,199.66600,-0.14000,-0.14000
2022-01-31,580.82790,131.45400,449.37390,110.69200,363.86000,474.55180,-25.17790,-4.23800,-29.41600,1.02900,-30.44500,-30.44500,-30.44500,40.50510,-25.17800,196.67500,196.67500,-0.16000,-0.16000
2021-10-31,545.46300,115.97500,429.48800,102.60300,330.24300,432.84600,-3.35800,-2.42500,-5.78300,-0.10700,-5.67600,-5.67600,-5.67600,55.34600,-3.35800,197.59700,197.59700,-0.03000,-0.03000
2021-07-31,511.84400,113.78000,398.06400,94.65100,326.02400,420.67500,-22.61100,-2.73200,-25.34300,0.15800,-25.50100,-25.50100,-25.50100,32.16600,-22.61100,195.99600,195.99600,-0.13000,-0.13000
2021-04-30,469.07800,105.24200,363.83600,85.41600,289.15700,374.57300,-10.73700,4.36500,-6.37200,1.98200,-8.35400,-8.35400,-8.35400,41.55200,-10.73700,194.34200,194.34200,-0.04000,-0.04000
2021-01-31,430.89800,101.58000,329.31800,80.13500,274.08000,354.21500,-24.89700,-38.65600,-63.55300,8.85900,-72.41200,-72.41200,-72.41200,30.50800,-24.89710,185.76000,185.76000,-0.39000,-0.39000
2020-10-31,382.92300,97.83100,285.09200,73.36200,260.20000,333.56200,-48.47000,-8.08000,-56.55000,1.94100,-58.49100,-58.49100,-58.49100,3.64600,-48.47000,186.42300,186.42300,-0.31000,-0.31000
2020-07-31,342.20900,90.61500,251.59400,63.79100,246.43800,310.22900,-58.63500,-5.08300,-63.71800,0.84200,-64.56000,-64.56000,-64.56000,-9.92200,-58.63500,184.86200,184.86200,-0.35000,-0.35000
2020-04-30,297.01700,74.03200,222.98500,54.23400,210.60400,264.83800,-41.85300,-3.81800,-45.67100,2.13300,-47.80400,-47.80400,-47.80400,0.38800,-41.85300,182.97800,182.97800,-0.26000,-0.26000
2020-01-31,274.89500,68.07500,206.82000,52.09400,197.07900,249.17300,-42.35300,-3.80300,-46.15600,1.25100,-47.40700,-47.40700,-47.40700,-1.95800,-42.35300,176.70400,176.70400,-0.26000,-0.26000
2019-10-31,249.50200,61.96400,187.53800,48.75800,182.77700,231.53500,-43.99700,-1.56300,-45.56000,1.03800,-46.59800,-46.59800,-46.59800,-6.48600,-43.99700,178.31400,178.31400,-0.26000,-0.26000
2019-07-31,235.61200,61.17600,174.43600,47.51700,191.64100,239.15800,-64.72200,-2.74200,-67.46400,1.16800,-68.63200,-68.63200,-68.63200,-28.99500,-64.72200,175.38900,175.38900,-0.39000,-0.39000
2019-04-30,213.96200,52.01900,161.94300,37.18300,167.19700,204.38000,-42.43700,-1.93900,-44.37600,1.34600,-45.72200,-45.72200,-45.72200,-9.75200,-42.43700,172.10100,172.10100,-0.27000,-0.27000
2019-01-31,199.73200,52.69300,147.03900,42.92100,166.74600,209.66700,-62.62800,-2.30700,-64.93500,1.30900,-66.24400,-66.24400,-65.89100,-32.04200,-62.62800,135.16300,135.16300,4.83000,4.83000
2018-10-31,178.38500,45.07300,133.31200,38.40400,153.32500,191.72900,-58.41700,-0.10800,-58.52500,-5.71200,-52.81300,-52.81300,-52.81300,-34.18400,-58.41700,167.73600,167.73600,-0.31000,-0.31000
2018-07-31,167.04400,36.36100,130.68300,33.77300,134.63000,168.40300,-37.72000,2.95100,-34.76900,1.94500,-36.71400,-36.71400,-36.71400,-20.73900,-37.72000,166.08400,166.08400,-0.22000,-0.22000
2018-04-30,155.80800,58.29400,97.51400,70.87000,294.20200,365.07200,-267.55800,-2.42100,-269.97900,0.70800,-270.68700,-270.68700,-271.04000,-249.71200,-267.55800,36.33400,36.33400,-7.46000,-7.46000
2018-01-31,148.87400,31.47500,117.39900,23.44800,100.23300,123.68100,-6.28200,2.28600,-3.97900,2.37300,-6.35200,-6.35200,-6.35200,10.12000,-6.28200,32.29400,32.29400,-0.16000,-0.16000
2017-10-31,130.58900,31.21600,99.37300,22.52200,89.19400,111.71600,-12.34300,-1.37900,-13.72200,0.78300,-14.50500,-14.50500,-14.88100,3.70600,-12.34300,33.35300,33.35300,-0.45000,-0.45000
2017-07-31,125.54300,28.45800,97.08500,23.76700,87.09900,110.86600,-13.78100,1.86500,-11.91600,0.12100,-12.03700,-12.03700,-12.03700,1.19600,-13.78100,31.63830,31.63830,-0.39000,-0.39000
2017-04-30,113.49800,27.12400,86.37400,22.70800,82.93000,105.63800,-19.26400,-0.26100,-19.52500,-0.14300,-19.38200,-19.38200,-19.73700,-4.56500,-19.26400,29.76180,29.76180,-0.66000,-0.66000
2017-01-31,,,,,,,,,,,,,,,,,,,0.00000
