,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,446.94000,213.47700,233.46300,31.43900,-28.64100,193.43000,40.03300,-558.06100,-518.02800,6.97400,-525.00200,-525.00200,,-493.28000,,40.03300,191.83100,191.83100,-2.57000,-2.57000
2022-09-30,457.43100,222.59200,234.83900,29.17400,0.60000,163.10000,71.73900,-47.91600,23.82300,3.71100,20.11200,20.11200,,7.76900,210.52000,71.73900,191.79300,192.01800,0.04000,0.04000
2022-06-30,453.49400,225.26900,228.22500,31.90200,7.59400,142.97000,85.25490,-12.78800,72.46700,3.56400,68.90300,68.90300,,50.41800,208.02890,85.25490,191.75000,192.03900,0.26000,0.26000
2022-03-31,442.13000,217.53400,224.59600,41.21600,1.94400,156.71500,67.88100,-7.09500,60.78600,7.41100,53.37500,53.37500,,26.47800,189.23500,67.88100,191.72400,192.03800,0.14000,0.14000
2021-12-31,421.07990,202.71700,218.36290,34.20400,-16.24000,166.16310,52.19980,-10.18200,42.01800,10.05500,31.96300,31.96300,,11.26900,183.73480,52.20000,191.55100,192.12200,0.06000,0.06000
2021-09-30,409.21200,222.38000,186.83200,25.55300,-0.79900,127.21900,59.61300,-13.22400,46.38900,-25.37600,71.76500,71.76500,,37.68900,162.91500,59.61300,191.57700,192.04100,0.20000,0.20000
2021-06-30,378.94100,191.02600,187.91500,30.60200,-3.37800,123.75700,64.15800,15.51500,79.67300,2.84100,76.83200,76.83200,,48.04500,155.79800,64.15800,191.52700,192.38000,0.25000,0.25000
2021-03-31,379.97700,191.82200,188.15500,44.18600,-3.24500,142.78500,45.37000,-16.39300,28.97700,1.98400,26.99300,26.99300,,4.08300,142.23800,45.37000,191.41800,192.03100,0.02000,0.02000
2020-12-31,376.43100,188.98900,187.44200,61.25400,-181.01800,417.92190,-230.47990,19.95300,-210.52700,-1.80100,-208.72600,-208.72600,,-209.12700,-122.26700,-230.47990,191.14600,191.14600,-1.11000,-1.11000
2020-09-30,363.96200,196.22900,167.73300,32.40700,-4.34100,143.76100,23.97200,68.54500,92.51700,23.78100,68.73600,68.73600,,53.17000,132.30900,23.97200,191.16200,191.16200,0.28000,0.28000
2020-06-30,343.02600,105.20400,237.82200,35.01400,-6.35600,134.17500,103.64700,-319.16200,-215.51500,1.83700,-217.35200,-217.35200,,-197.75000,195.45400,103.64700,191.10400,191.10400,-1.03000,-1.03000
2020-03-31,444.53200,230.07800,214.45400,52.83400,11.24500,134.38200,80.07200,-171.76200,-91.69000,12.81300,-104.50300,-104.50300,,4.96300,172.77900,80.07200,191.03800,191.11300,0.03000,0.03000
2019-12-31,460.96800,223.97500,236.99300,39.79100,-110.42500,139.82710,97.16590,86.35200,183.51790,22.89700,160.62100,160.62100,0.05500,193.21680,189.87890,97.16590,190.80100,191.05300,1.01000,1.01000
2019-09-30,465.96100,227.93500,238.02600,33.23700,-0.97400,130.64800,107.37800,280.36400,387.74200,23.88500,363.85700,363.85700,-0.00800,322.90600,204.07000,107.37800,190.81400,191.02400,1.69000,1.69000
2019-06-30,463.10300,322.34200,140.76100,38.87200,-1.31500,153.22200,-12.46100,2636.00800,2623.54700,26.91400,2596.63300,2596.63300,0.06000,2400.19500,100.62700,-12.46100,190.78100,191.05800,12.58000,12.56000
