,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,5438.30000,4257.20000,1181.10000,734.50000,734.50000,446.59960,-65.40000,381.20000,94.00000,287.20000,287.20000,287.20000,,446.59960,135.50000,137.40000,2.12000,2.09000
2022-09-30,6215.50000,4982.30000,1233.20000,766.80000,766.80000,466.40040,-67.40000,399.00000,101.20000,297.80000,297.80000,297.80000,542.00040,466.40040,135.30000,137.10000,2.20000,2.17000
2022-06-30,6145.80000,4977.60000,1168.20000,732.90000,732.90000,435.29980,-58.10000,377.20000,97.90000,279.30000,279.30000,279.30000,506.39980,435.29980,135.20000,136.80000,2.07000,2.04000
2022-03-31,5949.10000,4845.00000,1104.10000,717.20000,717.20000,386.89990,-56.50000,330.40000,80.20000,250.20000,250.20000,250.20000,458.29990,386.89990,134.90000,136.70000,1.85000,1.83000
2021-12-31,5536.90000,4561.30200,975.59860,636.30000,636.29900,339.29930,-52.00000,287.30000,72.00000,215.30010,215.30010,215.30000,390.49930,339.30030,138.50000,140.50000,1.59000,1.57000
2021-09-30,5300.00000,4385.10000,914.89990,528.50000,528.50000,386.39990,-36.00000,350.40000,83.80000,266.60000,266.60000,266.60000,434.59990,386.39990,137.30000,139.40000,1.94000,1.91000
2021-06-30,5146.40000,4263.60000,882.79980,512.90000,512.90000,369.89990,1.30000,371.20000,97.10000,274.10000,274.10000,274.10000,416.49990,369.89990,139.80000,141.70000,1.96000,1.93000
2021-03-31,4837.50000,4042.30000,795.20000,471.80000,471.80000,323.39990,-34.50000,288.90000,56.30000,232.60000,232.60000,232.60000,368.59990,323.39990,141.10000,143.10000,1.65000,1.63000
2020-12-31,4956.19900,4075.30000,880.89920,548.69990,548.70100,332.19780,-37.20000,294.99990,56.70000,238.30000,238.30000,238.30000,408.79780,332.19900,142.60000,144.80000,1.67000,1.65000
2020-09-30,4756.40000,3930.90000,825.50000,507.70000,507.70000,317.79980,-67.70000,250.10000,56.90000,193.20000,193.20000,193.20000,450.19980,317.79980,142.70000,144.80000,1.36000,1.33000
2020-06-30,4365.70000,3618.50000,747.20020,463.80000,463.80000,283.40010,-38.00000,245.40000,56.30000,189.10000,189.10000,189.10000,408.60020,283.40010,142.40000,144.30000,1.32000,1.31000
2020-03-31,4389.20000,3632.70000,756.50020,510.70000,510.70000,245.80030,-34.00000,211.80000,43.90000,167.90000,167.90000,167.90000,337.20030,245.80030,142.70000,144.90000,1.18000,1.16000
2019-12-31,4536.90100,3759.40000,777.50120,493.70000,493.70100,283.79980,-47.80000,236.00000,50.40000,185.60000,185.60000,185.60000,353.39980,283.79980,145.10000,147.80000,1.30000,1.27000
2019-09-30,4907.70000,4091.20000,816.50020,495.90000,495.90000,320.60010,-59.70000,260.90000,59.20000,201.70000,201.70000,201.70000,388.80010,320.60010,144.50000,147.20000,1.39000,1.37000
2019-06-30,4629.90000,3856.10000,773.79980,473.50000,473.50000,300.29980,-39.10000,261.20000,64.60000,196.60000,196.60000,196.60000,365.29980,300.29980,145.70000,148.30000,1.35000,1.33000
