,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,1195.80000,985.20000,210.60030,109.80000,126.60000,84.00070,-15.00000,69.00000,16.20000,52.80000,52.80000,,52.80000,129.50070,84.00070,136.10000,136.50000,0.39000,0.39000
2022-09-30,1294.40000,1063.90000,230.50000,100.40000,117.00000,113.50000,-20.00000,93.50000,22.00000,71.50000,71.50000,,71.40000,157.60000,113.50000,135.70000,136.10000,0.53000,0.52000
2022-06-30,1334.20000,1065.80000,268.39990,105.40000,121.80000,146.59990,-23.60000,123.00000,27.80000,95.20000,95.20000,,95.20000,191.09990,146.59990,136.30000,136.70000,0.70000,0.70000
2022-03-31,1322.30000,1055.00000,267.30000,111.70000,128.70000,138.60010,-20.50000,118.10000,27.70000,90.40000,90.40000,,90.40000,184.30010,138.60010,136.60000,136.90000,0.66000,0.66000
2021-12-31,1332.90000,1067.50000,265.40010,99.60000,115.50000,149.90030,-16.10000,133.80000,28.20000,105.60000,105.60000,,105.50000,196.40030,149.90030,136.30000,136.70000,0.77000,0.77000
2021-09-30,1319.20000,1063.10000,256.10000,103.60000,121.40000,134.70000,-8.90000,125.80000,28.60000,97.20000,97.20000,,97.20000,181.30000,134.70000,136.40000,136.90000,0.71000,0.71000
2021-06-30,1269.60000,1000.30000,269.30000,112.60000,130.60000,138.70000,14.50000,153.20000,40.90000,112.30000,112.30000,,112.20000,186.80000,138.70000,136.30000,136.80000,0.83000,0.82000
2021-03-31,1150.90000,903.40000,247.50000,106.30000,122.10000,125.40000,-16.10000,109.30000,21.80000,87.50000,87.50000,,87.50000,171.50000,125.40000,136.00000,136.30000,0.64000,0.64000
2020-12-31,1182.00000,914.90020,267.09980,103.80000,120.09980,147.00000,-9.80000,137.20000,29.20000,108.00000,108.00000,,108.00000,195.40000,147.00040,135.70000,135.90000,0.79000,0.79000
2020-09-30,1207.60000,937.90000,269.70000,105.60000,121.80000,147.89990,-18.10000,129.80000,22.70000,107.10000,107.10000,,107.00000,194.89990,147.89990,135.80000,136.10000,0.79000,0.79000
2020-06-30,845.10000,698.50000,146.60000,97.20000,113.50000,33.10000,-30.80000,2.30000,8.40000,-6.10000,-6.10000,,-6.10000,105.00000,33.10000,135.70000,135.70000,-0.05000,-0.05000
2020-03-31,1045.50000,824.80000,220.70000,117.80000,134.20000,86.50000,-27.90000,58.60000,14.50000,44.10000,44.10000,,44.10000,134.00000,86.50000,135.40000,135.60000,0.33000,0.33000
2019-12-31,1144.90000,899.10000,245.80000,117.60000,133.60000,112.20000,-24.00000,88.20000,21.10000,67.10000,67.10000,,67.00000,159.39990,112.20000,134.80000,135.40000,0.49000,0.49000
2019-09-30,1239.30000,963.80000,275.50010,115.20000,131.50000,144.00010,-21.00000,123.00000,23.40000,99.60000,99.60000,,99.60000,192.40010,144.00010,134.90000,135.40000,0.74000,0.74000
2019-06-30,1213.20000,943.50000,269.70000,118.30000,135.20000,134.49990,-20.40000,114.10000,27.80000,86.30000,86.30000,,86.20000,184.49990,134.49990,134.70000,135.20000,0.64000,0.64000
2019-03-31,1155.10000,922.10000,233.00000,118.60000,132.70000,100.30000,-22.10000,78.20000,17.10000,61.10000,61.10000,,61.20000,146.60010,100.30000,134.40000,135.00000,0.46000,0.45000
2018-12-31,1046.70000,833.49990,213.20010,111.90000,117.10030,96.09980,-27.90000,68.20000,15.10000,53.10000,53.10000,,53.00000,131.19980,96.09990,134.30000,135.20000,0.40000,0.39000
2018-09-30,1091.50000,864.40000,227.10000,100.70000,105.90000,121.20000,-7.90000,113.30000,23.30000,90.00000,90.00000,,90.00000,155.00000,121.20000,133.80000,134.70000,0.67000,0.67000
2018-06-30,1102.50000,871.50000,231.00000,107.80000,112.90000,118.10000,-10.60000,107.50000,22.40000,85.10000,85.10000,,85.00000,151.90000,118.10000,134.10000,135.00000,0.63000,0.63000
2018-03-31,1028.80000,811.40000,217.40000,104.70000,109.70000,107.70000,-12.30000,95.40000,17.50000,77.90000,77.90000,,77.90000,141.10000,107.70000,135.30000,136.30000,0.58000,0.57000
2017-12-31,984.50010,776.00000,208.50010,94.30000,98.99990,109.50020,1.10000,110.60000,74.20000,36.40000,36.40000,,36.30000,139.70020,109.50020,136.00000,137.30000,0.27000,0.27000
2017-09-30,1009.70000,793.20000,216.50000,95.40000,101.60000,114.90000,-14.20000,100.70000,17.20000,83.50000,83.50000,-0.90000,82.60000,148.40000,114.90000,135.70000,136.90000,0.61000,0.60000
2017-06-30,989.30000,758.60000,230.70000,104.70000,109.40000,121.30000,-7.90000,113.40000,25.80000,87.60000,87.60000,,87.60000,153.20000,121.30000,136.00000,137.40000,0.64000,0.64000
2017-03-31,960.30000,733.60000,226.70000,106.10000,111.19990,115.50010,-8.20000,107.30000,21.20000,86.10000,86.10000,,86.10000,145.80010,115.50010,136.80000,138.10000,0.63000,0.62000
2016-12-31,903.70000,696.99990,206.70000,97.00000,101.79980,104.90020,5.10000,110.00000,27.00000,83.00000,83.00000,-1.30000,81.60000,134.30020,104.90000,137.90000,140.00000,0.60000,0.59000
2016-09-30,948.90000,721.50000,227.40000,93.90000,99.10000,128.30000,-7.10000,121.20000,27.60000,93.60000,93.60000,0.00000,93.50000,157.50000,128.30000,137.40000,139.40000,0.68000,0.67000
2016-06-30,958.90000,724.90000,234.00000,99.70000,104.50000,129.50000,7.70000,137.20000,37.70000,99.50000,99.50000,20.30000,121.20000,162.10000,129.50000,137.80000,140.10000,0.88000,0.87000
2016-03-31,938.40000,704.80000,233.60000,105.10000,110.19990,123.40010,-4.70000,118.70000,27.70000,91.00000,91.00000,0.10000,89.50000,151.70010,123.40010,139.10000,141.20000,0.64000,0.63000
2015-12-31,944.60000,711.00000,233.60000,115.90000,121.09990,112.50010,-6.00000,106.50000,24.70000,81.80000,81.80000,0.00000,80.50000,136.60010,112.50010,140.90000,142.90000,0.57000,0.57000
2015-09-30,1009.10000,768.00000,241.10000,96.90000,102.10000,138.99990,-6.70000,132.30000,36.10000,96.20000,96.20000,-0.10000,95.20000,167.49990,138.99990,140.40000,142.50000,0.68000,0.67000
2015-06-30,997.30000,766.60000,230.70000,106.60000,111.80000,118.90000,-9.90000,109.00000,32.30000,76.70000,76.70000,1.80000,77.70000,145.80000,118.90000,141.40000,143.40000,0.55000,0.54000
2015-03-31,966.20000,748.40000,217.80000,97.50000,102.70000,115.10000,-13.10000,102.00000,28.70000,73.30000,73.30000,-0.50000,71.70000,148.80000,115.10000,141.90000,143.80000,0.51000,0.50000
2014-12-31,953.29990,749.49980,203.80010,132.00000,137.20030,66.59990,-7.60000,59.00000,12.80000,46.20000,46.20000,-24.60000,20.60000,96.89980,66.60000,141.40000,143.20000,0.15000,0.14000
2014-09-30,997.40000,788.30000,209.10000,131.40000,136.30000,72.80010,-6.30000,66.50000,13.10000,53.40000,53.40000,-4.40000,48.20000,102.00010,72.80010,140.80000,142.50000,0.34000,0.34000
2014-06-30,956.10000,755.40000,200.70000,94.10000,98.90000,101.80000,-8.60000,93.20000,23.60000,69.60000,69.60000,-92.70000,-23.90000,239.30000,101.80000,141.40000,143.10000,-0.17000,-0.17000
2014-03-31,875.50000,698.70000,176.80000,92.10000,96.90000,79.90000,-3.10000,76.80000,20.80000,56.00000,56.00000,-2.30000,53.10000,108.80000,79.90000,142.40000,144.00000,0.37000,0.37000
2013-12-31,708.10000,565.80010,142.29990,76.50000,85.49980,56.80020,-68.40000,-11.60000,-16.90000,5.30000,5.30000,1.00000,5.60000,154.10020,56.80020,145.20000,147.30000,0.04000,0.04000
2013-09-30,877.60000,698.00000,179.60000,85.40000,90.70000,88.90000,1.60000,90.50000,24.00000,66.50000,66.50000,5.50000,71.30000,118.10000,88.90000,144.90000,147.00000,0.49000,0.49000
2013-06-30,958.80000,759.70000,199.10000,98.80000,104.20000,94.90000,-5.50000,89.40000,24.30000,65.10000,65.10000,6.80000,71.30000,124.70000,94.90000,145.80000,148.10000,0.49000,0.48000
2013-03-31,932.70000,743.80000,188.90000,107.20000,112.90000,76.00000,-6.70000,69.30000,19.90000,49.40000,49.40000,0.10000,49.10000,105.30000,76.00000,145.90000,148.00000,0.34000,0.33000
2012-12-31,554.99990,429.29990,125.70000,64.30000,70.30000,55.40000,-8.70000,46.70000,-16.70000,63.40000,63.40000,10.60000,73.50000,85.20000,55.40000,144.30000,146.00000,0.50000,0.50000
2012-09-30,978.10000,773.20000,204.90000,94.10000,100.60000,104.30000,-9.10000,95.20000,28.60000,66.60000,66.60000,0.00000,65.80000,135.80000,104.30000,144.40000,146.10000,0.46000,0.45000
2012-06-30,934.60000,747.90000,186.70000,91.80000,98.20000,88.49990,-9.70000,78.80000,21.50000,57.30000,57.30000,8.10000,64.90000,117.19990,88.49990,144.10000,145.40000,0.45000,0.45000
2012-03-31,946.80000,768.50000,178.30000,97.90000,104.10000,74.20000,-7.40000,66.80000,22.30000,44.50000,44.50000,,44.00000,103.20000,74.20000,143.60000,145.10000,0.31000,0.30000
2011-12-31,837.00010,690.79990,146.20020,90.20000,93.49980,52.70030,-20.60000,32.10000,5.40000,26.70000,26.70000,,8.70000,81.40030,52.70000,145.40000,147.00000,0.06000,0.06000
2011-09-30,940.90000,770.50000,170.40000,93.90000,98.60000,71.80000,-8.40000,63.40000,18.10000,45.30000,45.30000,,44.90000,99.70000,71.80000,143.80000,145.10000,0.31000,0.31000
2011-06-30,945.20000,763.30000,181.90000,98.10000,103.00000,78.90000,-6.90000,72.00000,16.50000,55.50000,55.50000,,54.70000,109.10000,78.90000,145.60000,147.40000,0.38000,0.37000
2011-03-31,895.80000,725.80000,170.00000,95.80000,100.60000,69.40000,-3.20000,66.20000,19.90000,46.30000,46.30000,,45.00000,99.50000,69.40000,149.20000,150.80000,0.30000,0.30000
2010-12-31,801.90000,660.39990,141.50010,85.60000,90.60000,50.90010,-9.50000,41.40000,8.80000,32.60000,32.60000,-0.10000,31.40000,82.50010,50.90000,151.22500,153.26800,0.21000,0.21000
2010-09-30,866.50000,697.80000,168.70000,87.60000,92.50000,76.20000,-8.20000,68.00000,18.10000,49.90000,49.90000,-0.60000,47.40000,106.20000,76.20000,150.70000,152.90000,0.31000,0.31000
2010-06-30,874.30000,694.60000,179.70000,88.80000,93.70000,86.00000,-8.90000,77.10000,23.50000,53.60000,53.60000,0.50000,52.70000,115.30000,86.00000,151.50000,153.80000,0.35000,0.34000
2010-03-31,816.40000,650.90000,165.50000,92.30000,97.30000,68.20000,0.80000,69.00000,21.50000,47.50000,47.50000,-0.60000,45.10000,100.10000,68.20000,152.60000,154.30000,0.30000,0.29000
2009-12-31,769.70020,599.49990,170.20030,87.30000,92.70010,77.50020,-8.80000,68.70000,26.20000,42.50000,42.50000,-5.40000,35.20000,113.50020,77.50020,159.33100,159.96500,0.22000,0.22000
2009-09-30,809.90000,622.60000,187.30000,84.80000,90.30000,97.00010,-10.00000,87.00000,30.80000,56.20000,56.20000,-0.50000,54.30000,129.50010,97.00010,159.70000,160.50000,0.34000,0.34000
2009-06-30,757.40000,610.20000,147.20000,89.00000,94.50000,52.70000,-20.00000,32.70000,13.60000,19.10000,19.10000,0.10000,19.00000,86.10000,52.70000,161.50000,161.80000,0.12000,0.12000
2009-03-31,718.10000,593.10000,125.00000,101.90000,106.20000,18.80000,-8.80000,10.00000,6.70000,3.30000,3.30000,-0.30000,3.30000,50.20000,18.80000,161.10000,161.40000,0.02000,0.02000
