,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,2473.74500,1383.73400,1090.01100,958.00900,958.00900,132.00220,-4.62600,127.37600,20.67900,106.69700,106.69700,106.69700,,132.00220,59.33300,59.62300,1.80000,1.79000
2022-09-30,2641.34100,1461.49000,1179.85100,1002.65300,1002.65300,177.19800,-29.78000,147.41800,36.43600,110.98200,110.98200,110.98200,243.73100,177.19800,60.05300,60.38400,1.85000,1.84000
2022-06-30,2665.42600,1479.70700,1185.71900,984.03700,984.03700,201.68190,-10.91800,190.76400,46.36200,144.40200,144.40200,144.40200,264.79190,201.68190,60.45200,60.78200,2.39000,2.38000
2022-03-31,3374.21000,1867.69000,1506.52000,1303.25000,1303.25000,203.27000,-20.14000,183.13000,43.33900,139.79100,139.79100,139.79100,288.85100,203.27000,61.26100,61.73200,2.28000,2.26000
2021-12-31,2396.97500,1324.85800,1072.11600,959.65490,959.65500,112.46120,-12.49700,99.96500,18.29600,81.66900,81.66900,81.66900,177.65720,112.46140,64.02800,64.50900,1.33000,1.32000
2021-09-30,2621.22900,1438.77500,1182.45400,953.25600,953.25600,229.19800,-6.77700,222.42100,52.60800,169.81300,169.81300,169.81300,288.62400,229.19800,62.85400,63.34800,2.70000,2.68000
2021-06-30,2649.41500,1460.16400,1189.25100,944.32300,944.32300,244.92820,-7.16300,237.76500,59.06900,178.69600,178.69600,178.69600,302.98620,244.92820,64.74500,65.21000,2.76000,2.74000
2021-03-31,3330.37000,1845.44400,1484.92600,1232.79700,1232.79700,252.12920,-6.35500,245.77400,59.84400,185.93000,185.93000,185.93000,329.38210,252.12920,65.68800,66.10200,2.83000,2.81000
2020-12-31,2365.13200,1281.43500,1083.69700,931.87010,931.87000,151.82690,-11.08200,140.74400,28.74700,111.99700,111.99700,111.99700,208.99690,151.82640,68.74800,69.00300,1.65000,1.64000
2020-09-30,2541.92800,1413.45700,1128.47100,871.66000,871.66000,256.81100,-59.27300,197.53800,50.06200,147.47600,147.47600,147.47600,314.50100,256.81100,68.96500,69.26700,2.14000,2.13000
2020-06-30,2501.38000,1404.66600,1096.71400,833.86900,833.86900,262.84470,-10.30500,252.54000,62.58000,189.96000,189.96000,189.96000,319.48670,262.84470,69.11800,69.29400,2.75000,2.74000
2020-03-31,2697.88200,1525.14900,1172.73300,1094.30800,1094.30800,78.42510,-18.23200,60.19300,16.60500,43.58800,43.58800,43.58800,157.00410,78.42510,69.18100,69.39200,0.63000,0.63000
2019-12-31,2112.61500,1183.84500,928.77040,802.62980,802.62900,126.14110,-6.10200,120.03800,24.13100,95.90700,95.90700,95.90700,184.94710,126.14090,70.86900,71.16500,1.38000,1.38000
2019-09-30,2312.10600,1300.18000,1011.92600,839.59800,839.59800,172.32790,-11.58800,160.74000,37.07100,123.66900,123.66900,123.66900,228.63590,172.32790,70.38100,70.66400,1.76000,1.75000
2019-06-30,2332.24600,1322.80800,1009.43800,838.66600,838.66600,170.77200,-4.56200,166.21000,41.39000,124.82000,124.82000,124.82000,224.14400,170.77200,71.73800,72.00800,1.74000,1.73000
2019-03-31,2952.03600,1647.42400,1304.61200,1096.67200,1096.67200,207.93990,-17.18200,190.75800,48.25800,142.50000,142.50000,142.50000,277.82500,207.93990,71.78700,72.10300,1.99000,1.98000
2018-12-31,2105.07200,1176.42900,928.64310,844.39090,844.39100,84.25220,-14.39600,69.85600,16.41500,53.44100,53.44100,53.44100,138.85220,84.25150,73.72800,73.99100,0.74000,0.74000
2018-09-30,2274.98200,1268.05500,1006.92700,852.68600,852.68600,154.24100,-7.32100,146.92000,31.07700,115.84300,115.84300,115.84300,209.58100,154.24100,73.88800,74.19000,1.57000,1.56000
2018-06-30,2326.65200,1315.09300,1011.55900,844.01800,844.01800,167.54100,-10.07000,157.47100,39.63500,117.83600,117.83600,117.83600,224.09300,167.54100,74.05400,74.24400,1.59000,1.59000
2018-03-31,2873.84800,1601.56400,1272.28400,1074.04300,1074.04300,198.24100,-17.22400,181.01700,44.29000,136.72700,136.72700,136.72700,269.93300,198.24100,73.97900,74.20500,1.85000,1.84000
2017-12-31,2036.98600,1163.41700,873.56960,786.41700,786.41700,87.15230,-13.01500,74.13700,-110.36300,184.50000,184.50000,184.50000,143.65930,87.15230,73.84600,74.11000,2.50000,2.49000
2017-09-30,2182.23300,1234.52500,947.70790,791.13900,791.13900,156.56880,-12.56900,144.00000,48.00400,95.99600,95.99600,95.99600,214.12190,156.56880,73.86600,74.10600,1.30000,1.30000
2017-06-30,2263.72700,1270.63900,993.08800,846.37700,846.37700,146.71090,-10.75200,135.95900,48.91000,87.04900,87.04900,87.04900,204.48090,146.71090,73.84800,74.09300,1.18000,1.17000
2017-03-31,2890.83800,1620.15400,1270.68400,1090.90400,1090.90400,179.77980,-13.61700,166.16300,58.20300,107.96000,107.96000,107.96000,257.20980,179.77980,73.78200,74.09300,1.46000,1.46000
2016-12-31,2082.89100,1175.32700,907.56360,801.41690,801.41700,106.14650,-9.23600,96.91100,34.54600,62.36500,62.36500,62.36500,165.27150,106.14650,73.56200,73.85600,0.83000,0.85000
2016-09-30,2248.85500,1260.65000,988.20500,794.43700,794.43700,193.76810,-15.93000,177.83800,63.99400,113.84400,113.84400,113.84400,253.76510,193.76810,73.63800,73.86000,1.54000,1.53000
2016-06-30,2256.15500,1245.89800,1010.25700,793.57300,793.57300,216.68410,-7.77700,208.90700,84.30700,124.60000,124.60000,124.60000,276.62910,216.68410,73.57600,73.83500,1.69000,1.68000
2016-03-31,2979.77800,1629.88900,1349.88900,1078.89000,1078.89000,270.99900,-15.82000,255.17900,96.36600,158.81300,158.81300,158.81300,350.31900,270.99900,73.40100,73.84700,2.16000,2.14000
2015-12-31,2033.54400,1124.37300,909.17130,808.49390,808.49400,100.67720,-16.85300,83.82500,29.00600,54.81900,54.81900,55.35300,162.65730,100.67750,73.19000,73.73300,0.75000,0.74000
2015-09-30,2295.20300,1262.81600,1032.38700,826.86200,826.86200,205.52490,-13.10800,192.41700,71.94800,120.46900,120.46900,120.46900,267.16090,205.52490,73.21500,73.76300,1.64000,1.63000
2015-06-30,2370.03700,1282.74800,1087.28900,830.24000,830.24000,257.04910,-19.24600,237.80300,87.80500,149.99800,149.99800,149.99800,319.66210,257.04910,73.18300,73.68200,2.04000,2.03000
2015-03-31,3038.23300,1644.30900,1393.92400,1131.39600,1131.39600,262.52780,-23.68500,238.84300,90.73100,148.11200,148.11200,147.57800,345.77480,262.52780,73.12200,73.65300,2.02000,2.00000
2014-12-31,2237.20900,1233.26800,1003.94100,857.86410,857.86500,146.07620,-15.11900,130.95790,46.52400,84.43400,84.43400,84.16600,212.15420,146.07670,72.93200,73.41400,1.15000,1.15000
2014-09-30,2289.45600,1255.01400,1034.44200,825.28400,825.28400,209.15800,-15.50500,193.65300,71.47600,122.17700,122.17700,121.78500,275.06990,209.15800,72.95500,73.42700,1.67000,1.66000
2014-06-30,2347.69700,1285.58900,1062.10800,821.43500,821.43500,240.67310,-16.65300,224.02000,84.53200,139.48800,139.48800,139.03300,305.17110,240.67310,72.93000,73.39900,1.91000,1.89000
2014-03-31,2969.49900,1616.37700,1353.12200,1097.32000,1097.32000,255.80220,-23.03900,232.76300,85.03700,147.72600,147.72600,147.28600,344.00730,255.80220,72.86900,73.35500,2.02000,2.01000
2013-12-31,1408.81300,707.03580,701.77720,610.93280,610.93320,90.84400,-8.97700,81.86700,32.60000,49.26700,49.26700,49.16300,138.58000,90.84400,72.93000,73.41400,0.68000,0.66000
2013-09-30,1520.14400,757.20400,762.94010,592.21600,592.21600,170.72410,-7.58200,163.14200,59.31200,103.83000,103.83000,103.59800,218.71110,170.72410,72.74700,73.12800,1.42000,1.42000
2013-06-30,1549.55300,770.33000,779.22300,584.54100,584.54100,194.68190,-7.65900,187.02300,70.15200,116.87100,116.87100,116.59600,242.72690,194.68190,72.93000,73.34300,1.60000,1.59000
2013-03-31,2015.30400,1007.09800,1008.20600,804.13800,804.13800,204.06790,-9.70200,194.36600,72.57600,121.79000,121.79000,121.50600,268.09490,204.06790,73.19400,73.80600,1.66000,1.65000
2012-12-31,1329.20100,666.04600,663.15520,549.95890,549.95900,113.19630,-8.15100,105.04500,39.99000,65.05500,65.05500,64.50600,158.97330,113.19600,73.09100,74.06200,0.88000,0.88000
2012-09-30,1457.52700,732.17700,725.35000,574.99000,574.99000,150.36000,-7.73600,142.62400,53.12100,89.50300,89.50300,89.50300,195.60000,150.36000,73.16600,73.99200,1.22000,1.21000
2012-06-30,1460.98300,732.12500,728.85800,559.66300,559.66300,169.19490,-8.00200,161.19300,61.58700,99.60600,99.60600,99.60600,211.92290,169.19490,73.15000,74.08400,1.36000,1.34000
2012-03-31,1957.29200,976.61900,980.67300,756.10900,756.10900,224.56400,-9.35200,215.21200,81.70600,133.50600,133.50600,133.18500,280.36300,224.56400,72.88800,74.22300,1.83000,1.79000
2011-12-31,1327.57200,676.83400,650.73770,538.81990,538.82000,111.91750,-4.75900,107.15900,40.72000,66.43900,66.43900,66.29400,153.38650,111.91760,75.62000,77.07100,0.93000,0.89000
2011-09-30,1464.98800,740.48500,724.50310,546.68300,546.68300,177.82010,-8.76400,169.05600,63.50300,105.55300,105.55300,105.27700,219.32710,177.82010,73.38100,74.73000,1.43000,1.41000
2011-06-30,1479.83900,743.99100,735.84800,546.92100,546.92100,188.92690,-8.21900,180.70800,67.60100,113.10700,113.10700,112.81500,229.36090,188.92690,75.97900,77.42600,1.48000,1.46000
2011-03-31,1898.06300,939.86200,958.20100,772.22400,772.22400,185.97710,-9.66400,176.31300,66.73000,109.58300,109.58300,109.24100,238.51610,185.97710,79.46800,81.01900,1.37000,1.35000
2010-12-31,1270.13000,642.64490,627.48550,543.54810,543.54810,83.93740,-6.27300,77.66400,29.55100,48.11300,48.11300,47.92500,122.93340,83.93710,86.08200,87.15500,0.58000,0.57000
2010-09-30,1406.51100,698.72600,707.78500,560.56300,560.56300,147.22190,-7.29500,139.92700,52.32900,87.59800,87.59800,87.21200,185.72990,147.22190,83.69500,84.80200,1.04000,1.03000
2010-06-30,1417.95600,702.68800,715.26810,543.66600,543.66600,171.60210,-8.87800,162.72400,61.81300,100.91100,100.91100,100.46500,208.85210,171.60210,85.39400,86.41000,1.18000,1.16000
2010-03-31,1830.60600,919.82900,910.77700,728.60500,728.60500,182.17200,-5.43200,176.74000,67.30900,109.43100,109.43100,108.89900,231.85500,182.17200,90.71200,91.47300,1.20000,1.19000
2009-12-31,1143.56700,595.43800,548.12880,490.95610,490.95600,57.17260,-4.93300,52.24000,17.76100,34.47900,34.47900,34.31100,93.23360,57.17260,94.45900,95.11300,0.37000,0.37000
2009-09-30,1262.57600,641.11700,621.45900,516.60400,516.60400,104.85510,-4.85200,100.00300,38.02400,61.97900,61.97900,61.67000,140.14310,104.85510,94.65600,95.47400,0.65000,0.65000
2009-06-30,1322.84400,670.19400,652.65000,517.87500,517.87500,134.77500,-5.23000,129.54500,49.21500,80.33000,80.33000,79.92300,169.07700,134.77500,94.86800,95.74500,0.84000,0.83000
2009-03-31,1683.63600,861.64800,821.98800,664.40600,664.40600,157.58200,-7.71500,149.86700,56.28200,93.58500,93.58500,93.08700,202.84800,157.58200,94.47300,94.88900,0.99000,0.98000
