,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,861.50000,510.80010,350.69990,191.30000,191.29990,159.40000,-19.20000,140.20000,4.80000,135.40000,135.40000,,135.30000,187.70000,159.40000,88.00000,88.30000,1.54000,1.54000
2022-09-30,913.70000,545.70000,368.00000,205.10000,205.10000,162.90000,-29.20000,133.70000,19.10000,114.60000,114.60000,,114.60000,192.40000,162.90000,87.90000,88.20000,1.30000,1.30000
2022-06-30,773.10000,458.10000,315.00000,167.90000,167.90000,147.10000,-13.80000,133.30000,18.10000,115.20000,115.20000,,115.10000,166.80000,147.10000,87.90000,88.20000,1.31000,1.30000
2022-03-31,723.60000,434.90000,288.70000,171.70000,171.70000,117.00000,-9.70000,107.30000,14.20000,93.10000,93.10000,,93.00000,137.40000,117.00000,88.20000,88.60000,1.05000,1.05000
2021-12-31,709.19990,422.70000,286.49990,171.40000,171.40000,115.09990,9.40000,124.50000,11.80000,112.70000,112.70000,,112.80000,136.19990,115.09990,89.90000,90.50000,1.26000,1.26000
2021-09-30,717.00000,416.50000,300.50000,162.10000,162.10000,138.40000,2.40000,140.80000,-2.80000,143.60000,143.60000,,143.50000,158.50000,138.40000,89.70000,90.30000,1.60000,1.59000
2021-06-30,746.90000,426.40000,320.50000,175.10000,175.10000,145.40000,-9.20000,136.20000,17.40000,118.80000,118.80000,,118.70000,165.90000,145.40000,90.00000,90.60000,1.32000,1.31000
2021-03-31,694.30000,396.90000,297.40000,166.10000,166.10000,131.30000,-8.80000,122.50000,14.30000,108.20000,108.20000,,108.00000,152.70000,131.30000,90.70000,91.20000,1.19000,1.18000
2020-12-31,727.29990,407.39990,319.90000,161.50000,202.20000,117.70000,-11.90000,105.80000,12.40000,93.40000,93.40000,,93.30000,141.20000,117.70000,92.30000,92.80000,1.01570,1.00570
2020-09-30,728.40000,409.20000,319.20000,156.20000,158.80000,160.40000,-0.70000,159.70000,12.80000,146.90000,146.90000,,146.90000,183.60000,160.40000,92.30000,92.70000,1.59000,1.58000
2020-06-30,589.50000,342.90000,246.60000,150.10000,150.10000,96.50000,-8.60000,87.90000,14.20000,73.70000,73.70000,,73.70000,116.40000,96.50000,92.30000,92.70000,0.80000,0.80000
2020-03-31,674.70000,381.60000,293.10000,167.90000,264.20000,28.90000,-16.90000,12.00000,11.50000,0.50000,0.50000,,0.40000,145.00000,28.90000,92.70000,93.30000,0.00430,0.00430
2019-12-31,719.50000,400.29990,319.20010,170.00000,175.90010,143.30000,-45.60000,97.70000,17.00000,80.70000,80.70000,,80.70000,169.60010,143.30000,93.60000,94.30000,0.86000,0.86000
2019-09-30,748.30000,412.80000,335.50000,167.40000,167.40000,168.10000,-17.60000,150.50000,18.80000,131.70000,131.70000,,131.60000,189.30000,168.10000,93.30000,94.00000,1.41000,1.40000
2019-06-30,731.20000,410.50000,320.70000,175.00000,175.00000,145.70000,-14.10000,131.60000,22.20000,109.40000,109.40000,,109.30000,166.40000,145.70000,93.80000,94.50000,1.17000,1.16000
2019-03-31,655.00000,378.10000,276.90000,168.90000,168.90000,108.00000,-12.60000,95.40000,15.10000,80.30000,80.30000,,80.20000,128.70000,108.00000,94.50000,95.10000,0.85000,0.84000
2018-12-31,702.40000,401.90010,300.49990,159.10000,159.09980,141.40010,-14.20000,127.20000,-5.70000,132.90000,132.90000,,132.80000,161.80010,141.40010,95.00000,95.70000,1.40000,1.39000
2018-09-30,711.50000,402.10000,309.40000,167.10000,167.10000,142.30000,-12.10000,130.20000,14.10000,116.10000,116.10000,,116.00000,162.60000,142.30000,95.10000,95.80000,1.22000,1.21000
2018-06-30,704.70000,399.10000,305.60000,162.20000,162.20000,143.40000,-11.80000,131.60000,17.60000,114.00000,114.00000,,113.90000,166.40000,143.40000,95.00000,95.60000,1.20000,1.19000
2018-03-31,613.10000,355.30000,257.80000,159.10000,159.10000,98.70000,-12.50000,86.20000,13.80000,72.40000,72.40000,,72.20000,121.20000,98.70000,95.10000,95.80000,0.76000,0.75000
2017-12-31,622.99990,347.00000,275.99990,145.10010,145.10020,130.89980,-52.70000,78.20000,66.10000,12.10000,12.10000,,9.60000,147.89980,130.89980,95.10000,96.00000,0.09000,0.10000
2017-09-30,609.40000,335.00000,274.40000,147.30000,147.30000,127.10000,-15.10000,112.00000,21.90000,90.10000,90.10000,,89.80000,144.30000,127.10000,95.00000,95.80000,0.95000,0.94000
2017-06-30,627.00000,345.70000,281.30000,146.30000,146.30000,135.00000,-11.80000,123.20000,17.40000,105.80000,105.80000,,105.50000,151.20000,135.00000,95.20000,95.90000,1.11000,1.10000
2017-03-31,548.80000,307.60000,241.20000,141.70000,141.70000,99.50000,-17.20000,82.30000,13.60000,68.70000,68.70000,,68.40000,116.00000,99.50000,95.30000,96.10000,0.72000,0.71000
2016-12-31,569.70000,327.20010,242.49990,136.50000,136.50000,105.99990,-23.50000,82.50000,7.50000,75.00000,75.00000,,74.80000,122.19990,105.99990,95.80000,96.90000,0.78000,0.76000
2016-09-30,581.10000,317.60000,263.50000,142.00000,142.00000,121.50000,-100.40000,21.10000,19.10000,2.00000,2.00000,,1.60000,138.70000,121.50000,96.00000,96.90000,0.02000,0.02000
2016-06-30,584.90000,317.50000,267.40000,143.10000,143.10000,124.30000,-7.90000,116.40000,21.00000,95.40000,95.40000,,95.00000,141.40000,124.30000,95.80000,96.80000,0.99000,0.98000
2016-03-31,502.30000,286.00000,216.30000,133.80000,133.80000,82.50000,-7.50000,75.00000,16.20000,58.80000,58.80000,,57.70000,98.90000,82.50000,95.90000,96.90000,0.60000,0.60000
2015-12-31,545.40010,325.20000,220.20010,138.70000,138.70000,81.50010,-5.70000,75.80000,3.80000,72.00000,72.00000,,71.90000,97.20010,81.50010,95.90000,96.90000,0.74000,0.74000
2015-09-30,544.50000,304.50000,240.00000,129.60000,129.60000,110.40000,-117.20000,-6.80000,19.40000,-26.20000,-26.20000,-0.20000,-27.30000,123.10000,110.40000,95.90000,95.90000,-0.28000,-0.28000
2015-06-30,519.50000,297.70000,221.80000,126.10000,126.10000,95.70000,-11.70000,84.00000,19.00000,65.00000,65.00000,,63.90000,108.40000,95.70000,95.80000,96.70000,0.67000,0.66000
2015-03-31,458.70000,271.60000,187.10000,116.10000,116.10000,71.00000,-14.70000,56.30000,12.40000,43.90000,43.90000,-0.20000,45.40000,83.10000,71.00000,95.90000,96.90000,0.47000,0.47000
2014-12-31,573.50010,374.60000,198.90010,135.80000,135.80000,63.10010,-23.20000,39.90000,17.40000,22.50000,22.50000,-0.30000,35.40000,75.40010,63.10000,96.10000,97.20000,0.37000,0.36000
2014-09-30,546.70000,310.10000,236.60000,130.50000,130.50000,106.10000,-10.70000,95.40000,27.30000,68.10000,68.10000,-2.00000,60.80000,118.20000,106.10000,95.90000,96.90000,0.63000,0.63000
2014-06-30,531.50000,305.50000,226.00000,136.70000,136.70000,89.30000,-11.50000,77.80000,23.10000,54.70000,54.70000,-8.00000,43.20000,101.50000,89.30000,96.30000,97.30000,0.45000,0.44000
2014-03-31,466.60000,274.40000,192.20000,124.40000,124.40000,67.80000,-13.00000,54.80000,16.40000,38.40000,38.40000,-0.80000,35.80000,80.00000,67.80000,96.30000,97.40000,0.37000,0.37000
2013-12-31,550.60000,320.10000,230.50000,125.10000,125.10000,105.40000,-9.10000,84.30000,72.80000,11.50000,10.10000,-0.50000,9.60000,117.30000,105.40000,96.00000,96.40000,0.10000,0.10000
2013-09-30,529.00000,290.60000,238.40000,122.20000,259.80000,-21.40000,-0.70000,-22.10000,45.50000,-67.60000,-67.60000,-0.40000,-78.10000,127.50000,-21.40000,96.00000,96.00000,-0.81000,-0.81000
2013-06-30,528.70000,310.20000,218.50000,118.50000,118.50000,100.00000,0.30000,100.30000,37.00000,63.30000,63.30000,-0.80000,60.30000,111.20000,100.00000,96.00000,96.00000,0.63000,0.63000
2013-03-31,473.30000,287.20000,186.10000,117.30000,117.30000,68.80000,-7.90000,60.90000,19.70000,41.20000,41.20000,-0.20000,39.40000,80.50000,68.80000,96.00000,96.00000,0.41000,0.41000
2012-12-31,,,,,,,,,,,,,,,,,,,0.00000
2012-09-30,,,,,,,,0.00000,0.00000,,0.00000,0.00000,,,,,,,0.00000
2011-12-31,,,,,,,,,,,,,,,,,,,0.00000
2010-12-31,,,,,,,,,,,,,,,,,,,0.00000
