,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,3802.00000,2296.00000,1506.00000,962.00000,962.00000,544.00000,-19.00000,525.00000,128.00000,397.00000,397.00000,384.00000,,544.00000,50.40000,50.70000,7.58000,7.54000
2022-09-30,3942.00000,2423.00000,1519.00000,916.00000,916.00000,603.00000,-16.00000,587.00000,145.00000,442.00000,442.00000,426.00000,655.00000,603.00000,50.80000,51.10000,8.31000,8.27000
2022-06-30,3837.00000,2396.00000,1441.00000,907.00000,907.00000,534.00000,-17.00000,517.00000,128.00000,389.00000,389.00000,371.00000,589.00000,534.00000,51.00000,51.30000,7.22000,7.19000
2022-03-31,3647.00000,2264.00000,1383.00000,849.00000,849.00000,534.00000,-17.00000,517.00000,132.00000,385.00000,385.00000,366.00000,586.00000,534.00000,51.10000,51.40000,7.11000,7.07000
2021-12-31,3359.00000,2106.00000,1253.00000,836.00000,836.00000,417.00000,-16.00000,401.00000,100.00000,301.00000,301.00000,283.00000,465.00000,417.00000,51.90000,52.20000,5.45000,5.44000
2021-09-30,3372.00000,2122.00000,1250.00000,812.00000,812.00000,438.00000,-16.00000,422.00000,107.00000,315.00000,315.00000,297.00000,483.00000,438.00000,51.80000,52.10000,5.68000,5.65000
2021-06-30,3207.00000,2083.00000,1124.00000,790.00000,790.00000,334.00000,-15.00000,319.00000,76.00000,243.00000,243.00000,225.00000,383.00000,334.00000,52.20000,52.50000,4.30000,4.27000
2021-03-31,3084.00000,1991.00000,1093.00000,735.00000,735.00000,358.00000,-15.00000,343.00000,88.00000,255.00000,255.00000,238.00000,401.00000,358.00000,52.30000,52.60000,4.51000,4.48000
2020-12-31,2941.00000,1914.00000,1027.00000,752.00000,752.00000,275.00000,-16.00000,259.00000,74.00000,185.00000,185.00000,168.00000,330.00000,275.00000,53.50000,53.70000,3.14000,3.12000
2020-09-30,3018.00000,1944.00000,1074.00000,694.00000,694.00000,380.00000,-18.00000,362.00000,106.00000,256.00000,256.00000,240.00000,422.00000,380.00000,53.60000,53.90000,4.43000,4.41000
2020-06-30,2837.00000,1821.00000,1016.00000,811.00000,811.00000,205.00000,-21.00000,184.00000,55.00000,129.00000,129.00000,114.00000,255.00000,205.00000,53.50000,53.70000,2.11000,2.10000
2020-03-31,3001.00000,1880.00000,1121.00000,962.00000,962.00000,159.00000,-17.00000,142.00000,-43.00000,185.00000,185.00000,173.00000,381.00000,159.00000,53.60000,53.80000,3.20000,3.19000
2019-12-31,2847.00000,1765.00000,1082.00000,901.00000,901.00000,181.00000,-11.00000,170.00000,53.00000,117.00000,117.00000,103.00000,239.00000,181.00000,54.70000,54.90000,1.93000,1.92000
2019-09-30,2947.00000,1848.00000,1099.00000,761.00000,761.00000,338.00000,-16.00000,322.00000,78.00000,244.00000,244.00000,233.00000,396.00000,338.00000,54.10000,54.40000,4.27000,4.25000
2019-06-30,2893.00000,1772.00000,1121.00000,741.00000,741.00000,380.00000,-14.00000,366.00000,94.00000,272.00000,272.00000,260.00000,436.00000,380.00000,55.10000,55.40000,4.69000,4.67000
2019-03-31,2799.00000,1704.00000,1095.00000,732.00000,732.00000,363.00000,-12.00000,351.00000,89.00000,262.00000,262.00000,253.00000,420.00000,363.00000,55.60000,55.90000,4.50000,4.48000
2018-12-31,2763.00000,1697.00000,1066.00000,776.00000,776.00000,290.00000,-11.00000,279.00000,60.00000,219.00000,219.00000,209.00000,355.00000,290.00000,56.10000,56.50000,3.70000,3.68000
2018-09-30,2831.00000,1752.00000,1079.00000,890.00000,890.00000,189.00000,-18.00000,171.00000,56.00000,115.00000,115.00000,104.00000,253.00000,189.00000,56.33960,56.80390,1.84000,1.82000
2018-06-30,2861.00000,1750.00000,1111.00000,767.00000,767.00000,344.00000,-20.00000,324.00000,76.00000,248.00000,248.00000,237.00000,408.00000,344.00000,56.10980,56.55260,4.19000,4.16000
2018-03-31,2766.00000,1674.00000,1092.00000,757.00000,757.00000,335.00000,-28.00000,307.00000,66.00000,241.00000,241.00000,232.00000,399.00000,335.00000,56.10000,56.40000,4.09000,4.07000
2017-12-31,2632.60300,1610.93100,1021.67200,785.99110,785.99100,235.68070,-27.54800,208.13300,45.76100,162.37200,162.37200,154.86000,305.34270,235.68090,57.70000,58.00000,2.64000,2.63000
2017-09-30,2635.99900,1618.81900,1017.18000,739.44200,739.44200,277.73800,-27.74000,249.99800,79.18200,170.81600,170.81600,160.59700,343.88100,277.73800,57.31650,57.52140,2.80000,2.79000
