,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2023-01-31,31395.00000,23946.00000,7449.00000,5675.00000,6290.00000,1159.00000,-116.00000,1043.00000,167.00000,876.00000,876.00000,,876.00000,,1159.00000,460.30000,462.70000,1.90000,1.89000
2022-10-31,26518.00000,19680.00000,6838.00000,5219.00000,5816.00000,1022.00000,-113.00000,909.00000,197.00000,712.00000,712.00000,,712.00000,1697.00000,1022.00000,460.30000,462.50000,1.55000,1.54000
2022-07-31,26037.00000,20142.00000,5895.00000,5002.00000,5574.00000,321.00000,-104.00000,217.00000,34.00000,183.00000,183.00000,,183.00000,971.00000,321.00000,461.50000,463.60000,0.40000,0.39000
2022-04-30,25170.00000,18461.00000,6709.00000,4762.00000,5363.00000,1346.00000,-97.00000,1249.00000,240.00000,1009.00000,1009.00000,,1009.00000,2025.00000,1346.00000,464.00000,467.80000,2.17000,2.16000
2022-01-31,30996.00000,22761.00000,8235.00000,5535.00000,6140.00000,2095.00000,-78.00000,2017.00000,473.00000,1544.00000,1544.00000,,1544.00000,2785.00000,2095.00000,488.10000,492.70000,3.28000,3.24000
2021-10-31,25652.00000,18206.00000,7446.00000,4859.00000,5436.00000,2010.00000,-99.00000,1911.00000,423.00000,1488.00000,1488.00000,,1488.00000,2662.00000,2010.00000,484.80000,489.40000,3.07000,3.04000
2021-07-31,25160.00000,17280.00000,7880.00000,4849.00000,5413.00000,2467.00000,-97.00000,2370.00000,553.00000,1817.00000,1817.00000,,1817.00000,3100.00000,2467.00000,493.10000,497.50000,3.68000,3.65000
2021-04-30,24197.00000,16716.00000,7481.00000,4509.00000,5107.00000,2374.00000,235.00000,2609.00000,512.00000,2097.00000,2097.00000,,2097.00000,3041.00000,2374.00000,498.60000,503.40000,4.20000,4.17000
2021-01-31,28339.00000,20485.00000,7854.00000,5448.00000,6018.00000,1836.00000,-106.00000,1730.00000,350.00000,1380.00000,1380.00000,,1380.00000,2473.00000,1836.00000,500.60000,505.40000,2.75000,2.72000
2020-10-31,22632.00000,15509.00000,7123.00000,4647.00000,5188.00000,1935.00000,-637.00000,1298.00000,284.00000,1014.00000,1014.00000,,1014.00000,2538.00000,1935.00000,500.60000,505.40000,2.02000,2.01000
2020-07-31,22975.00000,15673.00000,7302.00000,4460.00000,5002.00000,2300.00000,-111.00000,2189.00000,499.00000,1690.00000,1690.00000,,1690.00000,2904.00000,2300.00000,500.10000,504.40000,3.38000,3.35000
2020-04-30,19615.00000,14510.00000,5105.00000,4060.00000,4637.00000,468.00000,-139.00000,329.00000,45.00000,284.00000,284.00000,,284.00000,1109.00000,468.00000,501.00000,505.80000,0.57000,0.56000
2020-01-31,23398.00000,17056.00000,6342.00000,4505.00000,5145.00000,1197.00000,-146.00000,1051.00000,218.00000,833.00000,833.00000,1.00000,834.00000,1896.00000,1197.00000,510.90000,515.60000,1.65000,1.62000
2019-10-31,18665.00000,12935.00000,5730.00000,4153.00000,4728.00000,1002.00000,-101.00000,901.00000,195.00000,706.00000,706.00000,8.00000,714.00000,1640.00000,1002.00000,509.70000,514.80000,1.40000,1.39000
2019-07-31,18422.00000,12625.00000,5797.00000,3912.00000,4473.00000,1324.00000,-107.00000,1217.00000,279.00000,938.00000,938.00000,,938.00000,1947.00000,1324.00000,512.10000,516.10000,1.83000,1.82000
2019-04-30,17627.00000,12248.00000,5379.00000,3663.00000,4244.00000,1135.00000,-114.00000,1021.00000,229.00000,792.00000,792.00000,3.00000,795.00000,1779.00000,1135.00000,515.70000,519.50000,1.54000,1.53000
2019-01-31,22978.00000,16900.00000,6078.00000,4376.00000,4961.00000,1117.00000,-103.00000,1014.00000,216.00000,798.00000,798.00000,,798.00000,1765.00000,1117.00000,528.60000,533.20000,1.53000,1.52000
2018-10-31,17821.00000,12535.00000,5286.00000,3937.00000,4467.00000,819.00000,-106.00000,713.00000,97.00000,616.00000,616.00000,6.00000,622.00000,1411.00000,819.00000,525.90000,531.20000,1.18000,1.17000
2018-07-31,17776.00000,12239.00000,5537.00000,3865.00000,4404.00000,1133.00000,-111.00000,1022.00000,223.00000,799.00000,799.00000,,799.00000,1736.00000,1133.00000,531.70000,536.30000,1.50000,1.49000
2018-04-30,16781.00000,11625.00000,5156.00000,3545.00000,4115.00000,1041.00000,-114.00000,927.00000,210.00000,717.00000,717.00000,1.00000,718.00000,1672.00000,1041.00000,536.90000,541.00000,1.34000,1.33000
2018-01-31,22983.00000,16795.00000,6188.00000,4453.00000,5059.00000,1129.00000,-117.00000,1012.00000,-75.00000,1087.00000,1087.00000,,1087.00000,1796.00000,1129.00000,546.80000,550.30000,1.99000,1.98000
2017-10-31,16874.00000,11712.00000,5162.00000,3733.00000,4315.00000,847.00000,-236.00000,611.00000,135.00000,476.00000,476.00000,2.00000,478.00000,1490.00000,847.00000,544.50000,547.90000,0.88000,0.87000
2017-07-31,16634.00000,11419.00000,5215.00000,3601.00000,4122.00000,1093.00000,-116.00000,977.00000,307.00000,670.00000,670.00000,1.00000,671.00000,1678.00000,1093.00000,549.30000,551.90000,1.22000,1.22000
2017-04-30,16223.00000,11199.00000,5024.00000,3353.00000,3869.00000,1155.00000,-125.00000,1030.00000,355.00000,675.00000,675.00000,3.00000,678.00000,1736.00000,1155.00000,552.40000,555.20000,1.23000,1.22000
2017-01-31,21465.00000,15252.00000,6213.00000,4476.00000,4970.00000,1243.00000,-39.00000,1204.00000,385.00000,819.00000,819.00000,-5.00000,814.00000,1875.00000,1243.00000,577.60000,582.50000,1.43000,1.42000
2016-10-31,16441.00000,11536.00000,4905.00000,3339.00000,3844.00000,1061.00000,-142.00000,919.00000,311.00000,608.00000,608.00000,,608.00000,1631.00000,1061.00000,570.10000,574.80000,1.07000,1.06000
2016-07-31,16169.00000,11172.00000,4997.00000,3249.00000,3749.00000,1248.00000,-307.00000,941.00000,316.00000,625.00000,625.00000,55.00000,680.00000,1818.00000,1248.00000,582.20000,586.80000,1.17000,1.16000
2016-04-30,16196.00000,11185.00000,5011.00000,3153.00000,3699.00000,1312.00000,-415.00000,897.00000,283.00000,614.00000,614.00000,18.00000,632.00000,1858.00000,1312.00000,598.30000,603.80000,1.06000,1.05000
2016-01-31,21626.00000,15839.00000,5787.00000,3920.00000,3617.00000,2170.00000,-153.00000,2017.00000,596.00000,1421.00000,1421.00000,5.00000,1426.00000,2732.00000,2170.00000,627.70000,632.90000,2.30000,2.28000
2015-10-31,17613.00000,12440.00000,5173.00000,3736.00000,4297.00000,876.00000,-151.00000,725.00000,249.00000,476.00000,476.00000,73.00000,549.00000,1437.00000,876.00000,623.70000,628.80000,0.88000,0.87000
