,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,872.70400,155.94500,716.75900,473.67600,342.32200,815.99800,-99.23900,-5.29400,-104.53300,100.49800,-205.03100,-205.03100,-205.03100,-83.76300,-99.23900,255.87400,255.87400,-0.80000,-0.80000
2022-09-30,807.39200,139.39200,668.00000,399.00600,303.02100,702.02700,-34.02700,28.31100,-5.71600,8.02500,-13.74100,-13.74100,-13.74100,-19.40700,-34.02700,255.16700,255.16700,-0.05000,-0.05000
2022-06-30,759.84110,139.88600,619.95510,443.11300,346.68600,789.79880,-169.84370,66.64590,-103.19800,46.30700,-149.50510,-149.50510,-149.50500,-145.23370,-169.84380,253.31200,253.31200,-0.58000,-0.58000
2022-03-31,740.49100,119.37400,621.11700,363.74600,273.50300,637.24900,-16.13200,-14.42500,-30.55700,0.53000,-31.08700,-31.08700,-31.08700,27.61400,-16.13200,253.72300,253.72300,-0.12000,-0.12000
2021-12-31,688.52600,110.19100,578.33500,318.56900,236.72400,555.29300,23.04200,-43.29100,-20.24900,2.07900,-22.32800,-22.32800,-22.32800,35.34000,23.04200,252.96000,252.96000,-0.09000,-0.09000
2021-09-30,614.02400,96.25600,517.76800,272.14000,189.15100,461.29100,56.47700,-467.04500,-410.56800,0.63600,-411.20400,-411.20400,-411.20400,69.78100,56.47700,252.10600,252.10600,-1.63000,-1.63000
2021-06-30,559.53910,97.96700,461.57210,245.92900,223.16900,469.09790,-7.52590,-206.49200,-214.01800,-0.94500,-213.07300,-213.07300,-213.07300,16.18810,-7.52590,249.67900,249.67900,-0.85000,-0.84000
2021-03-31,568.72800,84.88800,483.84000,244.09800,170.22700,414.32500,69.51500,141.53500,211.05000,51.21000,159.84000,159.84000,159.84000,92.83900,69.51500,250.27900,255.12800,0.64000,0.63000
2020-12-31,501.35900,79.48200,421.87700,241.06400,153.10000,394.16400,27.71300,-635.08500,-607.37200,14.15600,-621.52800,-621.52800,-621.52800,50.89800,27.71300,249.18800,249.18800,-2.49000,-2.49000
2020-09-30,459.50600,73.68400,385.82200,232.23500,141.65500,373.89000,11.93200,-36.25600,-24.32400,-2.77000,-21.55400,-21.55400,-21.55400,34.55700,11.93200,248.01500,248.01500,-0.09000,-0.09000
2020-06-30,430.47600,70.11200,360.36400,210.73800,152.90600,363.64390,-3.28000,-392.32800,-395.60800,-10.38500,-385.22300,-385.22300,-385.22300,18.79800,-3.28000,244.84400,244.84400,-1.58000,-1.55000
2020-03-31,411.58200,70.65500,340.92700,204.14800,156.69900,360.84700,-19.92000,-146.93700,-166.85700,-8.03200,-158.82500,-158.82500,-158.82500,3.76300,-19.92000,245.50400,245.50400,-0.65000,-0.65000
2019-12-31,408.72500,65.76100,342.96400,172.42000,128.70300,301.12300,41.84100,99.95000,141.79100,17.71700,124.07400,124.07400,124.07400,68.46300,41.84100,244.20300,250.96000,0.51000,0.49000
2019-09-30,363.39000,62.27900,301.11100,175.88200,129.78400,305.66600,-4.55500,79.02000,74.46500,5.14500,69.32000,69.32000,69.32000,20.46000,-4.55500,242.79100,250.88300,0.29000,0.28000
2019-06-30,334.58590,61.12900,273.45690,170.32100,135.58000,305.90100,-32.44400,-158.41800,-190.86200,46.65500,-237.51700,-237.51700,-237.51700,-16.59900,-32.44400,238.61100,238.61100,-0.98000,-0.97000
2019-03-31,309.27000,54.18900,255.08100,153.06900,129.56900,282.63800,-27.55700,-174.12400,-201.68100,1.16300,-202.84400,-202.84400,-202.84400,-11.25400,-27.55700,239.41000,239.41000,-0.85000,-0.85000
2018-12-31,298.97900,49.78200,249.19700,131.36400,121.00200,252.36600,-3.16900,30.23200,27.06300,-18.12200,45.18500,45.18500,45.18500,17.51600,-3.16900,237.74000,247.25500,0.19000,0.18000
2018-09-30,267.29200,45.18500,222.10700,124.38000,97.91900,222.29900,-0.19200,-239.88400,-240.07600,2.36900,-242.44500,-242.44500,-242.44500,17.22300,-0.19200,236.21900,236.21900,-1.03000,-1.03000
2018-06-30,246.59000,44.19600,202.39400,111.04600,93.81500,204.86100,-2.46700,-16.46800,-18.93500,2.99500,-21.93000,-21.93000,-21.93000,15.28700,-2.46700,231.18400,231.18400,-0.09000,-0.09000
2018-03-31,224.33000,45.24000,179.09000,108.54400,80.82200,189.36600,-10.27600,2.73300,-7.54300,8.28000,-15.82300,-15.82300,-15.82300,9.83500,-10.27600,232.22100,232.22100,-0.07000,-0.07000
2017-12-31,214.57800,43.16400,171.41400,101.32400,83.10300,184.42700,-13.01300,1.06800,-11.94500,52.26400,-64.20900,-64.20900,-64.20900,7.97700,-13.01300,230.20800,230.20800,-0.28000,-0.28000
2017-09-30,195.48000,40.09000,155.39000,94.86200,80.81700,175.67900,-20.28900,0.58100,-19.70800,-8.23800,-11.47000,-11.47000,-11.47000,0.29100,-20.28900,228.15600,228.15600,-0.05000,-0.05000
2017-06-30,174.33100,36.80500,137.52600,90.69000,79.09200,169.78200,-32.25610,0.48800,-31.76800,-11.06000,-20.70800,-20.70800,-20.70800,-8.49010,-32.25600,222.22400,222.22400,-0.09000,-0.09000
2017-03-31,159.90900,32.89500,127.01400,82.26200,67.81500,150.07700,-23.06300,0.54200,-22.52100,-5.06000,-17.46100,-17.46100,-17.46100,-4.57800,-23.06300,223.33300,223.33300,-0.08000,-0.08000
2016-12-31,148.90900,26.89900,122.01000,69.75800,54.89100,124.64900,-2.63900,1.15200,-1.48700,0.21100,-1.69800,-1.69800,-1.69800,8.61400,-2.63900,221.31600,221.31600,-0.01000,-0.01000
2016-09-30,136.78700,22.56200,114.22500,67.45800,51.89500,119.35300,-5.12800,1.25200,-3.87600,-1.23900,-2.63700,-2.63700,-2.63700,2.91400,-5.12800,218.50400,218.50400,-0.01000,-0.01000
2016-06-30,127.58800,21.12600,106.46200,60.83000,57.02200,117.85200,-11.38990,0.89300,-10.49700,-5.79500,-4.70200,-4.70200,-4.70200,-5.04790,-11.39000,182.77300,193.48100,-0.03000,-0.03000
2016-03-31,117.94200,19.76400,98.17800,54.17000,48.94300,103.11300,-4.93500,0.75200,-4.18300,-3.11100,-1.07200,-1.07200,-1.07200,0.74300,-4.93500,212.92000,212.92000,-0.01000,-0.01000
2015-12-31,109.70600,18.47300,91.23300,47.84600,40.02000,87.86600,3.36700,-0.10700,3.26000,-1.80500,5.06500,5.06500,5.06500,8.73900,3.36700,160.32800,165.73000,0.03000,0.03000
