,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,1117.00000,665.00000,452.00000,35.00000,310.00000,-4.00000,618.00000,-166.00000,-121.00000,-287.00000,-18.00000,-269.00000,-269.00000,-5.00000,-169.00000,117.00000,-166.00000,764.00000,764.00000,-0.22000,-0.22000
2022-09-30,1005.00000,577.00000,428.00000,26.00000,291.00000,-14.00000,605.00000,-177.00000,-143.00000,-320.00000,60.00000,-380.00000,-380.00000,-1.00000,-239.00000,112.00000,-177.00000,764.00000,764.00000,-0.31000,-0.31000
2022-06-30,1045.00000,602.00000,443.00000,22.00000,293.00000,-5.00000,590.00000,-147.00000,-157.00000,-304.00000,110.00000,-414.00000,-414.00000,-3.00000,-290.00000,137.00000,-147.00000,764.00000,764.00000,-0.38000,-0.38000
2022-03-31,943.00000,616.00000,327.00000,60.00000,277.00000,-14.00000,629.00000,-302.00000,-174.00000,-476.00000,2.00000,-478.00000,-478.00000,2907.00000,2530.00000,-10.00000,-302.00000,764.00000,764.00000,3.31000,3.31000
2021-12-31,1008.00000,603.00000,405.00000,50.00000,206.00000,-7.00000,543.00000,-138.00000,-163.00000,-301.00000,14.00000,-315.00000,-315.00000,118.00000,-123.00000,156.00000,-138.00000,764.00000,764.00000,-0.17000,-0.17000
2021-09-30,857.00000,584.00000,273.00000,13.00000,287.00000,-13.00000,589.00000,-316.00000,-305.00000,-621.00000,-27.00000,-594.00000,-594.00000,99.00000,-368.00000,-27.00000,-316.00000,764.00000,764.00000,-0.48000,-0.48000
2021-06-30,1173.00000,711.00000,462.00000,37.00000,275.00000,-17.00000,601.00000,-139.00000,-147.00000,-286.00000,-6.00000,-280.00000,-280.00000,38.00000,-192.00000,146.00000,-139.00000,764.00000,764.00000,-0.25000,-0.25000
2021-03-31,1196.00000,728.00000,468.00000,9.00000,274.00000,-12.00000,564.00000,-96.00000,-170.00000,-266.00000,14.00000,-280.00000,-280.00000,-62.00000,-278.00000,185.00000,-96.00000,764.00000,764.00000,-0.36000,-0.36000
2020-12-31,1015.00000,612.00000,403.00000,,206.00000,-50.00000,522.00000,-119.00000,-156.00000,-275.00000,28.00000,-303.00000,-303.00000,-73.00000,-299.00000,158.00000,-119.00000,764.00000,764.00000,-0.39870,-0.39870
2020-09-30,446.00000,391.00000,55.00000,3.00000,229.00000,-84.00000,578.00000,-523.00000,-136.00000,-659.00000,5.00000,-664.00000,-664.00000,-67.00000,-565.00000,-249.00000,-523.00000,764.00000,764.00000,-0.74000,-0.74000
2020-06-30,62.00000,288.00000,-226.00000,9.00000,243.00000,-22.00000,531.00000,-757.00000,-115.00000,-872.00000,-31.00000,-841.00000,-841.00000,-144.00000,-820.00000,-490.00000,-757.00000,764.00000,764.00000,-1.07000,-1.07000
2020-03-31,1417.00000,828.00000,589.00000,6.00000,288.00000,-22.00000,583.00000,6.00000,-76.00000,-70.00000,22.00000,-92.00000,-92.00000,41.00000,-1.00000,283.00000,6.00000,764.00000,764.00000,-0.00130,-0.00130
2019-12-31,1897.00000,984.00000,913.00000,11.00000,60.00000,-81.00000,312.00000,601.00000,75.00000,676.00000,29.00000,647.00000,647.00000,,629.00000,771.00000,601.00000,771.00000,771.00000,0.82000,0.82000
2019-09-30,3250.00000,1602.00000,1648.00000,4.00000,423.00000,-24.00000,749.00000,899.00000,-148.00000,751.00000,82.00000,669.00000,669.00000,,533.00000,1204.00000,899.00000,769.00000,769.00000,0.69000,0.69000
2019-06-30,3334.00000,1689.00000,1645.00000,4.00000,427.00000,-17.00000,751.00000,894.00000,450.00000,1344.00000,236.00000,1108.00000,1108.00000,,954.00000,1203.00000,894.00000,772.00000,772.00000,1.24000,1.24000
2019-03-31,3646.00000,1824.00000,1822.00000,5.00000,521.00000,-15.00000,851.00000,971.00000,-142.00000,829.00000,85.00000,744.00000,744.00000,,582.00000,1288.00000,971.00000,774.00000,775.00000,0.75000,0.75000
2018-12-31,3475.00000,1792.00000,1683.00000,3.00000,462.00000,-46.00000,809.00000,874.00000,-132.00000,742.00000,782.00000,-40.00000,-40.00000,,-170.00000,1177.00000,874.00000,786.00000,786.00000,-0.21000,-0.20000
2018-09-30,3372.00000,1722.00000,1650.00000,4.00000,421.00000,-11.00000,728.00000,922.00000,-140.00000,782.00000,83.00000,699.00000,699.00000,,571.00000,1221.00000,922.00000,786.00000,787.00000,0.73000,0.73000
