,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,3887.00000,2424.00000,1463.00000,155.00000,912.00000,-16.00000,1110.00000,353.00000,-129.00000,224.00000,39.00000,185.00000,185.00000,,181.00000,726.00000,353.00000,504.00000,504.00000,0.36000,0.36000
2022-09-30,3773.00000,2640.00000,1133.00000,152.00000,947.00000,-48.00000,3932.00000,-2799.00000,-167.00000,-2966.00000,-32.00000,-2934.00000,-2934.00000,,-2937.00000,652.00000,-2799.00000,504.00000,504.00000,-5.83000,-5.83000
2022-06-30,3746.00000,2293.00000,1453.00000,148.00000,976.00000,11.00000,1113.00000,340.00000,-45.00000,295.00000,40.00000,255.00000,255.00000,,252.00000,695.00000,340.00000,504.00000,508.00000,0.50000,0.50000
2022-03-31,3707.00000,2359.00000,1348.00000,150.00000,1052.00000,17.00000,1185.00000,163.00000,-69.00000,94.00000,21.00000,73.00000,73.00000,,71.00000,543.00000,163.00000,503.00000,509.00000,0.14000,0.14000
2021-12-31,3514.00000,2108.00000,1406.00000,138.00000,885.00000,,1023.00000,383.00000,-100.00000,283.00000,41.00000,242.00000,242.00000,,238.00000,628.00000,383.00000,502.00000,508.00000,0.48000,0.47000
2021-09-30,3226.00000,1905.00000,1321.00000,129.00000,680.00000,1.00000,808.00000,513.00000,-62.00000,451.00000,-1.00000,452.00000,452.00000,,450.00000,719.00000,513.00000,500.00000,506.00000,0.90000,0.89000
2021-06-30,3098.00000,1865.00000,1233.00000,139.00000,675.00000,5.00000,809.00000,424.00000,-32.00000,392.00000,91.00000,301.00000,301.00000,,298.00000,646.00000,424.00000,503.00000,509.00000,0.59000,0.59000
2021-03-31,2946.00000,1801.00000,1145.00000,128.00000,627.00000,0.00000,755.00000,390.00000,-39.00000,351.00000,51.00000,300.00000,300.00000,,298.00000,607.00000,390.00000,505.00000,511.00000,0.59000,0.58000
2020-12-31,3181.00000,1990.00000,1191.00000,135.00000,650.00000,,785.00000,406.00000,-196.00000,210.00000,39.00000,171.00000,171.00000,,168.00000,619.00000,406.00000,509.00000,517.00000,0.34000,0.32000
2020-09-30,2972.00000,1777.00000,1195.00000,123.00000,601.00000,-1.00000,725.00000,470.00000,-55.00000,415.00000,56.00000,359.00000,359.00000,,356.00000,679.00000,470.00000,511.00000,518.00000,0.70000,0.69000
