,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-09-30,3433.86000,1501.77400,1932.08600,557.97500,707.52200,1265.49700,666.58910,487.22800,1153.81700,223.05100,930.76600,930.76600,,941.78200,754.95110,666.58910,652.59800,658.75300,1.44000,1.43000
2022-06-30,3457.55900,1525.44600,1932.11300,534.73400,658.91200,1193.64600,738.46680,117.19100,855.65800,188.01200,667.64600,667.64600,93.29000,789.99500,822.91880,738.46680,654.93900,661.10080,1.21000,1.19000
2022-03-31,3715.84300,1690.95400,2024.88900,536.03400,620.14100,1156.17500,868.71410,4.41500,873.12900,192.33500,680.79400,680.79400,,693.13900,989.57610,868.71410,655.45600,655.45600,1.06000,1.05000
2021-12-31,3992.96900,1875.23900,2117.72900,630.36410,731.71010,1362.07400,755.65630,320.84310,1076.49900,155.69300,920.80600,920.80600,,925.30910,891.05630,755.65630,665.17300,673.49600,1.41000,1.39000
2021-09-30,3443.95000,1610.94800,1833.00200,583.73500,663.36500,1247.10000,585.90190,55.23200,641.13400,125.34500,515.78890,515.78900,,493.80400,711.42990,585.90190,665.17840,672.34540,0.74000,0.73000
2021-06-30,3178.84000,1445.79000,1733.05000,527.65500,623.33600,1150.99100,582.05910,128.77700,710.83600,172.41700,538.41900,538.41900,,548.54700,710.03310,582.05910,669.50140,677.19060,0.82000,0.81000
2021-03-31,3131.53800,1444.57600,1686.96200,467.07600,567.30600,1034.38200,652.58010,230.70100,883.28100,194.36000,688.92100,688.92100,,677.54600,777.71110,652.58010,669.92760,679.99620,1.01000,1.00000
2020-12-31,3558.36500,1750.28900,1808.07600,534.92000,691.58900,1226.50900,581.56670,-207.35800,374.20800,112.23400,261.97410,261.97400,,263.32400,743.98360,581.56620,661.09000,669.95200,0.38400,0.37600
2020-09-30,2748.05900,1292.03200,1456.02700,410.78300,622.51600,1033.29900,422.72800,39.17900,461.90700,50.47400,411.43300,411.43300,,441.59200,566.29200,422.72800,676.81000,686.25500,0.65000,0.64000
2020-06-30,2573.89200,1187.90000,1385.99200,340.87400,454.91400,795.78800,590.20410,218.80600,809.01000,150.66400,658.34600,658.34600,,642.28500,716.69610,590.20410,648.41000,656.22000,0.99000,0.97800
