,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-10-31,2575.00000,1741.00000,834.00000,21.00000,359.00000,-18.00000,398.00000,436.00000,-46.00000,390.00000,93.00000,297.00000,297.00000,,297.00000,527.00000,436.00000,299.00000,301.00000,0.99000,0.99000
2022-07-31,1987.00000,1416.00000,571.00000,23.00000,342.00000,-31.00000,401.00000,170.00000,-45.00000,125.00000,29.00000,96.00000,96.00000,,96.00000,256.00000,170.00000,301.00000,302.00000,0.33000,0.33000
2022-04-30,2130.00000,1465.00000,665.00000,22.00000,339.00000,-10.00000,371.00000,294.00000,-50.00000,244.00000,56.00000,188.00000,188.00000,,188.00000,379.00000,294.00000,301.00000,302.00000,0.62000,0.62000
2022-01-31,2209.00000,1540.00000,669.00000,21.00000,344.00000,19.00000,346.00000,323.00000,-46.00000,277.00000,65.00000,212.00000,212.00000,,212.00000,406.00000,323.00000,302.00000,303.00000,0.70000,0.70000
2021-10-31,2236.00000,1514.00000,722.00000,21.00000,326.00000,1.00000,346.00000,376.00000,-47.00000,329.00000,68.00000,261.00000,261.00000,,261.00000,459.00000,376.00000,302.00000,303.00000,0.86000,0.86000
2021-07-31,1873.00000,1286.00000,587.00000,23.00000,321.00000,168.00000,176.00000,411.00000,-47.00000,364.00000,76.00000,288.00000,288.00000,,288.00000,495.00000,411.00000,303.00000,305.00000,0.95000,0.95000
2021-04-30,1984.00000,1356.00000,628.00000,22.00000,355.00000,23.00000,356.00000,272.00000,-53.00000,219.00000,53.00000,166.00000,166.00000,-6.00000,160.00000,351.00000,272.00000,303.00000,305.00000,0.53000,0.52000
2021-01-31,2279.00000,1496.00000,783.00000,19.00000,390.00000,45.00000,382.00000,401.00000,-54.00000,347.00000,102.00000,245.00000,245.00000,,245.00000,479.00000,401.00000,303.00000,305.00000,0.81000,0.80000
2020-10-31,2340.00000,1527.00000,813.00000,20.00000,349.00000,18.00000,352.00000,461.00000,-55.00000,406.00000,97.00000,309.00000,309.00000,,309.00000,537.00000,461.00000,302.00000,304.00000,1.02000,1.02000
2020-07-31,2108.00000,1361.00000,747.00000,24.00000,451.00000,-106.00000,580.00000,167.00000,-60.00000,107.00000,21.00000,86.00000,86.00000,,86.00000,254.00000,167.00000,302.00000,304.00000,0.28000,0.29000
