,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2020-03-31,12057.00000,3312.00000,8745.00000,2209.00000,2555.00000,4764.00000,3981.00000,-143.00000,3838.00000,619.00000,3219.00000,3219.00000,,3219.00000,4802.00000,3981.00000,2533.00000,2547.00000,1.27000,1.26000
2019-12-31,4148.00000,1573.00000,2575.00000,2400.00000,1729.00000,4129.00000,-1554.00000,52.00000,-1502.00000,305.00000,-1807.00000,-1807.00000,,2357.00000,-960.00000,-1554.00000,2565.00000,2580.00000,0.93000,0.92000
2019-09-30,12397.00000,3990.00000,8407.00000,3204.00000,2589.00000,5793.00000,2614.00000,-267.00000,2347.00000,440.00000,1907.00000,1907.00000,,1901.00000,3459.00000,2614.00000,2558.00000,2572.00000,0.74000,0.74000
2019-06-30,11760.00000,3401.00000,8359.00000,2189.00000,2712.00000,4901.00000,3458.00000,-199.00000,3259.00000,615.00000,2644.00000,2644.00000,,2670.00000,4431.00000,3458.00000,2574.00000,2588.00000,1.04000,1.03000
2019-03-31,10816.00000,3052.00000,7764.00000,1931.00000,2425.00000,4356.00000,3408.00000,-341.00000,3067.00000,205.00000,2862.00000,2862.00000,,2915.00000,4306.00000,3408.00000,2585.00000,2603.00000,1.13000,1.12000
2018-12-31,10998.00000,3289.00000,7709.00000,2214.00000,2643.00000,4857.00000,2852.00000,-247.00000,2605.00000,827.00000,1778.00000,1778.00000,,1827.00000,3850.00000,2852.00000,2664.00000,2679.00000,0.70000,0.69000
2018-09-30,10794.00000,3619.00000,7175.00000,2068.00000,2443.00000,4511.00000,2664.00000,1.00000,2665.00000,707.00000,1958.00000,1958.00000,,1950.00000,3758.00000,2664.00000,2662.00000,2678.00000,0.73000,0.73000
2018-06-30,10465.00000,3417.00000,7048.00000,2274.00000,2508.00000,4782.00000,2266.00000,-180.00000,2086.00000,370.00000,1716.00000,1716.00000,,1707.00000,3556.00000,2266.00000,2683.00000,2696.00000,0.64000,0.63000
2018-03-31,10037.00000,3184.00000,6853.00000,3196.00000,2508.00000,5704.00000,1149.00000,196.00000,1345.00000,604.00000,741.00000,741.00000,,736.00000,2286.00000,1149.00000,2695.00000,2710.00000,0.27000,0.27000
2017-12-31,10433.00000,3440.00000,6993.00000,2314.00000,2643.00000,4957.00000,2036.00000,-157.00000,1879.00000,2917.00000,-1038.00000,-1038.00000,,-1047.00000,3203.00000,2036.00000,2730.00000,2748.00000,-0.37000,-0.38000
2017-09-30,10325.00000,3307.00000,7018.00000,4413.00000,2459.00000,6872.00000,146.00000,54.00000,200.00000,251.00000,-51.00000,-51.00000,,-56.00000,1300.00000,146.00000,2727.00000,2727.00000,-0.02000,-0.02000
2017-06-30,9930.00000,3116.00000,6814.00000,1782.00000,2500.00000,4282.00000,2532.00000,-93.00000,2439.00000,488.00000,1951.00000,1951.00000,,1946.00000,3694.00000,2532.00000,2734.00000,2752.00000,0.71000,0.71000
2017-03-31,9434.00000,3049.00000,6385.00000,1830.00000,2472.00000,4302.00000,2083.00000,-80.00000,2003.00000,447.00000,1556.00000,1556.00000,,1551.00000,3276.00000,2083.00000,2745.00000,2766.00000,0.56000,0.56000
2016-12-31,10115.00000,3471.00000,6644.00000,4787.00000,2848.00000,7635.00000,-991.00000,-365.00000,-1356.00000,-770.00000,-586.00000,-586.00000,,-594.00000,194.00000,-991.00000,2766.00000,2787.00000,-0.22000,-0.20000
2016-09-30,10536.00000,3409.00000,7127.00000,1664.00000,2393.00000,4057.00000,3070.00000,-183.00000,2887.00000,699.00000,2188.00000,2188.00000,,2184.00000,4245.00000,3070.00000,2765.00000,2786.00000,0.79000,0.78000
2016-06-30,9844.00000,3578.00000,6266.00000,2151.00000,2458.00000,4609.00000,1657.00000,-153.00000,1504.00000,295.00000,1209.00000,1209.00000,,1205.00000,3207.00000,1657.00000,2768.00000,2789.00000,0.44000,0.43000
2016-03-31,9312.00000,3572.00000,5740.00000,1659.00000,2318.00000,3977.00000,1763.00000,-139.00000,1624.00000,494.00000,1130.00000,1130.00000,,1125.00000,3324.00000,1763.00000,2774.00000,2795.00000,0.41000,0.40000
2015-12-31,10215.00000,3850.00000,6365.00000,1797.00000,2616.00000,4413.00000,1952.00000,-1136.00000,816.00000,-166.00000,982.00000,982.00000,,976.00000,3512.00000,1952.00000,2816.00000,2841.00000,0.35000,0.35000
2015-09-30,10073.00000,3761.00000,6312.00000,1500.00000,2472.00000,3972.00000,2340.00000,57.00000,2397.00000,566.00000,1831.00000,1831.00000,,1826.00000,3910.00000,2340.00000,2814.00000,2836.00000,0.65000,0.64000
2015-06-30,9785.00000,3754.00000,6031.00000,1670.00000,2624.00000,4294.00000,1737.00000,-930.00000,807.00000,119.00000,688.00000,688.00000,,687.00000,3345.00000,1737.00000,2826.00000,2850.00000,0.24000,0.24000
2015-03-31,9425.00000,3569.00000,5856.00000,1737.00000,2601.00000,4338.00000,1518.00000,-137.00000,1381.00000,423.00000,958.00000,958.00000,,953.00000,3155.00000,1518.00000,2835.00000,2865.00000,0.34000,0.33000
2014-12-31,10482.00000,3749.00000,6733.00000,2283.00000,2924.00000,5207.00000,1526.00000,10285.00000,11811.00000,4483.00000,7328.00000,7328.00000,,7316.00000,3099.00000,1526.00000,2894.00000,2928.00000,2.54000,2.51000
2014-09-30,10557.00000,4223.00000,6334.00000,1659.00000,2975.00000,4634.00000,1700.00000,-210.00000,1490.00000,648.00000,842.00000,842.00000,,895.00000,3311.00000,1700.00000,2879.00000,2911.00000,0.31000,0.31000
2014-06-30,10934.00000,4893.00000,6041.00000,1664.00000,2973.00000,4637.00000,1404.00000,487.00000,1891.00000,-142.00000,2033.00000,2033.00000,,2004.00000,3157.00000,1404.00000,2917.00000,2949.00000,0.69000,0.68000
2014-03-31,10264.00000,3903.00000,6361.00000,1574.00000,2734.00000,4308.00000,2053.00000,38.00000,2091.00000,360.00000,1731.00000,1731.00000,,1705.00000,3807.00000,2053.00000,2934.00000,2971.00000,0.58000,0.57000
2013-12-31,11320.00000,4607.00000,6713.00000,1835.00000,2981.00000,4816.00000,1897.00000,-672.00000,1225.00000,409.00000,816.00000,816.00000,,781.00000,3851.00000,1897.00000,2963.00000,2996.00000,0.28000,0.27000
2013-09-30,11032.00000,4104.00000,6928.00000,1660.00000,2803.00000,4463.00000,2465.00000,-940.00000,1525.00000,375.00000,1150.00000,1150.00000,,1124.00000,4170.00000,2465.00000,2927.00000,2960.00000,0.38000,0.38000
2013-06-30,11010.00000,4284.00000,6726.00000,2101.00000,3140.00000,5241.00000,1485.00000,-240.00000,1245.00000,310.00000,935.00000,935.00000,,906.00000,3140.00000,1485.00000,2977.00000,3010.00000,0.30000,0.30000
2013-03-31,10671.00000,3959.00000,6712.00000,1907.00000,2987.00000,4894.00000,1818.00000,-268.00000,1550.00000,-66.00000,1616.00000,1616.00000,,1593.00000,3492.00000,1818.00000,3022.00000,3053.00000,0.53000,0.52000
2012-12-31,11737.00000,4160.00000,7577.00000,2223.00000,3390.00000,5613.00000,1964.00000,-630.00000,1334.00000,385.00000,949.00000,949.00000,,908.00000,3625.00000,1964.00000,3041.00000,3076.00000,0.30000,0.30000
2012-09-30,11488.00000,4137.00000,7351.00000,1918.00000,3063.00000,4981.00000,2370.00000,-152.00000,2218.00000,455.00000,1763.00000,1763.00000,,1729.00000,4093.00000,2370.00000,3045.00000,3079.00000,0.57000,0.56000
2012-06-30,12311.00000,4112.00000,8199.00000,2165.00000,3249.00000,5414.00000,2785.00000,-105.00000,2680.00000,860.00000,1820.00000,1820.00000,,1792.00000,4589.00000,2785.00000,3041.00000,3072.00000,0.59000,0.58000
2012-03-31,11731.00000,4037.00000,7694.00000,1862.00000,3074.00000,4936.00000,2758.00000,-251.00000,2507.00000,740.00000,1767.00000,1767.00000,,1736.00000,4548.00000,2758.00000,3043.00000,3074.00000,0.57000,0.56000
2011-12-31,12294.00000,4176.00000,8118.00000,2419.00000,3704.00000,6123.00000,1995.00000,-414.00000,1581.00000,38.00000,1543.00000,1543.00000,,1505.00000,3856.00000,1995.00000,3071.00000,3094.00000,0.50000,0.48000
2011-09-30,12022.00000,4352.00000,7670.00000,1954.00000,3340.00000,5294.00000,2376.00000,-24.00000,2352.00000,628.00000,1724.00000,1724.00000,,1689.00000,4279.00000,2376.00000,3070.00000,3091.00000,0.55000,0.55000
2011-06-30,12151.00000,4284.00000,7867.00000,1936.00000,3525.00000,5461.00000,2406.00000,-734.00000,1672.00000,-382.00000,2054.00000,2054.00000,,2020.00000,4238.00000,2406.00000,3086.00000,3110.00000,0.65000,0.65000
2011-03-31,11580.00000,4059.00000,7521.00000,2158.00000,3164.00000,5322.00000,2199.00000,-470.00000,1729.00000,658.00000,1071.00000,1071.00000,,1043.00000,4030.00000,2199.00000,3084.00000,3104.00000,0.34000,0.34000
2010-12-31,12094.00000,4440.00000,7654.00000,4559.00000,3536.00000,8095.00000,-441.00000,-261.00000,-702.00000,-202.00000,-500.00000,-500.00000,,-534.00000,1425.00000,-441.00000,3095.00000,3120.00000,-0.17000,-0.16000
2010-09-30,11125.00000,4191.00000,6934.00000,2322.00000,3192.00000,5514.00000,1420.00000,-922.00000,498.00000,126.00000,372.00000,372.00000,,342.00000,3300.00000,1420.00000,3078.00000,3102.00000,0.11000,0.11000
2010-06-30,11346.00000,4549.00000,6797.00000,2179.00000,3175.00000,5354.00000,1443.00000,-202.00000,1241.00000,461.00000,780.00000,780.00000,,752.00000,3391.00000,1443.00000,3105.00000,3125.00000,0.24000,0.24000
2010-03-31,11422.00000,5216.00000,6206.00000,2051.00000,3222.00000,5273.00000,933.00000,-317.00000,616.00000,286.00000,330.00000,330.00000,,299.00000,2620.00000,933.00000,3114.00000,3141.00000,0.10000,0.09000
2009-12-31,10093.20000,4901.00000,5192.20000,1971.50000,3455.10000,5426.60000,-234.39940,6697.29900,6462.90000,-59.70000,6522.60100,6522.60100,,6447.40000,1015.30100,-234.40040,2268.00000,2273.00000,2.64000,2.63000
2009-09-30,6049.70000,1430.30000,4619.40000,1254.00000,1725.50000,2979.50000,1639.90000,3436.90000,5076.80000,1621.50000,3455.30000,3455.30000,,3424.30000,2033.60000,1639.90000,2109.10000,2113.70000,1.62000,1.61000
2009-06-30,5899.90000,1353.90000,4546.00000,1395.30000,1729.50000,3124.80000,1421.20000,546.10000,1967.30000,379.00000,1588.30000,1588.30000,,1556.30000,1910.50000,1421.20000,2108.70000,2110.00000,0.74000,0.74000
2009-03-31,5385.20000,1333.80000,4051.40000,1224.20000,1632.90000,2857.10000,1194.30000,588.70000,1783.00000,327.20000,1455.80000,1455.80000,,1425.00000,1637.60000,1194.30000,2107.90000,2109.20000,0.67000,0.67000
