,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2012-09-30,5833.00000,5266.00000,567.00000,51.00000,234.00000,653.00000,-86.00000,-122.00000,-208.00000,-33.00000,-175.00000,-175.00000,,-144.00000,280.00000,-86.00000,355.63110,355.63110,-0.39000,-0.39000
2012-06-30,5963.00000,5154.00000,809.00000,47.00000,245.00000,670.00000,139.00000,-145.00000,-6.00000,13.00000,-19.00000,-19.00000,,-2.00000,503.00000,139.00000,355.63110,355.63110,0.00000,0.00000
2012-03-31,6006.00000,5098.00000,908.00000,43.00000,241.00000,663.00000,245.00000,-107.00000,138.00000,39.00000,99.00000,99.00000,,93.00000,614.00000,245.00000,355.29780,387.96120,0.27000,0.27000
2011-12-31,5989.00000,5228.00000,761.00000,48.00000,268.00000,915.00000,-154.00000,-85.00000,-239.00000,-74.00000,-165.00000,-165.00000,2.00000,-190.00000,214.00000,-154.00000,353.63130,386.96130,-0.54010,-0.45000
2011-09-30,6419.00000,5290.00000,1129.00000,47.00000,261.00000,693.00000,436.00000,-156.00000,280.00000,55.00000,225.00000,225.00000,0.00000,171.00000,813.00000,436.00000,354.63120,387.96120,0.48000,0.45000
2011-06-30,6585.00000,5247.00000,1338.00000,46.00000,253.00000,708.00000,630.00000,-113.00000,517.00000,136.00000,381.00000,381.00000,-4.00000,322.00000,1005.00000,630.00000,354.63120,388.29450,0.90010,0.84010
2011-03-31,5958.00000,4715.00000,1243.00000,43.00000,245.00000,655.00000,588.00000,-83.00000,505.00000,138.00000,367.00000,367.00000,-1.00000,308.00000,949.00000,588.00000,350.63160,384.29490,0.87010,0.81010
2010-12-31,5652.00000,4538.00000,1114.00000,50.00000,282.00000,691.00000,423.00000,-75.00000,348.00000,56.00000,292.00000,292.00000,,263.00000,794.00000,423.00000,339.29940,341.63250,0.78010,0.75010
2010-09-30,5287.00000,4413.00000,874.00000,40.00000,232.00000,632.00000,242.00000,-182.00000,60.00000,-49.00000,109.00000,109.00000,0.00000,61.00000,600.00000,242.00000,340.29930,342.29910,0.18000,0.18000
2010-06-30,5187.00000,4210.00000,977.00000,45.00000,208.00000,646.00000,331.00000,-103.00000,228.00000,57.00000,171.00000,171.00000,-1.00000,136.00000,695.00000,331.00000,340.29930,372.29610,0.39000,0.39000
2010-03-31,4887.00000,4013.00000,874.00000,39.00000,239.00000,823.00000,51.00000,-139.00000,-88.00000,84.00000,-172.00000,-172.00000,-7.00000,-201.00000,409.00000,51.00000,335.63310,335.63310,-0.60010,-0.60010
2009-12-31,5433.00000,4905.00000,528.00000,51.00000,291.00000,780.00000,-252.00000,-142.00000,-394.00000,-137.00000,-257.00000,-257.00000,-11.00000,-277.00000,117.00000,-252.00000,311.63550,311.63550,-0.69010,-0.69010
2009-09-30,4615.00000,3888.00000,727.00000,39.00000,234.00000,632.00000,95.00000,3.00000,98.00000,-22.00000,120.00000,120.00000,4.00000,77.00000,437.00000,95.00000,324.63420,325.96740,0.24000,0.24000
2009-06-30,4244.00000,3966.00000,278.00000,38.00000,240.00000,677.00000,-399.00000,-26.00000,-425.00000,-108.00000,-317.00000,-317.00000,-142.00000,-454.00000,-82.00000,-399.00000,324.63420,324.63420,-1.41010,-1.41010
2009-03-31,4147.00000,4143.00000,4.00000,41.00000,244.00000,637.00000,-633.00000,-144.00000,-777.00000,-307.00000,-470.00000,-470.00000,-17.00000,-497.00000,-350.00000,-633.00000,272.30610,272.30610,-1.83020,-1.83020
