,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,3027.00000,,3027.00000,56.00000,1973.00000,-91.00000,,907.00000,-255.00000,652.00000,143.00000,509.00000,509.00000,507.00000,936.00000,907.00000,214.70000,220.40000,2.36000,2.30000
2022-09-30,2794.00000,,2794.00000,59.00000,2006.00000,-127.00000,,602.00000,14.00000,616.00000,177.00000,439.00000,439.00000,437.00000,625.00000,602.00000,209.90000,215.30000,2.03000,1.98000
2022-06-30,2718.00000,,2718.00000,58.00000,2066.00000,-123.00000,,471.00000,-56.00000,415.00000,114.00000,301.00000,301.00000,299.00000,523.00000,471.00000,210.70000,215.70000,1.41000,1.38000
2022-03-31,2673.00000,,2673.00000,34.00000,2063.00000,-111.00000,,465.00000,-32.00000,433.00000,110.00000,323.00000,323.00000,323.00000,509.00000,465.00000,207.70000,213.00000,1.56000,1.52000
2021-12-31,2818.00000,,2818.00000,35.00000,2083.00000,-116.00000,,584.00000,-26.00000,558.00000,112.00000,446.00000,446.00000,446.00000,633.00000,584.00000,206.30000,212.40000,2.16000,2.10000
2021-09-30,2695.00000,,2695.00000,36.00000,1987.00000,-109.00000,,563.00000,-3.00000,560.00000,131.00000,429.00000,429.00000,430.00000,603.00000,563.00000,205.70000,211.20000,2.08000,2.02000
2021-06-30,2471.00000,,2471.00000,31.00000,1858.00000,-216.00000,,366.00000,19.00000,385.00000,78.00000,307.00000,307.00000,307.00000,397.00000,366.00000,205.80000,211.70000,1.49000,1.45000
2021-03-31,2372.00000,,2372.00000,21.00000,1836.00000,-100.00000,,415.00000,32.00000,447.00000,92.00000,355.00000,355.00000,355.00000,462.00000,415.00000,206.70000,211.80000,1.72000,1.68000
2020-12-31,2222.00000,,2222.00000,23.00000,1686.00000,-98.00000,,415.00000,-16.00000,399.00000,87.00000,312.00000,312.00000,311.00000,446.00000,415.00000,205.20000,209.60000,1.52000,1.48000
2020-09-30,2079.00000,,2079.00000,28.00000,1595.00000,-109.00000,,347.00000,-91.00000,256.00000,47.00000,209.00000,209.00000,210.00000,382.00000,347.00000,206.40000,210.30000,1.02670,1.00000
2020-06-30,1834.00000,,1834.00000,21.00000,1456.00000,-78.00000,,279.00000,-81.00000,198.00000,26.00000,172.00000,172.00000,172.00000,319.00000,279.00000,205.65000,209.10000,0.83330,0.82000
2020-03-31,2068.00000,,2068.00000,41.00000,1600.00000,-79.00000,,348.00000,-109.00000,239.00000,70.00000,169.00000,169.00000,169.00000,411.00000,348.00000,207.60000,211.65000,0.81330,0.80000
2019-12-31,2009.00000,,2009.00000,44.00000,1523.00000,-85.00000,,357.00000,2.00000,359.00000,91.00000,268.00000,268.00000,267.00000,395.00000,357.00000,207.45000,212.25000,1.28670,1.26000
2019-09-30,1877.00000,,1877.00000,53.00000,1498.00000,-112.00000,,214.00000,140.00000,354.00000,89.00000,265.00000,265.00000,264.00000,245.00000,214.00000,211.50000,216.00000,1.26670,1.24670
2019-06-30,2000.00000,,2000.00000,57.00000,1446.00000,-87.00000,,410.00000,-68.00000,342.00000,83.00000,259.00000,259.00000,258.00000,445.00000,410.00000,210.60000,215.40000,1.22670,1.20000
2019-03-31,1859.00000,,1859.00000,41.00000,1389.00000,-77.00000,,352.00000,-5.00000,347.00000,86.00000,261.00000,261.00000,261.00000,383.00000,352.00000,211.20000,215.85000,1.23330,1.20670
2018-12-31,2004.00000,,2004.00000,43.00000,1430.00000,-95.00000,,436.00000,-104.00000,332.00000,83.00000,249.00000,249.00000,249.00000,465.00000,436.00000,216.30000,220.95000,1.15330,1.12670
2018-09-30,1962.00000,,1962.00000,47.00000,1407.00000,-89.00000,,423.00000,-73.00000,350.00000,87.00000,263.00000,263.00000,262.00000,468.00000,423.00000,217.95000,223.20000,1.20670,1.18000
2018-06-30,1891.00000,,1891.00000,57.00000,1366.00000,-91.00000,,377.00000,-59.00000,318.00000,86.00000,232.00000,232.00000,232.00000,420.00000,377.00000,218.40000,224.10000,1.06000,1.03330
2018-03-31,1857.00000,,1857.00000,43.00000,1355.00000,-74.00000,,385.00000,-53.00000,332.00000,89.00000,243.00000,243.00000,243.00000,394.00000,385.00000,218.10000,223.50000,1.11330,1.08670
2017-12-31,1766.00000,,1766.00000,34.00000,1295.00000,-81.00000,,352.00000,-41.00000,311.00000,192.00000,119.00000,119.00000,119.00000,375.00000,352.00000,216.75000,222.45000,0.54670,0.53330
2017-09-30,1732.81100,,1732.81100,38.81400,1225.33300,-90.84100,,304.82310,-25.58200,279.24100,84.84000,194.40100,194.40100,192.91500,307.14210,304.82300,214.95000,219.90000,0.90000,0.88000
