,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,5066.82100,4298.64700,768.17380,604.14000,604.14000,164.03370,-42.47600,121.55800,25.36500,96.19300,96.19300,96.19300,,164.03370,119.21200,120.47200,0.81000,0.80000
2022-09-30,6015.37600,5128.18200,887.19380,599.58500,599.58500,287.60890,-15.97200,271.63700,45.83900,225.79800,225.79800,225.79800,310.58390,287.60890,124.98000,127.19000,1.81000,1.78000
2022-06-30,6798.47500,5766.86200,1031.61300,561.94800,561.94800,469.66550,-27.39500,442.27000,94.08500,348.18500,348.18500,348.18500,492.92750,469.66550,128.40500,130.33800,2.71000,2.67000
2022-03-31,6815.95300,5909.75700,906.19630,560.72200,560.72200,345.47410,-14.17400,331.30000,60.95200,270.34800,270.34800,270.34800,367.96010,345.47410,130.49900,132.15500,2.07000,2.05000
2021-12-31,6501.84800,5645.50700,856.34030,568.93480,568.93600,287.40480,-18.39800,269.00800,38.91000,230.09800,230.09800,230.09800,310.04280,287.40630,132.48200,133.83400,1.76000,1.74000
2021-09-30,6263.69500,5419.50300,844.19190,533.42300,533.42300,310.76900,-16.66200,294.10700,47.05400,247.05300,247.05300,247.05300,333.17500,310.76900,131.84500,133.43600,1.87000,1.85000
2021-06-30,5532.72600,4783.55000,749.17630,488.57200,488.57200,260.60450,-13.49700,247.10700,53.31800,193.78900,193.78900,193.78900,283.54150,260.60450,133.27500,134.85600,1.45000,1.44000
2021-03-31,4803.86900,4101.48900,702.38040,479.05100,479.05100,223.32960,-11.26000,212.06900,38.76400,173.30500,173.30500,173.30500,246.60760,223.32960,134.50800,135.74500,1.29000,1.28000
2020-12-31,4549.45300,3908.87300,640.57980,433.77580,433.77700,206.80270,-12.03300,194.76900,46.96200,147.80700,147.80700,147.80700,231.46270,206.80270,135.53200,136.17300,1.08000,1.09000
2020-09-30,4224.80000,3635.52700,589.27270,421.03400,421.03400,168.23880,-7.46500,160.77400,24.24500,136.52900,136.52900,136.52900,195.15480,168.23880,135.67100,137.12800,1.01000,1.00000
2020-06-30,3627.84600,3013.39300,614.45290,425.66600,425.66600,188.78690,-10.21100,178.57600,34.63700,143.93900,143.93900,143.93900,214.54490,188.78690,135.01000,135.61000,1.07000,1.06000
