,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,2280.00000,355.00000,1925.00000,6.00000,174.00000,,630.00000,1295.00000,-7.00000,1288.00000,256.00000,1032.00000,1032.00000,1032.00000,,1295.00000,781.00000,,1.32000,0.00000
2022-09-30,2520.00000,373.00000,2147.00000,10.00000,209.00000,,641.00000,1506.00000,9.00000,1515.00000,319.00000,1196.00000,1196.00000,1196.00000,1912.00000,1506.00000,792.00000,797.00000,1.51000,1.50000
2022-06-30,2572.00000,354.00000,2218.00000,7.00000,185.00000,-3.00000,609.00000,1609.00000,-21.00000,1588.00000,359.00000,1229.00000,1229.00000,1228.00000,2014.00000,1609.00000,803.00000,808.00000,1.53000,1.52000
2022-03-31,1679.00000,333.00000,1346.00000,6.00000,183.00000,2.00000,547.00000,799.00000,-21.00000,778.00000,170.00000,608.00000,608.00000,608.00000,1149.00000,799.00000,810.00000,814.00000,0.75000,0.74000
2021-12-31,2225.00000,346.00000,1879.00000,9.00000,220.00000,,641.00000,1238.00000,-24.00000,1214.00000,276.00000,938.00000,938.00000,935.00000,1636.00000,1238.00000,503.00000,504.00000,1.74000,1.74000
2021-09-30,440.00000,170.00000,270.00000,4.00000,72.00000,,173.00000,97.00000,-13.00000,84.00000,20.00000,64.00000,64.00000,64.00000,195.00000,97.00000,400.00000,403.00000,0.16000,0.16000
2021-06-30,324.00000,149.00000,175.00000,2.00000,27.00000,,121.00000,54.00000,-13.00000,41.00000,11.00000,30.00000,30.00000,30.00000,146.00000,54.00000,400.00000,403.00000,0.08000,0.08000
2021-03-31,460.00000,154.00000,306.00000,3.00000,34.00000,,131.00000,175.00000,-12.00000,163.00000,37.00000,126.00000,126.00000,126.00000,270.00000,175.00000,399.00000,402.00000,0.32000,0.31000
2020-12-31,456.15400,163.57300,292.58100,4.33100,28.43800,,129.16500,163.41600,-10.68600,152.73000,21.05300,131.67700,131.67700,131.67700,260.77600,163.41600,399.00000,401.00000,0.32000,0.33000
2020-09-30,291.04100,167.17900,123.86200,3.90000,27.87700,0.03100,131.39500,-7.53300,-14.44600,-21.97900,-7.01800,-14.96100,-14.96100,-14.96100,92.84900,-7.53300,398.58000,398.58000,-0.04000,-0.04000
2020-06-30,332.34800,152.67200,179.67600,4.57900,26.51800,-0.24100,125.96000,53.71600,-14.59100,39.12500,8.75100,30.37400,30.37400,30.37400,149.08900,53.71600,398.57600,401.27900,0.08000,0.08000
2020-03-31,386.45700,160.57600,225.88100,2.19000,37.16700,0.01200,139.48000,86.40100,-14.27700,72.12400,18.21400,53.91000,53.91000,53.91000,187.28600,86.40100,398.34300,399.89700,0.14000,0.13000
2019-12-31,461.09090,171.68900,289.40190,4.97100,25.53600,70.27000,66.94300,222.45900,-15.26800,207.19090,60.32100,146.87000,146.87000,146.87000,329.94600,222.45900,416.00000,418.00000,0.37000,0.36000
2019-09-30,429.11100,164.86200,264.24900,4.48100,22.99800,3.89600,134.47200,129.77700,-13.69700,116.08000,25.72200,90.35800,90.35800,90.35800,241.42100,129.77700,412.45600,414.46200,0.22000,0.22000
2019-06-30,534.11700,159.78200,374.33500,4.50400,26.52900,3.65000,123.53000,250.80500,-14.71000,236.09500,55.08600,181.00900,181.00900,181.00900,348.32700,250.80500,422.14100,424.34900,0.43000,0.43000
2019-03-31,641.68100,155.66700,486.01400,6.04400,36.93700,2.18400,133.05500,352.95900,-12.32500,340.63400,77.87100,262.76300,262.76300,262.76300,446.30600,352.95900,423.11600,425.18900,0.62000,0.62000
2018-12-31,716.30100,163.53300,552.76790,45.65400,37.83700,0.66900,212.09090,340.67710,-15.74000,324.93700,49.89300,275.04410,275.04410,275.04400,471.05610,340.67720,445.53800,447.56800,0.62000,0.62000
2018-09-30,545.17300,239.96900,305.20400,10.04900,23.57600,25.64400,129.15300,176.05100,-14.30600,161.74500,39.40800,122.33700,122.33700,122.33700,298.35400,176.05100,440.77200,443.11000,0.28000,0.28000
2018-06-30,453.44700,209.92800,243.51900,54.50000,26.62000,0.54000,165.49000,78.02900,-23.44600,54.58300,12.15200,42.43100,42.43100,42.43100,164.13400,78.02900,451.05500,453.11400,0.09000,0.09000
2018-03-31,473.22700,137.14500,336.08200,3.61700,31.25000,-42.04300,159.03800,177.04400,-20.17200,156.87200,39.64100,117.23100,117.23100,117.23100,260.36700,177.04400,459.71500,461.54900,0.26000,0.25000
2017-12-31,400.50290,148.64500,251.85790,4.90300,33.81000,-508.82300,690.66420,-438.80630,-20.42800,-459.23400,-414.79300,-44.44100,-44.44100,-44.44100,-294.48330,-438.80620,463.73500,465.55100,-0.10000,-0.10000
2017-09-30,385.41600,146.97000,238.44600,6.46600,32.43800,-13.28900,198.46000,39.98600,-15.24800,24.73800,7.15100,17.58700,17.58700,17.58700,187.44800,39.98600,462.49800,464.78000,0.04000,0.04000
2017-06-30,460.45700,151.22500,309.23200,3.95900,32.26700,-71.24400,251.79200,57.44000,-20.30400,37.13600,15.60900,21.52700,21.52700,21.52700,202.95700,57.44000,464.76800,466.74500,0.05000,0.05000
2017-03-31,517.84300,152.16100,365.68200,6.19800,32.75800,-1.50600,175.56210,190.12000,-21.19500,168.92500,63.20500,105.72000,105.72000,105.72000,326.40900,190.12000,465.34800,466.88800,0.23000,0.23000
2016-12-31,316.49110,140.47600,176.01510,14.55300,23.92600,-439.39300,619.09000,-443.07500,-20.91700,-463.99200,-171.23200,-292.76000,-292.76000,-292.76000,-300.66200,-443.07500,456.84700,456.84700,-0.63000,-0.63000
2016-09-30,310.42900,133.23600,177.19300,2.98800,28.14500,-2.97200,173.59500,3.59800,-21.88500,-18.28700,-8.02700,-10.26000,-10.26000,-10.26000,144.28400,3.59800,465.14900,465.14900,-0.02000,-0.02000
2016-06-30,246.81600,136.05800,110.75800,3.73800,28.91800,-0.95100,181.14000,-70.38200,-26.97400,-97.35600,-34.44600,-62.91000,-62.91000,-62.91000,78.65200,-70.38200,465.06800,465.06800,-0.14000,-0.14000
2016-03-31,281.94100,138.25300,143.68800,6.38300,33.86700,3.36300,198.77390,-55.08590,-24.87800,-79.96400,-28.77000,-51.19400,-51.19400,-51.19400,107.99210,-55.08590,431.84100,431.84100,-0.12000,-0.12000
2015-12-31,280.79200,142.75200,138.04000,8.50000,22.89800,-112.99000,294.26300,-156.22300,-26.11500,-182.33800,-71.21400,-111.12400,-111.12400,-111.12400,-5.28800,-156.22290,413.69600,413.69600,-0.27000,-0.27000
2015-09-30,305.29600,139.95900,165.33700,4.93000,22.50900,5.40400,166.36100,-1.02400,-24.51000,-25.53400,-10.02000,-15.51400,-15.51400,-15.51400,144.36000,-1.02400,413.84600,413.84600,-0.04000,-0.04000
2015-06-30,306.29700,137.29200,169.00500,5.29800,31.58900,1.43300,187.96700,-18.96200,-24.16800,-43.13000,-15.62200,-27.50800,-27.50800,-27.50800,134.62000,-18.96200,413.71300,413.71300,-0.07000,-0.07000
2015-03-31,464.76500,160.99100,303.77400,8.73200,33.80900,1.55900,216.47900,87.29500,-23.56600,63.72900,23.47400,40.25500,40.25500,40.25500,264.05900,87.29500,413.34400,414.77100,0.10000,0.10000
2014-12-31,618.00390,143.36100,474.64290,8.78400,31.46700,-749.92100,963.93800,-489.29500,-23.47200,-512.76700,-290.99600,-221.77100,-221.77100,-221.77100,-314.15400,-489.29500,415.84000,417.60100,-0.53000,-0.53000
2014-09-30,512.01700,129.44800,382.56900,8.81200,30.51200,1.10900,192.22800,190.34100,-17.42200,172.91900,72.13100,100.78800,100.78800,100.78800,345.48100,190.34100,416.17300,418.09300,0.24000,0.24000
2014-06-30,533.18700,126.61200,406.57500,4.67600,32.94300,-0.74000,195.92200,210.65300,-16.33400,194.31900,75.89900,118.42000,118.42000,118.42000,369.34200,210.65300,417.29100,419.09200,0.28000,0.28000
2014-03-31,509.80300,125.45900,384.34400,6.47400,34.68000,-1.28500,189.85700,194.48700,-16.55700,177.93000,70.89900,107.03100,107.03100,107.03100,343.03100,194.48700,416.90000,418.51300,0.26000,0.26000
2013-12-31,487.46300,118.20500,369.25800,5.72100,31.05900,17.28400,201.52610,167.73190,-16.72400,151.00800,73.06200,77.94600,77.94600,77.94600,350.68790,167.73190,420.18800,422.37500,0.19000,0.18000
2013-09-30,435.85000,99.63900,336.21100,3.89100,36.22900,4.69900,204.40100,131.81000,-16.07400,115.73600,45.84700,69.88900,69.88900,69.88900,301.71500,131.81000,420.98600,423.45300,0.17000,0.17000
2013-06-30,449.68000,96.33000,353.35000,4.52900,32.97200,0.56600,188.32400,165.02600,-16.99100,148.03500,58.92100,89.11400,89.11400,89.11400,317.36000,165.02600,420.69800,423.49000,0.21000,0.21000
2013-03-31,373.28500,86.10700,287.17800,4.02400,47.39100,-0.09600,200.16400,87.01400,-16.25500,70.75900,27.93500,42.82400,42.82400,42.82400,236.56400,87.01400,420.30000,422.75200,0.10000,0.10000
2012-12-31,369.87900,86.95200,282.92700,7.92800,36.99000,-16.35400,177.25600,105.67100,-16.71500,88.95600,48.08900,40.86700,40.86700,40.86700,222.62000,105.67100,419.07500,421.98700,0.09000,0.09000
2012-09-30,296.87400,66.95700,229.91700,9.30300,34.26500,-0.12600,154.14200,75.77500,-16.21900,59.55600,22.94800,36.60800,36.60800,36.60800,187.18900,75.77500,419.31200,422.45200,0.09000,0.09000
2012-06-30,265.65700,66.69500,198.96200,16.24400,57.72600,67.70300,120.88300,78.07900,-18.49500,59.58400,23.64700,35.93700,35.93700,35.93700,194.96500,78.07900,419.02400,422.31600,0.08500,0.08500
2012-03-31,272.13600,69.45000,202.68600,4.00100,41.13200,-0.53500,156.02500,46.66100,-16.91700,29.74400,11.42600,18.31800,18.31800,18.31800,158.08200,46.66100,418.25600,421.62600,0.04500,0.04500
2011-12-31,268.02500,65.61500,202.41000,5.35700,32.91900,26.97400,103.80100,98.60900,-17.73500,80.87400,54.51100,26.36300,26.36300,26.36300,192.17200,98.60900,416.99600,421.52200,0.06000,0.06000
2011-09-30,262.11700,55.26400,206.85300,20.19000,34.99100,3.85400,141.62000,65.23300,-18.51700,46.71600,18.23400,28.48200,28.48200,28.48200,156.59000,65.23300,417.14000,421.84000,0.07000,0.07000
2011-06-30,240.69600,48.44900,192.24700,4.59200,31.88300,34.07100,85.62900,106.61800,-18.04400,88.57400,33.89700,54.67700,54.67700,54.67700,190.97600,106.61800,417.05600,421.34800,0.13000,0.13000
2011-03-31,209.02600,55.23700,153.78900,6.30800,32.45000,-1.51700,117.39900,36.39000,-17.36700,19.02300,6.13700,12.88600,12.88600,12.88600,114.63400,36.39000,416.57600,421.28000,0.03000,0.03000
2010-12-31,222.45600,44.55100,177.90500,14.40100,36.26000,95.76900,46.39600,131.50900,-20.50200,111.00700,61.89700,49.11000,49.11000,49.11000,218.09600,131.50900,415.64600,420.78000,0.11750,0.11500
2010-09-30,224.06200,41.67900,182.38300,9.66500,29.56600,-35.52400,160.11000,22.27300,-16.75800,5.51500,1.61700,3.89800,3.89800,3.89800,113.79000,22.27300,415.82000,420.90000,0.01000,0.01000
2010-06-30,200.24100,40.90700,159.33400,10.23300,24.69400,4.38700,107.26600,52.06800,-15.76900,36.29900,14.61700,21.68200,21.68200,21.68200,129.86200,52.06800,415.66000,419.85600,0.05250,0.05250
2010-03-31,216.34500,48.04000,168.30500,8.42600,26.55100,0.75900,107.71600,60.58900,-14.91200,45.67700,16.98100,28.69600,28.69600,28.69600,135.15500,60.58900,415.17600,419.91200,0.07000,0.06750
