,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,30552.00000,20368.00000,10184.00000,2182.00000,,5654.00000,4530.00000,-861.00000,3670.00000,796.00000,2874.00000,2874.00000,3023.00000,8002.00000,4530.00000,4406.00000,4430.00000,0.72000,0.72000
2022-09-30,29849.00000,18293.00000,11556.00000,2066.00000,-8583.00000,13982.00000,-2426.00000,-1226.00000,-3652.00000,1014.00000,-4666.00000,-4666.00000,-4598.00000,907.00000,-2426.00000,4377.00000,4377.00000,-1.05000,-1.05000
2022-06-30,30016.00000,17985.00000,12031.00000,2196.00000,,5664.00000,6367.00000,-1865.00000,4502.00000,1261.00000,3241.00000,3241.00000,3396.00000,9835.00000,6367.00000,4457.00000,4482.00000,0.76000,0.76000
2022-03-31,31010.00000,19830.00000,11180.00000,2062.00000,,5610.00000,5570.00000,-805.00000,4764.00000,1288.00000,3476.00000,3476.00000,3549.00000,9118.00000,5570.00000,4512.00000,4558.00000,0.79000,0.78000
2021-12-31,30336.00000,19700.00000,10636.00000,2233.00000,,5814.00000,4822.00000,-935.00000,3886.00000,905.00000,2981.00000,2981.00000,3057.00000,8404.00000,4822.00000,4584.00000,4654.00000,0.67000,0.67000
2021-09-30,30298.00000,19376.00000,10922.00000,1995.00000,,5473.00000,5449.00000,-284.00000,5166.00000,1235.00000,3931.00000,3931.00000,4035.00000,8926.00000,5449.00000,4588.00000,4665.00000,0.88000,0.86000
2021-06-30,28546.00000,17805.00000,10741.00000,1851.00000,,5234.00000,5507.00000,123.00000,5630.00000,2000.00000,3630.00000,3630.00000,3738.00000,8890.00000,5507.00000,4601.00000,4673.00000,0.81000,0.80000
2021-03-31,27205.00000,17188.00000,10017.00000,1616.00000,,4978.00000,5039.00000,-628.00000,4411.00000,1119.00000,3292.00000,3292.00000,3329.00000,8401.00000,5039.00000,4591.00000,4665.00000,0.73000,0.71000
2020-12-31,27708.00000,18588.00000,9120.00000,1950.00000,,5202.00000,3918.00000,498.00000,4416.00000,979.00000,3437.00000,3437.00000,3380.00000,7170.00000,3918.00000,4574.00000,4624.00000,0.74000,0.73000
2020-09-30,25532.00000,16624.00000,8908.00000,1512.00000,,4832.00000,4076.00000,-1306.00000,2770.00000,739.00000,2031.00000,2031.00000,2019.00000,7396.00000,4076.00000,4577.00000,4628.00000,0.44000,0.44000
2020-06-30,23715.00000,14463.00000,9252.00000,1341.00000,,4605.00000,4647.00000,-692.00000,3955.00000,946.00000,3009.00000,3009.00000,2988.00000,7911.00000,4647.00000,4570.00000,4607.00000,0.65000,0.65000
2020-03-31,26609.00000,16555.00000,10054.00000,1938.00000,,5202.00000,4852.00000,-1928.00000,2924.00000,700.00000,2224.00000,2224.00000,2147.00000,8116.00000,4852.00000,4562.00000,4617.00000,0.47000,0.46000
2019-12-31,28398.00000,18031.00000,10367.00000,1943.00000,,5120.00000,5247.00000,-1186.00000,4061.00000,861.00000,3200.00000,3200.00000,3162.00000,8424.00000,5247.00000,4548.00000,4610.00000,0.69000,0.68000
2019-09-30,26827.00000,16406.00000,10421.00000,1901.00000,,5081.00000,5340.00000,-1277.00000,4063.00000,775.00000,3288.00000,3288.00000,3217.00000,8520.00000,5340.00000,4551.00000,4619.00000,0.71000,0.70000
2019-06-30,26858.00000,16341.00000,10517.00000,1885.00000,,5161.00000,5356.00000,-1192.00000,4164.00000,961.00000,3203.00000,3203.00000,3125.00000,8632.00000,5356.00000,4547.00000,4607.00000,0.69000,0.68000
2019-03-31,26859.00000,16469.00000,10390.00000,1888.00000,,5208.00000,5182.00000,-474.00000,4708.00000,1076.00000,3632.00000,3632.00000,3553.00000,8502.00000,5182.00000,4534.00000,4594.00000,0.78000,0.77000
2018-12-31,27846.00000,18023.00000,9823.00000,2112.00000,,5309.00000,4514.00000,-1446.00000,3068.00000,486.00000,2582.00000,2582.00000,2511.00000,7711.00000,4514.00000,4584.00000,4640.00000,0.56000,0.56000
2018-09-30,22135.00000,13155.00000,8980.00000,1667.00000,141.00000,4144.00000,4836.00000,-941.00000,3895.00000,999.00000,2896.00000,2896.00000,2886.00000,7313.00000,4836.00000,4564.00000,4619.00000,0.63000,0.62000
2018-06-30,21735.00000,12665.00000,9070.00000,1653.00000,200.00000,4056.00000,5014.00000,-729.00000,4285.00000,1077.00000,3208.00000,3208.00000,3216.00000,7417.00000,5014.00000,4598.00000,4643.00000,0.70000,0.69000
2018-03-31,22791.00000,13943.00000,8848.00000,1604.00000,,4203.00000,4645.00000,-651.00000,3994.00000,818.00000,3176.00000,3176.00000,3118.00000,7244.00000,4645.00000,4633.00000,4705.00000,0.67000,0.66000
2017-12-31,22075.00000,13712.00000,8363.00000,1625.00000,,4234.00000,4129.00000,-685.00000,3444.00000,-11607.00000,15051.00000,15051.00000,14999.00000,6738.00000,4129.00000,4708.00000,4786.00000,3.20000,3.15000
2017-09-30,21081.00000,12594.00000,8487.00000,1604.00000,442.00000,3708.00000,4779.00000,-696.00000,4083.00000,1409.00000,2674.00000,2674.00000,2642.00000,6883.00000,4779.00000,4698.00000,4777.00000,0.56000,0.55000
2017-06-30,21286.00000,12498.00000,8788.00000,1713.00000,,4220.00000,4568.00000,-659.00000,3909.00000,1367.00000,2542.00000,2542.00000,2521.00000,7075.00000,4568.00000,4728.00000,4809.00000,0.53000,0.52000
2017-03-31,20587.00000,12000.00000,8587.00000,1577.00000,,4045.00000,4542.00000,-625.00000,3917.00000,1262.00000,2655.00000,2655.00000,2573.00000,7010.00000,4542.00000,4747.00000,4832.00000,0.54000,0.53000
2016-12-31,21358.00000,12977.00000,8381.00000,1781.00000,,4145.00000,4236.00000,-527.00000,3709.00000,1309.00000,2400.00000,2400.00000,2279.00000,6600.00000,4236.00000,4819.00000,4875.00000,0.47000,0.48000
2016-09-30,21319.00000,12999.00000,8320.00000,1485.00000,,3880.00000,4440.00000,-716.00000,3724.00000,1400.00000,2324.00000,2324.00000,2237.00000,6835.00000,4440.00000,4805.00000,4861.00000,0.47000,0.46000
2016-06-30,19269.00000,11255.00000,8014.00000,1559.00000,,3948.00000,4066.00000,-708.00000,3358.00000,1278.00000,2080.00000,2080.00000,2028.00000,6455.00000,4066.00000,4839.00000,4891.00000,0.42000,0.41000
2016-03-31,18790.00000,10957.00000,7833.00000,1466.00000,,3744.00000,4089.00000,-554.00000,3535.00000,1311.00000,2224.00000,2224.00000,2134.00000,6367.00000,4089.00000,4868.00000,4925.00000,0.44000,0.43000
2015-12-31,19245.00000,11423.00000,7822.00000,1550.00000,,3820.00000,4002.00000,-784.00000,3218.00000,1162.00000,2056.00000,2056.00000,1971.00000,6272.00000,4002.00000,4972.00000,5035.00000,0.40000,0.39500
2015-09-30,18669.00000,10972.00000,7697.00000,1513.00000,,3696.00000,4001.00000,-737.00000,3264.00000,1223.00000,2041.00000,2041.00000,1996.00000,6184.00000,4001.00000,4944.00000,5004.00000,0.40500,0.40000
2015-06-30,18743.00000,10943.00000,7800.00000,1534.00000,,3695.00000,4105.00000,-617.00000,3488.00000,1313.00000,2175.00000,2175.00000,2137.00000,6266.00000,4105.00000,5000.00000,5062.00000,0.42500,0.42000
2015-03-31,17853.00000,10537.00000,7316.00000,1360.00000,,3426.00000,3890.00000,-488.00000,3402.00000,1261.00000,2141.00000,2141.00000,2059.00000,5956.00000,3890.00000,5040.00000,5112.00000,0.41000,0.40500
2014-12-31,17732.00000,10509.00000,7223.00000,1346.00000,,3436.00000,3787.00000,-677.00000,3110.00000,1114.00000,1996.00000,1996.00000,1925.00000,5877.00000,3787.00000,5166.00000,5240.00000,0.37500,0.37000
2014-09-30,16791.00000,9789.00000,7002.00000,1298.00000,,3257.00000,3745.00000,-705.00000,3040.00000,407.00000,2633.00000,2633.00000,2592.00000,5704.00000,3745.00000,5160.00000,5232.00000,0.50000,0.49500
2014-06-30,16844.00000,9796.00000,7048.00000,1244.00000,,3244.00000,3804.00000,-545.00000,3259.00000,1234.00000,2025.00000,2025.00000,1992.00000,5804.00000,3804.00000,5188.00000,5256.00000,0.38500,0.38000
2014-03-31,17408.00000,10657.00000,6751.00000,1213.00000,,3183.00000,3568.00000,-512.00000,3056.00000,1118.00000,1938.00000,1938.00000,1871.00000,5538.00000,3568.00000,5206.00000,5290.00000,0.36000,0.35500
