,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,35251.00000,15762.00000,19489.00000,8046.00000,12264.00000,7225.00000,1586.00000,8811.00000,2113.00000,6698.00000,6698.00000,6577.00000,,7225.00000,4204.00000,4207.00000,1.56000,1.56000
2022-09-30,34241.00000,14601.00000,19640.00000,7422.00000,11746.00000,7894.00000,-1374.00000,6520.00000,1496.00000,5024.00000,5024.00000,4900.00000,12218.00000,7894.00000,4202.00000,4204.00000,1.17000,1.17000
2022-06-30,33789.00000,14420.00000,19369.00000,7496.00000,11817.00000,7552.00000,-695.00000,6857.00000,1542.00000,5315.00000,5315.00000,5199.00000,11873.00000,7552.00000,4201.00000,4202.00000,1.24000,1.24000
2022-03-31,33554.00000,14350.00000,19204.00000,7172.00000,11408.00000,7796.00000,-1713.00000,6083.00000,1372.00000,4711.00000,4711.00000,4580.00000,12032.00000,7796.00000,4201.00000,4202.00000,1.09000,1.09000
2021-12-31,34067.00000,14996.00000,19071.00000,7412.00000,11463.00000,7608.00000,-1464.00000,6144.00000,1407.00000,4737.00000,4737.00000,4613.00000,11659.00000,7608.00000,4148.00000,4150.00000,1.10000,1.10000
2021-09-30,32915.00000,13528.00000,19387.00000,6521.00000,10482.00000,8905.00000,-531.00000,8374.00000,1820.00000,6554.00000,6554.00000,6407.00000,12866.00000,8905.00000,4142.00000,4144.00000,1.55000,1.55000
2021-06-30,33764.00000,14255.00000,19509.00000,7324.00000,11344.00000,8165.00000,-341.00000,7824.00000,1875.00000,5949.00000,5949.00000,5800.00000,12185.00000,8165.00000,4141.00000,4143.00000,1.40000,1.40000
2021-03-31,32867.00000,13522.00000,19345.00000,7401.00000,11575.00000,7770.00000,-692.00000,7078.00000,1700.00000,5378.00000,5378.00000,5245.00000,11944.00000,7770.00000,4141.00000,4142.00000,1.27000,1.27000
2020-12-31,34692.00000,14822.00000,19870.00000,8493.00000,12690.00000,7180.00000,-927.00000,6253.00000,1535.00000,4718.00000,4718.00000,4588.00000,11377.00000,7180.00000,4140.00000,4142.00000,1.11000,1.12000
2020-09-30,31543.00000,12334.00000,19209.00000,7339.00000,11531.00000,7678.00000,-1827.00000,5851.00000,1347.00000,4504.00000,4504.00000,4357.00000,11870.00000,7678.00000,4140.00000,4142.00000,1.05000,1.05000
2020-06-30,30447.00000,11749.00000,18698.00000,7156.00000,11337.00000,7361.00000,-1174.00000,6187.00000,1348.00000,4839.00000,4839.00000,4700.00000,11542.00000,7361.00000,4139.00000,4141.00000,1.14000,1.13000
2020-03-31,31610.00000,12296.00000,19314.00000,8585.00000,12735.00000,6579.00000,-903.00000,5676.00000,1389.00000,4287.00000,4287.00000,4156.00000,10729.00000,6579.00000,4139.00000,4141.00000,1.00000,1.00000
2019-12-31,34775.00000,15631.00000,19144.00000,8214.00000,12505.00000,6639.00000,-2927.00000,3712.00000,-1505.00000,5217.00000,5217.00000,5095.00000,10744.00000,6639.00000,4138.00000,4140.00000,1.23000,1.23000
2019-09-30,32894.00000,13384.00000,19510.00000,7216.00000,11330.00000,8180.00000,-1257.00000,6923.00000,1586.00000,5337.00000,5337.00000,5194.00000,12294.00000,8180.00000,4138.00000,4140.00000,1.26000,1.25000
2019-06-30,32071.00000,12721.00000,19350.00000,7268.00000,11500.00000,7850.00000,-2540.00000,5310.00000,1236.00000,4074.00000,4074.00000,3944.00000,12082.00000,7850.00000,4138.00000,4139.00000,0.95000,0.95000
2019-03-31,32128.00000,12990.00000,19138.00000,7198.00000,11429.00000,7709.00000,-921.00000,6788.00000,1628.00000,5160.00000,5160.00000,5032.00000,11940.00000,7709.00000,4138.00000,4140.00000,1.22000,1.22000
2018-12-31,34281.00000,15291.00000,18990.00000,9410.00000,18353.00000,637.00000,730.00000,1367.00000,-698.00000,2065.00000,2065.00000,1939.00000,4989.00000,637.00000,4128.00000,4132.00000,0.46000,0.46000
2018-09-30,32607.00000,13331.00000,19276.00000,7224.00000,11601.00000,7675.00000,-1000.00000,6675.00000,1613.00000,5062.00000,5062.00000,4924.00000,12052.00000,7675.00000,4136.00000,4140.00000,1.19000,1.19000
2018-06-30,32203.00000,13631.00000,18572.00000,7605.00000,11955.00000,6617.00000,-1090.00000,5527.00000,1281.00000,4246.00000,4246.00000,4120.00000,10967.00000,6617.00000,4135.00000,4139.00000,1.00000,1.00000
2018-03-31,31772.00000,13255.00000,18517.00000,6844.00000,11168.00000,7349.00000,-1295.00000,6054.00000,1388.00000,4666.00000,4666.00000,4545.00000,11673.00000,7349.00000,4104.00000,4107.00000,1.11000,1.11000
2017-12-31,33955.00000,15558.00000,18397.00000,8480.00000,12936.00000,5461.00000,-2527.00000,2934.00000,-15849.00000,18783.00000,18783.00000,18669.00000,9917.00000,5461.00000,4084.00000,4089.00000,4.56000,4.56000
2017-09-30,31717.00000,12974.00000,18743.00000,7483.00000,11755.00000,6988.00000,-1477.00000,5511.00000,1775.00000,3736.00000,3736.00000,3620.00000,11260.00000,6988.00000,4084.00000,4089.00000,0.89000,0.89000
2017-06-30,30548.00000,12484.00000,18064.00000,5883.00000,10050.00000,8014.00000,-1047.00000,6967.00000,2489.00000,4478.00000,4478.00000,4362.00000,12181.00000,8014.00000,4082.00000,4087.00000,1.07000,1.07000
2017-03-31,29814.00000,12047.00000,17767.00000,6746.00000,10805.00000,6962.00000,-1780.00000,5182.00000,1629.00000,3553.00000,3553.00000,3450.00000,11021.00000,6962.00000,4082.00000,4087.00000,0.85000,0.84000
2016-12-31,32340.00000,15639.00000,16701.00000,2501.00000,6488.00000,10213.00000,-3264.00000,6949.00000,2349.00000,4600.00000,4600.00000,4495.00000,14200.00000,10213.00000,4080.00000,4086.00000,1.10000,1.09000
2016-09-30,30937.00000,12229.00000,18708.00000,8226.00000,12168.00000,6540.00000,-964.00000,5576.00000,1829.00000,3747.00000,3747.00000,3620.00000,10482.00000,6540.00000,4079.00000,4086.00000,0.89000,0.89000
2016-06-30,30532.00000,12221.00000,18311.00000,9775.00000,13757.00000,4554.00000,-2859.00000,1695.00000,864.00000,831.00000,831.00000,702.00000,8536.00000,4554.00000,4079.00000,4085.00000,0.17000,0.17000
2016-03-31,32171.00000,12612.00000,19559.00000,7600.00000,11617.00000,7942.00000,-1176.00000,6766.00000,2336.00000,4430.00000,4430.00000,4310.00000,11959.00000,7942.00000,4080.00000,4085.00000,1.06000,1.06000
2015-12-31,34254.00000,14707.00000,19547.00000,5764.00000,9803.00000,9744.00000,-1166.00000,8578.00000,3065.00000,5513.00000,5513.00000,5391.00000,13783.00000,9744.00000,4085.00000,4093.00000,1.32000,1.32000
2015-09-30,33158.00000,13305.00000,19853.00000,8309.00000,12318.00000,7535.00000,-1169.00000,6366.00000,2195.00000,4171.00000,4171.00000,4038.00000,11544.00000,7535.00000,4072.00000,4078.00000,0.99000,0.99000
2015-06-30,32224.00000,12449.00000,19775.00000,7974.00000,11954.00000,7821.00000,-1194.00000,6627.00000,2274.00000,4353.00000,4353.00000,4231.00000,11801.00000,7821.00000,4079.00000,4085.00000,1.04000,1.04000
2015-03-31,31984.00000,12096.00000,19888.00000,7939.00000,11928.00000,7960.00000,-1291.00000,6669.00000,2331.00000,4338.00000,4338.00000,4219.00000,11949.00000,7960.00000,4116.00000,4121.00000,1.03000,1.02000
2014-12-31,33192.00000,14403.00000,18789.00000,16857.00000,20925.00000,-2136.00000,-1750.00000,-3886.00000,-1738.00000,-2148.00000,-2148.00000,-2231.00000,1932.00000,-2136.00000,3974.00000,3981.00000,-0.64000,-0.63000
2014-09-30,31586.00000,12252.00000,19334.00000,8277.00000,12444.00000,6890.00000,-1232.00000,5658.00000,1864.00000,3794.00000,3794.00000,3695.00000,11057.00000,6890.00000,4152.00000,4159.00000,0.89000,0.89000
2014-06-30,31483.00000,12087.00000,19396.00000,7550.00000,11711.00000,7685.00000,-1141.00000,6544.00000,2220.00000,4324.00000,4324.00000,4214.00000,11846.00000,7685.00000,4147.00000,4153.00000,1.02000,1.01000
2014-03-31,30818.00000,11189.00000,19629.00000,8332.00000,12469.00000,7160.00000,-206.00000,6954.00000,968.00000,5986.00000,5986.00000,3947.00000,11297.00000,7160.00000,3425.00000,3430.00000,1.15000,1.15000
2013-12-31,31065.00000,11962.00000,19103.00000,2857.00000,7040.00000,12063.00000,-1303.00000,10760.00000,2844.00000,7916.00000,7916.00000,5067.00000,16246.00000,12063.00000,2866.00000,2874.00000,1.77000,1.76000
2013-09-30,30279.00000,10960.00000,19319.00000,8037.00000,12191.00000,7128.00000,-516.00000,6612.00000,1034.00000,5578.00000,5578.00000,2232.00000,11282.00000,7128.00000,2866.00000,2874.00000,0.78000,0.78000
2013-06-30,29786.00000,11033.00000,18753.00000,8047.00000,12198.00000,6555.00000,-369.00000,6186.00000,988.00000,5198.00000,5198.00000,2246.00000,10706.00000,6555.00000,2865.00000,2872.00000,0.78000,0.78000
2013-03-31,29420.00000,10932.00000,18488.00000,8148.00000,12266.00000,6222.00000,-503.00000,5719.00000,864.00000,4855.00000,4855.00000,1952.00000,10340.00000,6222.00000,2866.00000,2872.00000,0.68000,0.68000
2012-12-31,30045.00000,13069.00000,16976.00000,16008.00000,20145.00000,-3169.00000,-1567.00000,-4736.00000,-2810.00000,-1926.00000,-1926.00000,-4229.00000,968.00000,-3169.00000,2853.00000,2862.00000,-1.48000,-1.48000
2012-09-30,29007.00000,10991.00000,18016.00000,8366.00000,12533.00000,5483.00000,-560.00000,4923.00000,631.00000,4292.00000,4292.00000,1593.00000,9650.00000,5483.00000,2857.00000,2866.00000,0.56000,0.56000
2012-06-30,28552.00000,10896.00000,17656.00000,7877.00000,12005.00000,5651.00000,-573.00000,5078.00000,793.00000,4285.00000,4285.00000,1825.00000,9779.00000,5651.00000,2849.00000,2858.00000,0.64000,0.64000
2012-03-31,28242.00000,11319.00000,16923.00000,7700.00000,11728.00000,5195.00000,-563.00000,4632.00000,726.00000,3906.00000,3906.00000,1686.00000,9223.00000,5195.00000,2842.00000,2849.00000,0.59000,0.59000
2011-12-31,28436.00000,12090.00000,16346.00000,13278.00000,17458.00000,-1112.00000,-690.00000,-1802.00000,-1590.00000,-212.00000,-212.00000,-2023.00000,3068.00000,-1112.00000,2833.00000,2839.00000,-0.72000,-0.72000
2011-09-30,27913.00000,11398.00000,16515.00000,7689.00000,11868.00000,4647.00000,-549.00000,4098.00000,556.00000,3542.00000,3542.00000,1379.00000,8826.00000,4647.00000,2834.00000,2839.00000,0.49000,0.49000
2011-06-30,27536.00000,11158.00000,16378.00000,7373.00000,11486.00000,4892.00000,-586.00000,4306.00000,702.00000,3604.00000,3604.00000,1609.00000,9005.00000,4892.00000,2832.00000,2838.00000,0.57000,0.57000
2011-03-31,26990.00000,11229.00000,15761.00000,7284.00000,11308.00000,4453.00000,-572.00000,3881.00000,617.00000,3264.00000,3264.00000,1439.00000,8477.00000,4453.00000,2830.00000,2834.00000,0.51000,0.51000
2010-12-31,26395.00000,10610.00000,15785.00000,5291.00000,9374.00000,6411.00000,-411.00000,6000.00000,1352.00000,4648.00000,4648.00000,2639.00000,10494.00000,6411.00000,2830.00000,2833.00000,0.93000,0.93000
2010-09-30,26484.00000,10671.00000,15813.00000,8407.00000,12430.00000,3383.00000,-507.00000,2876.00000,178.00000,2698.00000,2698.00000,659.00000,7406.00000,3383.00000,2829.00000,2830.00000,0.23000,0.23000
2010-06-30,26773.00000,12216.00000,14557.00000,9970.00000,14147.00000,410.00000,-542.00000,-132.00000,-685.00000,553.00000,553.00000,-1192.00000,4587.00000,410.00000,2827.00000,2827.00000,-0.42000,-0.42000
2010-03-31,26913.00000,10652.00000,16261.00000,7698.00000,11820.00000,4441.00000,-501.00000,3940.00000,1622.00000,2318.00000,2318.00000,443.00000,8563.00000,4441.00000,2836.00000,2837.00000,0.16000,0.16000
2009-12-31,27091.00000,12794.00000,14297.00000,7174.00000,11417.00000,2880.00000,-541.00000,2339.00000,-5.00000,2344.00000,2344.00000,590.00000,7123.00000,2880.00000,2841.00000,2841.00000,0.21000,0.21000
2009-09-30,27265.00000,10996.00000,16269.00000,8111.00000,12283.00000,3986.00000,-525.00000,3461.00000,574.00000,2887.00000,2887.00000,1176.00000,8158.00000,3986.00000,2841.00000,2841.00000,0.41000,0.41000
2009-06-30,26861.00000,10481.00000,16380.00000,7871.00000,11962.00000,4418.00000,-648.00000,3770.00000,610.00000,3160.00000,3160.00000,1483.00000,8509.00000,4418.00000,2841.00000,2841.00000,0.52000,0.52000
2009-03-31,26591.00000,10308.00000,16283.00000,7561.00000,11589.00000,4694.00000,-744.00000,3950.00000,740.00000,3210.00000,3210.00000,1645.00000,8722.00000,4694.00000,2841.00000,2841.00000,0.58000,0.58000
