,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,5202.00000,1966.00000,3236.00000,326.00000,1751.00000,-187.00000,2422.00000,814.00000,-53.00000,761.00000,198.00000,563.00000,563.00000,563.00000,1067.00000,814.00000,378.20000,382.20000,1.48000,1.47000
2022-09-30,4479.00000,1697.00000,2782.00000,364.00000,1455.00000,4.00000,1974.00000,808.00000,8.00000,816.00000,,816.00000,816.00000,816.00000,1058.00000,808.00000,378.40000,381.80000,2.16000,2.14000
2022-06-30,4493.00000,1667.00000,2826.00000,351.00000,1539.00000,-4.00000,2054.00000,772.00000,-52.00000,720.00000,64.00000,656.00000,656.00000,656.00000,1025.00000,772.00000,378.30000,382.20000,1.73000,1.72000
2022-03-31,4275.00000,1541.00000,2734.00000,413.00000,1710.00000,-14.00000,2287.00000,447.00000,-61.00000,386.00000,63.00000,323.00000,323.00000,323.00000,689.00000,447.00000,377.70000,382.70000,0.86000,0.84000
2021-12-31,4701.00000,1656.00000,3045.00000,331.00000,1745.00000,-5.00000,2226.00000,819.00000,-62.00000,757.00000,95.00000,662.00000,662.00000,662.00000,1057.00000,819.00000,377.00000,382.30000,1.75000,1.73000
2021-09-30,4160.00000,1518.00000,2642.00000,306.00000,1602.00000,-16.00000,2068.00000,574.00000,-79.00000,495.00000,57.00000,438.00000,438.00000,438.00000,809.00000,574.00000,377.10000,382.70000,1.17000,1.14000
2021-06-30,4294.00000,1522.00000,2772.00000,310.00000,1505.00000,-76.00000,2040.00000,732.00000,-70.00000,662.00000,70.00000,592.00000,592.00000,592.00000,973.00000,732.00000,376.90000,382.30000,1.57000,1.55000
2021-03-31,3953.00000,1444.00000,2509.00000,288.00000,1575.00000,-6.00000,2050.00000,459.00000,-92.00000,367.00000,65.00000,302.00000,302.00000,302.00000,735.00000,459.00000,376.30000,381.70000,0.80000,0.79000
2020-12-31,4262.00000,1545.00000,2717.00000,255.00000,1562.00000,-21.00000,1968.00000,749.00000,-78.00000,671.00000,103.00000,568.00000,568.00000,568.00000,972.00000,749.00000,375.50000,380.30000,1.50000,1.49000
2020-09-30,3737.00000,1276.00000,2461.00000,242.00000,1244.00000,-2.00000,1602.00000,859.00000,-79.00000,780.00000,159.00000,621.00000,621.00000,621.00000,1057.00000,859.00000,375.70000,380.20000,1.66000,1.63000
2020-06-30,2764.00000,1216.00000,1548.00000,233.00000,1225.00000,,1568.00000,-20.00000,-67.00000,-87.00000,-4.00000,-83.00000,-83.00000,-83.00000,173.00000,-20.00000,375.50000,375.50000,-0.22000,-0.22000
2020-03-31,3588.00000,1257.00000,2331.00000,254.00000,1330.00000,6.00000,1696.00000,635.00000,-45.00000,590.00000,97.00000,493.00000,493.00000,493.00000,833.00000,635.00000,374.80000,379.70000,1.32000,1.30000
2019-12-31,4131.00000,1428.00000,2703.00000,254.00000,1380.00000,-13.00000,1759.00000,944.00000,-8.00000,936.00000,211.00000,725.00000,725.00000,725.00000,1139.00000,944.00000,374.00000,379.90000,1.94000,1.90000
2019-09-30,3587.00000,1257.00000,2330.00000,246.00000,1291.00000,-49.00000,1702.00000,628.00000,-47.00000,581.00000,115.00000,466.00000,466.00000,466.00000,822.00000,628.00000,374.20000,380.30000,1.24000,1.23000
2019-06-30,3650.00000,1270.00000,2380.00000,246.00000,1282.00000,-117.00000,1767.00000,613.00000,-48.00000,565.00000,85.00000,480.00000,480.00000,480.00000,812.00000,613.00000,373.90000,379.50000,1.29000,1.26000
2019-03-31,3516.00000,1233.00000,2283.00000,225.00000,1403.00000,-13.00000,1755.00000,528.00000,-48.00000,480.00000,68.00000,412.00000,412.00000,412.00000,718.00000,528.00000,373.30000,379.30000,1.10000,1.09000
2018-12-31,3796.00000,1340.00000,2456.00000,221.00000,1431.00000,-13.00000,1758.00000,698.00000,-41.00000,657.00000,-1411.00000,2068.00000,2068.00000,2068.00000,874.00000,698.00000,374.10000,380.30000,5.53000,5.44000
2018-09-30,3242.00000,1087.00000,2155.00000,221.00000,1242.00000,-4.00000,1579.00000,576.00000,-42.00000,534.00000,-56.00000,590.00000,590.00000,590.00000,761.00000,576.00000,374.10000,380.20000,1.58000,1.55000
2018-06-30,3322.00000,1132.00000,2190.00000,216.00000,1190.00000,-2.00000,1518.00000,672.00000,-49.00000,623.00000,171.00000,452.00000,452.00000,452.00000,858.00000,672.00000,373.90000,380.10000,1.21000,1.19000
2018-03-31,3241.00000,1104.00000,2137.00000,204.00000,1236.00000,-4.00000,1546.00000,591.00000,-49.00000,542.00000,99.00000,443.00000,443.00000,443.00000,767.00000,591.00000,374.00000,380.70000,1.18000,1.16000
2017-12-31,3471.00000,1230.00000,2241.00000,205.00000,1217.00000,-9.00000,1527.00000,714.00000,-65.00000,649.00000,898.00000,-249.00000,-249.00000,-249.00000,883.00000,714.00000,374.00000,380.10000,-0.66000,-0.66000
2017-09-30,3006.00000,1022.00000,1984.00000,198.00000,1103.00000,-66.00000,1459.00000,525.00000,-54.00000,471.00000,37.00000,434.00000,434.00000,434.00000,688.00000,525.00000,374.20000,380.20000,1.16000,1.14000
