,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,4043.37200,2812.84900,1230.52300,657.40910,,855.18200,375.34080,937.92710,1313.26900,358.80000,954.46910,954.46910,,935.51990,573.11380,375.34130,530.11400,637.29000,1.75000,1.46000
2022-09-30,4095.45100,2835.15500,1260.29600,658.53100,,833.26700,427.02880,60.72500,487.75400,58.16900,429.58500,429.58500,,412.23000,601.76480,427.02880,530.43600,637.45500,0.78000,0.65000
2022-06-30,4209.96300,2737.85600,1472.10700,610.94900,,779.17200,692.93510,17.52900,710.46400,170.45700,540.00700,540.00700,,522.83200,861.15810,692.93510,530.09100,637.12300,0.99000,0.82000
2022-03-31,4330.62000,2985.21500,1345.40500,618.70400,,795.04500,550.35990,42.79600,593.15600,144.31000,448.84600,448.84600,,432.65100,726.70090,550.35990,529.06700,636.47000,0.82000,0.68000
2021-12-31,4446.65800,2943.23400,1503.42300,618.62210,,789.40800,714.01590,1.56100,715.57700,150.16500,565.41200,565.41200,,552.32910,884.80190,714.01640,527.84400,636.06300,1.05000,0.86000
2021-09-30,4449.63500,2947.92000,1501.71500,606.71900,,784.01000,717.70480,29.07300,746.77800,179.25800,567.52000,567.52000,,557.04200,894.99580,717.70480,528.22900,636.44000,1.05000,0.88000
2021-06-30,4486.96000,2885.92300,1601.03700,507.90900,,694.29900,906.73800,-7.74900,898.98900,217.53800,681.45100,681.45100,,671.04700,1093.12800,906.73800,527.69000,635.97600,1.27000,1.06000
2021-03-31,4497.85300,2961.20600,1536.64700,481.68600,,672.07100,864.57590,-7.16400,857.41200,215.84900,641.56300,641.56300,,630.22400,1054.96100,864.57590,526.57000,633.76000,1.20000,0.99000
2020-12-31,4557.36500,2941.93900,1615.42600,429.26090,,625.78700,989.63960,0.06900,989.70790,228.41100,761.29690,761.29710,,732.63200,1186.16500,989.63940,524.76100,584.36000,1.40000,1.25000
2020-09-30,4531.59100,3004.61200,1526.97900,516.64800,,715.73100,811.24780,-4.77500,806.47300,273.51400,532.95900,532.95900,,504.59900,1010.33100,811.24780,525.53200,583.95700,0.96000,0.86000
2020-06-30,3187.09000,1993.40000,1193.69000,403.91600,,556.04000,637.65010,-5.90000,631.75000,151.34400,480.40600,480.40600,,452.34300,789.77420,637.65010,524.29200,582.61900,0.86000,0.78000
2020-03-31,3217.38900,2093.77600,1123.61300,456.29700,-356.41800,979.53500,144.07790,0.20200,144.28000,45.00600,99.27400,99.27400,,73.09900,310.89790,144.07790,523.15200,581.38100,0.14000,0.13000
2019-12-31,3240.86400,2091.38000,1149.48400,878.43800,,626.53400,522.95070,6.58100,529.53300,115.98600,413.54690,413.54690,,389.40410,696.50570,522.95120,479.65700,537.96400,0.77000,0.69000
2019-09-30,3168.36300,2097.33100,1071.03200,447.95900,,602.14000,468.89210,24.47800,493.37000,116.21300,377.15700,377.15700,,353.30400,623.07310,468.89210,477.49500,535.74600,0.74000,0.66000
2019-06-30,3211.31200,2190.04200,1021.27000,202.75800,-238.07800,590.53800,430.73190,15.65800,446.39000,105.82400,340.56600,340.56600,,317.04300,580.43400,430.73190,469.65500,527.98300,0.68000,0.60000
2019-03-31,3187.14400,2191.40900,995.73490,198.91400,-187.38200,539.43500,456.29980,18.33400,474.63400,113.33500,361.29900,361.29900,,339.76100,609.43880,456.29980,467.95300,526.21900,0.73000,0.65000
2018-12-31,3306.82800,2295.65300,1011.17600,907.58010,,528.42600,482.74980,10.23100,492.98290,135.69700,357.28590,357.28590,,337.07990,653.81480,482.75070,467.35000,525.83200,0.72000,0.65000
2018-09-30,3395.14100,2300.97600,1094.16500,169.29900,-186.87800,531.46200,562.70310,30.58500,593.28800,140.69000,452.59800,452.59800,,431.73400,737.98810,562.70310,467.57000,525.99500,0.92000,0.82000
2018-06-30,3460.84500,2341.59600,1119.24900,190.62500,-183.26200,546.58900,572.66020,29.18600,601.84600,141.56000,460.28600,460.28600,,438.71700,745.36220,572.66020,467.42500,525.84900,0.94000,0.83000
2018-03-31,3458.48700,2386.15100,1072.33600,169.77700,-180.08100,542.83000,529.50610,-28.44800,501.05800,115.73700,385.32100,385.32100,,367.56000,722.47810,529.50610,466.64200,525.30900,0.79000,0.70000
2017-12-31,3483.92800,3486.67700,-2.74850,189.25300,643.23110,-262.04000,259.29050,59.97900,319.27000,-1082.03500,1401.30500,1401.30500,,1385.48300,451.22960,259.29000,466.02100,522.59600,2.96000,2.65000
2017-09-30,3583.45400,2419.31400,1164.14000,186.95400,-318.81100,715.08900,449.05100,43.13100,492.18200,176.91700,315.26500,315.26500,,297.37500,658.37500,449.05100,466.24000,525.24600,0.64000,0.57000
2017-06-30,3643.63200,2428.89100,1214.74100,179.81200,-571.15500,962.63800,252.10330,-10.65500,241.44800,182.68600,58.76200,58.76200,,40.11600,463.77430,252.10330,466.01900,466.93500,0.09000,0.09000
