,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,2285.00000,1669.00000,616.00000,544.00000,,873.00000,-257.00000,-92.00000,-349.00000,-77.00000,-272.00000,-272.00000,,-272.00000,143.00000,-257.00000,415.70000,417.40000,-0.64000,-0.64000
2022-09-30,2252.00000,1599.00000,653.00000,467.00000,,618.00000,35.00000,-65.00000,-30.00000,-61.00000,31.00000,31.00000,,31.00000,258.00000,35.00000,413.60000,414.60000,0.07000,0.07000
2022-06-30,2534.00000,1709.00000,825.00000,504.00000,,508.00000,317.00000,-63.00000,254.00000,50.00000,204.00000,204.00000,,204.00000,388.00000,317.00000,413.80000,415.70000,0.49000,0.49000
2022-03-31,2388.00000,1648.00000,740.00000,518.00000,,523.00000,217.00000,65.00000,282.00000,48.00000,234.00000,234.00000,,234.00000,293.00000,217.00000,421.90000,424.70000,0.55000,0.55000
2021-12-31,2805.00000,1903.00000,902.00000,607.00000,,667.00000,235.00000,-59.00000,176.00000,30.00000,146.00000,146.00000,,146.00000,376.00000,235.00000,425.30000,428.00000,0.34000,0.34000
2021-09-30,2787.00000,1939.00000,848.00000,561.00000,,567.00000,281.00000,-66.00000,215.00000,25.00000,190.00000,190.00000,,190.00000,359.00000,281.00000,425.40000,428.50000,0.45000,0.44000
2021-06-30,2709.00000,1827.00000,882.00000,572.00000,,577.00000,305.00000,-62.00000,243.00000,46.00000,197.00000,197.00000,,197.00000,385.00000,305.00000,425.40000,427.80000,0.46000,0.46000
2021-03-31,2288.00000,1557.00000,731.00000,534.00000,,539.00000,192.00000,-66.00000,126.00000,37.00000,89.00000,89.00000,,89.00000,278.00000,192.00000,424.90000,427.60000,0.21000,0.21000
2020-12-31,2689.00000,1800.00000,889.00000,608.00000,,636.00000,253.00000,-147.00000,106.00000,-25.00000,131.00000,131.00000,,131.00000,364.00000,253.00000,424.10000,424.10000,0.31000,0.32000
2020-09-30,2699.00000,1785.00000,914.00000,545.00000,,551.00000,363.00000,-80.00000,283.00000,-21.00000,304.00000,304.00000,,304.00000,456.00000,363.00000,424.30000,425.40000,0.72000,0.71000
