,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,3868.19900,3086.40000,781.79860,84.50000,,139.10100,642.69800,-25.90000,616.80000,163.50000,453.30010,455.90000,429.80000,698.59800,642.69850,205.60000,207.00000,2.09000,2.08000
2022-09-30,3443.40000,2757.10000,686.29980,86.40000,,140.30000,546.00000,-29.10000,516.90000,134.70000,382.20000,383.30000,364.50000,601.30000,546.00000,205.00000,206.30000,1.78000,1.77000
2022-06-30,3567.20000,2859.00000,708.20000,110.90000,,166.60000,541.60010,-40.10000,501.50000,133.10000,368.40000,370.00000,348.40000,598.60010,541.60010,205.30000,206.90000,1.70000,1.68000
2022-03-31,3410.30000,2792.00000,618.30000,96.70000,-113.40000,265.30000,353.00020,-42.80000,310.20000,115.50000,194.70000,194.60000,173.80000,409.60030,353.00020,208.30000,209.80000,0.83000,0.83000
2021-12-31,3855.90000,3119.80000,736.10010,109.90000,,113.59900,622.50120,-44.40000,578.10000,133.60000,444.50010,449.90010,416.20010,678.10120,622.50070,214.30000,215.60000,1.96000,1.95000
2021-09-30,3435.00000,2747.30000,687.70000,95.00000,,146.10000,541.59990,-43.70000,497.90000,120.00000,377.90000,380.10000,355.60000,593.99990,541.59990,214.00000,215.40000,1.66000,1.65000
2021-06-30,3571.60000,2846.50000,725.10010,103.20000,,156.70000,568.40010,-73.50000,494.90000,123.20000,371.70000,371.60000,348.20000,611.70010,568.40010,215.40000,217.10000,1.62000,1.60000
2021-03-31,3426.90000,2836.60000,590.29980,71.60000,,124.90000,465.39970,-47.50000,417.90000,111.90000,306.00000,306.00000,287.80000,517.39970,465.39970,215.60000,216.80000,1.33000,1.33000
2020-12-31,3757.00000,2987.09900,769.90010,101.40000,,155.20000,614.70070,-48.00000,566.70010,141.50000,425.20010,428.60020,398.20000,667.20070,614.70040,215.60000,216.20000,1.85000,1.84000
2020-09-30,3206.50000,2560.20000,646.29980,90.20000,,144.90000,501.39990,-48.50000,452.90000,120.90000,332.00000,334.90000,313.30000,554.69990,501.39990,215.40000,215.80000,1.45000,1.45000
