,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,9636.00000,5924.00000,3712.00000,2637.00000,2637.00000,1075.00000,-88.00000,987.00000,168.00000,819.00000,819.00000,814.00000,2696.00000,1075.00000,237.00000,239.70000,3.51000,3.46000
2022-09-30,9303.00000,6088.00000,3215.00000,2599.00000,2599.00000,616.00000,-88.00000,528.00000,74.00000,454.00000,454.00000,450.00000,2217.00000,616.00000,235.40000,237.90000,1.91000,1.89000
2022-06-30,9136.00000,5803.00000,3333.00000,2588.00000,2588.00000,745.00000,-88.00000,657.00000,106.00000,551.00000,551.00000,547.00000,2320.00000,745.00000,238.40000,241.10000,2.29000,2.27000
2022-03-31,8809.00000,5039.00000,3770.00000,2501.00000,2501.00000,1269.00000,-87.00000,1182.00000,164.00000,1018.00000,1018.00000,1011.00000,2813.00000,1269.00000,240.90000,243.70000,4.20000,4.15000
2021-12-31,9011.00000,4819.00000,4192.00000,2454.00000,2454.00000,1738.00000,-88.00000,1650.00000,317.00000,1333.00000,1333.00000,1323.00000,3247.00000,1738.00000,248.50000,250.80000,5.39000,5.34000
2021-09-30,8805.00000,5464.00000,3341.00000,2468.00000,2468.00000,873.00000,-87.00000,786.00000,124.00000,662.00000,662.00000,657.00000,2366.00000,873.00000,247.70000,250.10000,2.65000,2.62000
2021-06-30,8687.00000,5045.00000,3642.00000,2428.00000,2428.00000,1214.00000,-83.00000,1131.00000,197.00000,934.00000,934.00000,927.00000,2683.00000,1214.00000,250.70000,253.10000,3.70000,3.66000
2021-03-31,8313.00000,4970.00000,3343.00000,2370.00000,2370.00000,973.00000,-82.00000,891.00000,158.00000,733.00000,733.00000,728.00000,2415.00000,973.00000,252.10000,254.10000,2.89000,2.87000
2020-12-31,8397.00000,4341.00000,4056.00000,2357.00000,2357.00000,1699.00000,-83.00000,1616.00000,306.00000,1310.00000,1310.00000,1303.00000,3126.00000,1699.00000,253.50000,254.60000,5.14000,5.12000
2020-09-30,8275.00000,4886.00000,3389.00000,2316.00000,2316.00000,1073.00000,-87.00000,986.00000,159.00000,827.00000,827.00000,821.00000,2466.00000,1073.00000,253.30000,254.30000,3.24000,3.23000
2020-06-30,7401.00000,5107.00000,2294.00000,2294.00000,2294.00000,,-85.00000,-85.00000,-45.00000,-40.00000,-40.00000,-41.00000,1361.00000,,251.60000,251.60000,-0.16000,-0.16000
2020-03-31,7908.00000,4789.00000,3119.00000,2315.00000,2315.00000,804.00000,-84.00000,720.00000,120.00000,600.00000,600.00000,595.00000,2185.00000,804.00000,254.40000,255.90000,2.34000,2.33000
2019-12-31,8063.00000,4640.00000,3423.00000,2266.00000,2266.00000,1157.00000,-83.00000,1074.00000,201.00000,873.00000,873.00000,866.00000,2520.00000,1157.00000,260.00000,262.30000,3.37000,3.33000
2019-09-30,8013.00000,5230.00000,2783.00000,2267.00000,2267.00000,516.00000,-84.00000,432.00000,36.00000,396.00000,396.00000,393.00000,1865.00000,516.00000,259.20000,261.80000,1.52000,1.50000
2019-06-30,7834.00000,4821.00000,3013.00000,2259.00000,2259.00000,754.00000,-89.00000,665.00000,108.00000,557.00000,557.00000,553.00000,2078.00000,754.00000,261.30000,263.70000,2.11000,2.10000
2019-03-31,7671.00000,4442.00000,3229.00000,2174.00000,2174.00000,1055.00000,-88.00000,967.00000,171.00000,796.00000,796.00000,791.00000,2383.00000,1055.00000,262.90000,264.80000,3.01000,2.99000
2018-12-31,7796.00000,4778.00000,3018.00000,2185.00000,2185.00000,833.00000,-87.00000,746.00000,125.00000,621.00000,621.00000,616.00000,2149.00000,833.00000,267.40000,269.80000,2.34000,2.32000
2018-09-30,7723.00000,4655.00000,3068.00000,2176.00000,2176.00000,892.00000,-86.00000,806.00000,97.00000,709.00000,709.00000,704.00000,2207.00000,892.00000,266.10000,268.40000,2.65000,2.62000
2018-06-30,7477.00000,4562.00000,2915.00000,2194.00000,2194.00000,721.00000,-90.00000,631.00000,107.00000,524.00000,524.00000,520.00000,2001.00000,721.00000,268.70000,271.10000,1.93000,1.92000
2018-03-31,7286.00000,4296.00000,2990.00000,2123.00000,2123.00000,867.00000,-89.00000,778.00000,109.00000,669.00000,669.00000,664.00000,2140.00000,867.00000,271.00000,273.90000,2.45000,2.42000
2017-12-31,7451.00000,4342.00000,3109.00000,2156.00000,2156.00000,953.00000,-93.00000,860.00000,309.00000,551.00000,551.00000,547.00000,2227.00000,953.00000,276.00000,278.60000,2.01000,2.00000
2017-09-30,7325.00000,4806.00000,2519.00000,2104.00000,2104.00000,415.00000,-95.00000,320.00000,27.00000,293.00000,293.00000,291.00000,1676.00000,415.00000,274.10000,276.60000,1.06000,1.05000
2017-06-30,7184.00000,4225.00000,2959.00000,2077.00000,2077.00000,882.00000,-92.00000,790.00000,195.00000,595.00000,595.00000,590.00000,2112.00000,882.00000,277.50000,280.00000,2.13000,2.11000
2017-03-31,6942.00000,4094.00000,2848.00000,1999.00000,1999.00000,849.00000,-89.00000,760.00000,143.00000,617.00000,617.00000,613.00000,2063.00000,849.00000,279.70000,282.40000,2.19000,2.17000
2016-12-31,7193.00000,3740.00000,3453.00000,2061.00000,2061.00000,1392.00000,-90.00000,1302.00000,359.00000,943.00000,943.00000,937.00000,2607.00000,1392.00000,288.10000,291.00000,3.31000,3.29000
