,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,5230.50000,2996.70000,2233.80000,1541.90000,1621.20000,612.59960,-117.70000,494.90010,108.60000,386.30010,386.30010,,386.30000,778.89960,612.60010,258.00000,261.80000,1.50000,1.48000
2022-09-30,6047.40000,3458.00000,2589.40000,1514.20000,1595.50000,993.89990,-116.70000,877.20000,192.10000,685.10000,685.10000,,685.10000,1141.70000,993.89990,257.70000,261.10000,2.66000,2.62000
2022-06-30,5872.30000,3423.30000,2449.00000,1523.50000,1602.00000,847.00000,-107.10000,739.90000,162.00000,577.90000,577.90000,,577.90000,991.90000,847.00000,258.10000,261.80000,2.24000,2.21000
2022-03-31,4998.70000,2945.80000,2052.90000,1410.00000,1488.00000,564.90040,-103.80000,461.10000,90.30000,370.80000,370.80000,,370.80000,710.10040,564.90040,258.80000,263.10000,1.43000,1.41000
2021-12-31,4762.10000,2882.40100,1879.69900,1430.50000,1506.79900,372.89990,-64.00000,308.90010,4.90000,304.00020,304.00020,,304.00000,513.99990,372.90040,262.50000,267.10000,1.17000,1.17000
2021-09-30,5146.70000,3007.10000,2139.60000,1367.80000,1444.00000,695.60010,-84.10000,611.50000,109.30000,502.20000,502.20000,,502.20000,836.90010,695.60010,261.60000,266.60000,1.92000,1.88000
2021-06-30,5379.80000,2968.40000,2411.40000,1432.60000,1510.40000,901.00000,-81.80000,819.20000,170.60000,648.60000,648.60000,,648.60000,1051.50000,901.00000,262.80000,267.80000,2.47000,2.42000
2021-03-31,4656.00000,2544.00000,2112.00000,1443.40000,1522.60000,589.39990,-80.40000,509.00000,99.40000,409.60000,409.60000,,409.60000,735.49990,589.39990,265.80000,270.60000,1.54000,1.51000
2020-12-31,4488.79900,2360.10000,2128.69900,1486.80000,1565.99900,562.69970,-58.80000,503.90000,96.90000,406.99980,406.99980,,407.00010,713.89970,562.69920,271.30000,275.80000,1.50000,1.50000
2020-09-30,5122.20000,2666.90000,2455.30000,1417.30000,1496.00000,959.30030,-83.70000,875.60000,169.80000,705.80000,705.80000,,705.80000,1107.10000,959.30030,271.60000,276.30000,2.60000,2.55000
