,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,7301.80000,1548.10000,5753.70000,1995.90000,1643.20000,-38.10000,3917.30000,1836.40000,260.00000,2096.40000,158.70000,1937.70000,1937.70000,,1937.70000,,1836.40000,,904.73200,,2.14000
2022-09-30,6941.60000,1579.10000,5362.50000,1802.90000,1614.20000,-206.50000,3686.00000,1676.50000,-111.00000,1565.50000,113.80000,1451.70000,1451.70000,,1451.70000,2039.40100,1676.50000,900.70000,903.80000,1.61000,1.61000
2022-06-30,6488.00000,1430.50000,5057.50000,1781.90000,1625.10000,-440.40000,3847.40000,1210.10000,-119.20000,1090.90000,138.40000,952.50000,952.50000,,952.50000,1559.00000,1210.10000,900.30000,902.90000,1.06000,1.05000
2022-03-31,7810.00000,2072.10000,5737.90000,1610.10000,1557.90000,,3333.60000,2404.30000,-350.70000,2053.60000,150.70000,1902.90000,1902.90000,,1902.90000,2840.00000,2404.30000,903.70000,906.40000,2.11000,2.10000
2021-12-31,7999.90200,2050.20000,5949.70200,1898.30000,1592.00000,-61.70000,4032.50000,1917.20200,-77.30000,1839.90000,113.80000,1726.10000,1726.10000,,1726.10000,2362.90200,1917.20200,906.96300,911.68100,1.91000,1.88000
2021-09-30,6772.80000,1430.80000,5342.00000,1705.30000,1577.90000,,3460.80000,1881.20000,-635.90000,1245.30000,135.20000,1110.10000,1110.10000,,1110.10000,2263.50000,1881.20000,906.70000,910.80000,1.22000,1.22000
2021-06-30,6740.10000,1953.20000,4786.90000,1655.00000,1685.70000,-42.80000,3383.50000,1403.40000,190.50000,1593.90000,203.70000,1390.20000,1390.20000,,1390.20000,1772.70000,1403.40000,907.30000,910.40000,1.53000,1.53000
2021-03-31,6805.60000,1878.60000,4927.00000,1672.10000,1576.00000,-211.60000,3771.70000,1155.30000,321.10000,1476.40000,121.10000,1355.30000,1355.30000,,1355.30000,1505.60000,1155.30000,908.80000,912.40000,1.49000,1.49000
2020-12-31,7440.00100,1719.80000,5720.20100,1728.60000,1553.90000,30.10000,3728.09800,1992.10300,477.00000,2469.10000,352.30000,2116.80000,2116.80000,,2116.80000,2359.60300,1992.10200,907.63400,912.50500,2.33000,2.31000
2020-09-30,5740.60000,1326.40000,4414.20000,1465.40000,1569.10000,-101.40000,3135.90000,1278.30000,158.90000,1437.20000,228.80000,1208.40000,1208.40000,,1208.40000,1636.70000,1278.30000,907.20000,911.40000,1.33000,1.33000
2020-06-30,5499.40000,1222.00000,4277.40000,1390.20000,1448.60000,,3080.60000,1196.80000,446.90000,1643.70000,231.70000,1412.00000,1412.00000,,1412.00000,1521.20000,1196.80000,907.20000,910.90000,1.56000,1.55000
2020-03-31,5859.80000,1215.10000,4644.70000,1392.10000,1549.60000,-59.90000,3053.90000,1590.80000,89.10000,1679.90000,223.40000,1456.50000,1456.50000,,1456.50000,1864.40000,1590.80000,908.20000,911.70000,1.60000,1.60000
2019-12-31,6114.00000,1282.60000,4831.39900,1581.40000,1698.10000,-438.70000,3431.19900,1400.20100,262.90000,1663.10000,167.40000,1495.70000,1495.70000,,1495.70100,1740.90100,1400.20000,931.05900,935.68400,1.79000,1.77000
2019-09-30,5476.60000,1175.00000,4301.60000,1380.90000,1412.30000,,2870.90000,1430.70000,-24.90000,1405.80000,151.90000,1253.90000,1253.90000,,1253.90000,1718.70000,1430.70000,913.90000,918.50000,1.37000,1.37000
2019-06-30,5636.70000,1124.90000,4511.80000,1402.20000,1586.30000,,3013.50000,1498.30000,-32.40000,1465.90000,138.70000,1327.20000,1327.20000,,1327.20000,1745.70000,1498.30000,920.80000,924.60000,1.44000,1.44000
2019-03-31,5092.20000,1138.70000,3953.50000,1230.50000,1517.10000,-136.90000,3308.40000,645.10060,86.00000,731.10000,170.00000,561.10000,561.10000,3680.50000,4241.60000,1001.60100,645.10060,979.90000,984.00000,4.33000,4.31000
2018-12-31,5637.60100,1129.90000,4507.70000,1391.80000,1693.60000,-192.70000,3607.50000,900.20070,31.40000,931.60010,-189.80000,1121.40000,1121.40000,3.60000,1125.00000,1245.70100,900.20020,1027.72100,1033.66700,1.10000,1.10000
2018-09-30,5306.90000,1152.90000,4154.00000,1280.90000,1457.20000,-42.90000,2811.00000,1343.00000,-1.90000,1341.10000,247.50000,1093.60000,1093.60000,55.90000,1149.50000,1758.50000,1343.00000,1020.40000,1026.30000,1.13000,1.12000
2018-06-30,5585.00000,1234.30000,4350.70000,1271.00000,1485.60000,25.50000,4355.60000,-4.89990,46.60000,41.70000,273.30000,-231.60000,-231.60000,-28.30000,-259.90000,420.30010,-4.89990,1030.20000,1030.20000,-0.25000,-0.25000
2018-03-31,4963.80000,1164.60000,3799.20000,1107.50000,1338.70000,-56.80000,2503.00000,1296.20000,69.50000,1365.70000,198.50000,1167.20000,1167.20000,50.20000,1217.40000,1719.00000,1296.20000,1048.00000,1049.80000,1.16000,1.16000
