,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,1832.30000,641.60000,1190.70000,900.80000,,908.60000,282.10010,-1.70000,280.40000,63.90000,216.50000,216.50000,216.50000,337.30010,282.10010,66.50000,67.60000,3.26000,3.20000
2022-09-30,1579.90000,556.80000,1023.10000,809.30000,-0.20000,816.40000,206.70010,-6.60000,200.10000,49.60000,150.50000,150.50000,150.50000,260.00010,206.70010,68.00000,69.00000,2.21000,2.18000
2022-06-30,1490.60000,489.20000,1001.40000,820.60000,0.00000,826.20000,175.20000,-13.00000,162.20000,38.80000,123.40000,123.40000,123.40000,230.00000,175.20000,70.10000,71.50000,1.76000,1.73000
2022-03-31,1522.70000,556.59990,966.10000,913.70000,-2.00000,929.30010,36.79960,-7.50000,29.30000,4.90000,24.40000,24.40000,24.40000,97.19960,36.79970,73.00000,74.30000,0.40000,0.39000
2021-12-31,1815.40000,617.30000,1198.10000,908.80000,,909.00000,289.10010,-11.90000,277.20000,59.50000,217.70000,217.70000,217.70000,345.30010,289.10010,73.20000,74.30000,2.98000,2.93000
2021-09-30,1504.10000,488.90000,1015.20000,754.90000,-0.70000,763.30000,251.90000,-13.80000,238.10000,44.80000,193.30000,193.30000,193.30000,307.80000,251.90000,74.00000,75.30000,2.61000,2.57000
2021-06-30,1376.30000,408.20000,968.10000,728.20000,-18.60000,747.50000,220.60010,-10.60000,210.00000,45.30000,164.70000,164.70000,164.70000,277.80010,220.60010,73.80000,75.40000,2.23000,2.18000
2021-03-31,1287.00000,504.10000,782.89970,755.20010,-60.30000,808.60000,-25.70020,-9.60000,-35.30000,38.80000,-74.10000,-74.10000,-74.10000,36.39980,-25.70010,73.50000,73.50000,-1.00000,-0.98000
2020-12-31,1432.80000,502.40000,930.40000,747.50000,-2.60000,760.00000,170.40000,-8.20000,162.20000,42.40000,119.80000,119.80000,119.80000,230.70000,170.40000,73.60000,74.60000,1.63000,1.61000
2020-09-30,1193.50000,394.10000,799.40000,628.20000,-31.00000,819.70000,-20.30010,-8.80000,-29.10000,10.00000,-39.10000,-39.10000,-39.10000,41.20000,-20.30010,73.50000,73.50000,-0.53000,-0.53000
2020-06-30,487.50000,138.80000,348.70000,507.60000,-2.10000,516.70000,-168.00000,-4.60000,-172.60000,-44.90000,-127.70000,-127.70000,-127.70000,-104.30000,-168.00000,73.10000,73.10000,-1.75000,-1.75000
2020-03-31,1274.10000,679.70000,594.39970,852.19990,-9.90000,878.20100,-283.80090,-3.40000,-287.20000,-38.20000,-249.00000,-249.00000,-249.00000,-215.30090,-283.80070,75.80000,77.20000,-3.27000,-3.24000
2019-12-31,1750.70000,661.60000,1089.10000,843.30000,-14.40000,864.70000,224.40000,6.00000,230.40000,-103.70000,334.10000,334.10000,334.10000,292.60000,224.40000,74.70000,75.80000,4.47000,4.41000
2019-09-30,1706.20000,657.20000,1049.00000,795.30000,-6.10000,815.90000,233.10000,3.50000,236.60000,54.50000,182.10000,182.10000,182.10000,299.70000,233.10000,76.70000,77.90000,2.37000,2.34000
2019-06-30,1428.80000,508.00000,920.80000,746.70000,-1.20000,777.50000,143.30020,3.30000,146.60000,29.50000,117.10000,117.10000,117.10000,209.50020,143.30020,78.20000,79.90000,1.50000,1.47000
2019-03-31,1505.70000,604.20000,901.50040,809.39990,-12.50000,873.60000,27.90060,7.40000,35.30000,3.70000,31.60000,31.60000,31.60000,97.20060,27.90030,80.60000,81.70000,0.43000,0.41000
2018-12-31,1725.80000,666.30000,1059.50000,823.40000,-2.20000,865.70000,193.80020,5.70000,199.50000,79.50000,120.00000,120.00000,120.00000,265.80020,193.80020,80.20000,81.20000,1.50000,1.48000
2018-09-30,1690.90000,661.60000,1029.30000,793.60000,-9.80000,819.30000,210.00000,4.80000,214.80000,44.50000,170.30000,170.30000,170.30000,279.70000,210.00000,81.30000,82.30000,2.09000,2.07000
2018-06-30,1390.60000,494.90000,895.70000,741.90000,-1.30000,765.60000,130.09990,2.80000,132.90000,23.90000,109.00000,109.00000,109.00000,200.39990,130.09990,81.90000,83.30000,1.33000,1.31000
2018-03-31,1529.20000,620.70010,908.50000,828.60000,-25.20000,883.09990,25.40000,-0.50000,24.90000,-16.40000,41.30000,41.30000,41.30000,101.20000,25.39980,81.70000,82.50000,0.50000,0.50000
2017-12-31,1641.80000,645.60000,996.20010,779.80000,-3.90000,807.00000,189.20010,-2.90000,186.30000,268.10000,-81.80000,-81.80000,-81.80000,261.90010,189.20010,81.70000,81.70000,-1.00000,-1.00000
2017-09-30,1664.20000,668.40000,995.79990,772.70000,-11.20000,802.50000,193.29990,-2.10000,191.20000,47.40000,143.80000,143.80000,143.80000,267.09990,193.29990,81.70000,82.30000,1.76000,1.75000
2017-06-30,1347.10000,495.90000,851.20000,714.40000,-9.70000,760.90000,90.29990,-3.50000,86.80000,27.30000,59.50000,59.50000,59.50000,163.19990,90.29990,81.60000,82.50000,0.73000,0.72000
2017-03-31,1565.40000,746.29980,819.09990,781.10000,-197.10000,1084.80020,-265.70010,-2.80000,-268.50000,-64.50000,-204.00000,-204.00000,-204.00000,-190.10010,-265.70010,82.70000,82.70000,-2.46000,-2.46000
2016-12-31,1714.60000,731.40000,983.20000,771.90000,-10.30000,854.90000,128.29990,-5.20000,123.10000,41.80000,81.30000,81.30000,81.30000,206.19990,128.29990,82.60000,83.30000,0.98000,0.98000
2016-09-30,1820.60000,866.40000,954.20000,803.30000,-27.00000,877.90000,76.29990,-2.60000,73.70000,28.00000,45.70000,45.70000,45.70000,151.89990,76.29990,82.70000,83.20000,0.55000,0.55000
2016-06-30,1552.20000,657.60000,894.60000,814.70000,-19.40000,925.80000,-31.20010,-2.00000,-33.20000,-10.90000,-22.30000,-22.30000,-22.30000,47.19990,-31.20010,83.30000,83.30000,-0.27000,-0.27000
2016-03-31,1871.20000,857.50000,1013.70000,918.50000,-24.80000,945.90000,67.80030,-6.00000,61.80000,20.40000,41.40000,41.40000,41.40000,150.20030,67.80030,85.20000,85.90000,0.49000,0.49000
2015-12-31,1946.00000,852.00000,1094.00000,833.00000,-9.00000,905.00000,189.00000,-8.00000,181.00000,50.00000,131.00000,131.00000,131.00000,265.00000,189.00000,84.90000,85.50000,1.55000,1.54000
2015-09-30,1970.00000,857.00000,1113.00000,839.00000,-7.00000,883.00000,230.00000,-11.00000,219.00000,59.00000,160.00000,160.00000,160.00000,307.00000,230.00000,85.60000,86.00000,1.87000,1.86000
2015-06-30,1618.00000,652.00000,966.00000,822.00000,-8.00000,870.00000,96.00000,-6.00000,90.00000,26.00000,64.00000,64.00000,64.00000,170.00000,96.00000,86.50000,87.50000,0.74000,0.73000
2015-03-31,1885.30000,841.39990,1043.90000,839.30000,-4.90000,853.50010,190.39990,-17.00000,173.40000,49.20000,124.20000,124.20000,124.20000,265.79990,190.39990,88.20000,89.10000,1.43000,1.42000
2014-12-31,2033.00000,874.00000,1159.00000,837.00000,,844.00000,315.00000,-14.00000,301.00000,86.00000,215.00000,215.00000,215.00000,393.00000,315.00000,88.10000,89.00000,2.44000,2.41000
