,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,3296.00000,1808.00000,1488.00000,378.00000,464.00000,1024.00000,-129.00000,895.00000,256.00000,639.00000,639.00000,,639.00000,1605.00000,1024.00000,70.70300,70.97300,9.10000,9.04000
2022-09-30,3051.00000,1685.00000,1366.00000,356.00000,445.00000,921.00000,-105.00000,816.00000,210.00000,606.00000,606.00000,,606.00000,1484.00000,921.00000,69.85400,70.05300,8.69000,8.66000
2022-06-30,2771.00000,1621.00000,1150.00000,343.00000,435.00000,715.00000,-107.00000,608.00000,115.00000,493.00000,493.00000,,493.00000,1266.00000,715.00000,71.22100,71.35400,6.91000,6.90000
2022-03-31,2524.00000,1532.00000,992.00000,323.00000,420.00000,572.00000,-89.00000,483.00000,116.00000,367.00000,367.00000,,367.00000,1107.00000,572.00000,72.37200,72.68400,5.07000,5.05000
2021-12-31,2776.00000,1615.00000,1161.00000,322.00000,416.00000,745.00000,-101.00000,644.00000,163.00000,481.00000,481.00000,,481.00000,1281.00000,745.00000,72.43200,72.81700,6.65000,6.59000
2021-09-30,2596.00000,1493.00000,1103.00000,326.00000,424.00000,679.00000,-129.00000,550.00000,141.00000,409.00000,409.00000,,409.00000,1192.00000,679.00000,72.46300,72.71000,5.65000,5.63000
2021-06-30,2287.00000,1412.00000,875.00000,301.00000,394.00000,481.00000,-104.00000,377.00000,84.00000,293.00000,293.00000,,293.00000,959.00000,481.00000,72.45500,72.71700,4.03000,4.02000
2021-03-31,2057.00000,1343.00000,714.00000,250.00000,342.00000,372.00000,-97.00000,275.00000,72.00000,203.00000,203.00000,,203.00000,841.00000,372.00000,72.33800,72.67400,2.81000,2.80000
2020-12-31,2279.00000,1410.00000,869.00000,258.00000,359.00000,510.00000,-123.00000,387.00000,90.00000,297.00000,297.00000,,297.00000,993.00000,510.00000,72.65800,72.92900,4.09000,4.07000
2020-09-30,2187.00000,1301.00000,886.00000,232.00000,335.00000,551.00000,-276.00000,275.00000,67.00000,208.00000,208.00000,,208.00000,1047.00000,551.00000,72.19000,72.44200,2.88000,2.87000
2020-06-30,1939.00000,1238.00000,701.00000,222.00000,320.00000,381.00000,-130.00000,251.00000,39.00000,212.00000,212.00000,,212.00000,874.00000,381.00000,72.16100,72.27500,2.94000,2.93000
