,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,13674.00000,8302.00000,5372.00000,,-140.00000,2332.00000,3040.00000,-1236.00000,1804.00000,419.00000,1385.00000,1385.00000,1196.00000,5232.00000,3040.00000,161.50100,164.43400,7.78000,7.66000
2022-09-30,13550.00000,8247.00000,5303.00000,,-202.00000,2379.00000,2924.00000,-1197.00000,1727.00000,360.00000,1367.00000,1367.00000,1185.00000,5101.00000,2924.00000,157.97100,160.63800,7.51000,7.38000
2022-06-30,13598.00000,8193.00000,5405.00000,,62.00000,2178.00000,3227.00000,-1030.00000,2197.00000,489.00000,1708.00000,1708.00000,1471.00000,5467.00000,3227.00000,164.05000,167.09100,8.96000,8.80000
2022-03-31,13200.00000,8134.00000,5066.00000,,-1.00000,2295.00000,2771.00000,-1037.00000,1734.00000,345.00000,1389.00000,1389.00000,1203.00000,5065.00000,2771.00000,170.68800,174.50000,7.05000,6.90000
2021-12-31,13212.00000,7931.00000,5281.00000,,-45.00000,2325.00000,2956.00000,-898.00000,2058.00000,224.00000,1834.00000,1834.00000,1610.00000,5236.00000,2956.00000,183.66900,193.04300,8.95000,8.57000
2021-09-30,13146.00000,7958.00000,5188.00000,,9.00000,2261.00000,2927.00000,-1173.00000,1754.00000,347.00000,1407.00000,1407.00000,1217.00000,5197.00000,2927.00000,181.92500,187.16600,6.69000,6.50000
2021-06-30,12802.00000,7882.00000,4920.00000,,9.00000,2345.00000,2575.00000,-1136.00000,1439.00000,281.00000,1158.00000,1158.00000,1020.00000,4929.00000,2575.00000,185.91700,199.07700,5.48000,5.29000
2021-03-31,12522.00000,7711.00000,4811.00000,,-302.00000,2743.00000,2068.00000,-931.00000,1137.00000,216.00000,921.00000,921.00000,807.00000,4509.00000,2068.00000,191.40500,205.87300,4.22000,4.11000
2020-12-31,12624.00000,7718.00000,4906.00000,,-35.00000,2444.00000,2462.00000,-807.00000,1655.00000,254.00000,1401.00000,1401.00000,1246.00000,4871.00000,2462.00000,203.31600,209.27300,6.21000,6.01000
2020-09-30,12039.00000,7483.00000,4556.00000,,-14.00000,2384.00000,2172.00000,-1063.00000,1109.00000,177.00000,932.00000,932.00000,814.00000,4542.00000,2172.00000,202.82700,208.72200,4.01000,3.90000
2020-06-30,11696.00000,7297.00000,4399.00000,,-2.00000,2430.00000,1969.00000,-927.00000,1042.00000,166.00000,876.00000,876.00000,766.00000,4397.00000,1969.00000,205.77700,210.90700,3.72000,3.63000
2020-03-31,11738.00000,7432.00000,4306.00000,,-7.00000,2504.00000,1802.00000,-1306.00000,496.00000,29.00000,467.00000,467.00000,396.00000,4299.00000,1802.00000,207.83100,212.81100,1.91000,1.86000
2019-12-31,11761.00000,7309.00000,4452.00000,,-32.00000,2493.00000,1959.00000,-1027.00000,932.00000,110.00000,822.00000,822.00000,714.00000,4420.00000,1959.00000,219.50700,223.78600,3.29000,3.21000
2019-09-30,11450.00000,7435.00000,4015.00000,,-14.00000,2429.00000,1586.00000,-993.00000,593.00000,126.00000,467.00000,467.00000,387.00000,4001.00000,1586.00000,218.49900,222.35600,1.77000,1.74000
2019-06-30,11347.00000,7244.00000,4103.00000,,-62.00000,2562.00000,1541.00000,-1071.00000,470.00000,84.00000,386.00000,386.00000,314.00000,4041.00000,1541.00000,222.39200,225.94200,1.41000,1.39000
2019-03-31,11206.00000,7236.00000,3970.00000,,5.00000,2545.00000,1425.00000,-989.00000,436.00000,119.00000,317.00000,317.00000,253.00000,3975.00000,1425.00000,224.63000,227.59500,1.13000,1.11000
2018-12-31,11231.00000,7139.00000,4092.00000,,-119.00000,2653.00000,1439.00000,-1077.00000,362.00000,2.00000,360.00000,360.00000,296.00000,3973.00000,1439.00000,232.35700,235.52500,1.27000,1.26000
2018-09-30,10892.00000,7012.00000,3880.00000,,-18.00000,2500.00000,1380.00000,-687.00000,693.00000,109.00000,584.00000,584.00000,493.00000,3862.00000,1380.00000,230.55500,233.60700,2.14000,2.11000
2018-06-30,10854.00000,6873.00000,3981.00000,,-29.00000,2621.00000,1360.00000,-980.00000,380.00000,41.00000,339.00000,339.00000,273.00000,3952.00000,1360.00000,234.24200,237.07400,1.17000,1.15000
2018-03-31,10657.00000,6836.00000,3821.00000,,-69.00000,2779.00000,1042.00000,-791.00000,251.00000,28.00000,223.00000,223.00000,168.00000,3752.00000,1042.00000,237.76200,241.42100,0.71000,0.70000
2017-12-31,10602.00000,6684.00000,3918.00000,,28.00000,2714.00000,1204.00000,-773.00000,431.00000,-9186.00000,9617.00000,9617.00000,9553.00000,3946.00000,1204.00000,256.72100,296.70400,37.25000,32.81000
2017-09-30,10458.00000,6703.00000,3755.00000,,-145.00000,2846.00000,909.00000,-791.00000,118.00000,26.00000,92.00000,92.00000,48.00000,3610.00000,909.00000,253.92400,258.34200,0.19000,0.19000
2017-06-30,10357.00000,6575.00000,3782.00000,,-135.00000,2730.00000,1052.00000,-809.00000,243.00000,48.00000,195.00000,195.00000,139.00000,3647.00000,1052.00000,263.46100,267.30900,0.53000,0.52000
2017-03-31,10164.00000,6579.00000,3585.00000,,-94.00000,2644.00000,941.00000,-705.00000,236.00000,25.00000,211.00000,211.00000,155.00000,3491.00000,941.00000,269.00500,273.19900,0.58000,0.57000
2016-12-31,10275.00000,6498.00000,3777.00000,,-209.00000,2704.00000,1073.00000,-294.00000,779.00000,210.00000,569.00000,569.00000,454.00000,3568.00000,1073.00000,206.53900,234.79100,1.48000,1.94000
2016-09-30,10037.00000,6482.00000,3555.00000,,-207.00000,2644.00000,911.00000,-645.00000,266.00000,16.00000,250.00000,250.00000,189.00000,3348.00000,911.00000,271.26300,275.37300,0.70000,0.69000
2016-06-30,6161.00000,4004.00000,2157.00000,,-551.00000,1987.00000,170.00000,-235.00000,-65.00000,-3179.00000,3114.00000,3114.00000,3067.00000,1606.00000,170.00000,183.36300,205.21400,16.73000,15.17000
2016-03-31,2530.00000,1671.00000,859.00000,,-18.00000,557.00000,302.00000,-462.00000,-160.00000,28.00000,-188.00000,-188.00000,-188.00000,841.00000,302.00000,101.55200,101.55200,-1.86000,-1.86000
2015-12-31,2512.00000,1624.00000,888.00000,,-20.00000,565.00000,323.00000,-433.00000,-110.00000,12.00000,-122.00000,-122.00000,-122.00000,868.00000,323.00000,101.15300,101.15300,-1.20270,-1.19270
2015-09-30,2450.00000,1620.00000,830.00000,,-19.00000,557.00000,273.00000,-361.00000,-88.00000,-142.00000,54.00000,54.00000,54.00000,811.00000,273.00000,101.20500,102.48200,0.54000,0.53000
2015-06-30,2430.00000,1601.00000,829.00000,,-32.00000,560.00000,269.00000,-356.00000,-87.00000,35.00000,-122.00000,-122.00000,-122.00000,797.00000,269.00000,101.07500,101.07500,-1.21000,-1.21000
2015-03-31,2362.00000,1581.00000,781.00000,,-18.00000,532.00000,249.00000,-295.00000,-46.00000,35.00000,-81.00000,-81.00000,-81.00000,763.00000,249.00000,100.95940,100.95940,-0.80730,-0.80730
2014-12-31,2360.00000,1529.00000,831.00000,,-20.00000,554.00000,277.00000,-277.00000,,48.00000,-48.00000,-48.00000,-48.00000,811.00000,277.00000,97.99200,97.99200,-0.48650,-0.48650
2014-09-30,2287.00000,1518.00000,769.00000,,-16.00000,551.00000,218.00000,-212.00000,6.00000,59.00000,-53.00000,-53.00000,-53.00000,753.00000,218.00000,98.37060,98.37060,-0.54190,-0.54190
2014-06-30,2259.00000,1479.00000,780.00000,,-16.00000,544.00000,236.00000,-216.00000,20.00000,65.00000,-45.00000,-45.00000,-45.00000,764.00000,236.00000,97.63190,97.63190,-0.46450,-0.46450
2014-03-31,2202.00000,1447.00000,755.00000,,-10.00000,515.00000,240.00000,-213.00000,27.00000,64.00000,-37.00000,-37.00000,-37.00000,745.00000,240.00000,96.24220,96.24220,-0.38710,-0.38710
2013-12-31,2148.00000,1395.00000,753.00000,,-12.00000,512.00000,241.00000,-206.00000,35.00000,-4.00000,39.00000,39.00000,39.00000,741.00000,241.00000,92.16960,92.16960,0.45340,0.45340
2013-09-30,2118.00000,1397.00000,721.00000,,-19.00000,512.00000,209.00000,-222.00000,-13.00000,57.00000,-70.00000,-70.00000,-70.00000,702.00000,209.00000,93.06390,93.06390,-0.75200,-0.75200
2013-06-30,1972.00000,1295.00000,677.00000,,-5.00000,441.00000,236.00000,-274.00000,-38.00000,58.00000,-96.00000,-96.00000,-96.00000,672.00000,236.00000,90.96340,90.96340,-1.06170,-1.06170
2013-03-31,1917.00000,1258.00000,659.00000,,-11.00000,436.00000,223.00000,-256.00000,-33.00000,9.00000,-42.00000,-42.00000,-42.00000,648.00000,223.00000,90.71570,90.71570,-0.46450,-0.46450
2012-12-31,1913.00000,1228.00000,685.00000,,-14.00000,480.00000,205.00000,-196.00000,9.00000,49.00000,-40.00000,-40.00000,-40.00000,671.00000,205.00000,90.11080,90.11080,-0.43130,-0.43130
2012-09-30,1880.00000,1242.00000,638.00000,,-3.00000,427.00000,211.00000,-229.00000,-18.00000,69.00000,-87.00000,-87.00000,-87.00000,635.00000,211.00000,90.14420,90.14420,-0.96220,-0.96220
2012-06-30,1884.00000,1204.00000,680.00000,,4.00000,411.00000,269.00000,-284.00000,-15.00000,68.00000,-83.00000,-83.00000,-83.00000,684.00000,269.00000,89.96520,89.96520,-0.92900,-0.92900
2012-03-31,1827.00000,1186.00000,641.00000,,-3.00000,411.00000,230.00000,-253.00000,-23.00000,71.00000,-94.00000,-94.00000,-94.00000,638.00000,230.00000,89.90730,89.90730,-1.05070,-1.05070
2011-12-31,1834.00000,794.00000,1040.00000,364.00000,,775.00000,265.00000,-265.00000,,67.00000,-67.00000,-67.00000,-67.00000,676.00000,265.00000,95.39670,95.39670,-0.69670,-0.69670
2011-09-30,1809.00000,792.00000,1017.00000,374.00000,-1.00000,780.00000,237.00000,-250.00000,-13.00000,72.00000,-85.00000,-85.00000,-85.00000,642.00000,237.00000,98.03340,98.03340,-0.87370,-0.87370
2011-06-30,1791.00000,784.00000,1007.00000,343.00000,-1.00000,737.00000,270.00000,-296.00000,-26.00000,81.00000,-107.00000,-107.00000,-107.00000,663.00000,270.00000,98.79830,98.79830,-1.08380,-1.08380
2011-03-31,1770.00000,768.00000,1002.00000,345.00000,-5.00000,733.00000,269.00000,-300.00000,-31.00000,79.00000,-110.00000,-110.00000,-110.00000,652.00000,269.00000,102.37710,102.37710,-1.07280,-1.07280
2010-12-31,1784.00000,747.00000,1037.00000,362.00000,-6.00000,758.00000,279.00000,-280.00000,-1.00000,84.00000,-85.00000,-85.00000,-85.00000,669.00000,279.00000,102.45310,102.45310,-0.82950,-0.82950
2010-09-30,1769.00000,788.00000,981.00000,356.00000,,741.00000,240.00000,-226.00000,14.00000,109.00000,-95.00000,-95.00000,-95.00000,625.00000,240.00000,102.27500,102.27500,-0.92900,-0.92900
2010-06-30,1771.00000,773.00000,998.00000,357.00000,-7.00000,744.00000,254.00000,-252.00000,2.00000,83.00000,-81.00000,-81.00000,-81.00000,634.00000,254.00000,102.27500,102.27500,-0.79630,-0.79630
2010-03-31,1735.00000,756.00000,979.00000,347.00000,-12.00000,728.00000,251.00000,-208.00000,43.00000,19.00000,24.00000,24.00000,24.00000,620.00000,251.00000,102.19360,103.87720,0.23220,0.23220
2009-12-31,1710.00000,735.00000,975.00000,346.00000,687.00000,-2.00000,977.00000,12148.00000,13125.00000,101.00000,13024.00000,13024.00000,12718.00000,1316.00000,977.00000,443.83740,919.04160,37.14890,17.91640
2009-09-30,1693.00000,739.00000,954.00000,354.00000,-2864.00000,3545.00000,-2591.00000,-404.00000,-2995.00000,-565.00000,-2430.00000,-2430.00000,-1035.00000,-2264.00000,-2591.00000,342.75150,342.75150,-3.01920,-3.01920
2009-06-30,1690.00000,715.00000,975.00000,343.00000,-2.00000,674.00000,301.00000,-400.00000,-99.00000,60.00000,-159.00000,-159.00000,-112.00000,630.00000,301.00000,342.67550,342.67550,-0.33180,-0.33180
