,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,2650.67500,2096.23500,554.44070,493.36200,493.36200,61.07810,-24.60900,36.46900,2.91700,33.55200,33.55200,,33.45600,220.09310,61.07840,63.82600,64.06200,0.60000,0.61000
2022-09-30,2917.53900,2203.87800,713.66110,523.47900,1219.25000,-505.58890,-12.55500,-518.14400,15.56900,-533.71300,-533.71300,,-533.96900,343.64710,-505.58890,63.53400,63.53400,-8.40000,-8.40000
2022-06-30,3153.18800,2279.99100,873.19700,505.27000,505.27000,367.92700,-9.24100,358.68600,78.17600,280.51000,280.51000,,280.43100,509.49600,367.92700,63.54000,63.79800,4.41000,4.40000
2022-03-31,3015.66300,2213.53500,802.12820,481.32700,481.32700,320.80130,-13.91900,306.88200,61.44800,245.43400,245.43400,,245.32900,462.21620,320.80130,64.68600,64.97000,3.79000,3.78000
2021-12-31,2760.73700,2023.29400,737.44300,484.34510,484.34400,253.09840,-13.30900,239.78900,50.68900,189.10010,189.10010,,189.08900,396.51040,253.09860,68.85200,69.14500,2.85000,2.83000
2021-09-30,2817.01700,1979.70200,837.31510,477.34100,477.34100,359.97410,-14.96900,345.00500,73.82100,271.18400,271.18400,,270.97800,508.59210,359.97410,68.54100,68.86400,3.95000,3.93000
2021-06-30,2953.83300,2051.62600,902.20700,497.78300,497.78300,404.42410,-3.72600,400.69800,64.24500,336.45300,336.45300,,336.28500,552.88900,404.42410,69.43200,69.74500,4.84000,4.82000
2021-03-31,2669.02600,1877.25700,791.76890,474.25400,474.25400,317.51490,-13.01400,304.50100,67.69000,236.81100,236.81100,,236.80700,468.73090,317.51490,70.17900,70.47400,3.37000,3.36000
2020-12-31,2641.76400,1903.68000,738.08450,455.35100,455.35100,282.73290,-9.15700,273.57600,25.17900,248.39710,248.39710,,248.22090,439.28790,282.73290,71.21400,71.40100,3.50000,3.49000
2020-09-30,2574.87000,1868.67100,706.19910,443.45500,443.45500,262.74410,-14.12800,248.61600,43.16300,205.45300,205.45300,,205.11700,414.08620,262.74410,71.19700,71.37800,2.88000,2.87000
2020-06-30,2049.80000,1679.83300,369.96700,430.92500,430.92500,-60.95800,-13.99300,-74.95100,-26.36300,-48.58800,-48.58800,,-48.25700,93.13600,-60.95800,71.18600,71.18600,-0.68000,-0.68000
2020-03-31,2285.76300,1669.32300,616.43990,464.95700,464.95700,151.48290,-14.35000,137.13300,26.66800,110.46500,110.46500,,110.51400,296.99890,151.48290,71.54700,71.77700,1.54000,1.54000
2019-12-31,2424.51200,1801.70500,622.80710,467.99290,467.99300,154.81350,-1.44000,153.37400,-111.29900,264.67300,264.67300,,264.66700,303.30650,154.81350,71.98600,72.26400,3.70000,3.69000
2019-09-30,2519.18500,1827.49400,691.69100,451.47100,451.47100,240.22000,-62.02900,178.19100,22.52200,155.66900,155.66900,,155.51800,450.31200,240.22000,72.10600,72.39200,2.16000,2.15000
2019-06-30,2584.48500,1847.86700,736.61820,469.75800,469.75800,266.86010,-7.47300,259.38700,56.73300,202.65400,202.65400,,202.44100,407.34210,266.86010,72.40200,72.68000,2.80000,2.79000
2019-03-31,2442.49000,1817.56300,624.92700,459.59700,459.59700,165.33010,-6.73700,158.59300,37.01800,121.57500,121.57500,,121.58500,302.62110,165.33010,72.34200,72.64600,1.68000,1.67000
2018-12-31,2448.61800,1802.22800,646.39010,433.01410,433.01400,213.37650,-14.91500,198.46110,-31.58200,230.04300,230.04300,,225.44700,352.46850,213.37620,74.41300,74.77300,3.06000,3.05000
2018-09-30,2545.80000,1825.36700,720.43310,433.18900,433.18900,287.24410,-9.73100,277.51300,49.48700,228.02600,228.02600,,227.01300,420.21510,287.24410,74.60300,74.94500,3.03000,3.02000
2018-06-30,2577.01400,1810.45900,766.55490,440.24800,440.24800,326.30690,-9.95300,316.35400,118.80900,197.54500,197.54500,,196.58600,453.35490,326.30690,74.59700,74.93700,2.64000,2.62000
