,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,3029.74000,1295.79600,1733.94400,713.58100,-159.34200,1211.70600,522.23800,-95.93100,426.30700,104.26900,322.03800,322.03800,320.15800,,522.23800,348.78600,349.26800,0.92000,0.92000
2022-09-30,3215.64500,1388.04100,1827.60400,694.33600,-162.54500,1270.31100,557.29300,-88.34300,468.95000,117.66100,351.28900,351.28900,349.40900,970.72300,557.29300,347.29700,347.76300,1.01000,1.00000
2022-06-30,2572.64100,940.54100,1632.10000,675.20500,-136.67900,1176.53100,455.56910,-66.22900,389.34000,95.59800,293.74200,293.74200,291.86200,820.21610,455.56910,345.89400,346.29500,0.84000,0.84000
2022-03-31,3471.31000,1389.69600,2081.61400,692.79700,-199.48400,1418.55900,663.05520,-81.68400,581.37100,136.04500,445.32600,445.32600,443.44600,1189.33300,663.05520,345.15600,345.66100,1.28000,1.28000
2021-12-31,2481.91300,843.12710,1638.78600,680.09220,-131.96100,1165.96890,472.81670,-114.47700,358.34010,49.76300,308.57700,308.57700,306.69790,826.73270,472.81650,343.97300,344.63100,0.89000,0.89000
2021-09-30,2432.79400,880.63900,1552.15500,602.94600,-143.79600,1068.82400,483.33090,-104.19400,379.13700,94.09100,285.04600,285.04600,283.16600,805.41190,483.33090,344.02400,344.67000,0.82000,0.82000
2021-06-30,2122.53800,650.08700,1472.45100,611.63300,-128.95500,1020.84600,451.60520,-98.81600,352.78900,86.38900,266.40000,266.40000,264.52000,731.86430,451.60520,343.84500,344.43600,0.77000,0.77000
2021-03-31,2825.84000,998.49100,1827.34900,675.00100,-188.06300,1241.78100,585.56810,-103.56500,482.00300,113.98000,368.02300,368.02300,366.14300,964.28520,585.56810,343.67800,344.33500,1.07000,1.06000
2020-12-31,2233.93400,674.88390,1559.05000,670.16390,-126.96600,1104.32110,454.72880,-110.36100,344.36800,70.56700,273.80090,273.80090,271.92200,761.92170,454.72840,338.83600,339.84700,0.79000,0.78000
2020-09-30,2343.64200,806.25400,1537.38800,529.14300,-145.04700,976.15800,561.23010,-104.84800,456.38200,108.24200,348.14000,348.14000,346.26000,863.19710,561.23010,343.07700,343.77400,1.01000,1.01000
