,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,5277.56900,2901.22000,2376.34900,462.38500,233.80200,,696.18700,1680.16200,-28.23400,1651.92800,183.42100,1468.50700,1468.50700,1468.50700,1765.57600,1680.16200,136.01800,136.33900,10.80000,10.77000
2022-09-30,5074.12100,2737.28600,2336.83500,433.37500,205.62000,,638.99500,1697.84000,-43.09500,1654.74500,228.86600,1425.87900,1425.87900,1425.87900,1773.59100,1697.84000,136.89100,137.20800,10.42000,10.39000
2022-06-30,4635.55500,2535.04200,2100.51200,411.15700,210.00200,,621.16000,1479.35300,-120.44800,1358.90500,149.97100,1208.93400,1208.93400,1208.93400,1567.28500,1479.35300,139.89900,140.62800,8.76000,8.74000
2022-03-31,4060.41600,2243.79100,1816.62500,407.12000,217.40800,,624.52800,1192.09700,-57.40200,1134.69500,112.91700,1021.77800,1021.77800,1021.77800,1276.32500,1192.09700,139.22900,140.05700,7.34000,7.30000
2021-12-31,4226.60400,2248.68800,1977.91600,403.64400,236.13300,,639.77700,1338.13900,17.99900,1356.13800,161.30800,1194.83000,1194.83000,1194.83000,1419.84400,1338.13900,140.63000,141.53000,8.50000,8.44000
2021-09-30,4304.46500,2327.71100,1976.75400,382.32700,222.19400,,604.52100,1372.23300,-28.85700,1343.37600,163.63200,1179.74400,1179.74400,1179.74400,1452.10700,1372.23300,141.74300,142.61200,8.32000,8.27000
2021-06-30,4145.17900,2229.97900,1915.20000,381.74900,217.52500,,599.27200,1315.92700,-7.16600,1308.76100,164.10400,1144.65700,1144.65700,1144.65700,1394.32400,1315.92700,143.60900,145.32000,8.00000,7.94000
2021-03-31,3847.65400,2067.52300,1780.13100,381.12000,203.70300,,584.82300,1195.30800,-35.32000,1159.98800,88.86700,1071.12100,1071.12100,1071.12100,1274.76100,1195.30800,142.67600,144.60900,7.51000,7.41000
2020-12-31,3456.23700,1852.44200,1603.79500,375.17200,218.89900,,594.07100,1009.72400,-29.94100,979.78300,110.55400,869.22900,869.22900,869.22900,1086.11300,1009.72400,143.83000,145.91000,6.04000,5.96000
2020-09-30,3177.08000,1670.90100,1506.17900,355.36700,189.74800,,545.11500,961.06400,-38.79200,922.27200,98.82100,823.45100,823.45100,823.45100,1033.97600,961.06400,145.26700,147.24800,5.67000,5.59000
