,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,14042.00000,8542.00000,5500.00000,4464.00000,1706.00000,6632.00000,-1132.00000,336.00000,-796.00000,-135.00000,-661.00000,-661.00000,-664.00000,2155.00000,-1132.00000,4108.00000,4123.00000,-0.18000,-0.18000
2022-09-30,15338.00000,8803.00000,6535.00000,4302.00000,1744.00000,6710.00000,-175.00000,-13.00000,-188.00000,-1207.00000,1019.00000,1019.00000,1019.00000,3077.00000,-175.00000,4118.00000,4125.00000,0.25000,0.25000
2022-06-30,15321.00000,9734.00000,5587.00000,4400.00000,1800.00000,6287.00000,-700.00000,-209.00000,-909.00000,-455.00000,-454.00000,-454.00000,-454.00000,2448.00000,-700.00000,4100.00000,4100.00000,-0.11000,-0.11000
2022-03-31,18353.00000,9109.00000,9244.00000,4362.00000,1752.00000,4903.00000,4341.00000,5320.00000,9661.00000,1548.00000,8113.00000,8113.00000,8113.00000,7689.00000,4341.00000,4079.00000,4107.00000,1.99000,1.98000
2021-12-31,20528.00000,9519.00000,11009.00000,4049.00000,1942.00000,6020.00000,4989.00000,205.00000,5194.00000,571.00000,4623.00000,4623.00000,4623.00000,8063.00000,4989.00000,4059.00000,4090.00000,1.13000,1.13000
2021-09-30,19192.00000,8446.00000,10746.00000,3803.00000,1674.00000,5519.00000,5227.00000,1631.00000,6858.00000,35.00000,6823.00000,6823.00000,6823.00000,8186.00000,5227.00000,4061.00000,4086.00000,1.68000,1.67000
2021-06-30,19631.00000,8425.00000,11206.00000,3715.00000,1599.00000,5660.00000,5546.00000,199.00000,5745.00000,684.00000,5061.00000,5061.00000,5061.00000,8403.00000,5546.00000,4049.00000,4084.00000,1.25000,1.24000
2021-03-31,19673.00000,8819.00000,10854.00000,3623.00000,1328.00000,7160.00000,3694.00000,212.00000,3906.00000,545.00000,3361.00000,3361.00000,3361.00000,6596.00000,3694.00000,4056.00000,4096.00000,0.83000,0.82000
2020-12-31,19978.00000,8630.00000,11348.00000,3655.00000,1757.00000,5464.00000,5884.00000,1604.00000,7488.00000,1631.00000,5857.00000,5857.00000,5857.00000,8887.00000,5884.00000,4199.00000,4232.00000,1.43000,1.42000
2020-09-30,18333.00000,8592.00000,9741.00000,3272.00000,1435.00000,4682.00000,5059.00000,-18.00000,5041.00000,765.00000,4276.00000,4276.00000,4276.00000,8182.00000,5059.00000,4188.00000,4211.00000,1.02000,1.02000
