,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,506.71800,121.18200,385.53600,35.96300,-0.08300,115.96600,269.57000,-44.68200,224.88800,5.40900,219.47900,219.47900,204.26000,,269.57000,133.92100,143.34100,1.52000,1.52000
2022-09-30,498.90200,125.34700,373.55500,32.27500,,103.69800,269.85700,-26.97100,242.88600,6.76000,236.12600,236.12600,220.40600,343.69900,269.85700,133.91400,141.50400,1.65000,1.65000
2022-06-30,474.98800,111.78900,363.19900,31.25100,12.78400,87.53400,275.66500,-22.21600,253.44900,5.61500,247.83400,247.83400,231.81700,346.68100,275.66500,134.19300,142.73800,1.73000,1.73000
2022-03-31,443.56200,110.58400,332.97800,29.76200,,97.66800,235.31000,-14.45200,220.85800,3.14100,217.71700,217.71700,203.57900,305.20000,235.31000,134.18000,141.58200,1.52000,1.51000
2021-12-31,427.38310,102.37500,325.00810,27.91800,76.87700,13.23500,311.77320,-23.92100,287.85200,3.99400,283.85800,283.85800,268.91900,377.89820,311.77310,133.37500,140.01600,2.00000,2.01000
2021-09-30,412.49200,100.30300,312.18900,24.39500,,85.91100,226.27800,-19.68600,206.59200,6.77200,199.82000,199.82000,188.01600,289.58100,226.27800,133.81000,140.42500,1.41000,1.40000
2021-06-30,378.63000,95.89000,282.74000,26.34100,,85.91100,196.82900,-12.82900,184.00000,5.42100,178.57900,178.57900,167.71600,258.98200,196.82900,133.75700,140.40700,1.25000,1.25000
2021-03-31,358.85700,99.52800,259.32900,23.54000,63.88300,18.25600,241.07300,-21.43500,219.63800,4.13700,215.50100,215.50100,202.99800,301.95800,241.07300,132.00800,139.67700,1.54000,1.53000
2020-12-31,353.49000,94.72500,258.76510,24.35200,,63.01600,195.74910,-25.64300,170.10600,3.79700,166.30900,166.30900,156.05600,254.51810,195.74910,129.54200,129.58500,1.18000,1.20000
2020-09-30,343.02400,99.51100,243.51300,23.89400,,80.30600,163.20700,-34.69600,128.51100,4.65700,123.85400,123.85400,114.63300,222.02900,163.20700,128.86200,129.87100,0.89000,0.88000
2020-06-30,327.24600,95.89800,231.34800,25.33700,,81.35500,149.99300,-35.55900,114.43400,3.17700,111.25700,111.25700,102.91100,208.12700,149.99300,128.93200,129.08200,0.80000,0.80000
2020-03-31,332.45200,96.97500,235.47700,23.01100,,78.28600,157.19100,-38.85000,118.34100,2.17900,116.16200,116.16200,108.17900,215.29600,157.19100,129.28900,137.14000,0.84000,0.83000
2019-12-31,335.80100,95.54500,240.25600,20.87000,,75.61090,164.64510,-41.63800,123.00700,2.72800,120.27900,120.27900,112.28200,222.46310,164.64510,128.20400,136.43400,0.87000,0.86000
2019-09-30,337.50500,96.29700,241.20800,22.51900,,78.57000,162.63800,-42.59100,120.04700,4.05200,115.99500,115.99500,108.08700,221.59500,162.63800,128.77700,137.31800,0.84000,0.83000
2019-06-30,323.60200,87.85200,235.75000,23.35100,1.20500,76.55200,159.19800,-43.79400,115.40400,2.71500,112.68900,112.68900,104.82800,216.57600,159.19800,127.58500,135.65500,0.82000,0.81000
2019-03-31,311.54600,85.73200,225.81400,22.67800,,77.33700,148.47700,-44.50400,103.97300,1.81300,102.16000,102.16000,94.77000,206.17000,148.47700,127.03700,134.29000,0.74000,0.74000
2018-12-31,307.35300,79.11600,228.23700,18.43400,,71.56000,156.67700,-44.26000,112.41700,3.16700,109.25000,109.25000,101.46200,214.85900,156.67700,126.08700,133.15900,0.81000,0.80000
2018-09-30,306.95300,81.37200,225.58100,19.70700,30.80700,41.18300,184.39800,-42.07300,142.32500,2.63800,139.68700,139.68700,130.41800,239.84700,184.39800,126.46700,134.24000,1.03000,1.02000
2018-06-30,296.81300,78.55400,218.25900,21.65100,,73.54300,144.71600,-39.90600,104.81000,2.09700,102.71300,102.71300,95.15300,199.65100,144.71600,125.87400,132.77300,0.75000,0.75000
2018-03-31,285.48500,78.36000,207.12500,21.46400,,73.21300,133.91200,-37.14000,96.77200,1.34200,95.43000,95.43000,88.25600,188.68200,133.91200,125.77200,132.68300,0.70000,0.70000
2017-12-31,281.84200,72.78100,209.06100,18.79000,,-44.84200,253.90310,-26.27900,227.62400,-5.52900,233.15300,229.31500,215.96100,306.10310,253.90310,125.96800,134.15600,1.71000,1.69000
2017-09-30,284.15600,76.70200,207.45400,19.49800,,67.57300,139.88100,-35.64300,104.23800,3.16300,101.07500,101.07500,93.76400,191.11900,139.88100,125.71800,133.04400,0.74000,0.74000
2017-06-30,276.00300,71.09900,204.90400,21.86500,,68.49700,136.40700,-43.28000,93.12700,2.86700,90.26000,94.09800,87.00600,186.01900,136.40700,125.67300,132.78300,0.69000,0.69000
2017-03-31,263.00800,70.56500,192.44300,18.80800,,68.24000,124.20300,-31.34500,92.85800,3.12400,89.73400,89.73400,82.28200,176.73800,124.20300,125.60500,132.61900,0.65000,0.64000
2016-12-31,261.01600,67.33200,193.68400,18.35500,,62.03500,131.64900,-36.39000,95.25900,4.84300,90.41600,90.41600,82.40300,184.34100,131.64900,125.08800,125.94800,0.66000,0.66000
2016-09-30,257.18300,66.43400,190.74900,19.53700,,68.02500,122.72400,8.96800,131.69200,4.46600,127.22600,127.22600,118.08800,173.05000,122.72400,125.75200,133.76300,0.94000,0.93000
2016-06-30,244.27300,66.37100,177.90200,20.51200,,67.60000,110.30200,-16.48900,93.81300,3.77300,90.04000,90.04000,83.04400,157.04600,110.30200,124.91400,132.02600,0.66000,0.66000
2016-03-31,229.40300,69.47600,159.92700,23.40200,,66.29900,93.62800,-1.45600,92.17200,2.76500,89.40700,89.40700,82.59200,139.34800,93.62800,124.75400,131.95600,0.66000,0.66000
2015-12-31,225.75900,62.84800,162.91100,18.13800,,122.60200,40.30900,-25.41100,14.89800,3.15400,11.74400,11.74400,8.67500,83.97800,40.30900,119.81700,126.91900,0.07000,0.05000
2015-09-30,197.49700,52.76600,144.73100,16.71600,,47.42700,97.30400,-15.54300,81.76100,3.56100,78.20000,78.20000,71.71800,129.56300,97.30400,122.64500,130.39800,0.58000,0.58000
2015-06-30,185.86000,56.04600,129.81400,16.65500,,48.20700,81.60700,-18.46600,63.14100,2.18500,60.95600,60.95600,55.33900,114.88900,81.60700,116.86200,124.47600,0.47000,0.47000
2015-03-31,173.15400,51.04100,122.11300,16.24900,,46.67700,75.43600,-14.55200,60.88400,2.24800,58.63600,58.63600,53.74200,107.46200,75.43600,116.11800,122.59600,0.46000,0.46000
2014-12-31,164.77700,51.58100,113.19600,14.09900,,43.28000,69.91600,-18.19700,51.71900,2.23300,49.48600,49.48600,45.12200,100.73400,69.91600,115.71400,121.43500,0.39000,0.38000
2014-09-30,169.06700,46.66000,122.40700,15.66500,,44.91400,77.49300,-19.30600,58.18700,-1.00600,59.19300,59.19300,54.22800,108.46100,77.49300,115.72700,121.61800,0.47000,0.47000
2014-06-30,160.72400,46.32300,114.40100,15.46900,,43.74000,70.66100,-21.14000,49.52100,3.51300,46.00800,46.00800,41.66500,100.52700,70.66100,115.65300,121.25400,0.36000,0.36000
2014-03-31,152.58700,48.10500,104.48200,15.70900,,44.08400,60.39800,-16.35900,44.03900,2.83000,41.20900,41.20900,37.34000,90.41400,60.39800,115.43800,121.06300,0.32000,0.32000
2013-12-31,141.93400,44.83000,97.10400,13.79500,,39.78900,57.31500,27.69400,85.00900,2.83700,82.17200,82.17200,76.94000,85.10800,57.31500,111.34900,113.10500,0.69000,0.68000
2013-09-30,133.11100,39.67600,93.43500,13.94300,,37.37100,56.06400,-21.43100,34.63300,2.28100,32.35200,32.35200,29.24500,80.65500,56.06400,110.82800,115.47700,0.26000,0.26000
2013-06-30,126.24600,36.34700,89.89900,13.73900,,36.52400,53.37500,-13.41600,39.95900,2.85800,37.10100,37.10100,34.46600,77.68500,53.37500,110.73100,113.96300,0.31000,0.31000
2013-03-31,119.32200,36.79900,82.52300,12.76900,,35.79400,46.72900,-10.79000,35.93900,2.00800,33.93100,33.93100,31.42500,71.26400,46.72900,110.31500,114.96700,0.28000,0.28000
2012-12-31,113.66700,36.31000,77.35700,12.71000,,34.24500,43.11200,-3.06600,40.04600,1.17300,38.87300,38.87300,36.07600,65.52000,43.11200,101.76600,103.76700,0.35000,0.34000
2012-09-30,109.79100,33.98000,75.81100,12.55900,,32.32700,43.48400,-0.27500,43.20900,1.65600,41.55300,41.55300,38.60600,64.89800,43.48400,104.25200,108.75500,0.37000,0.37000
2012-06-30,94.95100,27.90500,67.04600,12.54500,,29.17100,37.87500,-11.49600,26.37900,1.63400,24.74500,24.74500,22.41300,55.62500,37.87500,102.10800,106.65400,0.22000,0.22000
2012-03-31,90.98700,29.05300,61.93400,12.64000,,29.16400,32.77000,-9.30200,23.46800,0.95000,22.51800,22.51800,20.21400,51.54000,32.77000,94.88800,99.92700,0.21000,0.21000
2011-12-31,93.21200,27.43600,65.77600,13.28700,,31.39700,34.37900,-15.41300,18.96600,0.55200,18.41400,18.41400,16.27800,52.21500,34.37900,91.30100,93.63400,0.18000,0.17000
2011-09-30,84.09700,26.21200,57.88500,12.30600,,26.67000,31.21500,-13.92500,17.29000,-0.06200,17.35200,17.35200,15.26100,47.06600,31.21500,94.31400,98.86800,0.16000,0.16000
2011-06-30,78.04000,25.66400,52.37600,12.43200,,26.52400,25.85200,-12.92400,12.92800,0.41100,12.51700,12.51700,10.60900,41.07500,25.85200,91.43900,96.01100,0.12000,0.12000
2011-03-31,74.48100,25.20800,49.27300,11.65800,,25.24300,24.03000,-13.63600,10.39400,0.25400,10.14000,10.14000,8.30100,38.71700,24.03000,88.04600,92.81200,0.09000,0.09000
2010-12-31,73.15400,24.83500,48.31900,11.52500,,24.73400,23.58500,-11.98200,11.60300,0.81500,10.78800,10.78800,8.91600,37.82500,23.58500,87.32400,92.05000,0.10000,0.10000
2010-09-30,71.97900,23.28100,48.69800,10.61800,-2.00000,25.13700,23.56100,-12.99100,10.57000,1.08800,9.48200,9.48200,7.66700,37.05600,23.56100,87.48500,92.19000,0.09000,0.09000
2010-06-30,68.77700,22.54000,46.23700,11.22900,,23.43100,22.80600,-13.66700,9.13900,1.21400,7.92500,7.92500,6.18000,36.10500,22.80600,87.36800,92.30500,0.07000,0.07000
2010-03-31,67.58700,23.24900,44.33800,11.05600,,23.47500,20.86300,-14.63900,6.22400,1.04500,5.17900,5.17900,3.56800,34.53200,20.86300,86.87300,91.66600,0.04000,0.04000
2009-12-31,70.72100,23.05000,47.67100,9.23000,-0.82500,23.29800,24.37300,-14.95200,9.42100,1.98300,7.43800,7.43800,5.93200,38.51500,24.37300,86.34300,91.08300,0.07000,0.07000
