,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2023-01-31,2970.99200,2475.04300,495.94900,222.05600,206.49700,289.45210,-8.25100,281.20100,63.55100,217.65000,217.65000,217.71900,375.90410,305.01110,546.38400,550.03100,0.40000,0.40000
2022-10-31,3283.47500,2717.05800,566.41670,206.48700,199.25400,367.16260,-9.66900,357.49510,77.48400,280.01100,280.01100,279.88400,445.58060,374.39540,544.91800,549.56600,0.52000,0.50000
2022-07-31,3034.41400,2528.36400,506.05000,222.14700,215.00900,291.04100,-1.20400,289.83600,71.01000,218.82600,218.82600,218.91500,363.31100,298.17900,546.07700,550.16700,0.40000,0.40000
2022-04-30,3096.55900,2543.08800,553.47120,224.65900,218.74300,334.72830,-12.85900,321.86800,60.18900,261.67900,261.67900,261.61700,402.80030,340.64430,544.70200,550.03600,0.48000,0.48000
2022-01-31,3044.35800,2505.61000,538.74780,225.97200,219.07400,319.67380,-10.77100,308.90400,69.19400,239.71000,239.71000,239.57100,390.85180,326.57180,542.68000,547.92800,0.44000,0.44000
2021-10-31,3454.75100,2876.67000,578.08150,230.44100,220.40100,357.68070,-5.45100,352.23000,70.47900,281.75100,281.75100,281.73800,433.63770,367.72160,541.11400,547.58000,0.52000,0.51000
2021-07-31,2863.67000,2440.32200,423.34790,226.28400,215.86400,207.48390,-3.24600,204.23800,27.16400,177.07400,177.07400,176.91700,277.08690,217.90390,541.74600,548.07200,0.33000,0.32000
2021-04-30,2606.62100,2130.31400,476.30710,199.96600,186.89200,289.41500,3.20400,292.62000,64.69900,227.92100,227.92100,227.90100,354.75310,302.48900,540.19500,547.53600,0.42000,0.42000
2021-01-31,2461.14700,2010.97700,450.16990,196.38000,182.15200,268.01810,9.06400,277.08200,54.68700,222.39500,222.39500,222.28300,333.28910,282.24610,539.91300,547.44400,0.41000,0.41000
2020-10-31,2420.10600,1962.33900,457.76720,190.79700,181.06900,276.69750,2.03500,278.73190,44.20800,234.52390,234.52390,234.35690,342.43250,286.42580,538.00700,546.59200,0.44000,0.42000
