,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,3674.20000,2704.40000,969.80000,536.50000,879.10000,90.70020,-46.20000,44.50000,-31.90000,76.40000,76.40000,76.10000,,90.70020,88.50000,89.00000,0.86000,0.86000
2022-09-30,3606.10000,2546.40000,1059.70000,510.00000,590.30000,469.40010,-47.80000,421.60000,68.40000,353.20000,353.20000,352.80000,626.50010,469.40010,90.20000,90.70000,3.91000,3.90000
2022-06-30,3696.90000,2574.20000,1122.70000,486.00000,596.80000,525.90010,-49.50000,476.40000,117.50000,358.90000,358.90000,358.60000,686.20020,525.90010,92.30000,92.70000,3.89000,3.87000
2022-03-31,3899.60000,2666.70000,1232.90000,464.10000,545.00000,687.89990,-47.80000,640.10000,148.00000,492.10000,492.10000,491.60000,849.39990,687.89990,93.20000,94.00000,5.27000,5.23000
2021-12-31,4056.10100,2681.10000,1375.00100,543.70000,644.39900,730.60210,-44.60000,686.00020,132.39990,553.60000,553.60000,553.00000,918.60210,730.60210,96.70000,97.50000,5.82000,5.76000
2021-09-30,4062.60000,2677.10000,1385.50000,519.90000,618.60000,766.89990,1.30000,768.20000,180.40000,587.80000,587.80000,587.30000,952.99990,766.89990,96.30000,97.10000,6.10000,6.05000
2021-06-30,3840.70000,2575.90000,1264.80000,458.70000,560.70000,704.10010,-53.50000,650.60000,182.60000,468.00000,468.00000,467.40000,891.20010,704.10010,97.40000,98.20000,4.80000,4.76000
2021-03-31,4161.50000,2562.50000,1599.00000,429.80000,541.10000,1057.90000,-36.10000,1021.80000,251.70000,770.10000,770.10000,769.60000,1241.80000,1057.90000,97.60000,98.50000,7.88000,7.82000
2020-12-31,4489.80100,2584.90000,1904.90100,518.00010,611.70000,1293.20100,-50.50000,1242.70000,304.10000,938.60020,938.60020,938.30000,1478.30100,1293.20000,97.30000,98.00000,9.66000,9.61000
2020-09-30,3896.10000,2336.70000,1559.40000,419.50000,512.30000,1047.10000,-100.00000,947.10000,243.40000,703.70000,703.70000,703.40000,1660.30000,1047.10000,97.40000,98.10000,7.22000,7.17000
2020-06-30,2768.80000,2008.30000,760.50000,396.30000,462.80000,297.70000,-0.70000,297.00000,65.40000,231.60000,231.60000,231.60000,441.59990,297.70000,97.30000,97.70000,2.38000,2.37000
2020-03-31,2823.80000,2095.80000,728.00000,395.50000,920.60000,-192.59990,-75.10000,-267.70000,49.20000,-316.90000,-316.90000,-317.20000,-47.99990,-192.59990,97.20000,97.20000,-3.27000,-3.27000
2019-12-31,2953.40000,2132.70000,820.70000,413.90000,484.30000,336.39990,-43.60000,292.80000,65.50000,227.30000,227.30000,227.10000,492.19990,336.40040,97.90000,98.60000,2.34000,2.31000
2019-09-30,2928.50000,2111.20000,817.30000,401.50000,477.40000,339.90010,-52.50000,287.40000,66.40000,221.00000,221.00000,220.70000,484.20010,339.90010,97.60000,98.30000,2.26000,2.25000
2019-06-30,2881.70000,2056.90000,824.80000,415.30000,489.10000,335.70000,-65.70000,270.00000,79.30000,190.70000,190.70000,190.40000,477.30000,335.70000,98.10000,98.80000,1.94000,1.93000
2019-03-31,2791.20000,2001.50000,789.70000,393.80000,471.50000,318.19970,-63.50000,254.70000,68.80000,185.90000,185.90000,185.60000,453.69970,318.19970,98.60000,99.50000,1.88000,1.86000
2018-12-31,2787.50100,2015.10000,772.40060,396.90010,464.70000,307.70070,-93.20000,214.50010,56.20000,158.30000,158.30000,157.90000,445.30070,307.70020,101.40000,102.60000,1.58000,1.57000
2018-09-30,2831.30000,2041.40000,789.90000,381.80000,446.50000,343.39990,156.20000,499.60000,180.60000,319.00000,319.00000,318.80000,476.49990,343.39990,101.60000,102.70000,3.14000,3.10000
2018-06-30,2866.30000,2031.20000,835.10010,395.20000,465.90000,369.20020,-56.50000,312.70000,78.60000,234.10000,234.10000,233.80000,507.80020,369.20020,101.90000,103.00000,2.29000,2.27000
2018-03-31,2848.30000,2069.30000,779.00000,397.00000,473.60000,305.39990,-63.90000,241.50000,69.00000,172.50000,172.50000,173.20000,448.19990,305.39990,101.90000,103.40000,1.70000,1.67000
2017-12-31,2744.70000,1927.60000,817.10030,417.29990,486.50000,330.60010,-64.40000,266.20000,-424.00000,690.20010,690.20010,687.80000,475.30010,330.59940,102.40000,103.90000,6.72000,6.63000
2017-09-30,2621.40000,1837.20000,784.20000,381.30000,457.50000,326.70000,-59.90000,266.80000,92.50000,174.30000,174.30000,171.50000,459.90000,326.70000,102.20000,103.70000,1.68000,1.65000
2017-06-30,2528.20000,1750.20000,778.00000,357.70000,448.20000,329.79980,-50.60000,279.20000,94.10000,185.10000,185.10000,184.80000,456.79980,329.79980,102.40000,103.70000,1.80000,1.78000
2017-03-31,2413.70000,1701.20000,712.50000,342.90000,394.40000,318.10010,-52.80000,265.30000,82.00000,183.30000,183.30000,183.00000,446.40010,318.10010,102.50000,104.30000,1.79000,1.75000
2016-12-31,2339.50000,1878.00000,461.50040,121.30000,179.90000,281.59960,-36.90000,244.70000,80.40000,164.30000,164.30000,164.10000,412.19960,281.59960,102.50000,104.30000,1.59000,1.57000
2016-09-30,2414.70000,1626.30000,788.39990,400.50000,464.40000,324.00000,-60.60000,263.40000,83.60000,179.80000,179.80000,179.50000,446.40000,324.00000,102.90000,104.90000,1.74000,1.71000
2016-06-30,2430.70000,1603.90000,826.80000,409.40000,461.30000,365.50000,-53.60000,311.90000,107.50000,204.40000,204.40000,204.10000,490.40000,365.50000,102.20000,104.10000,2.00000,1.96000
2016-03-31,2368.00000,1590.70000,777.29990,414.30000,477.80000,299.50000,-45.90000,253.60000,89.20000,164.40000,164.40000,164.10000,422.40000,299.50000,101.60000,103.80000,1.61000,1.58000
