,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-10-31,2280.80000,1006.60000,1274.20000,1085.00000,10.50000,1071.10000,203.09990,-435.90000,-232.80000,-46.10000,-186.70000,-186.70000,-186.70000,693.29990,203.09990,64.80000,64.80000,-2.88000,-2.88000
2022-07-31,2132.00000,912.50000,1219.50000,1070.40000,24.70000,1042.50000,176.99990,-20.30000,156.70000,41.40000,115.30000,115.30000,115.30000,252.39990,176.99990,66.60000,67.00000,1.73000,1.72000
2022-04-30,2122.70000,884.00000,1238.70000,1039.40000,7.40000,1028.40000,210.29990,-21.80000,188.50000,55.40000,133.10000,133.10000,133.10000,287.09990,210.29990,68.00000,68.70000,1.96000,1.94000
2022-01-31,2429.70000,1013.40000,1416.30000,1255.20000,9.60000,1193.00000,223.30000,-23.90000,199.40000,-191.40000,390.80000,390.80000,390.80000,303.40000,223.30030,70.80000,71.90000,5.56000,5.47000
2021-10-31,2332.50000,987.40000,1345.10000,1097.30000,6.30000,1086.80000,258.29980,94.30000,352.60000,72.90000,279.70000,279.70000,279.70000,335.59980,258.29980,70.90000,72.00000,3.94000,3.89000
2021-07-31,2313.20000,979.60000,1333.60000,1062.00000,4.10000,1054.60000,279.00000,-26.30000,252.70000,70.90000,181.80000,181.80000,181.90000,357.30000,279.00000,71.40000,72.50000,2.55000,2.51000
2021-04-30,2079.30000,850.20000,1229.10000,1039.40000,3.70000,1031.70000,197.39990,-29.40000,168.00000,68.30000,99.70000,99.70000,99.90000,274.99990,197.39990,71.20000,72.40000,1.40000,1.38000
2021-01-31,2089.80000,963.50000,1126.30000,1173.70000,5.70000,1100.00000,26.30010,-34.50010,-8.20000,49.90000,-58.10010,-58.10010,-57.70000,1045.40000,26.29990,71.20000,71.20000,-0.85000,-0.85000
2020-10-31,2118.10000,1016.80000,1101.30000,987.20000,4.40000,979.20000,122.10010,-33.50000,88.60000,19.10000,69.50000,69.50000,69.80000,-731.19990,122.10010,71.10000,71.50000,0.98000,0.98000
2020-07-31,1580.70000,697.40000,883.29990,882.20000,-3.50000,885.00000,-1.70020,-32.10000,-33.80000,17.90000,-51.70000,-51.70000,-51.40000,1010.70000,-1.70020,71.10000,71.10000,-0.72000,-0.72000
2020-04-30,1344.00000,678.10000,665.90000,940.10000,-11.20000,947.70000,-281.79990,-957.80000,-1239.60000,-142.40000,-1097.20000,-1097.20000,-1096.80000,-200.69990,-281.79990,71.40000,71.40000,-15.37000,-15.37000
2020-01-31,2600.80000,1202.90000,1397.90000,1257.60000,2.10000,1351.60000,46.29930,-172.00000,-125.70000,-57.20000,-68.50000,-68.50000,-67.40000,133.59930,46.30010,74.20000,74.60000,-0.88000,-0.88000
2019-10-31,2587.70000,1181.50000,1406.20000,1141.60000,2.90000,1136.70000,269.49980,-27.80000,241.70000,32.80000,208.90000,208.90000,209.20000,351.09980,269.49980,73.90000,74.20000,2.83000,2.82000
2019-07-31,2364.20000,1075.80000,1288.40000,1154.50000,0.90000,1151.70000,136.69970,86.10000,222.80000,29.70000,193.10000,193.10000,193.50000,215.09970,136.69970,74.80000,75.10000,2.59000,2.58000
2019-04-30,2356.30000,1060.40000,1295.90000,1161.50000,-1.50000,1160.80000,135.10010,-29.90000,105.20000,23.60000,81.60000,81.60000,82.00000,211.60010,135.10010,75.20000,75.90000,1.09000,1.08000
2019-01-31,2484.00000,1128.50000,1355.49900,1217.00000,8.10000,1221.80000,133.70000,-29.20000,104.50000,-53.90000,158.40000,158.40000,158.70000,220.49990,133.70000,76.50000,77.30000,2.09000,2.09000
2018-10-31,2524.50000,1159.70000,1364.80000,1091.30000,6.10000,1082.50000,282.30000,-29.40000,252.90000,10.30000,242.60000,242.60000,243.10000,364.10000,282.30000,76.40000,77.10000,3.18000,3.15000
2018-07-31,2333.70000,1036.70000,1297.00000,1071.50000,3.30000,1065.60000,231.40010,-29.10000,202.30000,37.60000,164.70000,164.70000,165.20000,314.40010,231.40010,77.00000,77.90000,2.15000,2.12000
2018-04-30,2314.60000,1023.60000,1291.00000,1053.00000,3.80000,1046.70000,244.30000,-28.40000,215.90000,37.00000,178.90000,178.90000,179.40000,327.50010,244.30000,77.10000,78.20000,2.33000,2.29000
2018-01-31,2498.90000,1129.90000,1369.00000,1290.80000,-19.60000,1311.00000,58.00020,-32.90000,25.10000,-82.80000,107.90000,107.90000,108.50000,143.90020,58.00060,77.60000,78.60000,1.40000,1.38000
2017-10-31,2357.00000,1059.70000,1297.30000,1022.50000,3.70000,1016.60000,280.70000,-30.90000,249.80000,11.10000,238.70000,238.70000,239.20000,361.90000,280.70000,77.30000,78.50000,3.09000,3.05000
2017-07-31,2069.90000,922.60000,1147.30000,971.00000,1.70000,966.80000,180.49990,-29.70000,150.80000,31.40000,119.40000,119.40000,119.70000,261.09990,180.49990,77.80000,78.70000,1.54000,1.52000
2017-04-30,1989.00000,908.20000,1080.80000,960.90000,0.40000,967.60000,113.20000,-28.70000,84.50000,14.40000,70.10000,70.10000,70.40000,190.39990,113.20000,78.20000,79.00000,0.90000,0.89000
2017-01-31,2107.70000,969.70010,1138.00000,1020.00000,163.40000,815.39990,322.59940,-197.60000,125.00000,24.50000,100.50000,100.50000,100.70000,406.79930,322.59920,80.20000,80.90000,1.29000,1.29000
2016-10-31,2244.30000,1052.70000,1191.60000,918.00000,-75.70000,993.70000,197.90010,-29.20000,168.70000,42.60000,126.10000,126.10000,126.20000,282.30020,197.90010,80.00000,80.70000,1.58000,1.56000
2016-07-31,1933.30000,899.50000,1033.80000,874.70000,-16.10000,890.80000,143.00010,-28.10000,114.90000,24.40000,90.50000,90.50000,90.50000,225.60010,143.00010,80.70000,81.30000,1.12000,1.11000
2016-04-30,1917.80000,910.90000,1006.90000,865.20000,-0.20000,865.40000,141.50000,124.10000,265.60000,34.00000,231.60000,231.60000,231.60000,212.10000,141.50000,81.30000,81.90000,2.85000,2.83000
2016-01-31,2112.50000,1039.60000,1072.90000,898.49990,1.60000,896.90000,175.99990,-27.80000,148.20000,14.00000,134.20000,134.20000,134.20000,246.39990,176.00010,82.40000,83.10000,1.64000,1.63000
2015-10-31,2164.50000,1063.50000,1101.00000,853.80000,6.40000,847.40000,253.60000,-27.40000,226.20000,4.30000,221.90000,221.90000,221.90000,316.60000,253.60000,82.40000,83.10000,2.69000,2.67000
2015-07-31,1864.00000,861.90000,1002.10000,850.50000,2.50000,848.00000,154.10000,-28.00000,126.10000,23.90000,102.20000,102.20000,102.20000,217.10000,154.10000,82.70000,83.50000,1.24000,1.22000
2015-04-30,1879.30000,893.70000,985.60000,814.90000,6.10000,808.80000,176.79990,-29.80000,147.00000,32.90000,114.10000,114.10000,114.10000,237.79990,176.79990,82.60000,83.40000,1.38000,1.37000
2015-01-31,2068.80000,997.49990,1071.30000,1065.80000,0.70000,1065.10110,6.19920,-32.00000,-25.80000,-77.30000,51.50000,51.50000,51.50000,69.49920,6.19970,82.40000,83.30000,0.62000,0.62000
2014-10-31,2233.10000,1065.60000,1167.50000,892.90000,5.30000,887.60000,279.90010,-32.10000,247.80000,22.10000,225.70000,225.70000,225.70000,340.20010,279.90010,82.40000,83.30000,2.74000,2.71000
2014-07-31,1975.60000,920.90000,1054.70000,895.80000,0.40000,895.40000,159.30000,-33.80000,125.50000,-1.00000,126.50000,126.50000,126.50000,219.70000,159.30000,82.30000,83.20000,1.54000,1.52000
2014-04-30,1963.70000,930.50000,1033.20000,859.10000,-89.60000,948.70000,84.50000,-40.60000,43.90000,8.70000,35.20000,35.20000,35.30000,145.20000,84.50000,82.20000,83.20000,0.43000,0.42000
2014-01-31,2052.30000,982.80010,1069.50000,909.50010,0.00000,909.49990,159.99960,-45.40000,114.60000,152.20000,-37.60000,-37.60000,-37.50000,230.49960,159.99980,81.20000,82.60000,-0.44000,-0.43000
2013-10-31,2259.10000,1087.30000,1171.80000,927.40000,4.90000,922.50000,249.30000,-46.00000,203.30000,6.70000,196.60000,196.60000,196.70000,311.00010,249.30000,81.50000,82.80000,2.41000,2.37000
2013-07-31,1964.80000,938.70000,1026.10000,941.20000,0.80000,940.40000,85.70010,-47.40000,38.30000,43.60000,-5.30000,-5.30000,-5.40000,182.90010,85.70010,81.30000,81.30000,-0.07000,-0.07000
2013-04-30,1910.20000,958.30000,951.90000,895.40000,-38.10000,933.50000,18.40000,-45.90000,-27.50000,-17.20000,-10.30000,-10.30000,-10.30000,102.60000,18.40000,80.00000,80.00000,-0.13000,-0.13000
2013-01-31,1636.20100,755.57510,880.62590,771.15710,0.35700,770.79990,109.82560,-31.31700,78.50900,-2.19900,80.70800,80.70800,80.08500,147.68150,109.82570,70.40000,73.90000,1.10000,1.08000
2012-10-31,1642.77000,773.68600,869.08400,631.13900,3.19300,627.94600,241.13810,-28.28400,212.85400,45.15600,167.69800,167.69800,162.86600,275.89010,241.13810,70.58600,73.98500,2.31000,2.27000
2012-07-31,1336.62300,593.96200,742.66110,589.33300,-0.07400,589.40700,153.25420,-28.35500,124.89900,34.98100,89.91800,89.91800,87.32700,187.58720,153.25420,70.40300,73.60300,1.24000,1.22000
2012-04-30,1427.40600,670.57700,756.82900,602.67100,1.92400,600.74700,156.08190,-29.24400,126.83800,31.36200,95.47600,95.47600,90.92200,189.54090,156.08190,68.53900,73.60200,1.33000,1.30000
2012-01-31,1532.83600,758.62610,774.21000,734.31310,-15.72200,750.03490,24.17510,-15.79700,8.37800,-30.68400,39.06200,39.06200,36.79000,57.41710,24.17510,67.15800,72.92300,0.54000,0.53000
2011-10-31,1654.16000,825.19200,828.96800,632.98200,0.85600,632.12600,196.84190,-31.54200,165.30000,53.06100,112.23900,112.23900,105.64800,229.16290,196.84190,67.22500,72.96300,1.57000,1.54000
2011-07-31,1334.44400,610.31200,724.13200,590.65300,0.00000,590.65300,133.47890,-31.44600,102.03300,35.30400,66.72900,66.72900,62.80900,165.44490,133.47890,67.12900,72.86900,0.94000,0.92000
2011-04-30,1369.18400,640.60500,728.57900,591.90200,0.00000,591.90200,136.67700,-49.30300,87.37400,29.70700,57.66700,57.66700,54.26500,171.15800,136.67700,66.79800,72.59200,0.81000,0.79000
2011-01-31,1398.11700,661.90700,736.21020,644.76790,-88.10000,732.86800,3.34230,50.00300,53.34500,0.57900,52.76600,52.76600,50.19700,36.86930,3.34250,62.74400,67.37800,1.01000,1.02000
2010-10-31,1516.41900,722.95200,793.46690,615.17600,0.00000,615.17600,178.29090,-41.22500,137.06600,37.21800,99.84800,99.84800,99.84800,229.66090,178.29090,66.14000,71.83600,1.42000,1.39000
2010-07-31,1103.26800,528.02700,575.24100,524.63700,-6.65000,531.28700,43.95390,-127.32500,-83.37100,-12.74700,-70.62400,-70.62400,-70.62400,94.12790,43.95390,65.87500,65.87500,-1.07000,-1.07000
2010-04-30,619.04400,302.01100,317.03300,287.20000,-52.39000,339.59000,-22.55700,-8.27500,-30.83200,-3.21900,-27.61300,-27.61300,-27.61300,-10.49100,-22.55700,52.27900,52.27900,-0.53000,-0.53000
2010-01-31,614.58310,307.23610,307.34700,254.53400,,254.53380,52.81320,-8.25100,44.56200,17.53900,27.02300,27.02300,27.02300,65.00620,52.81310,51.63900,52.50600,0.53000,0.51000
2009-10-31,697.44000,359.76600,337.67400,247.23800,,247.23800,90.43600,-8.13300,82.30300,-1.31600,83.61900,83.61900,83.61900,102.92900,90.43600,51.67000,52.85900,1.62000,1.58000
2009-07-31,529.28300,263.52700,265.75600,214.30700,,214.30700,51.44900,-7.98500,43.46400,16.90700,26.55700,26.55700,26.55700,64.17500,51.44900,51.60500,52.19400,0.51000,0.51000
2009-04-30,557.42500,285.59900,271.82600,222.71200,,222.71200,49.11400,-7.86000,41.25400,16.54300,24.71100,24.71100,24.71100,61.59100,49.11400,51.51100,51.88200,0.48000,0.48000
2009-01-31,577.78610,318.14500,259.64110,309.42000,,309.41990,-49.77880,-7.07400,-56.85300,-18.91800,-37.93500,-37.93500,-37.93500,-35.26380,-49.77890,51.42800,52.20000,-0.74000,-0.73000
